PIVlab, ASCII chart output - 26-Apr-2024
FRAME: 7, filenames: A:[7]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi & B:[8]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.101909876,0.01505001634,1
47,65,0.4454907179,-0.4813544452,1
47,97,0.3526399136,-0.1021883488,1
47,129,-0.1256906986,-0.01456344873,1
47,161,-0.3047519326,-0.1365417242,1
47,193,0.04564258456,-0.4141696095,1
47,225,0.09956732392,-0.1676138043,1
47,257,0.1634512842,-0.02854400873,1
47,289,0.1498402506,-0.1617270559,1
47,321,-0.2230283022,0.09205520898,1
47,353,-0.2980129719,0.04099345207,1
47,385,0.0004954636097,0.1571884751,1
47,417,-0.02311199903,0.2487133443,1
47,449,-0.2462770343,0.3070788383,1
47,481,-0.3017790318,0.2170113325,1
47,513,0.2505149841,-0.4216121733,1
47,545,0.8237295151,-0.2115433067,1
47,577,0.867647171,0.1191614568,1
47,609,0.6744263172,-0.1217319965,1
47,641,0.5646380186,-0.8374188542,1
47,673,0.7744386196,-0.7855542898,1
47,705,0.7354896069,-0.4283082485,1
47,737,0.6180720329,-0.3972752094,1
47,769,0.2269355655,-0.1289579868,1
47,801,0.336139679,0.06282383204,1
47,833,0.60930264,0.440359652,1
47,865,0.3614914119,0.6356444359,1
47,897,-0.1999255717,-0.6091857553,1
47,929,-0.08186050504,-1.213960886,1
47,961,0.3797000051,-1.007826686,1
47,993,0.4764272273,0.1363467574,1
47,1025,0.2383278906,0.6379672289,1
47,1057,0.08053004742,0.1811211109,1
47,1089,-0.05327528715,-0.752479434,1
47,1121,0.07627907395,-0.2462072968,1
47,1153,-0.06845682859,0.03714096546,1
47,1185,-0.4511450529,-0.204937458,1
47,1217,-0.5902836323,-0.4202331901,1
47,1249,-0.4333752394,-0.9149412513,1
