PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 19, filenames: A:[19]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[20]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.6272523403,0.07939478755,1
47,65,-0.1004803181,-0.008947581053,1
47,97,-0.1020654291,0.08285844326,1
47,129,-0.03178484365,-0.1875870228,1
47,161,-0.01253785193,-0.1519517601,1
47,193,0.1305021942,0.2359917015,1
47,225,0.2774920464,-0.01982310414,1
47,257,0.07543236762,-0.6244364381,1
47,289,-0.489877224,-0.7461657524,1
47,321,-0.8925315142,-0.6938169003,1
47,353,-0.6891400218,-1.999503136,1
47,385,-0.09441977739,-2.371918678,1
47,417,-0.4441292286,-2.11621666,1
47,449,-1.258262634,-1.261686325,1
47,481,-0.2637671828,-1.588162661,1
47,513,-1.943972826,-0.7794473767,1
47,545,-2.838844776,0.4609903693,1
47,577,-0.02093410492,0.9116684198,1
47,609,1.710348964,1.438333273,1
47,641,1.337683678,0.5522059202,1
47,673,0.3566618264,0.2672404647,1
47,705,-0.4071165621,-0.3547526598,1
47,737,-0.5658639073,-0.8411251307,1
47,769,-0.1680514812,-0.8460190892,1
47,801,0.6287945509,-0.468783915,1
47,833,0.985370636,0.72295928,1
47,865,0.2875797749,0.9950410128,1
47,897,-0.5073734522,-0.01360595226,1
47,929,0.01292610168,-0.02012741566,1
47,961,2.937949657,0.7614574432,1
47,993,3.407265186,0.1532322615,1
47,1025,2.083312273,-0.1057146788,1
47,1057,0.4614409208,-0.1527791619,1
47,1089,0.683006525,-0.8000559211,1
47,1121,1.06563282,-0.5613073111,1
47,1153,1.538555861,0.008420914412,1
47,1185,1.245422244,0.1076929569,1
47,1217,1.015135765,1.030064821,1
47,1249,1.885329008,-0.1126913428,1
47,1281,3.330922842,-0.03240172565,1
47,1313,4.874820709,0.644189477,1
47,1345,4.800732613,-0.04003143311,1
47,1377,3.027787209,-2.14512682,1
47,1409,1.041606307,-2.336319923,1
47,1441,1.579702139,-4.052799225,1
47,1473,3.757471085,-2.302219629,1
47,1505,3.569325686,-1.546633482,1
47,1537,1.667860985,-0.7882069349,1
47,1569,1.312835217,-0.3576767445,1
47,1601,0.8404555321,0.1681456566,1
47,1633,-0.2201809883,1.37777853,1
47,1665,-0.3090683222,0.2098466158,1
47,1697,0.3331013918,-1.004845858,1
47,1729,-1.117292166,-1.435989857,1
47,1761,0.1359572709,-0.7683568597,1
47,1793,0.04609906673,-0.2612880468,1
47,1825,-2.711483479,-0.08063542843,1
47,1857,-2.446591616,-1.118757367,1
47,1889,-1.504610777,-2.183823347,1
47,1921,-1.225375414,-0.7972860336,1
47,1953,-0.8474166393,-1.041274071,1
47,1985,-0.8815808296,-0.2025875449,1
47,2017,-1.065387011,0.2056469917,1
79,33,-0.1241357327,0.1634591669,1
79,65,0.1306245327,0.01895576715,1
79,97,0.2400458008,-0.006363332272,1
79,129,0.3922258019,-0.1798510998,1
79,161,0.2506725788,-0.2894940376,1
79,193,0.1135454476,-0.07212746143,1
79,225,0.2437194139,0.1427522749,1
79,257,0.2814413607,-0.1843471527,1
79,289,-0.03726384044,-0.02541708946,1
79,321,-0.3575636148,0.09027802944,1
79,353,-0.8242971897,-0.9475324154,1
79,385,-1.374207735,-1.211767554,1
79,417,-1.076587558,-1.095732212,1
79,449,-1.041375875,-0.5268046856,1
79,481,-0.6440629959,-0.8481553793,1
79,513,-1.323085904,-0.8303844333,1
79,545,-1.38895154,-0.655149579,1
79,577,0.2479116917,-0.7154222727,1
79,609,1.027966976,-0.8308460712,1
79,641,1.122428536,-0.9807904363,1
79,673,0.2588583827,-0.8240022659,1
79,705,-0.06626817584,-0.8910088539,1
79,737,-0.6860376596,-1.004535913,1
79,769,0.2532849908,-0.5316661596,1
79,801,1.944092989,-0.3792004585,1
79,833,1.269073248,-0.2652291954,1
79,865,0.5092266798,-0.161031276,1
79,897,0.05318930745,-0.7087496519,1
79,929,-0.6876740456,-0.3179773688,1
79,961,0.7166622877,0.3583338857,1
79,993,0.9883002043,0.4485247731,1
79,1025,0.2281967998,0.1909846961,1
79,1057,-0.1010527611,-0.3144391775,1
79,1089,0.6037538052,-0.7026525736,1
79,1121,0.969427824,-1.071859241,1
79,1153,0.7743644714,-1.109490752,1
79,1185,1.158434153,-0.4035483301,1
79,1217,1.755886793,0.7167253494,1
79,1249,1.925090075,0.6495204568,1
79,1281,2.420554876,0.5871549249,1
79,1313,2.449885368,0.01570823789,1
79,1345,2.245868683,-0.2249049395,1
79,1377,1.750719786,-0.7507966161,1
79,1409,1.373850703,-1.142086983,1
79,1441,1.495983124,-1.111720085,1
79,1473,3.023972988,-0.9084647894,1
79,1505,2.767911434,-0.933975935,1
79,1537,1.653854609,-1.257829666,1
79,1569,1.27387619,-0.3531796336,1
79,1601,0.6696203947,0.3608747125,1
79,1633,-0.2455873489,-0.3980536461,1
79,1665,NaN,NaN,2
79,1697,0.2170808315,-2.579698324,1
79,1729,-0.2782496512,-1.653838754,1
79,1761,-0.3722982407,-0.7825614214,1
79,1793,-0.2825239897,-0.7228243351,1
79,1825,-0.8377319574,-0.3015393615,1
79,1857,-0.07640808821,-0.8606540561,1
79,1889,0.4442976117,-1.167659283,1
79,1921,-0.05142998695,-0.8260970116,1
79,1953,-0.6418480277,-0.2075455785,1
79,1985,0.08142276108,-0.01724667847,1
79,2017,NaN,NaN,2
111,33,0.1038153097,0.1700909585,1
111,65,0.2756850719,-0.107504122,1
111,97,0.3563713729,-0.3235660195,1
111,129,0.3334441483,-0.1716424823,1
111,161,0.2357675433,-0.1258369088,1
111,193,0.1099592298,0.02496984974,1
111,225,0.1950660944,0.2497495115,1
111,257,0.176609382,0.1630732566,1
111,289,-0.1440877318,-0.006999880075,1
111,321,-0.3598616421,-0.5121870041,1
111,353,-0.8999982476,-0.5311193466,1
111,385,-0.7753245234,-0.4687874317,1
111,417,-0.4705924988,-0.6340031624,1
111,449,-0.1535221338,-0.6126361489,1
111,481,-0.3878056407,-0.8042604923,1
111,513,-0.4831211567,-1.155060172,1
111,545,-0.1411944032,-1.214115739,1
111,577,0.145165354,-1.547968507,1
111,609,0.8182282448,-1.666122913,1
111,641,2.34307909,-2.072933674,1
111,673,0.1745019704,-0.3665612936,1
111,705,-0.2324513495,-0.5554471612,1
111,737,-0.654851675,-0.8878477216,1
111,769,0.5047218204,-0.6102120876,1
111,801,1.276025534,-0.3240573108,1
111,833,0.8750496507,-0.3172290027,1
111,865,0.3422964215,-0.6985372305,1
111,897,0.04182912409,-1.206676841,1
111,929,-0.6902678013,-2.023404598,1
111,961,-0.6459031105,-0.2404839844,1
111,993,-0.3729632497,0.7367745042,1
111,1025,-0.573564589,0.1264787316,1
111,1057,-0.1866135597,-0.4978684783,1
111,1089,-0.187526226,-0.9053989649,1
111,1121,0.09115025401,-1.243173718,1
111,1153,0.4358891249,-1.681200027,1
111,1185,1.134873629,-0.8975590467,1
111,1217,2.098690033,0.2874955237,1
111,1249,2.044827938,0.7721104026,1
111,1281,1.520378947,0.5688928962,1
111,1313,0.03421247005,-0.1761533022,1
111,1345,-0.3929134607,-0.4944938421,1
111,1377,0.5898605585,-0.1547363997,1
111,1409,1.312941313,0.4057801664,1
111,1441,1.48719871,0.3322503567,1
111,1473,1.844140291,-0.3084276915,1
111,1505,2.163092613,-0.7888715267,1
111,1537,1.487720132,-0.862511754,1
111,1569,1.22394073,-0.1455794573,1
111,1601,0.1957600117,0.6606802344,1
111,1633,0.3587217331,-0.8715204,1
111,1665,1.463662982,-3.514347076,1
111,1697,0.8405044079,-2.322129011,1
111,1729,0.2709337175,-1.494410515,1
111,1761,-0.1720231771,-1.074467659,1
111,1793,-0.2385802269,-0.9011924267,1
111,1825,0.3782548904,0.2360653877,1
111,1857,0.5427809358,-1.019286156,1
111,1889,1.285466671,-0.9335585833,1
111,1921,0.6464413404,-0.2518859506,1
111,1953,-0.1035592705,0.1479339004,1
111,1985,0.2981137335,0.1555583775,1
111,2017,0.560921073,-0.5985441208,1
143,33,0.3289222121,0.1550153792,1
143,65,0.03292365,-0.1234090403,1
143,97,-0.1966907829,-0.1215261742,1
143,129,-0.1958527416,0.1596153527,1
143,161,-0.07392751426,0.06121394783,1
143,193,-0.12135268,0.09723563492,1
143,225,-0.1367607266,0.1478959918,1
143,257,-0.3029472232,0.008798733354,1
143,289,-0.3321092129,-0.1176239103,1
143,321,-0.2130695432,-0.4572383165,1
143,353,-0.697776556,-0.2042820454,1
143,385,-1.085283756,0.8145275116,1
143,417,-0.8459310532,0.1396711469,1
143,449,-0.9152058363,-0.1460917592,1
143,481,-0.6659447551,-0.3089613914,1
143,513,-0.3030278683,-1.202727199,1
143,545,-0.05013924837,-1.316199422,1
143,577,-0.1547981501,-1.393265367,1
143,609,-0.0353513509,-1.895372629,1
143,641,-0.02185708284,-1.746292114,1
143,673,-0.497543931,-0.8600109816,1
143,705,-0.1826646924,-0.5271804929,1
143,737,0.1204383373,-0.7021460533,1
143,769,1.753103614,-0.283036381,1
143,801,2.04734087,0.4633119106,1
143,833,1.124182463,0.4268361032,1
143,865,0.327650249,-0.6350069642,1
143,897,-0.1504369378,-1.223420382,1
143,929,-0.7346864939,-2.056955338,1
143,961,-1.246311307,-0.4815767705,1
143,993,-1.143724799,1.316776514,1
143,1025,-1.823413372,0.466478765,1
