PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 45, filenames: A:[45]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[46]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.1847011149,-0.1417508125,1
47,65,-0.06779240072,0.07802315056,1
47,97,-0.03594234586,0.1375278383,1
47,129,0.1732587516,0.2641044855,1
47,161,0.1833175421,0.1198897064,1
47,193,0.05746079981,-0.305392921,1
47,225,0.03961823508,-0.1233947277,1
47,257,-0.0006782375276,0.3661488295,1
47,289,0.0080486238,0.1020504236,1
47,321,0.09626021981,-0.2629362047,1
47,353,-0.3511406183,0.1293362975,1
47,385,-0.4763339758,0.1885792017,1
47,417,-0.3519114256,0.02277140319,1
47,449,-0.310223639,-0.6901955009,1
47,481,-0.01266634464,-0.354052186,1
47,513,-0.4873888493,0.1157022715,1
47,545,0.2008900642,-0.8849043846,1
47,577,0.2182066143,-1.748657465,1
47,609,-0.4050700665,-1.53697443,1
47,641,-1.79413414,-3.600049973,1
47,673,-1.210824966,-3.146164656,1
47,705,0.341987431,-1.808683515,1
47,737,0.4815086126,-1.245187163,1
47,769,0.1449449956,-0.5480879545,1
47,801,-0.2727597356,-0.9039080143,1
47,833,-0.6496766806,-0.8303432465,1
47,865,0.04904545844,0.8666541576,1
47,897,0.08438158035,0.7487698197,1
47,929,-0.06488621235,-1.544146061,1
47,961,0.801433444,0.5839084387,1
47,993,1.26905632,-0.0432267189,1
47,1025,1.029890418,-1.61398077,1
47,1057,1.511128426,-2.45650506,1
47,1089,-0.6941123009,-1.134807944,1
47,1121,-1.292071581,-0.9375764132,1
47,1153,-0.281938076,-2.866654873,1
47,1185,0.8308961391,-1.521548033,1
47,1217,1.417320013,-1.005174994,1
47,1249,1.628380179,-2.026453018,1
47,1281,0.9924213886,-1.31731236,1
47,1313,0.3799961805,0.7272117138,1
47,1345,0.495549202,0.540702343,1
47,1377,0.4223728478,1.474374533,1
47,1409,0.1630922854,0.7229363322,1
47,1441,0.1253350377,-0.8203462362,1
47,1473,0.3402670622,-1.06520462,1
47,1505,0.8620282412,-2.31901598,1
47,1537,-0.5418950915,-2.037510395,1
47,1569,-0.6274144053,-1.403592825,1
47,1601,0.3679106236,-1.485194087,1
47,1633,-0.4303426743,-1.277075768,1
47,1665,-0.2484576702,-0.816619873,1
47,1697,-0.4912962914,-0.6441841722,1
47,1729,0.3166446686,-0.4287544489,1
47,1761,0.2317851186,-0.7453553677,1
47,1793,-1.106309295,-1.865676641,1
47,1825,-1.24908042,-2.122025728,1
47,1857,-1.627673864,-1.775566101,1
47,1889,-1.024664164,-0.6624252796,1
47,1921,-1.226145744,1.075955153,1
47,1953,-0.9810035229,1.865545988,1
47,1985,-0.9867656231,1.021345615,1
47,2017,-0.4516904056,-4.820850849,1
79,33,-0.1643154919,0.0454505682,1
79,65,-0.2388635576,0.1126810312,1
79,97,-0.1036126465,-0.01033643633,1
79,129,0.02962322533,-0.08789488673,1
79,161,0.05881315097,-0.05674983189,1
79,193,0.09843702614,0.08559029549,1
79,225,-0.01917990297,0.1036372781,1
79,257,0.03559987247,0.08846735954,1
79,289,-0.1094714999,-0.1157620847,1
79,321,-0.2388338447,-0.1208503991,1
79,353,-0.06690973788,-0.02016037703,1
79,385,-0.01303225756,0.08554118127,1
79,417,0.269831568,-0.140905112,1
79,449,0.2107009292,-1.08008337,1
79,481,0.005255997181,-1.417646646,1
79,513,0.1442285776,-1.745925188,1
79,545,0.5343909264,-2.114875793,1
79,577,0.08990000933,-1.613639355,1
79,609,-0.6964267492,-1.770158529,1
79,641,-1.790184498,-4.018907547,1
79,673,-1.680814624,-4.403620243,1
79,705,-1.340774298,-1.009686708,1
79,737,-0.7191700935,-1.287245989,1
79,769,-0.236741215,-1.299339533,1
79,801,-0.2049912959,-0.976908803,1
79,833,-0.2082553804,-0.6876386404,1
79,865,-0.1543873847,0.6171649694,1
79,897,-0.3315600455,0.7185663581,1
79,929,-0.3710486293,-0.3308027387,1
79,961,-0.2401743829,0.1369307637,1
79,993,0.8378036618,-1.174132347,1
79,1025,0.922524929,-1.110135078,1
79,1057,-0.2236466706,-2.676776886,1
79,1089,-1.511492372,-1.435143352,1
79,1121,-0.8439630866,-0.5585252047,1
79,1153,-0.9248432517,-1.844363809,1
79,1185,-0.7416039705,-1.750880718,1
79,1217,0.2511738837,-0.6081518531,1
79,1249,0.4910948277,-0.5433706641,1
79,1281,0.4173193574,0.08765788376,1
79,1313,0.1352756917,1.318884134,1
79,1345,0.3438133001,0.5191919208,1
79,1377,0.5395002365,0.01664200425,1
79,1409,0.5001741648,-0.07905811816,1
79,1441,0.5465778112,-0.4852854908,1
79,1473,0.3370284736,-0.6232280731,1
79,1505,-0.03997181356,-0.4976508021,1
79,1537,-1.012361646,-0.8059560061,1
79,1569,-0.7632241845,-1.951211095,1
79,1601,-0.7533622384,-2.789864063,1
79,1633,-0.1493074298,-0.9236955047,1
79,1665,-0.1163811535,-0.9108586907,1
79,1697,0.04460850358,-0.5617843866,1
79,1729,0.3449816704,-0.1973459721,1
79,1761,-0.3112299442,-0.7826769948,1
79,1793,-0.6274885535,-1.719230175,1
79,1825,-0.07119208574,-1.274598598,1
79,1857,-0.06806743145,-1.004999161,1
79,1889,0.03953278065,-0.2223464847,1
79,1921,-0.9118555784,1.185213089,1
79,1953,-0.7949947119,1.354900837,1
79,1985,-0.4004706144,0.821757853,1
79,2017,-0.5726067424,-2.390180588,1
111,33,-0.304502815,0.1342158765,1
