PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 57, filenames: A:[57]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[58]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.2972622812,0.8066768646,1
47,65,-0.03999039531,-0.116315186,1
47,97,-0.0874260664,-0.1629559994,1
47,129,-0.05876719952,0.07072281837,1
47,161,0.1367717981,-0.01674538851,1
47,193,0.4796710014,-0.2939978838,1
47,225,0.1881538033,-0.2836526036,1
47,257,-0.2300595939,-0.3556654453,1
47,289,-0.1891464293,-0.1009841114,1
47,321,-0.1978775263,0.3817055225,1
47,353,-0.4924091101,-0.03942230344,1
47,385,-1.23560214,-0.340826869,1
47,417,-0.157371819,0.04491049051,1
47,449,0.9732460976,0.1121793985,1
47,481,2.093111753,-0.2135307193,1
47,513,1.425454855,-0.9891957641,1
47,545,-0.4642366171,-0.3801537156,1
47,577,-1.40578413,-0.5042031407,1
47,609,-0.2303729057,-0.5391286612,1
47,641,1.484079599,0.1850576997,1
47,673,0.5110711455,0.5393481255,1
47,705,0.7064713836,-0.5723650455,1
47,737,1.723889351,-0.6135325432,1
47,769,0.6769216061,-2.043622494,1
47,801,0.3872129917,-2.370682955,1
47,833,0.05069878697,-2.335919619,1
47,865,0.04851415753,-2.62916398,1
47,897,0.9724021554,-1.805650711,1
47,929,1.415579915,-0.4106874466,1
47,961,1.857683182,-0.3737068176,1
47,993,1.141116977,-0.8026504517,1
47,1025,0.3889701366,-0.9680628777,1
47,1057,-0.1163096428,-0.7904123068,1
47,1089,-0.995444417,-0.5901255608,1
47,1121,-1.562066555,-0.4591393471,1
47,1153,-3.82638979,-0.9793782234,1
47,1185,-2.08378315,-0.7079465389,1
47,1217,-1.757350802,-0.5288929939,1
47,1249,-0.7422235012,-2.350637913,1
47,1281,-4.876942635,-1.083688855,1
47,1313,NaN,NaN,2
47,1345,-2.468833923,-0.430544138,1
47,1377,-0.1970572472,-4.574318886,1
47,1409,-1.296516061,-4.555484772,1
47,1441,NaN,NaN,2
47,1473,-4.53482151,-2.016166449,1
47,1505,-2.791507483,-2.054742813,1
47,1537,-1.866620779,-2.807069778,1
47,1569,-0.6580203772,-2.765529871,1
47,1601,0.3577647209,-1.94306457,1
47,1633,-0.6062701941,0.3479492664,1
47,1665,-1.029430866,-0.2336975336,1
47,1697,-0.1237381697,0.5810334682,1
47,1729,0.5483760834,0.2165450752,1
47,1761,0.3124761581,-0.4717650414,1
47,1793,0.1155221462,-0.4850696921,1
47,1825,0.3921518326,-0.8452564478,1
47,1857,-0.09944480658,-1.123730421,1
47,1889,-0.07419648767,-0.4056783319,1
47,1921,-0.2464732528,0.05584967136,1
47,1953,-0.3986662626,0.7055552006,1
47,1985,-0.6147332191,0.7905651927,1
47,2017,0.3098045588,-2.10991168,1
79,33,0.2592710257,0.1189713329,1
79,65,0.2543570995,0.01571819186,1
79,97,-0.1109574139,-0.125786826,1
79,129,-0.1880655289,-0.2281275541,1
79,161,0.06419871747,0.004042178392,1
79,193,0.07197679579,0.02129602432,1
79,225,0.03958030045,-0.2991145551,1
79,257,-0.1856374443,-0.2817813158,1
79,289,-0.2935497761,-0.1509070694,1
79,321,-0.06794172525,0.1531219482,1
79,353,0.1640669107,0.04623555392,1
79,385,0.09412276745,-0.1374838352,1
79,417,0.2164819688,-0.1797839701,1
79,449,0.502951622,-0.6023016572,1
79,481,0.9631161094,-0.9374738932,1
79,513,0.178162992,-0.8955458403,1
79,545,-0.7090414762,-0.637714088,1
79,577,-0.5378260612,-0.7444627285,1
79,609,0.148458153,-0.4679418802,1
