PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 22, filenames: A:[22]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[23]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.00794839859,-0.04655817151,1
47,65,-0.02482938766,-0.04255130887,1
47,97,-0.2691446543,0.1899417341,1
47,129,-0.1796970963,0.1033963785,1
47,161,-0.1173616052,-0.2296978533,1
47,193,-0.05080217123,-0.3769496679,1
47,225,-0.001845121384,-0.3130831718,1
47,257,-0.1699991226,0.07211858034,1
47,289,0.04027572274,0.240577668,1
47,321,0.5634605289,-0.05632799864,1
47,353,-0.5141508579,-0.03416728973,1
47,385,-1.289698124,-0.6035426855,1
47,417,-0.1632492542,-1.522652149,1
47,449,1.282520413,-1.241583586,1
47,481,1.466933966,0.328897953,1
47,513,1.405915499,-0.9415305853,1
47,545,-0.2620503902,-0.7136588693,1
47,577,-0.6346707344,-0.7051017284,1
47,609,-0.7537753582,-0.3451628089,1
47,641,-0.5638798475,-0.4002901316,1
47,673,-0.4976494312,-2.000173807,1
47,705,-0.03974366188,-3.437699318,1
47,737,-1.097160101,-1.967670918,1
47,769,-1.437818408,0.7912935019,1
47,801,-1.586111546,0.4073790312,1
47,833,-0.9918234348,-0.08354377747,1
47,865,0.02020573616,-1.147976041,1
47,897,0.4761641026,-2.642796516,1
47,929,-0.03401970863,-0.6207055449,1
47,961,-0.9558901787,-0.3869820237,1
47,993,-0.4216322899,-1.732708573,1
47,1025,-0.157582283,-2.164083242,1
47,1057,1.479497433,-2.278717041,1
47,1089,3.122734785,-1.270871282,1
47,1121,3.507049322,0.8744442463,1
47,1153,2.269484043,0.5850175619,1
47,1185,1.408014536,0.5143997669,1
47,1217,1.111520171,0.7034428716,1
47,1249,0.3448352814,0.04177695513,1
47,1281,-0.250656426,-0.4938533306,1
47,1313,0.2563608885,-1.511344194,1
47,1345,0.8094140291,-1.316685438,1
47,1377,0.9132773876,-1.297751069,1
47,1409,1.023937941,-0.6061427593,1
47,1441,0.9516341686,-0.1246582866,1
47,1473,-0.2790648341,0.06540471315,1
47,1505,-1.90444541,0.04396480322,1
47,1537,-2.816609621,-0.3440358639,1
47,1569,-3.288249254,-2.705748558,1
47,1601,0.0262928009,0.5333055258,1
47,1633,0.3569380045,0.7680594921,1
47,1665,-1.493513107,0.4966511726,1
47,1697,-0.006693601608,-1.353242993,1
47,1729,0.450879395,-1.745106936,1
47,1761,0.3835457563,-0.9971119165,1
47,1793,0.1377243698,-1.904589891,1
47,1825,-0.7966034412,-1.953068018,1
47,1857,-1.780225396,-2.913687706,1
47,1889,-2.013911724,-3.172638416,1
47,1921,-1.387325525,-2.361832619,1
47,1953,-0.9699313641,-0.1985476017,1
47,1985,-0.2100046277,0.5843374729,1
47,2017,0.8010807037,-0.183052063,1
79,33,-0.2396237552,0.2899059653,1
79,65,-0.1345866919,-0.05659496784,1
79,97,-0.01699602604,-0.2713389397,1
79,129,-0.2641748786,-0.1777229309,1
79,161,-0.158372581,-0.1205289513,1
79,193,0.09318140149,-0.5347910523,1
79,225,-0.08257982135,-0.351952225,1
79,257,-0.2807997167,-0.1316543967,1
79,289,-0.04868662357,-0.1592009068,1
79,321,0.3930921257,0.243820563,1
79,353,0.02314901352,-0.11008811,1
79,385,0.3457435369,-0.5785167217,1
79,417,0.8791507483,-0.8862506151,1
79,449,0.983481288,-0.8906043172,1
79,481,1.269991517,-0.1225445867,1
79,513,0.841419816,-1.456846952,1
79,545,0.0729765594,-0.8289190531,1
79,577,-0.3316168785,-0.8560483456,1
79,609,-0.489594698,-0.7919883132,1
79,641,0.1304858625,-0.4665459991,1
79,673,0.1328834295,-0.7462866306,1
79,705,0.1608794928,-1.2407583,1
79,737,0.2108149529,-0.1943468451,1
79,769,-0.02846369147,0.1755084544,1
79,801,-0.3120040596,-0.00162846595,1
79,833,-0.1079930961,-0.5843451619,1
79,865,0.654080987,-0.7807406783,1
79,897,1.349951267,-0.8136629462,1
79,929,0.7133232355,-0.4470137954,1
79,961,-0.1307637095,-0.8032445908,1
79,993,-0.03329980373,-0.5168581009,1
79,1025,1.571053743,-0.8499315977,1
79,1057,2.080227375,-1.43340826,1
79,1089,5.125271797,-1.297143459,1
79,1121,4.296734333,-0.3344494104,1
79,1153,2.053743362,-0.1251668334,1
79,1185,1.240365982,-0.5623468161,1
79,1217,0.2982514501,-0.4926014543,1
79,1249,-0.2945815921,-0.2655507326,1
79,1281,-0.7160404921,-0.1314978004,1
79,1313,-0.6284307241,-0.3803854585,1
79,1345,0.1394374967,-0.4590483308,1
79,1377,0.3716503382,-0.9340869188,1
79,1409,0.3949756026,-0.6976860166,1
79,1441,0.4687744975,-0.6230054498,1
79,1473,-0.310839951,-0.5012847781,1
79,1505,-1.481524944,-0.3788978457,1
79,1537,-4.892165184,-2.660168409,1
79,1569,NaN,NaN,2
79,1601,-1.833857298,-0.6059815288,1
79,1633,-0.3244508505,0.09366413951,1
79,1665,0.2158053219,-0.0007879734039,1
79,1697,0.373254478,-0.4994411469,1
79,1729,-0.008144080639,-0.7743699551,1
79,1761,-0.251292944,-0.8684059381,1
79,1793,0.02329483628,-0.7957992554,1
79,1825,-0.5151135325,-1.200394392,1
79,1857,-2.206927776,-0.9101164341,1
79,1889,-3.000488997,-1.498437881,1
