PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 11, filenames: A:[11]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[12]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.8573759198,0.06686329842,1
47,65,-0.05265583098,0.07084238529,1
47,97,0.03711262345,0.520429194,1
47,129,0.02675426006,0.5052480102,1
47,161,0.03551870584,0.3522504568,1
47,193,0.1241575852,0.1468725502,1
47,225,0.08069093525,0.06084965914,1
47,257,0.1393418014,0.1702644825,1
47,289,0.3634771109,-0.00398850441,1
47,321,0.698928833,-1.31327498,1
47,353,0.6081017256,-1.728037596,1
47,385,1.179576516,-1.812953472,1
47,417,0.2034523487,-1.296432495,1
47,449,-0.5076758862,-1.776074648,1
47,481,-1.388275146,-0.3084414005,1
47,513,-2.63561821,-1.607910633,1
47,545,-3.156610489,1.507016659,1
47,577,-2.190223217,1.420427799,1
47,609,-1.215013266,-0.03521180153,1
47,641,0.5636508465,-0.8277406096,1
47,673,1.52726531,-1.481627464,1
47,705,0.2748054266,-0.5585275292,1
47,737,-0.3869629204,-0.6008443236,1
47,769,-1.34879458,-0.2038619518,1
47,801,-0.3196293712,-0.2296926379,1
47,833,3.01168251,0.5463113189,1
47,865,2.467353344,1.346689701,1
47,897,1.971789837,1.574053764,1
47,929,1.235421538,1.527919888,1
47,961,0.4957253933,1.009724259,1
47,993,0.6769748926,1.013239741,1
47,1025,1.453626275,0.5884703398,1
47,1057,4.746907711,1.178398609,1
47,1089,5.604931831,0.7696329355,1
47,1121,3.530607462,0.3419911861,1
47,1153,3.460617304,1.720978498,1
47,1185,3.077536345,1.852934361,1
47,1217,2.830856323,1.809448957,1
47,1249,1.746031523,2.245029211,1
47,1281,2.637742043,1.057331443,1
47,1313,4.523970604,0.7558580637,1
47,1345,4.102530003,0.3186476231,1
47,1377,2.570605993,0.01054352522,1
47,1409,0.7161991596,-0.8202813864,1
47,1441,1.222126722,-0.6336349249,1
47,1473,1.969642758,-0.9151790142,1
47,1505,1.575144291,-0.2744767666,1
47,1537,1.173545361,0.6921895742,1
47,1569,0.7524876595,-0.6644284725,1
47,1601,2.00470233,-1.531188607,1
47,1633,2.0455091,-1.257804155,1
47,1665,1.055025578,-0.4587073326,1
47,1697,3.528698444,-1.134214878,1
47,1729,4.881110191,-1.589396238,1
47,1761,4.377080441,-1.14672184,1
47,1793,2.322203159,-0.2147868276,1
47,1825,1.926734924,-0.5862491131,1
47,1857,1.608984947,-0.9130597115,1
47,1889,1.062048435,-0.9668364525,1
