PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 33, filenames: A:[33]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[34]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.03583365679,-0.1705073714,1
47,65,-0.5684361458,-0.0654502362,1
47,97,-0.4435261488,0.08316916227,1
47,129,0.04500843585,0.4547095299,1
47,161,0.1772992015,0.7231497169,1
47,193,-0.08950102329,0.3321609497,1
47,225,0.204202354,0.2116636336,1
47,257,0.3347602487,0.0864033699,1
47,289,0.2187362313,0.02280345559,1
47,321,0.4437668622,0.5037789941,1
47,353,-0.8194696903,-0.4027855098,1
47,385,-0.3719936907,-0.6938961744,1
47,417,-0.0414070189,0.296831131,1
47,449,0.4280390739,0.9923838377,1
47,481,-1.073347926,0.101041168,1
47,513,-0.7736324072,-0.7566493154,1
47,545,-0.2027056962,-0.01114377379,1
47,577,0.4184627235,0.3017458916,1
47,609,0.5860309005,-0.02700823545,1
47,641,-0.2336713076,-0.4831112027,1
47,673,-1.137103438,-1.024618626,1
47,705,-0.2977419496,-1.057644725,1
47,737,1.040104866,0.1778116226,1
47,769,2.083164692,-1.318736196,1
47,801,2.364393234,-2.049632311,1
47,833,NaN,NaN,2
47,865,5.276279926,-0.9937934875,1
47,897,5.132073879,0.1576476097,1
47,929,3.073892117,-2.940589905,1
47,961,2.281925678,-4.164405346,1
47,993,1.106113672,-3.663683891,1
47,1025,1.64440608,-2.760573864,1
47,1057,3.88604641,-3.12632966,1
47,1089,4.105674744,-2.582486153,1
47,1121,3.624247074,-3.759875059,1
47,1153,1.650762558,-1.23188138,1
47,1185,0.2373783588,-0.2472444177,1
47,1217,-0.397923708,-0.1745060682,1
47,1249,0.2769207954,-1.177888989,1
47,1281,0.2750917077,-1.603905439,1
47,1313,-0.2749516964,-2.483514547,1
47,1345,-0.5747051239,-2.266516685,1
47,1377,-0.3541502953,-1.170576096,1
47,1409,-1.24879694,-0.2760679722,1
47,1441,-1.060511827,-0.621099472,1
47,1473,-1.10138011,-0.9311846495,1
47,1505,-0.08637416363,-0.3727928996,1
47,1537,1.541878223,-0.4690067172,1
47,1569,1.751912832,0.09268444777,1
47,1601,1.2831707,1.095065117,1
47,1633,0.9599328041,0.680888772,1
47,1665,0.03860068321,-0.03498399258,1
47,1697,-0.3975498676,-1.036928177,1
47,1729,-1.58947134,-2.230158806,1
47,1761,-2.612071037,-4.565065861,1
47,1793,-2.609146118,-2.582332134,1
47,1825,-2.187426567,-1.622615933,1
47,1857,-1.518519402,-1.363168478,1
47,1889,-0.688567996,-1.625769377,1
47,1921,-0.09443563223,-1.08334446,1
47,1953,0.08660495281,-2.172243357,1
47,1985,1.564773917,-2.520003796,1
47,2017,2.158302784,0.0477938652,1
79,33,-0.1880415976,0.158873409,1
79,65,-0.3558809459,0.0275856629,1
79,97,-0.04264000058,0.06709692627,1
79,129,0.120440051,0.13060835,1
79,161,-0.04788887501,0.1686299145,1
79,193,0.01415190101,0.0239829272,1
79,225,0.1165376008,0.181968078,1
79,257,0.1292679012,0.1144643724,1
79,289,0.01102288067,-0.0002589263022,1
79,321,0.3592469692,0.2172866613,1
79,353,0.3501435816,0.3476427495,1
79,385,-0.1216631234,-0.4104686677,1
79,417,0.2211334854,0.133084923,1
79,449,0.7008494735,0.2817591131,1
79,481,-0.4818111956,-0.3517624736,1
79,513,-0.5109229684,-0.875919044,1
79,545,0.1253567487,-0.8380724192,1
79,577,-0.2784136534,-0.5340925455,1
79,609,-0.699175477,-0.5416848063,1
79,641,-1.357551575,-0.6023249626,1
79,673,-1.11281383,-0.8001090884,1
79,705,0.5105304718,0.1554715633,1
79,737,1.249978304,0.951862514,1
79,769,1.437355042,-0.2127070427,1
79,801,1.65609467,-0.9622006416,1
79,833,2.440489531,-1.554511786,1
79,865,2.936624527,-1.954397202,1
79,897,1.344826221,-0.7927298546,1
79,929,0.9350199699,-0.7659609318,1
79,961,0.7747718096,-1.945917368,1
79,993,0.543096602,-2.269926548,1
79,1025,0.9503262043,-2.984200478,1
79,1057,1.475084543,-3.775625467,1
79,1089,1.982670307,-4.368964195,1
79,1121,1.141189575,-3.949598074,1
79,1153,0.4953122139,-2.477356911,1
79,1185,0.01253858209,-1.264345527,1
79,1217,-0.9496011734,-0.6571819782,1
79,1249,-2.381226063,-0.7822781801,1
79,1281,-2.602042675,-1.666116714,1
79,1313,-1.642520189,-1.810914397,1
79,1345,-0.6152855158,-1.225372076,1
79,1377,-0.4717615843,-0.3341129422,1
79,1409,-0.5328947306,0.05591136217,1
79,1441,-0.2091657519,-0.5396360159,1
79,1473,0.8529759645,-0.6268788576,1
79,1505,1.254559278,-0.2394066751,1
79,1537,1.737116933,-1.589343786,1
79,1569,1.141394615,0.1965489686,1
79,1601,0.1642520428,0.4779731035,1
79,1633,0.1355364323,-0.2676462531,1
79,1665,-0.4131708145,-1.026266813,1
79,1697,-3.15943718,-2.278469086,1
79,1729,-4.973431587,-2.541720152,1
79,1761,-1.822656035,-1.986692905,1
79,1793,-0.9909793139,-1.083840609,1
79,1825,-1.113209724,-0.3458935618,1
79,1857,-0.7107061148,-0.7333364487,1
79,1889,-0.1670126915,-1.102591395,1
79,1921,0.01145271957,-0.2232760191,1
79,1953,-0.5611616969,-2.475650787,1
79,1985,0.4058019519,-2.475862265,1
79,2017,0.9097731709,-0.8297851086,1
111,33,-0.1869603097,0.3609567285,1
111,65,-0.1410084069,0.08821615577,1
111,97,-0.06796060503,-0.1555766016,1
111,129,-0.1292403936,-0.181605503,1
111,161,0.1141125411,-0.2896866202,1
111,193,0.3348841369,-0.1221462637,1
111,225,-0.001063615084,0.118253313,1
111,257,-0.0518297106,0.03615097702,1
111,289,-0.3257184923,-0.5086553097,1
111,321,-0.4738387764,-0.3094732165,1
111,353,-0.5487851501,0.08694016933,1
111,385,-0.1417153776,0.05519774556,1
111,417,-0.01951308921,0.07160562277,1
111,449,-0.03114581108,0.07088038325,1
111,481,0.1319641471,-0.5074712038,1
111,513,0.2149552703,-1.124844432,1
111,545,2.0874722,-2.512584209,1
111,577,0.1258667707,-1.196792126,1
111,609,-0.2404102534,-0.9308236241,1
111,641,0.5151946545,-0.7020183802,1
111,673,0.1624780148,-0.2183488011,1
111,705,0.8111675978,0.05813787878,1
111,737,0.9859976768,0.4672218561,1
111,769,1.076409817,0.272747457,1
111,801,1.588168979,-0.1108388305,1
111,833,2.10744381,-0.7889797688,1
111,865,1.51844275,-1.441116929,1
111,897,0.7161176205,-1.032911301,1
111,929,0.0513625443,-0.9135650396,1
111,961,-0.06211578846,-1.320345402,1
111,993,0.2942505181,-1.374025464,1
111,1025,0.2203300595,-1.744006872,1
111,1057,-0.1995525956,-3.884670973,1
111,1089,0.6252634525,-4.544278145,1
111,1121,0.8983926773,-4.416381836,1
111,1153,-0.8493072391,-3.009172678,1
111,1185,-1.105018377,-0.8745427132,1
111,1217,-1.411412358,-0.5149286389,1
111,1249,-2.138597488,-0.8009594083,1
111,1281,-4.582277298,-1.039229393,1
111,1313,-2.422304392,-0.9894969463,1
111,1345,-0.7374048233,-0.3115170002,1
111,1377,-0.009204030037,0.3907084763,1
111,1409,0.7479598522,0.1031140238,1
111,1441,1.164109111,-0.4826061726,1
111,1473,1.73733139,-0.3875623345,1
111,1505,1.254010797,-0.2374034226,1
111,1537,0.5883026123,-0.821854353,1
111,1569,-0.1015941799,-1.081247807,1
111,1601,-0.9450863004,-0.7095415592,1
111,1633,-0.6883120537,-1.246974826,1
111,1665,-1.342576623,-1.805807471,1
111,1697,-2.403306246,-2.326942921,1
111,1729,-3.522012711,-1.774601936,1
111,1761,-1.362892747,-1.171574354,1
111,1793,-0.601202786,-0.277202487,1
111,1825,-0.870528698,0.2150135934,1
111,1857,-0.9123245478,0.3042968512,1
111,1889,-0.1525164843,-0.1681757867,1
111,1921,0.4070677757,-0.380693078,1
111,1953,-0.0886311233,-0.9606019258,1
111,1985,-0.1218089461,-0.8889939785,1
111,2017,-0.09733724594,-0.7437911034,1
143,33,-0.2397464365,0.4545158744,1
143,65,-0.131222412,0.1078273356,1
143,97,-0.06923115999,-0.4415777624,1
143,129,-0.04390175268,-0.4244200289,1
143,161,0.02220265567,-0.3007481992,1
143,193,-0.0134517774,-0.2042446733,1
143,225,-0.2233086228,-0.08134351671,1
143,257,-0.03532607853,0.01669738814,1
143,289,0.1597076058,-0.04354215413,1
143,321,0.07801256329,0.4156884849,1
143,353,-0.07425624132,0.6114494205,1
143,385,0.02531794459,0.2278665304,1
143,417,0.04509966075,-0.260125041,1
143,449,-0.4587593079,0.7673772573,1
143,481,0.0572258234,0.1717722118,1
143,513,1.786821723,-0.7587763071,1
143,545,2.623364925,-1.523801088,1
143,577,1.226492643,-1.475205421,1
143,609,1.382432461,-1.723266482,1
143,641,1.009029627,-0.8263133168,1
143,673,0.3094209731,-0.1288927794,1
143,705,0.3301466703,0.1744912863,1
143,737,0.4608827233,0.8015062213,1
143,769,0.8237148523,0.7042837143,1
143,801,1.352247715,0.2963013947,1
143,833,0.9697563648,0.08416223526,1
143,865,0.3071022034,-0.811457634,1
143,897,0.4034734368,-1.018975973,1
143,929,-0.05748406053,-0.9703117609,1
143,961,-0.09871265292,-1.485277176,1
143,993,-0.06727433205,-2.24649334,1
143,1025,-1.180496693,-2.794230938,1
143,1057,-0.9966702461,-3.30322957,1
143,1089,0.5716792345,-3.695364237,1
143,1121,0.09291416407,-3.158552885,1
143,1153,-1.137173176,-2.303097725,1
143,1185,-0.8108844757,-0.924064517,1
143,1217,-1.124802113,-0.1288335919,1
143,1249,-1.714321971,-0.4646651149,1
143,1281,-1.013118744,-0.2535681129,1
143,1313,-1.031436443,-0.8881454468,1
143,1345,-0.2415621281,-0.4944471717,1
143,1377,0.635964632,1.273782253,1
143,1409,1.570590496,0.06162455678,1
143,1441,2.02584219,-0.5368630886,1
143,1473,1.171464324,-0.5987024307,1
143,1505,1.099639416,-0.5008953214,1
143,1537,0.5760116577,-1.01976347,1
143,1569,-0.6203243136,-1.527368426,1
143,1601,-0.8899319768,-1.392830372,1
143,1633,-1.380954385,-1.938622594,1
143,1665,-1.822698116,-2.174259663,1
143,1697,-1.7034657,-2.077949762,1
143,1729,-0.866830349,-2.465189695,1
143,1761,-0.4843757153,-2.32432723,1
143,1793,0.1321475506,-0.8907119036,1
143,1825,-1.209827423,0.7249218822,1
143,1857,-2.065284729,0.9150314331,1
143,1889,-1.253057122,-0.03270715475,1
143,1921,-0.9137237072,-0.1202243567,1
143,1953,-0.927573204,-0.2692544758,1
143,1985,-1.103551865,-0.1296125948,1
143,2017,-0.6946634054,-0.3477495909,1
175,33,0.1801424772,0.4286384284,1
175,65,-0.05251207203,0.2298018634,1
175,97,-0.1558872461,0.04968998581,1
175,129,-0.02770961449,0.1634999067,1
175,161,-0.1064124107,-0.06592094153,1
175,193,-0.1680638939,-0.1569888443,1
175,225,-0.1431199163,0.03245460242,1
175,257,-0.001084016636,0.2457098961,1
175,289,0.07854241133,0.09857982397,1
175,321,0.227172792,0.4080665112,1
175,353,0.4753161669,0.3540525138,1
