PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 5, filenames: A:[5]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[6]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.545609653,0.04878307879,1
47,65,-0.3330593705,0.2583954632,1
47,97,-0.2267051935,0.2234835327,1
47,129,-0.07036581635,-0.093116045,1
47,161,-0.11420995,0.1022683233,1
47,193,0.2149279118,0.2524610162,1
47,225,0.05768024921,0.01986122131,1
47,257,-0.3707174063,-0.1187192947,1
47,289,-0.2325113416,-0.09286999702,1
47,321,0.2016473413,-0.4593384862,1
47,353,NaN,NaN,2
47,385,NaN,NaN,2
47,417,-0.1074783802,0.4941482544,1
47,449,-0.085698843,-0.9917581081,1
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,NaN,NaN,2
47,577,0.362788856,0.1827712357,1
47,609,0.005150347948,-1.451023817,1
47,641,NaN,NaN,2
47,673,14.81919956,0.4514771104,1
47,705,0.247335881,1.145722151,1
47,737,-0.05513444543,0.3516138196,1
47,769,-0.2405409217,-0.6372126341,1
47,801,-0.4324101508,-0.3763166666,1
47,833,NaN,NaN,2
47,865,NaN,NaN,2
47,897,-0.004920035601,-0.3295458555,1
47,929,0.6974383593,0.1766027361,1
47,961,NaN,NaN,2
47,993,NaN,NaN,2
47,1025,NaN,NaN,2
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,22.62143707,-15.17389297,1
47,1185,NaN,NaN,2
47,1217,NaN,NaN,2
47,1249,15.66754436,1.224418163,1
47,1281,NaN,NaN,2
47,1313,NaN,NaN,2
47,1345,NaN,NaN,2
47,1377,NaN,NaN,2
47,1409,NaN,NaN,2
47,1441,29.10507965,-7.199449062,1
47,1473,NaN,NaN,2
47,1505,NaN,NaN,2
47,1537,NaN,NaN,2
47,1569,12.26986694,-16.50464439,1
47,1601,NaN,NaN,2
47,1633,NaN,NaN,2
47,1665,NaN,NaN,2
47,1697,17.52012444,-8.501815796,1
47,1729,NaN,NaN,2
47,1761,NaN,NaN,2
47,1793,12.59996796,-3.319314957,1
47,1825,NaN,NaN,2
47,1857,NaN,NaN,2
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,-1.533201218,3.224633932,1
47,1985,-2.723442078,-7.724779606,1
47,2017,NaN,NaN,2
79,33,-0.01460616291,-0.07838864625,1
79,65,-0.1163427234,0.2199442536,1
79,97,-0.3667788208,0.2953433394,1
79,129,-0.2311547697,0.2371216267,1
79,161,-0.1009805277,0.5777152181,1
79,193,0.08295954764,0.652988553,1
79,225,0.3155720234,0.2098631263,1
79,257,0.1288496256,-0.04576593637,1
79,289,0.04544568807,-0.2481398731,1
79,321,0.07221664488,-0.3841808438,1
79,353,0.03034102917,0.09674561024,1
79,385,NaN,NaN,2
79,417,0.1700556278,-0.3725263476,1
79,449,0.05976554006,0.3505956233,1
79,481,NaN,NaN,2
79,513,NaN,NaN,2
79,545,NaN,NaN,2
79,577,0.8743146658,-2.248419285,1
