PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 10, filenames: A:[10]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[11]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.3325045109,0.2324196696,1
47,65,0.2610116005,-0.007315032184,1
47,97,0.08333042264,0.04307603464,1
47,129,0.1806716919,0.01329331845,1
47,161,0.2163561285,0.02734556049,1
47,193,0.02589535713,0.1099336594,1
47,225,-0.04687699676,-0.0005815327168,1
47,257,0.0196595788,-0.1843000948,1
47,289,-0.2476570606,-0.3700079322,1
47,321,-0.7402393818,-0.6298297644,1
47,353,-0.7316324711,-0.2414890528,1
47,385,-0.5597586036,0.02777504921,1
47,417,-0.2475421429,-0.8434363604,1
47,449,-0.4309846759,-0.5036313534,1
47,481,-0.8642050624,-0.1339313388,1
47,513,-0.9964183569,0.2152616382,1
47,545,-0.8252669573,0.5973055959,1
47,577,-0.04606896639,-0.3245669603,1
47,609,0.4464051425,-0.2763898969,1
47,641,0.1164746881,-0.03367298841,1
47,673,0.5682569742,-0.4696118236,1
47,705,1.173990965,-0.7701947689,1
47,737,0.1061365902,-1.059970498,1
47,769,-0.9348261356,-1.124969602,1
47,801,-1.307879686,-0.8348872662,1
47,833,-0.2338013649,0.04810249805,1
47,865,-0.9200196266,1.176650643,1
47,897,-0.6788626909,2.077679157,1
47,929,-0.07038259506,2.461843491,1
47,961,0.5431541204,1.76853466,1
47,993,1.421884775,0.3543121815,1
47,1025,1.701927304,0.4496808052,1
47,1057,1.957625628,0.8608008623,1
47,1089,3.075097084,0.797937274,1
47,1121,3.371750593,1.327638388,1
47,1153,1.869726419,0.6970955729,1
47,1185,2.384547234,-1.68439734,1
47,1217,2.911791325,-2.410792828,1
47,1249,2.446457863,-1.291530132,1
47,1281,2.573255777,-0.9722219706,1
47,1313,2.872545481,0.1706888676,1
47,1345,3.043773413,-0.09766936302,1
47,1377,3.289205074,-0.4784559608,1
47,1409,4.321028709,-0.762019217,1
47,1441,4.179517746,-0.6518841386,1
47,1473,2.928304672,-1.216577291,1
47,1505,2.549033642,-0.09542667866,1
47,1537,NaN,NaN,2
47,1569,1.812054634,1.06242466,1
47,1601,3.175951481,0.1716988087,1
47,1633,3.833711624,-1.316242933,1
47,1665,2.193040848,-2.551234245,1
47,1697,2.483123779,-2.866132259,1
47,1729,-0.5653817654,-2.52388525,1
47,1761,-0.3967516422,-1.215861678,1
47,1793,1.241070628,-0.1567434072,1
47,1825,0.9095086455,-0.3580523729,1
47,1857,0.3482190967,-1.210289717,1
47,1889,-1.093702316,-1.54385519,1
47,1921,-1.195095062,-1.541447401,1
47,1953,-1.104006529,-0.8133860826,1
47,1985,-1.280385971,-0.5778547525,1
47,2017,1.954235077,0.1277912259,1
79,33,-0.07313486934,0.04960264266,1
79,65,0.08643250167,-0.0462281853,1
79,97,-0.3184857965,0.2008196414,1
79,129,-0.307398051,0.1156332344,1
79,161,0.1593270004,-0.19205302,1
79,193,0.1304222792,-0.07207277417,1
79,225,0.08564408123,0.323127687,1
79,257,-0.002706944942,0.1849423051,1
79,289,-0.3113307357,-0.008724302053,1
79,321,-0.3221530616,-0.630833745,1
79,353,-0.4247519374,-0.6667335033,1
79,385,-0.6537145376,-0.002972513437,1
79,417,-0.5095089078,-0.02403509617,1
79,449,-0.5632824898,0.09723126888,1
79,481,-0.710654676,-0.4934763908,1
79,513,-1.055013657,-0.5887038708,1
79,545,-0.8980599046,-0.602995038,1
79,577,-0.01098930836,-0.7572328448,1
79,609,-0.293435961,-0.3190335631,1
79,641,-1.419341207,-0.240144968,1
79,673,-0.547227025,-0.8606670499,1
79,705,0.2258329839,-0.6890984178,1
79,737,0.372808516,-0.2210488915,1
79,769,0.2930826545,0.2201129198,1
79,801,0.9658793211,0.08342576027,1
79,833,0.8107186556,0.3719764352,1
79,865,-0.1991652548,0.7232978344,1
79,897,-0.1783281565,1.444410324,1
79,929,0.02422451973,1.128576279,1
79,961,0.7622613907,0.6899329424,1
79,993,1.472183585,0.3816102147,1
79,1025,1.160259485,0.09192115068,1
79,1057,1.32548058,-0.1378776431,1
79,1089,2.54477787,0.3445578814,1
79,1121,1.743276954,0.6337505579,1
79,1153,1.24534452,0.5627574325,1
79,1185,1.227648616,0.1495271325,1
79,1217,1.242499948,-1.059806466,1
79,1249,1.604498863,-1.854115963,1
79,1281,1.048467398,-0.8968507648,1
79,1313,0.5325250626,0.008147954941,1
79,1345,1.899737597,-0.6894639134,1
79,1377,2.454888821,-1.249253035,1
79,1409,3.42249012,-1.086830616,1
79,1441,3.157378197,-0.8198233247,1
79,1473,2.217658281,-0.9129917622,1
79,1505,1.956751823,-0.2097883523,1
79,1537,2.107932329,0.3692908287,1
79,1569,2.074453592,0.1288630962,1
79,1601,1.543824196,-0.6893097162,1
79,1633,4.312799454,-2.35462141,1
79,1665,3.900291204,-3.482234478,1
79,1697,2.944741726,-2.864502907,1
79,1729,2.788999081,-3.030022383,1
79,1761,2.434505939,-2.578655005,1
79,1793,1.573880672,-0.6406974792,1
79,1825,1.030803442,-0.2624176145,1
79,1857,0.6997622252,-0.1476151347,1
79,1889,1.080402613,-0.198359549,1
79,1921,0.5382773876,-0.5280730128,1
79,1953,-0.03415036201,-1.002220392,1
79,1985,0.3556771278,-0.6827764511,1
79,2017,0.1800992489,-0.706217289,1
111,33,0.1544369608,0.008203632198,1
111,65,-0.006268441677,-0.05714969337,1
111,97,-0.4213304818,-0.0659058243,1
111,129,-0.4865883887,-0.1604379416,1
111,161,-0.1098938733,-0.2398330569,1
111,193,0.03582948819,-0.05236795545,1
111,225,-0.0074955374,0.3851011395,1
111,257,-0.07187916338,0.3341299295,1
111,289,-0.1958900988,0.1636525542,1
111,321,0.07053922117,0.04743310809,1
111,353,-0.2361025959,-0.2702572346,1
111,385,-0.7360693216,-0.4203672707,1
111,417,0.1480589509,-0.5231243968,1
111,449,-0.2971460223,-0.7992380857,1
111,481,-0.7549120784,-0.8087427616,1
111,513,-0.2985636592,-1.078081727,1
111,545,-0.08838707209,-2.024986744,1
111,577,-0.2484823465,-1.281831861,1
111,609,-0.6480291486,-0.7302826047,1
111,641,-0.6160641313,-0.8718754649,1
111,673,-0.08478161693,-1.554656148,1
111,705,0.04479253665,-0.7340834141,1
111,737,0.01381871104,0.1004946232,1
111,769,0.297922194,0.3443278074,1
111,801,0.6906709671,0.451836884,1
111,833,0.9877612591,0.007185608149,1
111,865,0.636287272,0.07974007726,1
111,897,0.5147654414,0.5867159963,1
111,929,0.2952331305,0.6193315983,1
111,961,0.987280488,0.2119472623,1
111,993,1.442951083,0.2980070412,1
111,1025,0.8989348412,-0.01046231389,1
111,1057,1.257905006,-0.4876277447,1
111,1089,1.462400198,0.07760441303,1
111,1121,1.62374258,0.103592664,1
111,1153,0.7005919814,-0.1351008713,1
111,1185,0.1761723757,0.191667527,1
111,1217,0.5325274467,-0.0934522748,1
111,1249,1.633165717,-0.7721402645,1
111,1281,2.775305271,-1.718576908,1
111,1313,2.105849028,-0.9757401347,1
111,1345,0.3606032133,-0.2444776297,1
111,1377,0.7532918453,-1.041337729,1
111,1409,1.319528103,-1.19393146,1
111,1441,1.365199566,0.05078536272,1
111,1473,1.357491851,0.2937600613,1
111,1505,1.300883651,-0.4740922451,1
111,1537,2.127857208,-0.6111949682,1
111,1569,2.933054686,-0.6358869076,1
111,1601,2.673130512,-1.236279488,1
111,1633,3.49638772,-1.604429483,1
111,1665,3.379836559,-2.395651579,1
111,1697,3.613535881,-2.461266994,1
111,1729,3.759303093,-2.965328455,1
111,1761,NaN,NaN,2
111,1793,NaN,NaN,2
111,1825,1.627608776,1.576405048,1
111,1857,1.383026719,0.9800044298,1
111,1889,2.599915981,0.01430442929,1
111,1921,1.525245309,0.1180221438,1
111,1953,1.429162741,-0.1968145669,1
111,1985,1.497060537,-0.6717256308,1
111,2017,-0.146940589,-1.093732595,1
143,33,0.06220598519,0.03019133583,1
143,65,-0.09367053211,-0.09795708954,1
143,97,-0.2705908716,-0.3150002956,1
143,129,-0.209518373,-0.09516112506,1
143,161,0.04359486699,-0.02725973725,1
143,193,-0.02036865801,-0.2174121439,1
143,225,-0.2303727269,-0.08642201126,1
143,257,-0.0006670281291,-0.1154110953,1
143,289,0.1939213574,-0.1790284216,1
143,321,0.1714661121,-0.3061185479,1
143,353,-0.1224333495,-0.4163191915,1
143,385,-0.3379569054,-0.3161056638,1
143,417,-0.7417680621,-0.3503127098,1
143,449,-1.103040814,-1.357775688,1
143,481,-0.656031251,-1.383930683,1
143,513,-0.6725919843,-1.526654959,1
143,545,-0.5015596747,-1.754171371,1
143,577,-0.2544441819,-1.646310806,1
143,609,-0.2738939524,-0.8964853287,1
143,641,-0.5635609627,-0.7122036219,1
143,673,-0.1095357761,-0.9463365078,1
143,705,0.1722632647,-0.5098390579,1
143,737,0.3404318094,0.2670962214,1
143,769,1.056856871,0.06558004022,1
143,801,1.08155179,-0.2984699607,1
143,833,1.14401865,-0.9916980267,1
143,865,1.584263444,-0.8230948448,1
143,897,1.852742553,-0.4725875854,1
143,929,0.898550272,0.126649797,1
143,961,0.7081070542,0.3411001563,1
143,993,0.8170592189,0.2465563267,1
143,1025,0.7734882832,0.2499405742,1
143,1057,1.077995062,-0.1032654047,1
143,1089,1.542640805,0.1198853254,1
143,1121,1.380272031,0.1413094252,1
143,1153,0.2232048512,-0.7203769684,1
143,1185,-0.07922762632,-0.7927455902,1
143,1217,0.4624193907,-0.447755307,1
143,1249,1.988811374,-0.5614372492,1
143,1281,2.355775833,-1.56543541,1
143,1313,1.775481343,-0.7775056362,1
143,1345,0.7460055351,-0.1365206838,1
143,1377,0.8430769444,-0.9509780407,1
143,1409,0.9446798563,-1.243139148,1
143,1441,0.6883895397,-0.8270506859,1
143,1473,0.8785963655,-0.2133750916,1
143,1505,1.181400776,-0.891169548,1
143,1537,1.562247276,-0.9328763485,1
143,1569,2.238244772,-0.4273355007,1
143,1601,1.241609573,-1.123693705,1
143,1633,1.996379614,-1.894528627,1
143,1665,3.418074846,-1.774604559,1
143,1697,4.880623817,-2.159904957,1
143,1729,NaN,NaN,2
143,1761,NaN,NaN,2
143,1793,2.633076906,-1.418523788,1
143,1825,2.329645634,-1.017902732,1
143,1857,3.927177191,-0.1164723635,1
143,1889,3.838541508,-0.1218943894,1
143,1921,0.2139629126,0.6389952898,1
143,1953,0.6066886187,0.1187249422,1
143,1985,0.5633612275,-0.3587096334,1
143,2017,-0.3333346248,-1.045328259,1
175,33,-0.1726686358,0.08231136203,1
175,65,-0.1141847298,-0.1547620296,1
175,97,-0.008124060929,-0.1775868833,1
175,129,0.08815089613,0.00999391824,1
175,161,0.2363687307,0.1684119701,1
175,193,0.1021436751,0.1629344672,1
175,225,-0.1757240593,0.1800217181,1
175,257,0.005793176591,0.06084826961,1
175,289,0.2002245486,-0.08613905311,1
175,321,-0.1724395454,-0.6886080503,1
175,353,-0.4059106708,-1.216313601,1
175,385,-0.4225105643,-1.084797859,1
175,417,-1.240165353,-1.183223009,1
175,449,-1.469487429,-2.173557043,1
175,481,-1.258422375,-2.258172989,1
175,513,-0.8076581955,-2.116325378,1
175,545,-0.2861171961,-1.658426523,1
175,577,0.2342812419,-1.41085732,1
175,609,0.003241583705,-1.365992546,1
175,641,-0.660597682,-0.8549660444,1
175,673,0.01952388883,-0.01388931274,1
175,705,0.6207425594,0.3404588103,1
175,737,0.9209430218,0.09453830123,1
175,769,1.929317951,-0.2918584645,1
175,801,2.473680496,-0.3587743342,1
175,833,1.22799027,-0.9213942885,1
175,865,0.6894722581,-1.451152325,1
175,897,1.552732348,-0.5148265958,1
175,929,2.025083065,0.07400122285,1
175,961,0.6624090672,0.3990460336,1
175,993,0.1794992685,0.495464325,1
175,1025,0.1830877066,0.3253426552,1
175,1057,0.907900691,0.02896314859,1
175,1089,1.245442629,0.4453137815,1
175,1121,1.305492878,0.2688016295,1
175,1153,0.6953360438,-1.106785297,1
175,1185,0.1163580418,-2.182959318,1
175,1217,0.1503241062,-1.650598645,1
175,1249,0.6964226961,-0.3537278771,1
175,1281,0.6306536198,-0.5283359885,1
175,1313,0.9773341417,-0.4712125063,1
175,1345,1.227130651,-0.1066440344,1
175,1377,1.073885918,-1.187589169,1
175,1409,1.876333475,-2.028914928,1
175,1441,1.931076527,-1.968996406,1
175,1473,1.153399467,-1.576653957,1
175,1505,0.9946045876,-1.521018624,1
175,1537,0.9351334572,-0.9897681475,1
175,1569,1.606231928,-2.267610788,1
175,1601,0.5578093529,-1.987755775,1
175,1633,0.5399239063,-2.142887354,1
175,1665,3.227413416,-1.881780624,1
175,1697,3.690587044,-2.178228617,1
175,1729,NaN,NaN,2
175,1761,4.494048119,-1.895889521,1
175,1793,3.250371456,-1.972484827,1
175,1825,2.84633112,-1.621394038,1
175,1857,3.215313911,-1.129868865,1
175,1889,2.867245197,-0.8745773435,1
175,1921,0.979357481,0.2998687625,1
175,1953,0.8353530169,-0.2971886992,1
175,1985,0.4371889234,-0.3304982781,1
175,2017,-0.1815086007,-0.7274085283,1
207,33,-0.01123419404,0.1131437346,1
207,65,0.00818233192,-0.1111981347,1
207,97,-0.1567074656,-0.2013726383,1
