PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 34, filenames: A:[34]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[35]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5514959693,-0.03759858012,1
47,65,0.31528458,-0.2808054388,1
47,97,0.1642311811,-0.1799514294,1
47,129,0.06192106009,-0.06735901535,1
47,161,0.09065529704,-0.2241416276,1
47,193,-0.1815547645,0.04620228708,1
47,225,-0.09324583411,-0.1766589582,1
47,257,-0.1003240645,-0.09941288829,1
47,289,-0.1167177558,0.1016695648,1
47,321,0.7979420424,-0.2480232418,1
47,353,0.7153912783,-0.3079236746,1
47,385,0.4989249706,-0.8008306623,1
47,417,0.6383939981,-1.108988643,1
47,449,-0.9619543552,-1.851645708,1
47,481,-2.374192238,-2.800617218,1
47,513,-1.32523191,-3.605387211,1
47,545,0.3426049352,-1.97179389,1
47,577,NaN,NaN,2
47,609,0.04961425066,-1.916945457,1
47,641,0.06065535545,-3.487529755,1
47,673,-0.4006383419,-1.965601087,1
47,705,-1.289576769,-0.04386425018,1
47,737,-2.132738352,-1.187018514,1
47,769,-0.2435014248,-0.333856225,1
47,801,0.566665411,-0.08357447386,1
47,833,0.4422903657,0.1197317541,1
47,865,1.047533274,-1.161082983,1
47,897,0.2268210649,-2.905764341,1
47,929,-1.142864227,-3.352698326,1
47,961,-0.9889553189,-2.384033918,1
47,993,-1.192919254,-2.718512774,1
47,1025,-0.5578096509,-2.958307266,1
47,1057,-0.01067280769,-0.6438827515,1
47,1089,NaN,NaN,2
47,1121,-0.03314220905,-0.9083907008,1
47,1153,-0.7562286854,0.09935802221,1
47,1185,-1.184725165,0.2613831758,1
47,1217,-0.08647280931,-0.1186321974,1
47,1249,0.1338377297,0.5709815025,1
47,1281,0.9502327442,0.6466893554,1
47,1313,1.59626627,-0.2397415638,1
47,1345,1.501566887,-0.6363476515,1
47,1377,0.8576883078,-1.846611977,1
47,1409,0.07867339253,-1.85034585,1
47,1441,0.1135978326,-1.599371552,1
47,1473,0.4077534378,-1.581552148,1
47,1505,0.6817882061,0.6431742311,1
47,1537,0.8362855315,1.746348619,1
47,1569,0.6547071934,0.2283569872,1
47,1601,-0.1598322392,0.1639516354,1
47,1633,-0.2755599618,0.1805717349,1
47,1665,-0.2659643888,0.112880528,1
47,1697,0.206761241,-1.011835217,1
47,1729,0.4406900406,-2.61107111,1
47,1761,0.3760240078,-1.788047314,1
47,1793,0.0894164443,-0.3313646913,1
47,1825,-0.4350465536,0.1138827801,1
47,1857,-1.00239861,-0.463844955,1
47,1889,-0.5839910507,-0.8850995898,1
47,1921,-0.2538480163,-0.6264028549,1
47,1953,-0.3378376961,-0.7119538784,1
47,1985,-1.368008018,-0.1793806255,1
47,2017,NaN,NaN,2
79,33,-0.3086711466,0.1844498217,1
79,65,0.05873512477,-0.09500930458,1
79,97,0.09137023985,-0.08603078127,1
79,129,-0.1292822808,-0.03693558276,1
79,161,-0.1401166618,0.1910594851,1
79,193,-0.2008397728,0.1696141064,1
79,225,0.02900929749,0.05774442106,1
79,257,0.1703385264,0.2649466693,1
79,289,0.192895934,-0.1077672094,1
79,321,0.6297103763,0.3319724202,1
79,353,0.2848379314,0.1554781497,1
79,385,-0.4715575278,-0.1250674725,1
79,417,1.834554911,-0.6707532406,1
79,449,0.3726006746,-0.5835573673,1
79,481,-1.167329788,-1.712880492,1
79,513,-0.8888634443,-2.063931465,1
79,545,-0.128089726,-1.32732296,1
79,577,-0.4873226583,-3.010558844,1
79,609,-0.3766428828,-3.311124086,1
79,641,0.793389082,-3.652303696,1
79,673,0.03515779972,-2.218771696,1
79,705,-0.7273465991,-1.415481329,1
79,737,-0.9177767038,-1.725418568,1
79,769,-0.01748073101,-0.7565026283,1
79,801,0.22149086,-0.2022889704,1
79,833,0.3434598446,-0.1815459281,1
79,865,0.7266129851,-0.9716820717,1
79,897,0.3874879181,-2.020840645,1
79,929,-0.3198611736,-1.551366091,1
79,961,-0.1305377781,-1.345339656,1
79,993,0.3672988713,-1.72494483,1
79,1025,0.978910327,-2.325737,1
79,1057,1.769553781,-2.304150343,1
79,1089,1.410948873,-1.448197484,1
79,1121,0.02551311255,-0.9757449627,1
79,1153,-0.8800781369,-0.09645330906,1
79,1185,-1.257500887,0.5196862221,1
79,1217,-0.6996783018,0.2058310509,1
79,1249,-0.2089855969,0.6992042065,1
79,1281,0.1616433561,0.4297088981,1
79,1313,0.2213598788,0.1233450621,1
79,1345,-0.313893944,-0.3621882796,1
79,1377,0.0552123189,-0.7259274125,1
79,1409,-0.07716296613,-0.5885847807,1
79,1441,0.06496106088,-0.354019165,1
79,1473,0.3375592232,-0.7272922397,1
79,1505,0.3165068626,-0.8736922741,1
79,1537,0.283980757,0.2954289913,1
79,1569,0.4391546547,0.4421203136,1
79,1601,0.06412741542,-0.2281695008,1
79,1633,-0.5398077965,-0.1982076317,1
79,1665,-0.2107693702,0.2128291726,1
79,1697,1.052211046,0.578394115,1
79,1729,1.359222531,-0.3404369354,1
79,1761,0.178958416,-0.8522040844,1
79,1793,0.3578049839,-1.333774805,1
79,1825,0.2931141853,-0.9141991138,1
79,1857,-0.8855776787,-0.8973650932,1
79,1889,-1.115435839,-0.8149716854,1
79,1921,-0.981051743,0.09331810474,1
79,1953,-0.6804805994,-0.3082558513,1
79,1985,-1.089455724,-0.5904096365,1
79,2017,-0.8955006599,-0.7449961901,1
111,33,-0.3017318845,0.240175575,1
111,65,-0.1066661999,-0.1809447408,1
111,97,0.06891277432,-0.3404730558,1
