PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 65, filenames: A:[65]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[66]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.5867422223,-0.02248084545,1
47,65,-0.06108812988,0.2812573314,1
47,97,-0.1959703565,0.4426733255,1
47,129,-0.2616590559,0.06838524342,1
47,161,-0.2599073648,-0.4150995314,1
47,193,0.1594941318,-0.476980269,1
47,225,0.5553479791,0.09093216062,1
47,257,0.2292336226,0.1508735865,1
47,289,0.1266103983,0.2313935012,1
47,321,0.1666532159,0.3107825816,1
47,353,0.0483635664,0.3670958281,1
47,385,0.01933838427,0.4376311302,1
47,417,0.1449130774,0.7721121311,1
47,449,0.09851554036,1.383157492,1
47,481,-0.1031862497,1.893096447,1
47,513,-0.2976344526,-0.1528312862,1
47,545,-1.018004179,-2.136340857,1
47,577,-0.7477641106,-2.572462082,1
47,609,1.055850983,-1.680783153,1
47,641,0.1192327142,-0.2316595316,1
47,673,0.3389819562,0.5229645967,1
47,705,0.09977063537,-0.2978380322,1
47,737,-0.7528896928,-1.25034523,1
47,769,-0.7507979274,-1.238708258,1
47,801,-0.4935114384,-0.1575204432,1
47,833,-0.6562837362,0.3000474274,1
47,865,-1.044341087,1.195641637,1
47,897,-1.54458642,0.4624528885,1
47,929,-1.978588104,0.1251335144,1
47,961,-2.709699154,-0.8662601709,1
47,993,-2.696406841,-0.7952439785,1
47,1025,-2.17198348,0.3263822794,1
47,1057,-0.9863241911,0.2681641579,1
47,1089,-0.5296223164,-0.2553267479,1
47,1121,-1.083745003,0.943333745,1
47,1153,-1.266550422,1.00868845,1
47,1185,-0.5129327774,0.7894909382,1
47,1217,0.1868208647,0.5465977192,1
47,1249,0.5659166574,-0.4196298718,1
47,1281,0.364189744,-0.1700739861,1
47,1313,-2.114772797,-0.6007441282,1
47,1345,-3.108767509,-0.9763690233,1
47,1377,-3.122770548,-1.220175147,1
47,1409,-2.12963295,-1.392744422,1
47,1441,-1.678419352,-1.435381889,1
47,1473,-0.8343857527,-0.4381577969,1
