PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 2, filenames: A:[2]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[3]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.1316774786,0.3939205408,1
47,65,0.09250360727,0.1800839603,1
47,97,-0.08765947819,-0.2151478827,1
47,129,-0.3763110936,-0.4524609149,1
47,161,-0.1100072861,-0.2956790924,1
47,193,-0.1634055376,-0.08592741191,1
47,225,-0.09652712941,-0.01792012155,1
47,257,-0.1025616974,-0.272590518,1
47,289,0.04523438215,-0.1365596354,1
47,321,0.04828374833,0.1337014139,1
47,353,-0.2140596509,-0.2013496757,1
47,385,-0.1986351162,-0.07498714328,1
47,417,-0.06275552511,0.1551190317,1
47,449,-0.1875675619,-0.0108512342,1
47,481,-0.379126817,0.2075539529,1
47,513,-0.3435588479,0.2915549576,1
47,545,-0.1756570339,0.006940454245,1
47,577,0.1446243227,-0.126273185,1
47,609,0.2531764209,0.1864363998,1
47,641,0.1188255101,0.2894237041,1
47,673,-0.01891448721,0.2579057217,1
47,705,0.02615755796,0.4064208567,1
47,737,0.1274381876,-0.01996921003,1
47,769,0.1811594367,-0.166716069,1
47,801,0.4148135781,0.04459655285,1
47,833,0.1246871799,0.05615088344,1
47,865,-0.3970224857,0.3669059575,1
47,897,-0.3985013366,0.3587837219,1
47,929,-0.2217307091,0.4776484966,1
47,961,0.2419925928,0.8852303028,1
47,993,-0.1438503861,0.5781265497,1
47,1025,-0.4667822123,0.08030551672,1
47,1057,-0.9503080845,0.1279615611,1
47,1089,-0.6879262924,-0.1458881497,1
47,1121,0.1045694351,-0.2876201868,1
47,1153,-0.0274336338,-0.9328365326,1
47,1185,-0.4808869362,-0.6036806107,1
47,1217,-0.4790173173,-0.3434853554,1
47,1249,1.103638411,-0.2549628019,1
47,1281,1.566729069,-0.2185437679,1
47,1313,0.9792642593,-0.1787222624,1
47,1345,-0.136757493,-0.21724087,1
47,1377,-0.2678176165,-0.1720173359,1
47,1409,0.247017622,-0.6642580032,1
47,1441,0.2817759514,-1.149454117,1
47,1473,0.2935838699,-0.2213461399,1
47,1505,-0.3715596199,-0.2428574562,1
47,1537,-0.171693325,-0.5665538311,1
47,1569,0.6494479179,-0.1650938988,1
47,1601,0.4923057556,0.1424988508,1
47,1633,0.3935875893,0.2386415005,1
47,1665,-0.04574489594,0.08182573318,1
47,1697,0.1018161774,0.003064155579,1
47,1729,0.4259533882,-0.3810405731,1
47,1761,0.4419636726,-1.045899391,1
47,1793,-0.3928158283,-0.5177326202,1
47,1825,1.002259254,-4.018228531,1
47,1857,-1.491976738,-1.311573863,1
47,1889,-1.911988258,0.8643262386,1
47,1921,-1.716346264,1.962983608,1
47,1953,-0.3964790106,2.310613155,1
47,1985,0.2769295573,-0.902905941,1
47,2017,NaN,NaN,2
79,33,0.07333618402,0.006254985929,1
79,65,0.03453468531,0.07349468023,1
79,97,-0.04921238869,0.0363105312,1
79,129,-0.2675334811,-0.05676738918,1
79,161,-0.3583762646,-0.2505889833,1
79,193,-0.2667844594,-0.08066961169,1
79,225,0.03791006655,0.1894585341,1
79,257,0.2236210704,0.1737274826,1
79,289,0.004567787051,0.1329106838,1
79,321,-0.1865713447,0.03682824224,1
79,353,-0.3369795978,-0.2594386041,1
79,385,-0.2410242707,-0.1446397007,1
79,417,0.2078625113,0.2712651193,1
79,449,0.2441306859,0.009011998773,1
79,481,-0.1209862232,0.0272471644,1
79,513,-0.178175658,0.26323089,1
79,545,-0.2829183936,-0.08327960968,1
79,577,-0.2189399451,-0.1747736633,1
79,609,-0.01743680239,-0.006024599075,1
79,641,-0.2047692835,0.06492392719,1
79,673,-0.08397800475,-0.0650318861,1
79,705,0.1824215353,0.2039501071,1
79,737,0.2351773977,0.1898101866,1
79,769,0.2991060019,0.2053979784,1
79,801,0.3086478114,0.3075557351,1
79,833,-0.06421971321,0.02960236371,1
79,865,-0.2410466075,0.01672172546,1
79,897,-0.02436861396,-0.04183721542,1
79,929,0.05695208162,0.04240226746,1
79,961,0.1287887692,0.2667591572,1
79,993,0.2177582383,0.2102294564,1
79,1025,0.1211574972,0.3139204979,1
79,1057,-0.1199036241,0.4161576033,1
79,1089,0.3101093769,0.07025699317,1
79,1121,0.1449725926,-0.13340801,1
79,1153,0.07253360748,-0.2402147055,1
79,1185,0.04215270281,-0.3775466681,1
79,1217,-0.2047174424,0.2379327118,1
79,1249,0.3197047114,0.08893364668,1
79,1281,0.02520298958,0.01595148444,1
79,1313,-0.3720895052,-0.2458625585,1
79,1345,-0.5521622896,-0.286921978,1
79,1377,0.03709375858,0.1056606472,1
79,1409,0.5249364376,-0.1565972269,1
79,1441,0.2475457191,-0.1673471034,1
79,1473,4.599079609,-1.126816988,1
79,1505,5.326569557,-0.7431999445,1
