PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 15, filenames: A:[15]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[16]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.09387183189,-0.1594961286,1
47,65,0.1922624111,0.2517654896,1
47,97,0.4654732943,0.4805116653,1
47,129,-0.03090895712,0.4963465631,1
47,161,-0.3555563688,0.2689427733,1
47,193,-0.3439311981,0.07901567221,1
47,225,-0.1407995224,0.577847302,1
47,257,-0.01363694668,0.6268154383,1
47,289,-0.09440344572,-0.6409992576,1
47,321,4.019939423,3.001227379,1
47,353,4.920809746,2.419270277,1
47,385,4.932773113,3.876063585,1
47,417,5.688124657,4.19672823,1
47,449,5.888473511,3.82444191,1
47,481,NaN,NaN,2
47,513,6.155702114,3.191330671,1
47,545,6.634988308,1.115799308,1
47,577,7.253221512,4.695027351,1
47,609,8.062444687,3.701570034,1
47,641,8.290548325,3.185595274,1
47,673,6.96482563,1.733188748,1
47,705,NaN,NaN,2
47,737,1.720831037,0.6782081127,1
47,769,1.885692716,0.8618491292,1
47,801,2.249368191,-0.5868557692,1
47,833,3.331365824,-0.4269452095,1
47,865,4.886378288,-0.5136423111,1
47,897,6.785366058,-2.320477486,1
47,929,6.108661175,-1.265744686,1
47,961,3.50488615,0.1185865402,1
47,993,3.800383568,-3.184817076,1
47,1025,2.768902779,-1.631338835,1
47,1057,2.436675787,-1.885391474,1
47,1089,1.53554678,-5.877251625,1
47,1121,2.648815632,-4.995920181,1
47,1153,4.69550705,-5.493851185,1
47,1185,3.072389126,-1.826094627,1
47,1217,0.7320024967,0.7162860632,1
47,1249,1.298485279,0.710611105,1
47,1281,1.270569801,-1.248515606,1
47,1313,5.508905888,-3.943357944,1
47,1345,4.875232697,-4.355274677,1
47,1377,4.608393669,-4.591739655,1
47,1409,4.937860489,-3.882577419,1
47,1441,5.630363464,-2.831228733,1
47,1473,4.173775673,-1.681439161,1
47,1505,0.8890588284,-0.6329624653,1
47,1537,NaN,NaN,2
47,1569,0.1737675667,-1.696653485,1
47,1601,1.676723242,-2.993656158,1
47,1633,3.676639318,-2.266624451,1
47,1665,4.033167839,-2.01166749,1
47,1697,1.266830564,-0.9505562782,1
47,1729,1.885868192,-1.463222027,1
47,1761,1.421703577,-1.810885429,1
47,1793,1.104876161,0.3550229073,1
47,1825,3.5031147,-1.734415293,1
47,1857,5.353382587,0.1136482358,1
47,1889,3.663962126,-0.07266712189,1
47,1921,1.585041046,-0.7743416429,1
47,1953,0.7614414692,-0.1484499574,1
47,1985,0.1120553017,-0.5318329334,1
47,2017,-0.8416757584,-3.598926544,1
79,33,0.2565953732,0.0433594659,1
79,65,0.03996098042,0.05500228703,1
79,97,4.145503044e-05,0.1602825522,1
79,129,-0.1713147759,0.2890365124,1
79,161,-0.5128772259,0.07068529725,1
79,193,-0.2632708848,0.06500127912,1
79,225,0.1403956413,0.04868854582,1
79,257,0.08757179976,0.02346993238,1
79,289,0.218221724,0.09789939225,1
79,321,NaN,NaN,2
79,353,3.612493038,4.370971203,1
79,385,3.540465832,4.268182278,1
79,417,3.732972622,4.447045803,1
79,449,NaN,NaN,2
79,481,3.889831066,1.319071054,1
79,513,5.206979752,3.957470417,1
79,545,7.230705261,1.855182767,1
79,577,NaN,NaN,2
79,609,0.6195721626,-0.5230139494,1
79,641,NaN,NaN,2
79,673,1.591305614,0.1596354693,1
79,705,0.8853886127,-0.07464957237,1
79,737,-0.2157136798,0.2490867674,1
79,769,-0.3624863625,1.012551546,1
79,801,0.1397163868,1.187428474,1
79,833,1.976793289,0.6151778698,1
79,865,4.250900269,0.09197944403,1
79,897,5.981860638,1.723984957,1
79,929,5.908099174,-0.5057225227,1
