PIVlab, ASCII chart output - 12-Feb-2024
FRAME: 48, filenames: A:[48]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi & B:[49]MAX_TgUtrmcherry_K4K8MO_TimeSrs002728.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.2199168503,0.6491042972,1
47,65,0.1165049374,-0.09368202835,1
47,97,0.003985852003,-0.6457933187,1
47,129,-0.05268868804,-0.4929562807,1
47,161,0.0152246356,-0.4904423356,1
47,193,0.1500393748,-0.7595603466,1
47,225,0.2199772596,-0.5439890027,1
47,257,0.402823627,-0.1724851727,1
47,289,0.3617113233,0.1832332909,1
47,321,-0.04853253812,0.1083139926,1
47,353,-0.3164070249,-0.3877602518,1
47,385,-0.008236527443,-0.121463418,1
47,417,-0.1009798124,-0.3640267849,1
47,449,-0.4089917541,-0.07680058479,1
47,481,-0.3000248671,-0.2308192253,1
47,513,0.7668132782,0.07439231873,1
47,545,0.1719136536,-1.048804283,1
47,577,-0.6043828726,-0.9718077183,1
47,609,-1.760676861,-1.115906239,1
47,641,-1.608081341,-1.1044631,1
47,673,-1.35642767,-0.486521244,1
47,705,-0.2382782698,-1.168985486,1
47,737,-0.2032143474,-0.9599041343,1
47,769,-0.6359565258,-0.5955483913,1
47,801,-1.484637737,0.3667990863,1
47,833,-1.00313282,0.2045987546,1
47,865,0.5261182785,-0.4813470244,1
47,897,1.2784729,-2.237692356,1
47,929,1.504929066,-3.564158201,1
47,961,0.6709396839,-2.823034763,1
47,993,1.48184967,-2.547590256,1
47,1025,0.2555041313,-2.026602507,1
47,1057,0.02771735191,-3.541835785,1
47,1089,1.15126121,-3.000051022,1
47,1121,0.8480261564,-1.564348936,1
47,1153,1.305968046,-1.032208681,1
47,1185,1.497139931,-1.5305866,1
47,1217,1.371146321,-1.802364588,1
47,1249,0.6722168922,0.185803175,1
47,1281,-0.2811231911,-0.7809710503,1
47,1313,-0.2138368487,-0.8632935286,1
47,1345,0.3912985027,-0.8836834431,1
47,1377,-0.1683418751,-0.8402130008,1
47,1409,-0.7605516315,-0.6950829625,1
47,1441,-0.2081859112,-0.1235917807,1
47,1473,-0.8196658492,-0.1002228856,1
47,1505,-2.268722534,-0.3256862164,1
47,1537,-2.515494108,-0.0688855052,1
47,1569,-2.038141012,0.6910654306,1
47,1601,-1.086282253,0.7471324205,1
47,1633,-0.1253938675,0.3969870806,1
47,1665,0.1555902958,-0.6915139556,1
47,1697,1.999566793,-0.7782988548,1
47,1729,0.734562099,0.1312519014,1
47,1761,-0.2899730206,0.6770828962,1
47,1793,-1.288986206,0.6462435126,1
47,1825,-2.266263485,0.4593029618,1
47,1857,-1.682413101,-0.1294825673,1
47,1889,-0.3718378544,0.1443100572,1
47,1921,-1.191749096,0.6122127771,1
47,1953,-1.030665874,0.6458535194,1
47,1985,-1.06746006,-0.5609503984,1
47,2017,NaN,NaN,2
79,33,0.0729162097,0.4463065863,1
79,65,0.04246784747,-0.08665982634,1
79,97,0.1534315944,-0.2899487019,1
79,129,0.07906658202,-0.03267121315,1
79,161,-0.1010494009,-0.03117889166,1
79,193,-0.1571232826,-0.363067627,1
79,225,-0.07161974907,-0.2388084233,1
79,257,-0.06252735853,0.1059635878,1
79,289,0.1271290779,0.01128992438,1
79,321,0.03810703754,-0.1875011325,1
79,353,-0.1658820212,-0.4269138575,1
79,385,0.5588265657,0.3944141269,1
79,417,0.07975067198,-0.0003391504288,1
79,449,0.02678005397,-1.405830622,1
79,481,0.03776359558,-0.4449382424,1
79,513,-0.3327209353,-0.6027199626,1
79,545,0.1124594957,-1.169470429,1
79,577,0.04660014808,-1.632565737,1
79,609,0.1362006664,-0.9247255921,1
79,641,-0.007823944092,-0.610350132,1
79,673,-0.6765084267,-0.3610675931,1
79,705,-0.4506813586,-0.06316354871,1
79,737,0.1454008818,-0.2082134783,1
79,769,0.8415433168,-0.04995544255,1
79,801,0.3488013148,0.1577605307,1
79,833,0.05202120543,-0.2888175845,1
79,865,0.2976240218,-0.6315389872,1
79,897,0.3216615617,-1.111682296,1
79,929,0.6261950731,-1.173424602,1
79,961,0.4799689949,-1.54442215,1
79,993,0.2310876548,-2.404832125,1
79,1025,0.4134688973,-3.708650827,1
79,1057,0.7615605593,-3.615703106,1
79,1089,0.6119829416,-3.163834095,1
79,1121,-0.8783757687,-1.341584206,1
79,1153,-0.2638800442,-1.065690517,1
79,1185,0.4541567266,-1.533600926,1
79,1217,0.5634899735,-2.463840485,1
79,1249,0.2425746024,-1.010684252,1
79,1281,0.1159871668,-0.8692206144,1
79,1313,0.2673526406,-0.8657314777,1
79,1345,0.3589687943,-0.5272049904,1
79,1377,-0.007894083858,-0.9631552696,1
79,1409,-0.0755148232,-1.068323612,1
79,1441,0.5739965439,-0.9309226871,1
79,1473,0.1743216813,-0.6008870602,1
79,1505,-0.3563285768,-0.4295150638,1
79,1537,-1.672608376,0.8030235767,1
79,1569,-1.575767636,0.6998548508,1
79,1601,-3.078356504,0.2458056211,1
79,1633,-3.613889933,-0.1732011437,1
79,1665,-0.3521925211,-0.9169136286,1
79,1697,-0.5696737766,-1.029108047,1
79,1729,-0.8191125393,-0.8297611475,1
79,1761,-0.9040257931,-0.06610882282,1
79,1793,-0.8402402401,0.1126646549,1
79,1825,-1.001977205,-0.0561979115,1
79,1857,-0.8686121702,-0.6445608139,1
79,1889,-0.1730101109,-0.9019993544,1
79,1921,NaN,NaN,2
79,1953,-0.1673432589,-0.2633735836,1
79,1985,-0.298810482,0.1129031628,1
79,2017,-0.1870602369,-1.058163166,1
111,33,0.1302559525,0.3183888793,1
111,65,0.05688500404,0.02612553537,1
111,97,0.1535884291,0.1013525724,1
111,129,-0.0492834188,0.1034034342,1
111,161,-0.1129634306,-0.1267837137,1
111,193,-0.2011129558,-0.199923262,1
111,225,-0.2173395157,0.1120502353,1
111,257,0.08541916311,0.4545238614,1
111,289,0.1136884317,0.2472898066,1
111,321,-0.0956581533,0.03950497508,1
111,353,0.1782357097,-0.03242274374,1
111,385,-0.01820137352,-0.1497655064,1
111,417,-0.1523203254,-0.6698373556,1
111,449,0.2638465762,-1.241666794,1
111,481,-0.1799305379,-1.523477793,1
111,513,-0.9460016489,-1.214667797,1
111,545,-0.2307886183,-1.26318419,1
111,577,0.2147873044,-1.82078886,1
111,609,0.5466486812,-0.8278900385,1
111,641,0.4464837313,-0.2468136549,1
111,673,-0.1435958147,-0.08650904894,1
111,705,-0.2798647285,0.2557215691,1
111,737,0.4543727636,0.3883107305,1
111,769,0.6204507351,0.2775383294,1
111,801,0.3311376572,0.1017615199,1
111,833,0.2001850903,-0.4403170347,1
111,865,-0.1557978392,-0.8163206577,1
111,897,0.2436378002,-0.8721114993,1
111,929,0.670801878,-0.7106393576,1
111,961,0.3376424015,-1.102284551,1
111,993,-0.3241655231,-2.196612358,1
111,1025,-1.073037624,-3.049053669,1
111,1057,-0.8415370584,-4.362690926,1
111,1089,-0.247572571,-3.054668903,1
111,1121,-0.6084424257,-1.282230377,1
111,1153,-0.8717048168,-1.17550838,1
111,1185,-0.8819944263,-1.701841354,1
111,1217,-0.4428012073,-2.411506653,1
111,1249,-0.2927154899,-1.176170826,1
111,1281,-0.1631026566,-0.8811153173,1
111,1313,0.2660293579,-0.7155591249,1
111,1345,0.1183398664,-0.5841355324,1
111,1377,0.03310663998,-0.5239696503,1
111,1409,0.3693449199,-0.629216373,1
111,1441,0.3295939863,-0.8646633625,1
111,1473,0.1190723181,-1.442578673,1
111,1505,0.05868978053,-1.050549507,1
111,1537,-0.162609309,-0.6645717621,1
111,1569,-0.236705184,-0.5998835564,1
111,1601,-1.55147481,-1.045216322,1
111,1633,-1.936211109,-1.081991434,1
111,1665,-1.810903549,-1.154724598,1
111,1697,-1.700297356,-0.957447648,1
111,1729,-1.475155592,-1.035056472,1
111,1761,-1.4173491,-0.5206871033,1
111,1793,-0.6823250055,-0.613214612,1
111,1825,-0.4268614054,-0.6691279411,1
111,1857,-0.2281858325,-1.031209588,1
111,1889,0.2432116866,-1.255230904,1
111,1921,-0.422228992,-1.23146069,1
111,1953,-0.1748851836,-0.7769824266,1
111,1985,0.2676083446,0.02537298203,1
111,2017,0.5085508227,-0.009096860886,1
143,33,0.1333345473,0.2188275158,1
143,65,0.1442574114,0.09011825919,1
143,97,-0.05248273164,-0.02330946922,1
143,129,-0.2439025491,-0.5064538717,1
143,161,-0.1826674044,-0.2719545364,1
143,193,-0.2562654614,0.05581045151,1
143,225,-0.3319195211,0.3630141914,1
143,257,-0.04852415621,0.2215281427,1
143,289,0.2672994137,-0.1485603601,1
143,321,-0.1160429195,-0.2846795022,1
143,353,0.193166554,-0.1191745624,1
143,385,0.116946578,-0.227199167,1
143,417,-0.2777682245,-0.7062595487,1
143,449,-0.1346294284,-1.372088909,1
143,481,-0.5815761685,-2.083626032,1
143,513,-0.7168262005,-1.52708745,1
143,545,-0.3203953505,-0.9551739693,1
143,577,0.4515616298,-0.8900601268,1
143,609,1.056742191,-0.4830425382,1
143,641,0.6216920614,-0.3081385493,1
143,673,0.1737943888,-0.248398304,1
143,705,-0.1854079813,0.2357371897,1
143,737,0.04393440485,0.5503300428,1
143,769,1.11148119,0.4323707819,1
143,801,0.5192745924,0.1116909161,1
143,833,-0.1365779042,-0.4779240191,1
143,865,-0.1269982606,-0.7646035552,1
143,897,0.1846952587,-0.6134822369,1
143,929,0.1715584248,-0.7109674215,1
143,961,-0.2338299453,-1.074376822,1
143,993,-0.6402072906,-1.678235531,1
143,1025,-1.358802319,-2.466286659,1
143,1057,-2.325906992,-3.59897542,1
143,1089,-0.6735671759,-2.584618092,1
143,1121,0.03418295085,-1.257410884,1
143,1153,-0.4990772605,-0.9094876051,1
143,1185,-1.846431017,-1.444859743,1
143,1217,-0.7792444229,-1.481577516,1
143,1249,0.2782922387,-1.26853919,1
143,1281,0.8834266663,-0.7417476177,1
143,1313,0.8230354786,-0.6347458363,1
143,1345,0.2627927661,-0.5548957586,1
143,1377,-3.099441528e-05,0.4144306183,1
143,1409,0.5553987622,-0.3374903202,1
143,1441,0.1861450672,-1.025095224,1
143,1473,0.1759698093,-1.486546516,1
143,1505,0.2764474452,-1.413933039,1
143,1537,0.3247724175,-1.236168027,1
143,1569,0.09045314789,-1.451205969,1
