PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 9, filenames: A:[9]AVI_Pos012_TimeSrs0012_TgUtrmcherry_K4K8MO.avi & B:[10]AVI_Pos012_TimeSrs0012_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,-0.5929490328,-5.528825283,1
47,97,2.012155533,-6.30717659,1
47,129,1.057941794,-5.419445992,1
47,161,-1.292509675,-6.029959679,1
47,193,-0.8654929399,-5.30180788,1
47,225,0.3338583708,-2.115092754,1
47,257,NaN,NaN,2
47,289,1.347411156,0.2220053673,1
47,321,-0.6702691913,-1.676940441,1
47,353,-0.205935955,-2.094053268,1
47,385,-0.1442307234,-2.508185387,1
47,417,-2.893122911,-4.181843758,1
47,449,-5.266954899,-5.084216118,1
47,481,-6.169796944,-3.707755089,1
47,513,-5.375295162,-2.767896175,1
47,545,-4.981012344,-4.05882597,1
47,577,-3.001473427,-4.419468403,1
47,609,1.079408884,-1.893953085,1
47,641,-0.5486148596,-1.957892656,1
47,673,-0.8063621521,-2.309390783,1
47,705,-1.659506798,-3.4553895,1
47,737,-4.107980251,-1.22847271,1
47,769,-5.039660454,-0.4532921314,1
47,801,-6.66471386,0.3101878166,1
47,833,-5.106649876,1.486249447,1
47,865,-1.031019211,1.738161206,1
47,897,-0.0740339756,1.652308226,1
47,929,1.203930855,1.737878323,1
47,961,-3.072427273,3.222024918,1
47,993,NaN,NaN,2
47,1025,-0.7423608303,5.858490944,1
47,1057,-0.64052701,2.162720203,1
47,1089,0.3182806969,-0.5565372109,1
47,1121,-1.271104336,-0.6435189247,1
47,1153,-1.453331947,-2.366063118,1
47,1185,-0.7879336476,-3.153718472,1
47,1217,-0.3597911,-2.661091089,1
47,1249,1.51286006,-2.308982611,1
47,1281,2.813980103,-1.180384636,1
47,1313,3.876475334,0.2378009558,1
47,1345,4.460202694,0.5786037445,1
47,1377,4.73363781,1.503423214,1
47,1409,6.269174576,2.176132679,1
47,1441,7.018093109,0.03355336189,1
47,1473,4.762438774,-1.029406071,1
47,1505,3.114992142,0.8812446594,1
47,1537,4.372089386,-4.061327934,1
47,1569,2.608983517,-2.562826633,1
47,1601,2.681138992,-1.705842495,1
47,1633,2.447981834,-1.573278904,1
47,1665,3.890699863,-2.69400835,1
47,1697,5.083564758,-4.72238493,1
47,1729,5.896968842,-6.224194527,1
47,1761,6.109519005,-5.83491993,1
47,1793,6.696340084,-6.164546967,1
47,1825,5.929088593,-5.201987743,1
47,1857,3.178833008,-5.71925354,1
47,1889,2.85672307,-5.280074596,1
47,1921,4.983893394,-4.805683613,1
47,1953,2.605939627,-3.258416176,1
47,1985,0.5972855091,-1.819705367,1
47,2017,NaN,NaN,2
79,33,-0.9883122444,4.350262642,1
79,65,-0.4662386775,-4.319976807,1
79,97,-0.06037014723,-4.623633862,1
79,129,-1.033652067,-4.819126606,1
79,161,-1.686381936,-5.389046192,1
79,193,-1.885981441,-6.281080723,1
79,225,-2.647791862,-4.36545229,1
79,257,NaN,NaN,2
79,289,-3.238205433,-2.811526299,1
79,321,-0.8317933083,-3.591281891,1
79,353,-0.4477194548,-4.272604942,1
79,385,-0.904171288,-4.291728973,1
79,417,-1.92495811,-5.203655243,1
79,449,-3.018702507,-5.332365513,1
79,481,-3.499267578,-4.570631027,1
79,513,-4.462403774,-4.417914867,1
79,545,-3.988066673,-4.290612698,1
79,577,-2.721476316,-3.971562386,1
79,609,-0.7287720442,-3.5944314,1
79,641,NaN,NaN,2
79,673,-2.52525425,-0.1426217556,1
79,705,-3.606873751,-1.463920593,1
79,737,-4.507497787,-1.579561234,1
79,769,-6.106194496,-0.6071292162,1
79,801,-6.054738522,-0.7875995636,1
79,833,-3.096852064,0.450951159,1
79,865,-1.871220946,1.408216953,1
79,897,-2.677102804,3.012978554,1
79,929,-0.1984170079,2.712927341,1
79,961,-0.2950430512,2.7324121,1
79,993,-0.7229563594,3.492770433,1
79,1025,0.4895085096,3.309869528,1
79,1057,0.07235664129,1.34009552,1
79,1089,0.5485440493,-1.039198637,1
79,1121,0.1279516816,-1.548148155,1
79,1153,-0.3618091941,-3.093387127,1
79,1185,-0.2167176008,-3.921566725,1
79,1217,-0.4924396873,-3.41555047,1
79,1249,0.34195292,-2.862774849,1
79,1281,1.851073623,-1.918442011,1
79,1313,2.739631176,-1.003964186,1
79,1345,3.241873026,-0.5376939178,1
79,1377,2.648200274,-2.305451393,1
79,1409,2.498062611,-2.903749943,1
79,1441,4.04914093,-1.031751752,1
79,1473,4.035734177,-1.966873169,1
79,1505,5.761826992,-3.536958694,1
79,1537,6.159115314,-4.462938786,1
79,1569,4.788610458,-3.915095329,1
79,1601,4.300844669,-3.291082859,1
79,1633,4.00174284,-4.939794064,1
79,1665,3.760163546,-8.639426231,1
79,1697,3.67814064,-6.944671154,1
79,1729,3.512756109,-6.86029911,1
79,1761,3.019554615,-7.712815762,1
79,1793,3.482445717,-8.494930267,1
79,1825,2.867195368,-10.13005352,1
79,1857,1.790053248,-7.318469048,1
79,1889,NaN,NaN,2
79,1921,4.816852093,-6.573444843,1
79,1953,3.052019835,-4.709671021,1
79,1985,1.662008643,-2.565727949,1
79,2017,2.264421463,-1.149139881,1
111,33,0.5264485478,4.390624046,1
111,65,-1.169776678,-5.317229748,1
111,97,-1.669739723,-4.228302956,1
111,129,-2.031447887,-4.433512211,1
111,161,-2.260054588,-5.104918957,1
111,193,-3.845146179,-6.125079632,1
111,225,NaN,NaN,2
111,257,NaN,NaN,2
111,289,-3.882526875,-3.076708317,1
111,321,-0.9044373035,-4.559048653,1
111,353,-0.8867566586,-5.144461632,1
111,385,-1.241679549,-5.081374168,1
111,417,-1.403580666,-5.890298367,1
111,449,-1.78229332,-6.345125675,1
111,481,-2.844312668,-5.414735794,1
111,513,-2.953538895,-5.67741251,1
111,545,-2.536314011,-4.580558777,1
111,577,-1.733843446,-4.222679138,1
111,609,-1.112535357,-3.382048368,1
111,641,-2.954383373,-2.005174637,1
111,673,-3.065049171,-1.861994028,1
111,705,-2.655567169,0.2367730141,1
111,737,-3.820473194,-0.7665394545,1
111,769,-4.52001667,-1.851225972,1
111,801,-4.018249035,-0.7082397938,1
111,833,-2.459748268,0.3100383878,1
111,865,-1.706695318,2.162279129,1
111,897,-1.845335603,2.053901672,1
111,929,-1.29867959,2.061172962,1
111,961,-0.2853297591,2.116116047,1
111,993,0.3727912605,3.919388056,1
111,1025,0.5637920499,3.993027449,1
111,1057,0.705083251,0.9161353707,1
111,1089,1.207799554,-1.497341752,1
111,1121,1.131078243,-2.533015013,1
