 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,773.574,168.214,70.478,14.512,118.841,33.711,29.217,120.998,98.622
2,848.113,148.146,196.829,16.286,121.831,39.411,27.400,130.505,90.361
3,1356.603,160.910,88.790,32.210,169.033,53.754,32.133,57.999,97.890
4,701.582,150.957,52.136,24.894,116.758,44.210,20.205,114.829,96.962
5,626.046,195.728,184.685,30.299,128.028,51.733,15.408,124.801,99.831
6,683.117,188.666,174.549,45.566,110.743,38.953,22.329,103.657,98.662
7,881.570,185.818,110.120,50.377,125.312,40.851,27.477,71.765,98.978
8,1047.152,149.533,48.801,62.191,128.160,41.895,31.824,80.623,83.231
9,823.091,155.087,77.746,66.518,120.750,34.932,30.001,119.236,95.478
10,877.300,151.238,125.700,79.807,125.679,43.656,25.587,84.453,93.404
11,710.145,168.171,148.099,83.187,111.523,40.082,22.558,89.539,99.078
12,1092.410,156.482,171.891,85.207,135.006,45.570,30.523,100.388,96.849
13,939.063,156.872,99.734,85.605,124.073,37.759,31.665,75.314,98.510
14,830.739,208.350,61.766,94.940,133.115,41.362,25.572,89.493,99.880
15,959.792,185.032,201.769,97.297,123.384,39.997,30.553,119.669,99.633
16,770.172,210.177,14.506,103.321,115.340,38.664,25.363,95.891,99.746
17,992.146,175.881,38.976,106.788,126.382,43.990,28.717,88.848,99.449
18,786.525,148.325,81.184,110.527,114.786,38.551,25.977,88.771,89.422
19,1103.308,162.158,129.284,115.194,133.669,39.000,36.020,104.838,97.198
20,741.091,212.536,155.231,122.220,118.558,45.942,20.539,94.518,99.964
21,1254.074,154.195,102.300,130.599,155.270,49.039,32.561,89.382,95.130
22,769.797,185.662,175.091,122.632,114.840,39.266,24.962,87.036,99.835
23,832.581,212.580,198.811,129.301,125.438,39.328,26.955,107.890,99.954
24,1316.589,157.621,60.284,138.916,144.026,44.763,37.449,102.632,97.397
25,1480.482,150.302,34.456,154.599,179.465,65.296,28.868,108.283,93.310
26,1133.656,165.984,137.160,151.376,141.314,43.162,33.442,116.927,99.173
27,1569.614,146.498,90.430,170.528,180.115,60.302,33.141,112.753,93.242
28,1071.635,199.083,189.529,158.824,141.482,45.023,30.306,126.758,99.723
29,1203.643,168.675,163.796,169.786,144.122,47.740,32.102,91.658,99.445
30,799.312,187.212,118.731,170.136,115.389,38.719,26.285,113.929,99.774
31,817.742,186.935,13.074,173.392,117.320,38.840,26.807,89.192,99.568
32,996.111,142.551,67.517,184.044,137.218,48.992,25.887,129.164,89.152
33,1176.861,177.028,140.766,197.582,141.863,40.809,36.718,126.541,99.491
34,1077.359,148.705,184.286,199.019,137.583,41.350,33.174,161.177,92.882
35,950.102,208.334,37.861,201.297,122.232,41.626,29.061,93.953,99.851
36,594.384,149.150,62.098,207.883,108.196,29.984,25.240,130.035,94.296
37,649.027,212.350,111.338,203.931,106.761,32.833,25.169,163.737,99.942
38,652.276,147.086,194.953,66.323,104.794,29.836,27.836,147.879,90.513
39,1287.426,132.220,154.136,30.732,179.336,67.587,24.253,100.602,63.796
40,1103.731,130.218,135.483,39.085,161.748,61.242,22.947,99.172,61.916
41,1078.392,143.368,21.682,67.860,148.392,45.017,30.501,107.175,89.325
42,976.825,158.744,29.995,21.908,151.641,52.973,23.479,118.465,97.432
43,673.685,163.066,13.936,205.619,112.186,33.386,25.692,80.589,98.623
