 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,565.068,146.267,105.899,15.887,104.058,31.305,22.982,108.893,55.974
2,461.261,131.609,138.299,12.062,88.125,26.641,22.045,54.913,24.229
3,924.270,154.680,84.085,21.303,123.320,44.474,26.461,115.475,68.081
4,1078.790,139.522,153.381,30.817,135.823,49.214,27.910,74.272,38.458
5,680.830,157.054,111.480,44.450,112.008,37.374,23.194,85.412,73.501
6,925.784,148.582,71.232,51.071,136.148,46.085,25.578,92.487,56.810
7,1070.485,157.654,177.996,42.212,146.524,48.952,27.843,96.895,61.853
8,1157.470,160.664,90.920,67.551,165.845,47.027,31.338,61.490,84.430
9,585.809,144.636,54.391,65.060,103.362,38.390,19.429,105.477,50.954
10,877.417,154.467,33.605,66.378,137.962,46.797,23.873,125.865,67.026
11,1137.985,132.062,162.635,75.101,159.784,54.431,26.620,108.097,25.235
12,936.471,130.363,142.217,83.275,145.690,47.955,24.864,101.225,22.115
13,786.959,162.377,18.874,82.693,117.547,35.221,28.448,118.922,74.320
14,378.699,188.715,195.701,78.780,106.864,39.287,12.273,119.451,89.533
15,734.698,154.774,112.506,86.930,108.560,31.915,29.311,28.515,69.153
16,567.168,160.325,184.730,87.204,95.081,33.010,21.877,107.915,69.881
17,851.621,153.413,55.503,100.980,118.119,37.746,28.727,96.793,62.236
18,671.785,150.413,81.396,97.838,108.916,32.382,26.414,136.341,66.230
19,871.364,146.710,30.929,111.106,134.797,38.066,29.146,96.818,57.762
20,718.814,140.526,131.791,114.589,113.850,34.700,26.375,103.302,46.244
21,770.384,155.727,105.509,112.873,117.029,34.037,28.818,8.189,70.413
22,593.645,147.983,154.939,116.764,100.451,33.563,22.521,97.993,58.791
23,933.315,148.540,179.727,118.514,128.376,38.848,30.590,124.190,57.114
24,607.828,195.663,69.237,127.206,121.437,37.958,20.388,81.205,95.588
25,687.305,146.654,86.762,135.659,109.321,36.922,23.701,80.317,57.533
26,763.650,180.410,47.474,137.725,110.194,35.906,27.080,84.571,94.078
27,1131.850,149.159,106.894,151.740,145.167,47.485,30.349,87.115,64.326
28,892.831,154.391,133.651,143.728,123.271,34.681,32.779,123.280,66.384
29,638.141,192.516,25.350,146.330,103.242,34.107,23.822,102.434,89.371
30,606.678,188.570,158.603,149.080,104.355,38.024,20.315,97.954,94.512
31,588.941,152.339,177.335,147.398,105.801,32.132,23.337,87.066,65.640
32,666.987,172.490,198.459,157.978,109.035,34.000,24.977,109.595,83.638
33,1082.732,156.054,65.978,164.751,133.271,40.116,34.364,94.291,79.402
34,1199.549,146.446,43.993,182.757,155.801,55.978,27.284,112.975,60.001
35,1330.701,150.094,93.248,187.324,162.868,50.639,33.458,113.127,67.752
36,1044.724,161.628,139.397,175.027,135.511,37.734,35.251,121.398,81.627
37,709.887,209.336,14.080,176.477,110.745,34.500,26.199,83.215,95.064
38,870.566,180.283,187.428,181.008,127.568,40.252,27.537,126.541,89.413
39,1025.790,156.659,162.947,191.459,137.010,43.145,30.272,75.005,75.940
40,626.902,163.645,120.451,190.791,104.035,34.498,23.137,115.235,78.930
41,717.301,167.910,24.149,201.275,107.810,33.004,27.672,48.576,82.540
42,509.851,144.359,205.343,107.329,97.015,29.249,22.194,155.163,51.544
43,797.482,152.366,28.802,30.168,115.020,41.186,24.654,93.725,51.804
44,747.168,147.431,49.342,29.498,124.415,43.595,21.822,86.941,61.749
45,752.682,141.488,74.928,205.963,117.514,42.808,22.387,142.481,46.799
46,722.228,155.902,207.686,132.054,117.521,33.146,27.743,97.834,74.372
47,1000.357,161.391,128.002,48.496,185.179,64.358,19.791,86.987,75.525
48,742.429,141.442,197.846,19.748,106.868,35.659,26.509,97.965,44.882
