 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,453.718,116.353,191.730,40.183,81.829,25.438,22.710,131.702,0.041
2,587.052,116.214,166.644,42.338,92.695,29.331,25.483,176.841,0.048
3,691.211,115.018,171.086,64.265,137.760,32.802,26.830,31.836,0.003
4,686.108,116.326,87.928,62.407,101.612,32.841,26.600,22.543,0.032
5,466.587,116.861,194.996,64.227,83.809,27.495,21.607,94.373,0.370
6,641.437,116.009,116.874,65.657,100.416,32.344,25.251,30.083,0.044
7,527.060,116.080,149.464,72.506,97.527,30.043,22.337,119.730,0.051
8,1129.351,116.290,128.747,90.435,145.977,39.534,36.372,179.302,0.070
9,920.763,116.041,90.504,87.335,131.768,39.646,29.571,177.913,0.110
10,1021.555,115.312,56.221,88.308,125.840,37.706,34.495,8.338,0.015
11,511.951,117.141,180.856,84.555,91.737,30.878,21.110,172.154,0.337
12,678.917,118.855,198.314,105.614,108.711,35.144,24.596,33.940,2.683
13,440.462,122.802,107.608,112.146,84.243,28.696,19.543,85.981,14.302
14,831.338,115.811,85.269,115.139,121.526,35.500,29.817,132.457,1.091
15,713.723,118.099,120.471,131.284,129.552,42.793,21.236,84.815,1.272
16,930.863,116.645,147.061,122.184,136.249,43.445,27.281,169.041,0.176
17,786.408,120.659,207.211,129.666,119.820,36.408,27.502,76.868,9.414
18,700.408,117.309,177.885,131.111,102.002,33.775,26.404,53.039,2.680
19,641.507,124.309,98.929,142.736,106.959,30.382,26.884,96.022,15.984
20,581.234,118.321,188.487,151.678,115.493,30.606,24.180,35.814,3.651
21,765.820,116.885,145.096,147.706,116.652,35.445,27.510,19.196,0.605
22,1015.807,117.471,162.516,167.734,138.507,43.087,30.018,62.222,3.501
23,674.424,120.661,124.685,164.996,107.387,30.360,28.284,165.342,10.541
24,726.158,117.826,201.989,170.968,114.071,31.132,29.699,92.561,4.922
25,692.877,123.895,97.941,170.350,118.416,35.341,24.962,44.265,19.741
26,1175.360,118.050,21.673,180.583,145.546,42.505,35.208,1.680,2.149
27,489.896,118.051,136.255,183.597,89.993,27.335,22.819,13.868,1.193
28,732.892,118.409,183.963,187.466,111.718,38.211,24.421,162.702,2.065
29,809.835,119.578,61.942,187.224,116.427,40.621,25.383,169.512,6.559
30,711.600,122.482,103.730,192.150,111.313,36.178,25.044,25.154,14.064
31,726.428,120.713,124.009,205.478,121.623,35.322,26.185,20.963,10.658
32,351.565,122.105,82.962,203.217,88.497,22.718,19.704,103.127,15.506
33,579.591,118.341,154.887,200.542,97.336,29.090,25.368,11.815,2.062
34,606.819,119.916,32.840,204.449,96.752,28.932,26.705,9.792,10.188
35,602.080,123.946,181.954,208.225,105.408,32.664,23.469,174.639,17.881
36,576.072,121.835,59.383,209.265,103.099,32.920,22.280,164.877,12.770
37,523.318,123.594,76.164,144.931,102.118,27.465,24.260,159.213,17.474
38,1369.976,118.105,53.631,124.417,183.645,43.737,39.881,60.172,0.818
39,899.448,119.326,67.004,164.877,140.980,41.437,27.638,162.604,8.308
40,805.354,117.870,36.806,154.716,117.380,33.346,30.750,127.497,3.811
41,1194.915,116.857,21.881,115.387,151.485,41.304,36.834,70.397,1.421
42,416.167,117.429,174.638,101.612,93.492,27.224,19.463,127.514,2.385
