 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,546.557,116.111,166.513,42.952,90.265,29.457,23.624,3.286,0.002
2,691.669,114.884,170.933,63.091,126.001,33.880,25.993,173.150,0.000
3,711.612,116.187,89.551,63.273,105.990,33.428,27.104,19.542,0.002
4,693.487,115.873,116.425,66.059,106.391,33.469,26.382,37.834,0.000
5,469.191,116.668,194.820,64.994,85.807,27.315,21.871,88.441,0.045
6,559.297,115.982,151.394,75.181,96.626,33.192,21.455,146.744,0.000
7,584.026,119.241,207.753,82.156,106.938,30.549,24.342,46.480,0.675
8,1113.139,116.230,128.737,90.997,141.395,38.776,36.551,178.619,0.002
9,1120.142,115.200,57.224,88.481,130.271,39.524,36.085,6.106,0.000
10,854.835,116.080,91.301,89.264,126.590,38.004,28.639,163.137,0.237
11,474.341,116.938,180.419,85.713,87.680,28.718,21.031,170.750,0.017
12,536.820,116.381,156.493,102.424,104.529,28.944,23.615,119.812,0.004
13,383.637,117.165,174.618,102.578,89.868,26.464,18.457,122.537,1.018
14,620.403,118.444,197.865,105.708,103.684,33.725,23.422,29.366,0.730
15,1209.896,116.600,22.953,115.338,143.439,41.918,36.750,62.819,0.434
16,1254.426,118.040,53.910,125.827,162.445,41.293,38.679,76.602,0.110
17,778.032,120.230,206.847,130.109,116.570,35.416,27.971,97.792,4.641
18,630.140,119.670,11.745,147.357,107.526,33.909,23.661,83.846,5.164
19,510.097,122.950,76.769,145.415,96.577,27.764,23.393,154.174,10.648
20,843.069,117.550,36.827,154.802,119.629,34.484,31.128,115.886,1.870
21,918.041,118.929,67.511,165.430,138.985,42.237,27.674,161.105,5.021
22,829.074,117.629,203.540,169.791,119.574,35.413,29.809,49.151,2.596
23,697.968,120.135,125.254,166.374,108.536,32.896,27.015,167.820,6.029
24,688.349,123.502,98.442,172.221,115.252,32.816,26.707,44.434,9.694
25,1202.435,117.747,21.268,181.260,144.834,42.733,35.827,178.032,0.628
26,719.037,118.138,184.242,187.272,110.466,37.529,24.395,160.012,0.599
27,877.077,119.029,61.445,188.193,123.594,41.192,27.110,174.888,2.686
28,729.888,121.790,105.842,193.801,116.109,37.932,24.500,19.401,9.090
29,667.362,119.337,33.415,206.618,101.597,29.958,28.364,168.268,5.880
30,741.373,122.680,182.416,209.019,116.389,37.774,24.989,166.355,11.089
31,675.011,117.997,186.737,151.349,136.647,32.680,26.299,38.703,1.251
32,594.584,117.119,178.320,130.405,103.831,31.591,23.964,57.505,1.249
33,1012.299,117.138,162.114,165.117,147.111,44.742,28.807,85.777,1.670
34,922.886,116.686,146.918,122.797,138.900,42.709,27.513,175.048,0.006
35,449.436,116.221,191.874,41.055,82.691,26.637,21.483,124.665,0.000
36,1321.445,117.247,132.815,140.726,248.655,51.216,32.851,149.715,0.160
37,526.345,121.782,109.134,113.631,96.011,28.240,23.731,68.974,8.922
38,841.989,115.386,83.967,115.976,121.922,36.709,29.204,141.483,0.217
39,665.134,123.753,99.450,143.988,110.930,31.589,26.809,104.560,12.894
40,376.552,121.386,82.582,203.447,104.407,22.806,21.022,94.735,9.022
41,302.448,125.687,67.266,212.953,67.889,20.472,18.810,4.986,16.174
42,681.768,120.448,124.233,207.779,121.056,36.251,23.946,18.126,6.200
43,500.689,117.834,154.671,199.447,91.848,26.951,23.654,14.833,0.597
44,527.142,117.647,138.389,184.533,116.781,30.189,22.232,13.830,0.427
