 ,Area,Mean,X,Y,Major,Minor,Angle
174,1609.023,14.656,299.793,435.760,61.775,33.163,104.175
175,1283.686,15.687,350.091,440.268,56.493,28.932,97.055
176,1117.336,16.092,395.317,438.304,58.550,24.298,92.807
177,740.475,15.555,520.033,423.641,35.890,26.269,71.913
178,750.779,16.849,438.949,430.770,54.295,17.606,79.132
179,871.493,21.482,470.112,430.066,50.271,22.073,100.526
180,1226.273,14.877,238.830,438.142,54.856,28.463,119.411
181,1344.042,13.586,491.353,442.130,58.275,29.366,76.529
182,1034.898,14.199,269.115,437.917,46.189,28.528,120.483
183,690.423,14.343,453.610,444.900,39.221,22.413,89.921
184,585.902,14.222,552.311,427.386,28.107,26.541,46.092
185,914.184,14.119,176.978,444.203,48.843,23.831,125.174
186,803.776,9.913,530.578,453.015,53.724,19.049,76.010
187,1210.080,14.550,210.031,447.690,43.671,35.280,111.378
188,1851.922,11.763,146.931,456.198,56.896,41.443,104.460
189,974.541,11.796,107.149,457.745,41.817,29.673,105.787
190,775.805,9.152,75.896,459.868,40.461,24.413,117.976
191,572.653,16.696,510.870,461.863,30.844,23.639,85.026
192,674.229,11.343,546.601,463.677,37.586,22.840,68.070
193,1522.168,16.295,371.529,474.054,47.085,41.162,64.164
194,864.132,16.070,276.865,469.326,42.362,25.972,155.786
195,1064.340,15.654,238.079,481.275,49.454,27.402,96.982
196,856.772,13.378,452.424,476.278,38.162,28.585,65.464
197,1074.645,13.435,181.127,481.850,41.283,33.144,114.427
198,880.326,15.567,427.411,484.124,44.897,24.965,85.048
199,1015.760,11.883,128.215,489.130,43.092,30.013,99.290
200,1124.697,15.594,401.416,488.160,48.575,29.480,70.878
201,780.222,10.331,100.148,489.439,45.922,21.633,117.942
202,1155.611,17.096,308.077,487.244,45.410,32.402,89.932
203,834.690,12.684,494.810,485.211,36.552,29.075,54.789
204,915.656,13.964,213.049,485.696,45.770,25.472,120.489
205,1062.868,16.692,266.047,493.855,40.597,33.335,124.611
206,538.795,18.458,471.635,487.816,34.466,19.904,80.535
207,1344.042,15.026,337.284,501.482,57.288,29.872,91.032
208,889.158,10.797,530.593,503.627,46.518,24.337,78.134
209,886.214,12.736,506.689,507.854,49.698,22.705,63.879
210,936.266,13.586,161.538,505.280,45.190,26.380,114.373
211,1273.381,10.745,211.106,521.640,57.509,28.192,115.185
212,1257.187,12.628,361.834,518.254,56.038,28.564,67.161
213,1268.964,13.750,292.403,523.991,53.154,30.396,99.698
