 ,Area,Mean,X,Y,Major,Minor,Angle
51,703.672,12.563,73.517,179.851,37.754,23.731,73.546
52,1386.734,14.567,151.877,181.249,47.771,36.961,54.009
53,1304.295,15.359,415.562,190.233,50.154,33.111,89.599
54,1214.496,14.487,186.984,191.430,40.957,37.756,125.703
55,887.686,19.795,386.831,190.456,37.329,30.278,90.986
56,1236.578,13.320,555.057,199.680,51.484,30.581,94.548
57,1082.006,17.639,97.467,201.615,48.696,28.291,71.120
58,865.604,18.190,328.998,197.132,35.310,31.213,70.924
59,1336.682,13.750,296.276,201.259,43.932,38.740,137.029
60,1095.255,11.361,524.205,202.027,42.686,32.669,129.762
61,1742.986,16.633,122.176,218.292,57.513,38.587,66.897
62,1579.581,17.221,233.877,212.967,48.634,41.353,120.142
63,771.389,19.936,359.417,205.850,32.948,29.810,121.803
64,1034.898,15.742,456.132,211.897,42.454,31.037,82.827
65,908.296,15.749,71.024,219.140,44.375,26.061,76.212
66,1189.470,13.516,488.663,215.164,42.177,35.908,96.073
67,488.743,16.096,266.354,209.540,26.331,23.633,104.817
68,1348.459,14.933,160.338,222.959,45.625,37.631,60.160
69,625.649,18.714,431.822,216.650,31.528,25.267,91.442
70,1307.239,15.831,200.723,228.478,45.079,36.923,119.286
71,1413.232,16.928,389.059,229.492,47.095,38.208,89.308
72,749.307,21.218,335.797,225.984,35.661,26.753,15.032
73,871.493,15.365,518.130,232.892,36.579,30.335,140.082
74,1021.649,11.313,580.655,236.242,41.803,31.118,131.687
75,1027.537,19.228,294.818,233.591,43.109,30.349,6.424
76,827.329,14.134,549.572,238.419,36.446,28.903,122.712
77,740.475,17.433,261.909,237.757,31.235,30.184,53.506
78,666.869,18.194,355.632,239.497,37.059,22.912,30.261
79,884.742,19.122,418.776,242.267,35.821,31.448,39.954
80,1121.753,16.107,79.580,251.750,53.003,26.947,60.298
81,865.604,14.849,469.610,244.232,36.629,30.089,137.419
82,875.909,17.165,184.479,254.335,40.784,27.345,136.234
83,1485.365,17.612,226.176,259.333,50.464,37.477,48.985
84,688.950,18.277,316.829,253.553,33.164,26.450,63.626
85,727.226,16.652,446.399,256.254,34.130,27.129,114.545
86,1079.061,12.360,501.777,259.841,46.927,29.278,119.615
87,1037.842,19.992,128.178,261.910,47.571,27.778,83.175
88,1115.864,18.456,101.010,268.064,46.297,30.688,80.546
89,984.846,19.034,155.108,263.758,40.598,30.887,80.134
90,671.285,18.167,366.467,259.206,37.597,22.733,13.537
91,563.821,14.284,527.192,264.661,35.182,20.405,80.536
92,833.218,9.603,595.751,270.932,41.322,25.674,73.022
93,621.233,12.335,572.865,266.407,36.719,21.541,106.981
94,638.899,15.543,291.773,262.899,32.708,24.871,131.043
95,737.530,19.268,337.119,269.235,33.482,28.046,81.804
96,1536.890,15.880,260.124,275.328,47.176,41.479,56.892
97,893.575,10.328,549.873,273.353,37.050,30.708,111.902
98,971.597,19.262,392.691,281.307,53.653,23.057,79.903
99,1583.997,17.000,422.229,282.378,48.689,41.422,70.531
100,802.303,14.030,488.270,283.341,40.837,25.015,110.531
101,638.899,18.166,463.084,278.969,28.920,28.128,20.569
102,743.419,18.379,367.790,283.947,32.202,29.394,70.426
103,1304.295,18.955,178.596,291.327,47.691,34.821,77.073
104,831.746,13.555,60.714,291.285,40.117,26.398,94.823
105,1458.867,17.116,312.699,296.076,48.531,38.274,100.186
106,1266.020,17.620,203.958,304.150,58.872,27.381,77.586
107,781.694,16.562,81.332,300.461,43.791,22.728,72.550
108,565.293,14.439,283.677,295.785,30.809,23.362,85.613
109,668.341,19.826,149.758,299.372,33.897,25.104,100.445
110,1170.333,19.249,230.635,306.798,48.120,30.967,76.282
111,697.783,18.652,343.855,299.741,33.586,26.453,64.768
112,984.846,14.278,512.764,304.730,40.165,31.220,98.506
113,578.542,12.957,536.420,300.041,31.351,23.496,106.651
114,791.999,19.182,126.978,303.679,42.228,23.880,102.953
115,711.032,13.260,564.049,300.919,32.560,27.805,47.137
116,793.471,18.704,105.467,310.489,41.331,24.444,102.823
117,1369.068,14.696,463.540,308.855,48.775,35.739,153.534
118,631.538,10.836,594.124,304.214,33.846,23.758,123.052
119,655.092,17.267,49.859,314.883,37.579,22.196,118.018
120,1458.867,16.886,262.875,322.703,48.500,38.299,85.210
121,1076.117,15.431,360.363,322.160,45.713,29.973,58.635
122,839.106,17.871,434.662,320.743,39.122,27.309,117.764
123,649.203,19.878,386.023,323.102,39.632,20.857,72.930
124,1017.232,19.635,408.842,329.055,42.651,30.367,90.582
125,908.296,12.456,577.870,328.387,39.103,29.575,91.878
126,1329.321,16.825,490.449,336.708,49.686,34.065,71.431
127,1601.663,15.530,158.662,334.279,45.942,44.389,74.548
128,861.188,15.495,546.071,328.395,34.313,31.956,160.358
129,734.586,16.472,90.773,332.878,36.479,25.639,122.912
130,1703.239,17.485,296.855,339.675,49.239,44.043,65.779
131,850.883,21.503,332.153,336.116,39.861,27.179,97.112
132,1024.593,14.891,71.862,349.131,50.432,25.868,112.173
133,893.575,18.819,124.286,343.063,38.314,29.695,108.476
134,1148.251,14.521,520.002,347.901,42.758,34.193,78.329
135,1029.009,19.786,188.529,350.301,45.535,28.773,85.291
136,749.307,18.807,237.328,343.317,36.100,26.428,132.603
137,948.043,18.457,457.882,348.745,39.727,30.385,89.469
138,900.935,19.397,212.658,353.951,45.827,25.031,86.483
139,1059.924,19.398,371.837,358.784,45.502,29.659,111.421
140,1301.351,16.117,430.284,364.503,46.131,35.918,106.889
141,1656.131,12.816,555.370,366.012,54.599,38.621,67.055
142,783.166,13.751,52.658,365.137,37.639,26.492,102.252
143,590.319,16.456,100.298,360.375,34.376,21.865,38.853
144,892.103,20.011,399.014,365.993,39.816,28.527,91.107
145,843.523,12.284,583.981,369.910,45.465,23.623,62.813
146,1399.983,17.071,267.464,373.165,46.449,38.376,110.207
147,1516.280,17.157,346.154,376.623,47.083,41.004,112.784
148,1145.307,16.793,146.194,372.493,41.039,35.533,20.602
149,1376.429,17.469,309.542,378.466,45.949,38.141,67.146
150,1475.061,17.062,470.742,386.786,54.852,34.239,89.343
151,864.132,19.153,233.136,375.711,36.662,30.011,20.061
152,912.712,15.782,496.353,385.288,53.191,21.848,82.870
153,602.096,17.267,114.103,377.859,29.624,25.878,179.330
154,1361.708,17.817,178.744,391.150,52.451,33.055,90.370
155,1273.381,15.490,522.468,389.863,44.943,36.075,76.809
156,503.464,16.182,77.233,392.154,39.125,16.384,87.367
157,1037.842,14.417,94.974,403.506,52.704,25.072,89.253
158,584.430,14.153,58.442,395.250,35.513,20.953,72.139
159,1161.500,18.079,205.891,404.401,49.808,29.692,91.772
160,909.768,19.123,420.054,401.132,41.208,28.110,82.024
161,687.478,20.355,395.724,401.359,41.052,21.322,108.701
162,1108.504,18.826,444.508,411.357,46.275,30.500,70.079
163,1177.693,23.377,371.268,410.116,41.644,36.007,113.915
164,1120.281,13.792,124.759,414.114,52.112,27.371,111.537
165,1043.731,13.413,150.444,409.158,42.246,31.457,99.526
166,1450.035,18.022,291.923,415.156,50.501,36.559,106.215
167,967.180,13.593,574.008,406.365,41.911,29.383,57.826
168,703.672,20.528,232.732,403.996,33.055,27.104,60.403
169,1488.310,17.978,258.903,420.913,55.425,34.190,92.352
170,1550.139,18.203,329.250,419.004,53.161,37.126,54.961
171,1102.615,12.898,545.975,418.628,44.877,31.283,86.068
172,768.445,14.927,68.550,423.670,33.498,29.208,134.057
173,1018.705,11.116,578.850,436.445,50.665,25.601,58.868
174,1018.705,15.169,512.372,427.709,40.140,32.313,71.119
175,1448.563,15.711,480.771,439.348,55.113,33.465,74.716
176,544.683,13.604,457.237,436.240,36.923,18.783,74.694
177,1704.711,16.900,168.260,445.351,54.304,39.969,83.443
178,1082.006,16.342,406.454,441.863,45.748,30.114,82.842
179,899.463,18.131,111.065,439.419,43.182,26.521,151.514
180,825.857,20.409,198.631,442.279,41.005,25.644,93.851
181,713.976,19.582,232.146,436.640,38.047,23.893,144.435
182,833.218,22.549,352.520,440.154,34.812,30.475,0.855
183,721.337,18.558,380.563,445.547,37.077,24.771,73.030
184,1173.277,18.605,433.726,454.501,44.488,33.579,86.164
185,884.742,12.368,528.321,455.379,43.157,26.102,79.542
186,939.210,19.777,282.067,453.133,37.168,32.174,29.915
187,734.586,11.316,548.317,460.229,49.513,18.890,62.782
188,680.118,19.108,220.000,459.660,31.150,27.799,100.891
189,1208.608,23.956,306.245,467.934,49.950,30.808,66.694
190,915.656,14.934,108.437,470.945,46.070,25.306,110.152
191,1187.998,14.457,136.269,472.236,47.448,31.879,90.312
192,992.206,21.412,338.157,465.622,37.152,34.004,41.077
193,1346.987,13.813,501.977,474.095,46.555,36.839,91.080
194,681.590,22.490,244.487,467.044,36.218,23.961,69.534
195,660.980,22.290,266.640,477.183,33.161,25.379,110.395
196,1414.704,17.069,464.593,481.468,48.858,36.867,140.447
197,746.363,22.638,189.409,479.054,35.405,26.841,80.370
198,587.374,17.326,377.666,476.582,33.569,22.278,100.376
199,812.608,17.113,402.658,478.918,33.191,31.173,112.380
200,1008.400,11.705,555.134,485.324,48.199,26.638,41.633
201,836.162,26.016,355.125,486.855,36.032,29.547,62.310
202,1183.582,18.836,214.982,492.953,41.602,36.224,74.138
203,794.943,18.655,162.010,489.134,34.243,29.558,66.357
204,1280.741,16.903,438.103,498.919,54.546,29.896,134.266
205,665.397,11.438,519.559,499.708,38.212,22.172,51.339
206,756.668,20.364,248.268,500.466,35.804,26.909,125.456
207,784.638,16.210,378.856,509.675,39.397,25.358,63.158
208,1036.370,15.408,154.655,518.912,54.928,24.023,129.303
209,827.329,26.024,274.572,514.121,40.904,25.753,100.768
210,992.206,15.991,407.149,513.028,38.345,32.946,74.493
211,970.125,15.828,489.818,514.674,38.608,31.994,82.806
212,1346.987,19.271,187.802,519.385,50.329,34.077,121.179
213,1507.447,21.855,236.199,527.056,62.981,30.475,168.086
214,1070.229,15.544,433.873,534.738,46.965,29.014,12.386
215,940.682,16.735,388.939,540.515,43.547,27.504,176.784
