id,xc_(µm),yc_(µm),zc_(µm),area_(µm²),perimeter_(µm),euler_alpha_(radians),euler_beta_(radians),euler_gamma_(radians),ellipse_x0_(µm),ellipse_y0_(µm),ellipse_z0_(µm),ellipse_a_(µm),ellipse_b_(µm),ellipse_sigma_(radians),eccentricity,proj_direction_(radians),n_neighbors,curvature_mean_(1/µm),curvature_gauss_(1/µm²),curvature_k1_(1/µm),curvature_k2_(1/µm),uncorrected_area_(µm²),uncorrected_perimeter_(µm)
1,20.5490650793651,306.521949206349,20.932427803704,683.263002463827,101.570936820906,1.56538743272485,2.40925423875986,0.968628498315879,20.7989477557103,306.575659063988,20.932427803704,15.6023545207214,14.031383268802,2.31458740184538,0.43730777003589,1.4597593679153,3,0.00126333403937337,-4.11148958008373e-06,0.0036523720204702,-0.00112570394172345,506.40133016,89.2964288263637
2,31.9134666666667,358.30955,26.9716141234828,699.728112290596,104.253901108536,-1.76796765347401,0.763287117401345,2.14310246026346,31.9726531622663,357.926081969114,26.9716141234828,17.3508472475261,12.9936238556747,-1.40778811603712,0.662710746230913,-1.18907509983765,4,0.000714777186637916,-5.94506184936648e-06,0.00325563693796314,-0.00182608256468731,505.665281715,90.4235022502273
3,36.5220884057971,288.23787826087,35.9091488589987,783.795285620205,111.865865479132,1.63755595402832,2.33878841078021,2.00955808986006,36.523800787889,288.440486212095,35.9091488589987,17.4230402139944,14.6458502606511,1.94115017233442,0.541652585997725,1.00798878536381,4,0.000603875303450193,-4.78564770541287e-06,0.00287330542740861,-0.00166555482050823,544.6758493,94.5659675654546
4,38.0848484210526,322.878287368421,37.401480442779,1185.89216606698,144.353252257151,1.50654253062187,2.33987477281122,2.6614556606198,37.480841061401,323.28925204281,37.401480442779,24.6035322686672,15.7682114746106,0.126953123612789,0.767630908289872,-1.38407595753749,5,0.000479669932017025,-4.51890806980454e-06,0.00265888798294395,-0.0016995481189099,821.43006462,126.111767565455
5,43.0951873417722,241.661715189873,35.8685946356665,1171.82770551662,131.249394321051,1.80152273210821,2.35708998088758,1.38787215972588,43.6115317395376,242.106338867271,35.8685946356665,19.7732478294731,19.0647464312495,0.7776652018056,0.265289916344934,-0.532066126681817,4,0.000469056986190737,-6.97386822501617e-06,0.00315119842193019,-0.00221308444954872,830.26264596,111.724620717727
6,48.0138197916667,377.614347916667,37.4342744994406,1114.79883534236,145.284485267906,1.27735581776209,2.33753369125314,2.64161458583585,48.8718699756943,377.716127576789,37.4342744994406,26.6662497064081,13.4016453551272,0.0484197242831623,0.864536776757808,-1.53966337079945,6,0.000260106827599268,-5.05638266024888e-06,0.00252374068094495,-0.00200352702574642,773.586915695,126.822502250227
7,52.6466695652174,274.852014130435,50.6882820454868,1176.52017367326,147.697718283542,1.69224341309873,2.3641238434874,-2.68152484689802,54.4111681533169,274.39290197077,50.6882820454868,22.2729911049249,17.547546736152,3.05252506492237,0.615880345204262,1.42178925548009,6,-2.78661495079385e-05,-4.37771672979184e-06,0.00206461879717154,-0.00212035109618742,838.359178855,128.000086032955
8,53.88155,325.63869,52.8766575228919,1307.14640724102,166.98340196571,-1.64852552020796,0.780110245246242,0.376903783010656,55.4997497183068,326.582813957153,52.8766575228919,29.0113684687109,14.0882844409296,-0.00132347667050022,0.87417415731276,-1.37525675966521,6,-0.000152232977427285,-3.49288822550261e-06,0.00172288384691167,-0.00202734980176624,881.049988665,147.829224772046
9,58.320195505618,182.00863258427,29.7260110224859,1213.57357349702,141.472866703534,2.03157916202216,2.36678583959293,-2.90885575944248,58.3342739100028,182.039638586829,29.7260110224859,22.4303787173263,17.370145895266,0.0134619415787784,0.632693017557754,-1.28768573413558,4,0.000648894252434754,-7.6164991652341e-06,0.00348395384900005,-0.00218616534413054,865.59297132,122.852490087273
10,60.3356757142857,214.442108571429,44.5783431237858,913.965911861981,119.259519290052,1.92389366273902,2.33814308219218,1.63601847315256,60.8369228192667,214.31230150707,44.5783431237858,17.669664930397,16.6582670926952,2.62157420246326,0.333469806177986,0.966741464039342,5,7.93613646519664e-05,-6.59884696880956e-06,0.00264940906751839,-0.00249068633821446,633.737711145,100.3023554025
11,63.2896897959184,422.141735714286,34.595399730553,1407.6942738457,156.308790880698,-2.06174611443704,0.816726466113038,-0.387922467270736,63.1948806917277,422.537800636163,34.595399730553,25.978893371717,17.6180594889413,0.710930441352393,0.734906718952975,1.30511751031011,6,0.000477167897990855,-4.4857031596049e-06,0.00264820275779341,-0.0016938669618117,966.431608285,133.269624772046
12,72.4446116504854,344.777453398058,67.6119511280471,1671.24593919004,164.159204231757,1.40790773629536,2.4214723833723,2.11822634640427,72.5194909100163,343.887731569208,67.6119511280471,27.6898802723524,19.525754990362,0.113858622742446,0.709049689194021,-0.965570759644391,6,-0.000853631547947033,-1.83002991770009e-06,0.00074596738220719,-0.00245323047810126,1258.64284095,141.848951348182
13,74.8636181818182,234.196981818182,63.4287889896203,1754.28013916415,189.983442048941,1.85052960979127,2.4026419382198,0.170879834712344,74.8670590419522,234.28541336119,63.4287889896203,31.7681679141976,18.0140265743886,-0.384658424747415,0.823685821766912,-1.13194759136215,8,-0.000590171991658297,-3.43559777773439e-06,0.00135505312576958,-0.00253539710908618,1282.19639119,168.637474059173
14,66.3368120481928,384.6161,53.3093983007298,1062.19787477348,128.94946326864,1.23736812141735,2.34699202183644,2.19152627240705,65.9935232719284,383.424385236163,53.3093983007298,20.8721215504954,16.4073493670451,0.304114682907663,0.618113069752182,-1.41833886857763,5,-0.000295048813209101,-3.49424056651187e-06,0.00159738199627588,-0.00218747962269408,743.40892945,109.541906304546
15,74.9713895652174,294.990156521739,71.9989267022181,1674.2120928013,173.51389973937,1.62537207026582,2.45632817882453,2.65208610057663,74.1314643921165,293.660015863925,71.9989267022181,29.6423349055716,18.4490070119586,0.967984016067809,0.782709583009494,1.24349861209622,6,-0.000868513435734749,-1.27632666462085e-06,0.000556492617821736,-0.00229351948929123,1292.50106942,156.525905733552
16,79.7894910891089,139.253203960396,26.030972317183,1545.89369615073,164.395516763766,-0.948155679192117,0.777850384200421,-0.0381120414588764,80.940638887209,140.03126174361,26.030972317183,28.4923181840755,17.4602481445162,3.13507964949231,0.790233806214478,-0.97995801255292,4,0.000928886683812773,-4.62760702828433e-06,0.00327205494487492,-0.00141428157724938,1098.18427994,146.458265761364
17,73.8993030769231,459.318047692308,22.9822734441298,588.587626544038,101.132635066356,-2.23618868638757,0.761066090758237,-0.155235315050777,74.6093384311594,459.446077015365,22.9822734441298,18.3816374758243,10.4139437820641,0.362937871867565,0.824033832639107,1.05683414321089,3,0.00102410906518768,-3.87420787068542e-06,0.00324289414898579,-0.00119467601861044,426.9080981,90.7178981959091
18,80.7408825581395,186.763551162791,52.2304587970035,1155.78955413887,141.231626988956,-1.1033717023894,0.791966029820981,1.58612545030546,81.2264558255479,186.437461956735,52.2304587970035,19.9106231797296,19.0150620020231,0.683527094327713,0.296538378986056,1.34196189165618,5,-0.000177218771724565,-4.7407647807815e-06,0.00200731121750265,-0.00236174876095178,811.861434835,118.710024772046
