id,xc_(µm),yc_(µm),zc_(µm),area_(µm²),perimeter_(µm),euler_alpha_(radians),euler_beta_(radians),euler_gamma_(radians),ellipse_x0_(µm),ellipse_y0_(µm),ellipse_z0_(µm),ellipse_a_(µm),ellipse_b_(µm),ellipse_sigma_(radians),eccentricity,proj_direction_(radians),n_neighbors,curvature_mean_(1/µm),curvature_gauss_(1/µm²),curvature_k1_(1/µm),curvature_k2_(1/µm),uncorrected_area_(µm²),uncorrected_perimeter_(µm)
1,46.9592037037037,318.633550617284,28.068117834683,1024.87956900619,125.173991925501,-1.58339377803425,0.667145744325454,1.59447668089336,46.9585039698886,318.764742641444,28.068117834683,20.6787886198035,15.8095145399962,0.0150697537540638,0.64459042529907,0.036713309933093,5,0.00094137869745979,-5.56019905774215e-06,0.003480353472792,-0.00159759607787242,802.292805050001,109.125567565455
2,50.9396421875,291.3626203125,30.172492864527,504.339663731599,90.0465837822763,1.64218077523839,2.45418650453901,3.01925612821339,50.6127539068451,291.340210788958,30.172492864527,14.680131799345,11.2359507208637,0.102351781865453,0.64357284418797,-1.48396495201749,4,0.00086694915779489,-5.9159777308472e-06,0.00344911463913966,-0.00171521632354988,387.897530514999,80.9609878370454
3,55.6943838709677,359.273785483871,31.1700053465093,609.481239718866,99.5037087411945,1.35603577015209,2.43558034589053,1.41942907023284,55.8894807794789,359.216386543941,31.1700053465093,14.5232846932195,13.5985294322582,3.12774891788319,0.351131847312211,0.000937956037543936,3,0.000699541400846229,-5.05353023699846e-06,0.00305387536366806,-0.00165479256197561,462.974471905,86.575432880682
4,63.1582648351648,388.482660439561,29.9425129421561,1112.41419485368,138.147120051925,1.22716437036371,2.40084702846438,-2.67536526144979,62.8612692789271,388.599957843242,29.9425129421561,23.3390698308826,15.5322321367119,-0.798233036188968,0.746394748966396,1.47630474575649,3,0.000700473111797777,-4.57331549129617e-06,0.00295080154819275,-0.00154985532459719,818.48587084,121.258567565455
5,65.6207323943662,264.516488732394,39.7542625491481,720.201939034647,106.537255734236,1.75852158766886,2.4241593595839,1.26184724295653,65.7420361459114,264.420761607845,39.7542625491481,16.3495320434138,14.3196123197897,2.7570602358665,0.482597352207756,1.02212200003684,5,0.000470168805946552,-5.52334664897929e-06,0.0028669177195928,-0.0019265801076997,543.20375241,92.9720450436364
6,71.4531373493976,348.114773493976,46.7945631534119,960.595377613941,128.363351971336,-1.73232412231427,0.751731663431049,0.686973432726306,71.7927537141423,347.746366559196,46.7945631534119,21.1036322616846,14.7833367820935,1.91765766979485,0.713641127514905,0.999062562856589,6,-1.86506932335497e-05,-3.84408357295552e-06,0.00194207147507934,-0.00197937286154644,702.19021653,111.552167565455
7,68.4474528571428,235.518862857143,36.5613971354379,689.241430263493,101.351428065703,1.85026963851186,2.47198729451163,-2.5343627332454,67.9088991068032,235.349708404911,36.5613971354379,16.2954380330332,13.6150664659729,2.99829692113253,0.549469171886369,1.47640641906705,4,0.000594344918894492,-6.33207929675674e-06,0.00317994449720751,-0.00199125465941852,539.523510185,91.2561797284092
8,67.9771546666667,291.208177333333,45.1552073016599,772.896127238444,110.158213402469,1.66543509034867,2.39186046877996,2.16134820489523,68.0413525103866,290.86799766562,45.1552073016599,16.6108794322125,15.1532562525079,0.703996179091703,0.409636388205255,-1.27157713077033,5,0.000183194738677714,-4.64156056795986e-06,0.00234539752293248,-0.00197900804557705,563.81310887,96.8201144131818
9,75.75541875,318.14242625,53.2091173946523,1054.87405465253,130.550548954235,-1.59282890728382,0.740565839268496,1.57908621085512,76.2241020790035,318.40573944761,53.2091173946523,23.0937714320035,14.6971120787888,3.12917277778039,0.771350786754749,-0.0276280897936493,7,-0.000215395494335347,-3.51530170850436e-06,0.00167185036338546,-0.00210264135205615,778.003206365001,109.419963511137
10,83.6357202702703,185.667691891892,34.6072285236686,874.865172069928,117.619534518199,1.98307703559206,2.46609633449788,1.99815691481417,83.5818520769692,184.936264354105,34.6072285236686,19.5113889653408,14.4433597958869,2.16283904369931,0.672328663204855,1.07971767606131,4,0.000618365284224392,-5.857815330783e-06,0.00311640270498432,-0.00187967213653554,682.316908515,103.145294141591
