PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 54, filenames: A:[54]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[55]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,1.504377127,-0.1070134342,1
47,97,1.698036909,-0.3281820118,1
47,129,0.5989470482,1.496806383,1
47,161,-0.5896127224,2.916077852,1
47,193,0.1987998486,2.198592186,1
47,225,0.5867910385,0.8758952618,1
47,257,-0.7450666428,0.4761042595,1
47,289,-1.829891443,0.2569283247,1
47,321,-2.47645402,0.3375056982,1
47,353,NaN,NaN,2
47,385,NaN,NaN,2
47,417,NaN,NaN,2
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,0.3199146986,0.700688839,1
47,577,-1.00283289,1.954117775,1
47,609,-1.039309025,3.781316996,1
47,641,0.2928725481,4.055528641,1
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,-0.1663230658,3.783720016,1
47,769,-0.3479474187,4.215019703,1
47,801,-0.7227897644,4.367560387,1
47,833,-1.892586231,-2.136588097,1
47,865,-2.396112442,-2.434493542,1
47,897,-2.344878197,0.2889823914,1
47,929,-4.154290199,1.417365074,1
47,961,NaN,NaN,2
47,993,-0.9529895782,4.898691177,1
47,1025,-1.752254486,3.110404015,1
47,1057,-4.030275345,1.825952053,1
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,-1.155508995,1.379843354,1
47,1185,-1.147941113,-0.7661337256,1
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,-1.433311224,-0.8501348495,1
47,1313,NaN,NaN,2
47,1345,-0.03010964394,1.024509668,1
47,1377,0.1459544897,-0.9211791754,1
47,1409,0.679063201,-1.373942137,1
47,1441,0.00909280777,-3.142241955,1
47,1473,NaN,NaN,2
47,1505,-3.892220736,4.013700485,1
47,1537,-3.952128649,3.621406078,1
47,1569,-4.081713676,3.575887203,1
47,1601,-4.387011528,3.090950489,1
47,1633,NaN,NaN,2
47,1665,-3.64450264,1.374212027,1
47,1697,-2.896127701,0.9269454479,1
47,1729,1.725224257,0.2241034508,1
47,1761,NaN,NaN,2
47,1793,0.5704666376,-0.3474192619,1
47,1825,-1.198036432,0.09094333649,1
47,1857,-2.305980682,2.674491167,1
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,-2.335322857,-0.5758402944,1
47,2017,-0.4962558746,0.3262109756,1
79,33,-0.3258525133,1.519577146,1
79,65,0.8551263213,0.005636274815,1
79,97,0.4353585541,0.3753978014,1
79,129,-0.4682463706,1.413089275,1
79,161,-0.8165563345,1.596304893,1
79,193,-0.2299775779,0.3839101791,1
79,225,NaN,NaN,2
79,257,0.6225005388,0.7564466,1
79,289,-0.3664981723,-0.051689744,1
79,321,-0.7046411633,-0.5389674902,1
79,353,NaN,NaN,2
79,385,NaN,NaN,2
79,417,NaN,NaN,2
79,449,NaN,NaN,2
79,481,NaN,NaN,2
79,513,-1.707527637,-1.552671075,1
79,545,-2.252982616,-0.1528171301,1
79,577,-2.215914249,0.3245055676,1
79,609,-0.4895912409,2.092030525,1
79,641,-0.1202669293,2.453528404,1
79,673,0.1257133484,1.729065418,1
79,705,0.9513807893,2.860427141,1
79,737,1.203927994,3.401230097,1
79,769,0.4158084393,3.308391809,1
79,801,-0.6466473341,2.764365435,1
79,833,-1.771796346,0.08143782616,1
79,865,-1.789680243,1.058999777,1
79,897,-1.662814856,1.934831619,1
79,929,-0.549274683,2.790668011,1
79,961,0.2179913521,3.186354637,1
79,993,-0.7635725737,4.374319077,1
79,1025,-2.452578783,2.748970985,1
79,1057,-3.45560956,2.205770969,1
79,1089,-3.173465252,4.601091862,1
79,1121,NaN,NaN,2
79,1153,-2.876502752,0.9230323434,1
79,1185,-2.437400818,0.2206686437,1
79,1217,-3.531383991,0.4402694106,1
79,1249,NaN,NaN,2
79,1281,NaN,NaN,2
79,1313,-1.862893343,0.4078195095,1
79,1345,-1.495687366,0.1460073292,1
79,1377,-1.725518823,-0.5801305771,1
79,1409,-1.47404325,-0.9591594338,1
79,1441,-1.235126019,0.2023546696,1
79,1473,NaN,NaN,2
79,1505,-0.323699832,6.038573265,1
79,1537,NaN,NaN,2
79,1569,-3.087887287,3.27235651,1
79,1601,-3.734274864,2.6927104,1
79,1633,-3.735266924,2.913603306,1
79,1665,-2.929314852,2.371411324,1
79,1697,-1.490724087,1.662263155,1
79,1729,0.4147109985,1.762719274,1
79,1761,-0.4039855003,3.202486038,1
79,1793,-0.2804401815,1.784317851,1
79,1825,-0.5827940702,1.917732954,1
79,1857,-1.145637274,2.086657763,1
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,-1.108118415,-0.02890239656,1
79,2017,NaN,NaN,2
111,33,0.004179000854,0.4985492229,1
111,65,-0.1690458953,0.2680567503,1
111,97,-0.5968128443,0.6546397209,1
111,129,NaN,NaN,2
111,161,NaN,NaN,2
111,193,NaN,NaN,2
111,225,-0.06408837438,2.663343191,1
111,257,0.853276968,1.136744976,1
111,289,0.9434158206,-0.004951059818,1
111,321,NaN,NaN,2
111,353,NaN,NaN,2
111,385,-0.4511537552,-0.9912853837,1
111,417,-1.883937955,-1.031824112,1
111,449,NaN,NaN,2
111,481,NaN,NaN,2
111,513,-1.617448807,-1.823052645,1
111,545,-1.474264979,-0.9319767952,1
111,577,-2.227893353,-1.191907048,1
111,609,1.385160089,0.7997037172,1
111,641,1.49556303,3.001363277,1
111,673,1.060248256,2.272877216,1
111,705,1.663420916,2.274285793,1
111,737,0.9591463804,3.313371897,1
111,769,1.395339489,3.262327433,1
111,801,0.2954313159,2.045159817,1
111,833,-1.387190342,2.027585983,1
111,865,-3.246163845,1.998192549,1
111,897,-2.928006411,3.591638565,1
111,929,NaN,NaN,2
111,961,1.900439978,2.811233282,1
111,993,0.5131407976,2.751146078,1
111,1025,-1.568759322,2.25172925,1
111,1057,-1.964009285,1.088892221,1
111,1089,-2.379529953,1.346758604,1
111,1121,-3.131030798,1.294315457,1
111,1153,-4.556232452,-0.5429056287,1
111,1185,-3.705016613,-0.992743969,1
111,1217,NaN,NaN,2
111,1249,NaN,NaN,2
111,1281,NaN,NaN,2
111,1313,NaN,NaN,2
111,1345,-0.3327460289,-1.829710484,1
111,1377,-1.947683334,-0.9566962719,1
111,1409,-2.182003021,1.380395651,1
111,1441,-1.647611499,1.667052746,1
111,1473,-0.9939832687,3.103739262,1
