PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 11, filenames: A:[11]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[12]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,NaN,NaN,2
47,161,NaN,NaN,2
47,193,3.418294907,0.7887759209,1
47,225,0.611831665,-1.085716724,1
47,257,NaN,NaN,2
47,289,-1.761793733,-1.590311766,1
47,321,-1.838348627,-2.621808052,1
47,353,-1.979676843,-3.60112524,1
47,385,-1.757925034,-4.304086685,1
47,417,-0.8439862728,-4.060475826,1
47,449,-0.5725608468,-3.989972115,1
47,481,-1.771739244,-4.690798283,1
47,513,-3.033155918,-4.803424835,1
47,545,NaN,NaN,2
47,577,-3.164564133,-1.413692474,1
47,609,NaN,NaN,2
47,641,-7.155330658,-4.667490005,1
47,673,-7.363246441,-4.105342388,1
47,705,-6.771861553,-3.230486155,1
47,737,NaN,NaN,2
47,769,-2.871357441,3.127545834,1
47,801,-5.076073647,2.529433727,1
47,833,-6.320436001,3.345966101,1
47,865,-8.661809921,-2.030729055,1
47,897,-8.93029213,-3.452003956,1
47,929,-4.815928459,-3.973978758,1
47,961,-2.167468071,-4.9896245,1
47,993,-3.626684666,-2.067142487,1
47,1025,-5.733849525,-2.709136963,1
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,-4.759960175,-6.212845802,1
47,1153,-10.43196487,-1.28992486,1
47,1185,NaN,NaN,2
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,-6.01019907,4.757739067,1
47,1313,-5.593196869,2.057067871,1
47,1345,-6.111602306,6.459384441,1
47,1377,-7.909929752,6.342359066,1
47,1409,-8.592365265,0.5158677101,1
47,1441,-8.918800354,0.6791148186,1
47,1473,-10.70038223,0.2444938421,1
47,1505,-9.322187424,2.124108315,1
47,1537,-6.108663082,2.565834999,1
47,1569,-4.889069557,1.25970614,1
47,1601,NaN,NaN,2
47,1633,0.06680393219,2.369123936,1
47,1665,NaN,NaN,2
47,1697,NaN,NaN,2
47,1729,-4.026011467,1.535917282,1
47,1761,-6.454786301,1.538795471,1
47,1793,-7.797409534,0.6485168934,1
47,1825,-6.517793655,-1.054792881,1
47,1857,NaN,NaN,2
47,1889,-0.5945730209,-5.792786598,1
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,NaN,NaN,2
47,2017,-15.82870102,0.8581562042,1
79,33,-2.329583883,0.9637939334,1
79,65,NaN,NaN,2
79,97,0.8122040629,1.925305486,1
79,129,-1.859361887,0.6123718023,1
79,161,-1.308450341,-2.842875957,1
79,193,0.2609660625,-2.945131779,1
79,225,NaN,NaN,2
79,257,-2.26611805,-1.532567024,1
79,289,-2.143898964,-1.700094223,1
79,321,-2.055747032,-2.586658001,1
79,353,-2.145406246,-3.072569847,1
79,385,-2.420961142,-3.398166656,1
79,417,-2.153321266,-3.525085449,1
79,449,-1.419495106,-3.559631109,1
79,481,-1.251852989,-3.765741587,1
79,513,-1.341324329,-3.789060593,1
79,545,-1.979627609,-2.461338758,1
79,577,-3.033189058,-1.492926598,1
79,609,-4.450390339,-0.1031551361,1
79,641,NaN,NaN,2
79,673,-4.027006149,-3.000848293,1
79,705,-6.520715714,-1.745877981,1
79,737,NaN,NaN,2
79,769,-5.342838287,0.1735457778,1
79,801,-5.558732033,0.8401585817,1
79,833,-3.742084503,2.853402138,1
79,865,-4.682541847,0.3306955099,1
79,897,NaN,NaN,2
79,929,NaN,NaN,2
79,961,NaN,NaN,2
79,993,-4.545250416,-3.209160328,1
79,1025,-6.823824883,-2.159377098,1
79,1057,NaN,NaN,2
79,1089,-6.192442417,-8.159749985,1
79,1121,-5.209321022,-7.352185249,1
79,1153,-15.30532551,-0.5300014615,1
79,1185,-14.04829979,-0.212231636,1
79,1217,NaN,NaN,2
79,1249,-5.4293046,1.941062689,1
79,1281,NaN,NaN,2
79,1313,-3.915973186,0.9029000998,1
79,1345,-6.743486404,4.016769886,1
79,1377,-8.858584404,1.868970156,1
79,1409,-8.830150604,-1.768383741,1
79,1441,-8.655490875,-1.965278506,1
79,1473,-9.43514061,-0.6307237744,1
79,1505,-8.328766823,2.140471935,1
79,1537,-5.340530396,1.030149221,1
79,1569,-4.649845123,-0.1524680257,1
79,1601,-4.663534164,-0.2814728022,1
79,1633,-4.828543663,0.02789747715,1
79,1665,-2.923504829,1.304071188,1
79,1697,-3.193926334,0.9465351105,1
79,1729,-4.615262508,0.03967928886,1
79,1761,-5.809779167,-0.1435257196,1
79,1793,-6.653442383,0.2866026163,1
79,1825,-5.804378033,0.3546528816,1
79,1857,2.732032299,-5.574403286,1
79,1889,2.450704336,-5.251251221,1
79,1921,NaN,NaN,2
79,1953,-3.245845318,-1.039335012,1
79,1985,-1.271032095,-0.3999603391,1
79,2017,0.09743857384,0.9677636623,1
111,33,0.9275026321,0.9478523731,1
111,65,NaN,NaN,2
111,97,0.1770762801,3.867803335,1
111,129,NaN,NaN,2
111,161,NaN,NaN,2
111,193,-1.424127102,-0.9966575503,1
111,225,NaN,NaN,2
111,257,-1.959507346,-1.337964296,1
111,289,-0.1798824072,-1.692018986,1
111,321,NaN,NaN,2
111,353,-2.219346762,-2.694417,1
111,385,-2.756851435,-3.040872574,1
111,417,-2.679443121,-3.23101902,1
111,449,-1.73573947,-3.327254534,1
111,481,-0.7620712519,-4.421438694,1
111,513,NaN,NaN,2
111,545,-1.447771072,-1.784279585,1
111,577,-3.524710655,-1.058292389,1
111,609,NaN,NaN,2
111,641,NaN,NaN,2
111,673,-4.463490486,-1.274993658,1
111,705,NaN,NaN,2
111,737,-4.632503986,-0.8505073786,1
111,769,-5.240703583,-0.9611887932,1
111,801,-5.661117077,-0.7972780466,1
111,833,-4.880486965,-0.3140537739,1
111,865,-6.510951042,1.829977274,1
111,897,NaN,NaN,2
111,929,NaN,NaN,2
111,961,NaN,NaN,2
111,993,NaN,NaN,2
111,1025,NaN,NaN,2
111,1057,NaN,NaN,2
111,1089,NaN,NaN,2
111,1121,NaN,NaN,2
111,1153,NaN,NaN,2
111,1185,NaN,NaN,2
111,1217,-3.51735878,-0.7093940973,1
111,1249,-2.643831253,-0.651940465,1
111,1281,NaN,NaN,2
111,1313,NaN,NaN,2
111,1345,-5.399906635,-0.2331103683,1
111,1377,-5.096788883,-1.160709739,1
111,1409,-4.750907898,-1.50857842,1
111,1441,-4.591703415,-0.8290668726,1
111,1473,-4.747062683,-0.2530646324,1
