PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 30, filenames: A:[30]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[31]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.970853329,1.338365912,1
47,65,-8.79186821,-19.77535439,1
47,97,-6.049607754,-19.23729706,1
47,129,2.372566223,-0.3829697371,1
47,161,NaN,NaN,2
47,193,NaN,NaN,2
47,225,2.509720325,-1.764233232,1
47,257,2.077816486,-2.553795338,1
47,289,1.053646088,-1.47628212,1
47,321,0.8820375204,-1.180237412,1
47,353,-0.2312573791,-0.9099841118,1
47,385,-0.9012346268,-2.368588686,1
47,417,NaN,NaN,2
47,449,0.8686813116,-1.847904086,1
47,481,3.208886147,-1.03324759,1
47,513,NaN,NaN,2
47,545,6.157687187,-2.584106445,1
47,577,2.075065613,-1.303513765,1
47,609,2.489915609,-0.8619184494,1
47,641,4.196995735,-1.42418766,1
47,673,2.465237617,-2.77829957,1
47,705,2.453882217,-2.059398413,1
47,737,4.609325409,-3.467626095,1
47,769,4.47576046,-2.700971127,1
47,801,3.752415657,-3.827973366,1
47,833,1.193734407,-3.186593294,1
47,865,NaN,NaN,2
47,897,NaN,NaN,2
47,929,-0.6075716019,-0.8514134884,1
47,961,-0.5318647027,-1.155240059,1
47,993,NaN,NaN,2
47,1025,NaN,NaN,2
47,1057,0.6487292051,-2.976392031,1
47,1089,1.208208084,-1.780060172,1
47,1121,NaN,NaN,2
47,1153,NaN,NaN,2
47,1185,NaN,NaN,2
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,3.676548719,-2.188008785,1
47,1313,2.615025043,-0.9987193346,1
47,1345,1.887773991,-1.372200847,1
47,1377,0.8768594265,-1.66132164,1
47,1409,-0.8706917763,-3.211483002,1
47,1441,1.844312429,-1.91809833,1
47,1473,1.898125172,-4.496191025,1
47,1505,1.970793247,-3.404756546,1
47,1537,5.880169392,-3.997721434,1
47,1569,6.664673805,-1.448570371,1
47,1601,2.786661863,-2.837668896,1
47,1633,0.960391283,-1.193765879,1
47,1665,1.58687377,-2.265045643,1
47,1697,2.017787457,3.02277112,1
47,1729,3.375346661,2.605562687,1
47,1761,2.05655098,0.9235708714,1
47,1793,0.3785146475,-1.677147269,1
47,1825,0.9868869781,-2.856940269,1
47,1857,1.325995445,-1.869635344,1
47,1889,1.545312405,-1.140242577,1
47,1921,NaN,NaN,2
47,1953,-1.470215321,-16.55651665,1
47,1985,-0.937361598,-3.115611315,1
