PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 3, filenames: A:[3]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[4]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,13.60214901,0.3137903214,1
47,65,NaN,NaN,2
47,97,12.79067516,1.783763885,1
47,129,13.22537994,0.6141563654,1
47,161,NaN,NaN,2
47,193,NaN,NaN,2
47,225,11.35174465,5.399759293,1
47,257,9.785370827,7.78570652,1
47,289,10.07913399,5.335344315,1
47,321,13.67459583,2.563113213,1
47,353,14.55720901,1.360097528,1
47,385,14.74839115,-1.257463932,1
47,417,15.4210062,-0.1656696796,1
47,449,15.04195595,-1.960580826,1
47,481,13.41042042,1.099102497,1
47,513,15.28125381,3.080496788,1
47,545,17.22891617,2.947103739,1
47,577,17.52643394,2.621959925,1
47,609,16.83795357,3.445311069,1
47,641,16.80866814,5.137039661,1
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,NaN,NaN,2
47,769,NaN,NaN,2
47,801,22.98922157,-2.310780525,1
47,833,21.69987106,-0.09197711945,1
47,865,NaN,NaN,2
47,897,NaN,NaN,2
47,929,23.89270401,-3.777223349,1
47,961,25.41467667,-0.8731319904,1
47,993,26.69438362,-0.3033292294,1
47,1025,27.6477356,-1.247846127,1
47,1057,28.56208038,-0.5031940937,1
47,1089,NaN,NaN,2
47,1121,28.73303795,-7.656833649,1
47,1153,26.86801338,-6.971316814,1
47,1185,33.7973175,-7.09110117,1
47,1217,35.46847916,-10.11088562,1
47,1249,31.5244503,-14.72783947,1
47,1281,29.84670639,-17.95313263,1
47,1313,NaN,NaN,2
47,1345,29.77069855,-19.72049332,1
47,1377,30.21747971,-19.69244766,1
47,1409,31.37825394,-18.18364525,1
47,1441,32.98899841,-20.93832779,1
47,1473,33.4081955,-21.28782463,1
47,1505,34.86390686,-20.55590248,1
47,1537,35.14677811,-19.68717384,1
47,1569,33.78076172,-20.19417381,1
47,1601,34.443367,-22.96858597,1
47,1633,35.15970993,-22.26298714,1
47,1665,31.79590607,-22.48207474,1
47,1697,NaN,NaN,2
47,1729,NaN,NaN,2
47,1761,20.80202484,-31.53652382,1
47,1793,NaN,NaN,2
47,1825,NaN,NaN,2
47,1857,-6.722939014,-18.97961998,1
47,1889,NaN,NaN,2
47,1921,15.45701599,-14.73042679,1
47,1953,NaN,NaN,2
47,1985,NaN,NaN,2
47,2017,NaN,NaN,2
79,33,NaN,NaN,2
79,65,10.14561844,0.1291278899,1
79,97,NaN,NaN,2
79,129,NaN,NaN,2
79,161,7.744064331,0.7338116169,1
79,193,NaN,NaN,2
79,225,9.006839752,3.389038324,1
79,257,10.12281322,4.557034016,1
79,289,NaN,NaN,2
79,321,12.65345764,2.398311853,1
79,353,13.50703239,1.948158264,1
79,385,13.46098614,0.9752732515,1
79,417,13.25769138,0.2835012674,1
79,449,11.38705444,2.331766129,1
79,481,11.98300171,3.748112202,1
79,513,NaN,NaN,2
79,545,14.32273293,4.745193005,1
79,577,16.46594048,4.573389053,1
79,609,17.05309486,3.239981174,1
79,641,16.8034687,4.017817974,1
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,21.32944679,2.944382906,1
79,769,NaN,NaN,2
79,801,25.71003914,0.4691886902,1
79,833,NaN,NaN,2
79,865,NaN,NaN,2
79,897,NaN,NaN,2
79,929,24.31389809,-3.726358891,1
79,961,28.25567245,-1.980286121,1
79,993,29.49177361,-1.97614336,1
79,1025,29.26052475,-2.877620935,1
79,1057,29.38763046,-3.808121681,1
79,1089,NaN,NaN,2
79,1121,29.13420296,-10.82640266,1
79,1153,30.80963516,-9.787196159,1
79,1185,32.82031631,-9.793913841,1
79,1217,33.41108704,-12.84164143,1
79,1249,31.85964966,-14.50832939,1
79,1281,NaN,NaN,2
79,1313,NaN,NaN,2
79,1345,NaN,NaN,2
79,1377,NaN,NaN,2
79,1409,32.40233231,-17.96766472,1
79,1441,33.83781433,-20.05039978,1
79,1473,33.92478561,-21.16300964,1
79,1505,34.32173538,-20.3734436,1
79,1537,35.08754349,-20.9131546,1
79,1569,34.44417191,-20.89343643,1
79,1601,32.46674347,-21.67371559,1
79,1633,34.08654785,-23.80310059,1
79,1665,NaN,NaN,2
79,1697,NaN,NaN,2
79,1729,NaN,NaN,2
79,1761,NaN,NaN,2
79,1793,NaN,NaN,2
79,1825,NaN,NaN,2
79,1857,NaN,NaN,2
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,5.535619736,-1.040272713,1
111,33,6.315028191,-0.2482571602,1
111,65,7.607611179,1.382214904,1
111,97,NaN,NaN,2
111,129,NaN,NaN,2
111,161,NaN,NaN,2
111,193,9.612317085,3.199465513,1
111,225,7.832590103,2.08364296,1
111,257,10.38746071,4.310938835,1
111,289,NaN,NaN,2
111,321,12.36157703,1.975766182,1
111,353,13.1450901,0.6948145628,1
111,385,13.58256626,1.452486396,1
111,417,13.69293308,1.836137056,1
111,449,11.14913845,1.438054919,1
111,481,NaN,NaN,2
111,513,11.85009575,3.78485322,1
111,545,NaN,NaN,2
111,577,15.76724434,5.272215843,1
111,609,17.24409103,5.759820461,1
111,641,17.0788517,5.667478561,1
111,673,15.82156944,3.541015625,1
111,705,18.69205856,5.937945366,1
111,737,20.34700203,3.486979008,1
111,769,NaN,NaN,2
111,801,NaN,NaN,2
111,833,NaN,NaN,2
111,865,NaN,NaN,2
111,897,NaN,NaN,2
111,929,NaN,NaN,2
111,961,NaN,NaN,2
111,993,28.23957634,-2.86579299,1
111,1025,30.24162102,-5.125777245,1
111,1057,30.78293991,-6.053203583,1
111,1089,30.74435234,-7.068454266,1
111,1121,31.44412804,-9.836528778,1
111,1153,30.46841049,-10.70239925,1
111,1185,31.26724243,-11.7158041,1
111,1217,33.51983261,-13.56835365,1
111,1249,NaN,NaN,2
111,1281,31.29721069,-16.17724991,1
111,1313,32.10935974,-18.28256416,1
111,1345,34.35266495,-19.0412674,1
111,1377,33.66813278,-19.37360573,1
111,1409,32.92417526,-19.61352539,1
111,1441,33.18488693,-20.53964806,1
111,1473,33.18665695,-21.7527523,1
111,1505,33.28447342,-21.00824165,1
111,1537,33.00201797,-21.16102409,1
111,1569,NaN,NaN,2
111,1601,NaN,NaN,2
111,1633,NaN,NaN,2
111,1665,NaN,NaN,2
111,1697,NaN,NaN,2
111,1729,NaN,NaN,2
111,1761,3.683558464,-27.92469978,1
111,1793,NaN,NaN,2
111,1825,NaN,NaN,2
111,1857,NaN,NaN,2
111,1889,NaN,NaN,2
111,1921,13.74073029,-14.49707317,1
111,1953,NaN,NaN,2
111,1985,NaN,NaN,2
111,2017,-2.441887379,0.965649128,1
143,33,7.635378838,0.03464698792,1
143,65,7.619235039,1.269863725,1
143,97,NaN,NaN,2
143,129,NaN,NaN,2
143,161,NaN,NaN,2
143,193,8.42102623,1.319795132,1
143,225,8.7507658,0.8615633249,1
143,257,8.813558578,3.934357166,1
143,289,NaN,NaN,2
143,321,NaN,NaN,2
143,353,NaN,NaN,2
143,385,14.07333755,0.08191227913,1
143,417,14.26653099,1.589864969,1
143,449,NaN,NaN,2
143,481,NaN,NaN,2
143,513,13.75376511,2.702845097,1
143,545,13.09006405,1.468999147,1
143,577,13.22698402,2.913023472,1
143,609,14.91809845,5.425871849,1
143,641,17.93378448,3.257418156,1
143,673,19.73460197,2.616936207,1
143,705,20.06768608,2.166557789,1
143,737,17.09455872,1.813297033,1
143,769,16.71852493,0.2678203583,1
143,801,NaN,NaN,2
143,833,NaN,NaN,2
143,865,NaN,NaN,2
143,897,NaN,NaN,2
143,929,21.32326126,-13.19394207,1
143,961,NaN,NaN,2
143,993,NaN,NaN,2
143,1025,31.3734417,-6.381178856,1
143,1057,31.33651161,-7.068602085,1
143,1089,31.67333031,-8.264906883,1
143,1121,31.54860878,-10.35521412,1
143,1153,30.61707306,-11.45329189,1
143,1185,31.66416931,-12.64954185,1
143,1217,32.77079391,-10.7945652,1
143,1249,NaN,NaN,2
143,1281,NaN,NaN,2
143,1313,34.80784225,-17.05320549,1
143,1345,36.61970901,-20.41726875,1
143,1377,35.73284149,-20.8670845,1
143,1409,34.27741623,-21.10178375,1
143,1441,33.85781097,-22.59305573,1
143,1473,33.57328033,-23.83955193,1
143,1505,NaN,NaN,2
143,1537,NaN,NaN,2
143,1569,NaN,NaN,2
143,1601,NaN,NaN,2
143,1633,29.65275574,-21.37741089,1
143,1665,28.80781174,-21.77326775,1
143,1697,24.4867382,-25.87043953,1
143,1729,20.30744171,-25.82898331,1
143,1761,5.496452332,-24.98370934,1
143,1793,NaN,NaN,2
143,1825,NaN,NaN,2
143,1857,24.36217117,-29.47715187,1
143,1889,NaN,NaN,2
143,1921,NaN,NaN,2
143,1953,NaN,NaN,2
143,1985,NaN,NaN,2
143,2017,-4.821186066,0.4112510681,1
175,33,8.142956734,0.3455893993,1
175,65,8.790034294,0.3673083782,1
175,97,NaN,NaN,2
175,129,NaN,NaN,2
175,161,NaN,NaN,2
175,193,11.89114857,-1.02726388,1
175,225,NaN,NaN,2
175,257,NaN,NaN,2
175,289,NaN,NaN,2
175,321,NaN,NaN,2
175,353,NaN,NaN,2
175,385,NaN,NaN,2
175,417,NaN,NaN,2
175,449,17.90538979,-1.740720034,1
175,481,16.92145538,-3.582203865,1
175,513,11.22483921,-0.05042678118,1
175,545,12.4891119,-0.8914217949,1
175,577,NaN,NaN,2
175,609,NaN,NaN,2
175,641,17.75971413,2.18372345,1
175,673,19.79542542,1.895035505,1
175,705,19.87618065,2.000234127,1
175,737,20.10237503,2.228608608,1
175,769,NaN,NaN,2
175,801,21.3692379,1.840085745,1
175,833,23.23036003,1.965493679,1
175,865,NaN,NaN,2
175,897,NaN,NaN,2
175,929,24.058815,-13.80571651,1
175,961,NaN,NaN,2
175,993,NaN,NaN,2
175,1025,32.05542755,-5.207238674,1
175,1057,NaN,NaN,2
175,1089,32.44115448,-9.265457153,1
175,1121,32.58360672,-11.21269798,1
175,1153,30.59911728,-12.32653141,1
175,1185,NaN,NaN,2
175,1217,34.00865173,-11.80552864,1
175,1249,34.08723831,-12.26669979,1
175,1281,35.03203964,-15.14876461,1
175,1313,37.43810654,-18.34500885,1
175,1345,37.01014709,-21.8872261,1
175,1377,35.86890411,-22.77348328,1
175,1409,NaN,NaN,2
175,1441,34.59664917,-23.13475418,1
175,1473,33.16986847,-23.38576889,1
175,1505,NaN,NaN,2
175,1537,35.10690308,-25.97277451,1
175,1569,32.69086456,-22.98267365,1
175,1601,29.38825417,-23.81143951,1
175,1633,28.36626816,-21.7111969,1
175,1665,28.59955215,-20.93751907,1
175,1697,26.63520622,-25.80308723,1
175,1729,21.9775753,-28.38369179,1
175,1761,NaN,NaN,2
175,1793,NaN,NaN,2
175,1825,26.59602356,-29.47234726,1
175,1857,24.26179123,-31.06204987,1
175,1889,21.99975586,-29.06635666,1
175,1921,NaN,NaN,2
175,1953,NaN,NaN,2
175,1985,NaN,NaN,2
175,2017,-1.252653122,-0.1671357155,1
207,33,NaN,NaN,2
207,65,NaN,NaN,2
207,97,NaN,NaN,2
207,129,NaN,NaN,2
207,161,NaN,NaN,2
207,193,NaN,NaN,2
207,225,NaN,NaN,2
207,257,6.952612877,-2.064404726,1
207,289,NaN,NaN,2
207,321,-4.963643074,11.37921333,1
207,353,NaN,NaN,2
207,385,14.81322002,2.183140039,1
207,417,NaN,NaN,2
207,449,NaN,NaN,2
207,481,NaN,NaN,2
207,513,NaN,NaN,2
207,545,12.64736938,0.5881485939,1
207,577,NaN,NaN,2
207,609,NaN,NaN,2
207,641,NaN,NaN,2
207,673,17.70651436,1.654516459,1
207,705,18.80255508,1.505732894,1
207,737,19.86460114,2.27429986,1
207,769,20.229702,1.081812859,1
207,801,21.4213028,-0.5856742859,1
207,833,23.26509476,-0.5743751526,1
207,865,NaN,NaN,2
207,897,22.75451851,-2.014679909,1
207,929,NaN,NaN,2
207,961,23.02417374,-4.581891537,1
207,993,26.65734673,-4.265790462,1
207,1025,NaN,NaN,2
207,1057,34.9032402,-7.212360382,1
207,1089,32.41967773,-9.576602936,1
207,1121,33.09695053,-11.59480953,1
207,1153,NaN,NaN,2
207,1185,NaN,NaN,2
207,1217,36.35055542,-13.07332039,1
207,1249,36.07576752,-13.55494213,1
207,1281,36.32875443,-15.32256508,1
207,1313,36.89959717,-18.28880501,1
207,1345,NaN,NaN,2
207,1377,36.3847847,-23.47915649,1
207,1409,35.40565109,-22.77843285,1
207,1441,35.24435043,-24.52687073,1
207,1473,37.14519501,-24.68938255,1
207,1505,NaN,NaN,2
207,1537,NaN,NaN,2
207,1569,33.80438995,-23.47419167,1
207,1601,NaN,NaN,2
207,1633,31.01202202,-22.63448715,1
207,1665,29.96822548,-22.02378464,1
207,1697,30.05739594,-22.95581818,1
207,1729,NaN,NaN,2
207,1761,NaN,NaN,2
207,1793,NaN,NaN,2
207,1825,25.11673737,-31.70829391,1
207,1857,22.70465851,-29.21219254,1
207,1889,NaN,NaN,2
207,1921,NaN,NaN,2
207,1953,NaN,NaN,2
207,1985,NaN,NaN,2
207,2017,NaN,NaN,2
239,33,NaN,NaN,2
239,65,9.237405777,-3.070407629,1
239,97,9.937157631,-3.038636208,1
239,129,NaN,NaN,2
239,161,NaN,NaN,2
239,193,NaN,NaN,2
239,225,NaN,NaN,2
239,257,NaN,NaN,2
239,289,NaN,NaN,2
239,321,NaN,NaN,2
239,353,NaN,NaN,2
239,385,15.50936508,2.936395168,1
239,417,NaN,NaN,2
239,449,NaN,NaN,2
239,481,14.91292667,-0.1035616398,1
239,513,15.18489265,-1.502225161,1
239,545,17.27495384,-0.06297016144,1
239,577,15.84344196,3.198705673,1
239,609,NaN,NaN,2
239,641,NaN,NaN,2
239,673,NaN,NaN,2
239,705,NaN,NaN,2
239,737,NaN,NaN,2
239,769,18.40494537,-0.5314680338,1
239,801,21.30432892,-1.882332563,1
239,833,22.21793365,-1.08008039,1
239,865,NaN,NaN,2
239,897,20.99592209,-2.056732893,1
239,929,NaN,NaN,2
239,961,24.5518055,-4.327938557,1
239,993,28.23472786,-5.381969929,1
239,1025,NaN,NaN,2
239,1057,33.53596878,-9.285812378,1
239,1089,32.42699051,-10.25389671,1
239,1121,34.10556793,-12.009161,1
239,1153,34.65772629,-11.86614895,1
239,1185,NaN,NaN,2
239,1217,36.72657013,-13.9211731,1
239,1249,36.79365921,-15.54727268,1
239,1281,37.90407562,-16.03396034,1
239,1313,38.3181076,-16.82741356,1
239,1345,NaN,NaN,2
239,1377,37.17874908,-24.26723671,1
239,1409,35.72025299,-23.30389977,1
239,1441,35.61032104,-25.99378967,1
239,1473,35.37782288,-26.09923172,1
239,1505,NaN,NaN,2
239,1537,37.80893707,-24.13058472,1
239,1569,37.13264847,-24.82341385,1
239,1601,34.74793625,-22.85689926,1
239,1633,32.37467957,-22.40016174,1
239,1665,30.86967659,-23.19380188,1
239,1697,29.92878342,-23.96484184,1
239,1729,30.71870422,-27.10501099,1
239,1761,28.29262924,-26.89239311,1
239,1793,27.61081123,-31.32673836,1
239,1825,24.61562729,-30.95435905,1
239,1857,NaN,NaN,2
239,1889,NaN,NaN,2
239,1921,NaN,NaN,2
239,1953,NaN,NaN,2
239,1985,NaN,NaN,2
239,2017,16.12513733,-7.055236816,1
271,33,6.597991943,1.513954163,1
271,65,7.687767982,-0.197522372,1
271,97,8.258442879,-0.640178442,1
271,129,NaN,NaN,2
271,161,NaN,NaN,2
271,193,NaN,NaN,2
271,225,NaN,NaN,2
271,257,NaN,NaN,2
271,289,NaN,NaN,2
271,321,NaN,NaN,2
271,353,NaN,NaN,2
271,385,13.20339489,1.023119688,1
271,417,11.22341156,1.953334928,1
271,449,13.35576153,-0.04929208755,1
271,481,14.43745422,-0.8370034695,1
271,513,15.18158627,-1.253551006,1
271,545,NaN,NaN,2
271,577,17.38697052,-0.138871491,1
271,609,16.40248871,1.194220781,1
271,641,10.68137741,0.5403286219,1
271,673,NaN,NaN,2
271,705,NaN,NaN,2
271,737,NaN,NaN,2
271,769,20.52181053,-0.401829809,1
271,801,22.13612938,-1.207364798,1
271,833,24.02497292,-1.223337173,1
271,865,23.31799316,-1.321289897,1
271,897,NaN,NaN,2
271,929,NaN,NaN,2
271,961,24.90928841,-5.450529575,1
271,993,29.12582016,-6.462997437,1
271,1025,30.63864899,-8.043531418,1
271,1057,31.10273933,-9.572395325,1
271,1089,32.71611786,-11.40190697,1
271,1121,34.48288727,-12.37507534,1
271,1153,36.01278305,-13.11741734,1
271,1185,36.97708511,-14.21056461,1
271,1217,38.5672493,-14.82649326,1
271,1249,37.94810867,-17.0693512,1
271,1281,39.70544434,-17.05099869,1
271,1313,NaN,NaN,2
271,1345,NaN,NaN,2
271,1377,37.52753067,-22.32424927,1
271,1409,33.97694397,-23.47135162,1
271,1441,36.16901016,-26.55922699,1
271,1473,36.73444748,-26.69281578,1
271,1505,34.93503189,-27.22979736,1
271,1537,36.88243484,-24.79131508,1
271,1569,36.10007858,-24.67975807,1
271,1601,33.56535721,-23.66222382,1
271,1633,31.51551437,-24.0939312,1
271,1665,29.75746918,-25.42591095,1
271,1697,28.59899712,-26.25755119,1
271,1729,30.08073807,-27.90020561,1
271,1761,29.33792877,-26.7719059,1
271,1793,NaN,NaN,2
271,1825,NaN,NaN,2
271,1857,NaN,NaN,2
271,1889,NaN,NaN,2
271,1921,NaN,NaN,2
271,1953,20.72105789,-29.68171501,1
271,1985,NaN,NaN,2
271,2017,18.0053215,-7.992500782,1
303,33,6.193459511,1.399946332,1
303,65,8.44593811,-0.1832480729,1
303,97,8.270356178,-0.4905645251,1
303,129,9.757112503,-0.5174402595,1
303,161,10.30218887,0.03408326209,1
303,193,10.01972961,-0.002943828702,1
303,225,7.532743454,-0.3730617762,1
303,257,NaN,NaN,2
303,289,NaN,NaN,2
303,321,NaN,NaN,2
303,353,12.66881275,0.1734442711,1
303,385,NaN,NaN,2
303,417,11.73865128,2.213778496,1
303,449,11.4347496,1.730954528,1
303,481,13.12425041,-0.6844795942,1
303,513,14.57291889,-0.9856685996,1
303,545,16.99965286,-2.012004375,1
303,577,15.96252251,-0.7688615322,1
303,609,NaN,NaN,2
303,641,NaN,NaN,2
303,673,NaN,NaN,2
303,705,NaN,NaN,2
303,737,-0.2368850708,-1.518877506,1
303,769,22.88228989,0.2098836005,1
303,801,21.69691467,-0.306989193,1
303,833,22.78254128,-0.7416274548,1
303,865,23.40275764,-1.040990233,1
303,897,24.28203201,-2.393382072,1
303,929,25.03553772,-2.483744383,1
303,961,NaN,NaN,2
303,993,31.29520226,-5.577558517,1
303,1025,30.55905151,-7.729544163,1
303,1057,30.56493568,-9.148557663,1
303,1089,32.74061584,-11.69011402,1
303,1121,34.82114792,-12.70266438,1
303,1153,38.10177231,-13.10247993,1
303,1185,38.51613235,-13.93894958,1
303,1217,38.57756042,-15.27183437,1
303,1249,NaN,NaN,2
303,1281,NaN,NaN,2
303,1313,41.90242386,-18.75872993,1
303,1345,40.92629623,-20.46003532,1
303,1377,37.70011902,-20.67259979,1
303,1409,34.2040863,-23.55308723,1
303,1441,35.89583588,-26.65462875,1
303,1473,35.61925125,-26.61940575,1
303,1505,34.9981041,-28.23086929,1
303,1537,34.39369583,-26.96643066,1
303,1569,33.44626617,-25.95896149,1
303,1601,32.29365158,-27.38705826,1
303,1633,31.1438942,-26.5786705,1
303,1665,NaN,NaN,2
303,1697,NaN,NaN,2
303,1729,29.33625412,-29.27807617,1
303,1761,30.38611031,-27.53419685,1
303,1793,NaN,NaN,2
303,1825,25.90411949,-29.72582626,1
303,1857,NaN,NaN,2
303,1889,NaN,NaN,2
303,1921,NaN,NaN,2
303,1953,NaN,NaN,2
303,1985,19.13536453,-27.40366554,1
303,2017,NaN,NaN,2
335,33,7.299363136,0.7736643553,1
335,65,NaN,NaN,2
335,97,NaN,NaN,2
335,129,11.34562397,-0.5251525044,1
335,161,11.65187168,0.5718647838,1
335,193,10.13997078,-0.2463044822,1
335,225,9.293027878,-0.8319631219,1
335,257,NaN,NaN,2
335,289,NaN,NaN,2
335,321,11.05912018,-2.659151793,1
335,353,13.54850483,0.2367620468,1
335,385,NaN,NaN,2
335,417,12.13411331,0.7039294839,1
335,449,11.38376808,1.227578044,1
335,481,12.29899883,-0.4454064965,1
335,513,13.49580288,-0.6157128811,1
335,545,14.33796978,-2.326601982,1
335,577,14.77072048,-0.9466626644,1
335,609,NaN,NaN,2
335,641,NaN,NaN,2
335,673,NaN,NaN,2
335,705,NaN,NaN,2
335,737,NaN,NaN,2
335,769,NaN,NaN,2
335,801,21.04430771,2.184527874,1
335,833,23.07184792,0.71007967,1
335,865,22.62466049,-0.08871269226,1
335,897,23.83056641,-0.3951416016,1
335,929,26.7691803,-0.2209091187,1
335,961,NaN,NaN,2
335,993,NaN,NaN,2
335,1025,31.62216949,-6.600133896,1
335,1057,32.1030159,-9.571640015,1
335,1089,NaN,NaN,2
335,1121,NaN,NaN,2
335,1153,NaN,NaN,2
335,1185,38.78154755,-13.40376663,1
335,1217,NaN,NaN,2
335,1249,NaN,NaN,2
335,1281,41.10913467,-17.3547821,1
335,1313,42.37733459,-19.53517723,1
335,1345,42.25370026,-22.70727348,1
335,1377,NaN,NaN,2
335,1409,NaN,NaN,2
335,1441,NaN,NaN,2
335,1473,NaN,NaN,2
335,1505,35.28042221,-25.73210144,1
335,1537,34.99554825,-25.75054741,1
335,1569,34.61614227,-26.09564781,1
335,1601,36.27379227,-26.32472992,1
335,1633,33.90026855,-26.89664459,1
335,1665,30.69645882,-28.71535301,1
335,1697,28.72550964,-29.09523392,1
335,1729,NaN,NaN,2
335,1761,30.80909157,-30.492239,1
335,1793,27.01501465,-31.6631813,1
335,1825,NaN,NaN,2
335,1857,24.4980793,-35.13679504,1
335,1889,NaN,NaN,2
335,1921,NaN,NaN,2
335,1953,NaN,NaN,2
335,1985,NaN,NaN,2
335,2017,NaN,NaN,2
367,33,NaN,NaN,2
367,65,NaN,NaN,2
367,97,NaN,NaN,2
367,129,11.07758904,-0.4204838276,1
367,161,10.2754631,-0.3339648247,1
367,193,10.0404768,-0.8234375715,1
367,225,10.3957119,-1.123613954,1
367,257,NaN,NaN,2
367,289,NaN,NaN,2
367,321,NaN,NaN,2
367,353,NaN,NaN,2
367,385,NaN,NaN,2
367,417,11.33816147,0.5360612869,1
367,449,12.17556763,1.371580005,1
367,481,11.81994152,0.175488323,1
367,513,NaN,NaN,2
367,545,12.32005692,-1.244402885,1
367,577,14.05470467,0.01606154442,1
367,609,15.23187542,0.1177433729,1
367,641,NaN,NaN,2
367,673,NaN,NaN,2
367,705,NaN,NaN,2
367,737,NaN,NaN,2
367,769,NaN,NaN,2
367,801,19.27344322,2.989047766,1
367,833,21.15273094,1.52934432,1
367,865,21.75085068,0.2259771824,1
367,897,23.51819801,1.799647093,1
367,929,26.48369598,-1.372823238,1
367,961,28.89665985,-2.590977907,1
367,993,30.33610916,-4.714158535,1
367,1025,31.1795063,-6.112148285,1
367,1057,NaN,NaN,2
367,1089,34.72027206,-10.46923161,1
367,1121,NaN,NaN,2
367,1153,NaN,NaN,2
367,1185,39.67189026,-15.47002029,1
367,1217,NaN,NaN,2
367,1249,NaN,NaN,2
367,1281,41.98603821,-15.66905975,1
367,1313,40.68974304,-20.42176819,1
367,1345,40.35440826,-22.81829834,1
367,1377,NaN,NaN,2
367,1409,42.49363327,-22.02944565,1
367,1441,40.58874512,-18.89390373,1
367,1473,NaN,NaN,2
367,1505,35.84389877,-25.33587074,1
367,1537,35.37238693,-25.31080818,1
367,1569,35.49971008,-26.30843353,1
367,1601,36.26099396,-26.99908066,1
367,1633,34.03528976,-27.65601349,1
367,1665,31.50473595,-31.66289902,1
367,1697,31.65818787,-29.18846321,1
367,1729,30.76288033,-30.18292427,1
367,1761,30.19954681,-30.94625282,1
367,1793,27.54853058,-33.15689087,1
367,1825,26.41411018,-35.94072723,1
367,1857,22.73063469,-32.37113953,1
367,1889,NaN,NaN,2
367,1921,NaN,NaN,2
367,1953,NaN,NaN,2
367,1985,NaN,NaN,2
367,2017,NaN,NaN,2
399,33,NaN,NaN,2
399,65,NaN,NaN,2
399,97,NaN,NaN,2
399,129,10.30781651,-1.561616421,1
399,161,8.132725716,-0.7260941267,1
399,193,NaN,NaN,2
399,225,8.620118141,-0.8992301226,1
399,257,NaN,NaN,2
399,289,NaN,NaN,2
399,321,NaN,NaN,2
399,353,NaN,NaN,2
399,385,NaN,NaN,2
399,417,9.755034447,3.370259285,1
399,449,10.52380085,4.034896374,1
399,481,11.25549126,2.034191608,1
399,513,12.20164871,-1.510704517,1
399,545,12.3988018,-1.398115396,1
399,577,13.89252758,-0.4880506396,1
399,609,15.00092602,-0.01024472713,1
399,641,15.62175179,0.1190182716,1
399,673,NaN,NaN,2
399,705,NaN,NaN,2
399,737,NaN,NaN,2
399,769,18.57151413,1.712410808,1
399,801,19.4991684,2.128612518,1
399,833,20.67119026,0.890601337,1
399,865,21.45126343,-0.01645919681,1
399,897,NaN,NaN,2
399,929,25.70587349,-1.884282589,1
399,961,NaN,NaN,2
399,993,30.00765038,-4.068860054,1
399,1025,31.06905365,-4.446619511,1
399,1057,NaN,NaN,2
399,1089,33.35879517,-10.64214706,1
399,1121,NaN,NaN,2
399,1153,NaN,NaN,2
399,1185,38.81546783,-16.06289101,1
399,1217,NaN,NaN,2
399,1249,NaN,NaN,2
399,1281,43.94816589,-17.07402802,1
399,1313,NaN,NaN,2
399,1345,NaN,NaN,2
399,1377,NaN,NaN,2
399,1409,43.81839371,-20.10135078,1
399,1441,43.30876923,-21.11265945,1
399,1473,NaN,NaN,2
399,1505,NaN,NaN,2
399,1537,35.62688065,-26.06344223,1
399,1569,34.53593826,-26.57242775,1
399,1601,33.74037933,-27.7253952,1
399,1633,35.64670181,-28.5455761,1
399,1665,35.46551514,-30.11616707,1
399,1697,NaN,NaN,2
399,1729,NaN,NaN,2
399,1761,NaN,NaN,2
399,1793,NaN,NaN,2
399,1825,21.85705757,-31.72289848,1
399,1857,19.85170364,-31.28688431,1
399,1889,21.01726341,-30.2366581,1
399,1921,NaN,NaN,2
399,1953,NaN,NaN,2
399,1985,NaN,NaN,2
399,2017,NaN,NaN,2
431,33,NaN,NaN,2
431,65,9.819828033,-5.080925941,1
431,97,10.15992737,-5.827085495,1
431,129,NaN,NaN,2
431,161,12.71248341,-1.140967846,1
431,193,8.61439991,0.08622151613,1
431,225,10.11937046,0.8729243279,1
431,257,10.28934956,-0.1849700212,1
431,289,9.940368652,0.9560852051,1
431,321,NaN,NaN,2
431,353,NaN,NaN,2
431,385,NaN,NaN,2
431,417,NaN,NaN,2
