PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 68, filenames: A:[68]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[69]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,4.993638039,4.066691875,1
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,-2.402983665,-1.767754793,1
47,161,-2.226523876,-0.8965620995,1
47,193,8.811964035,8.677826881,1
47,225,12.87913322,7.304869175,1
47,257,NaN,NaN,2
47,289,0.4927163124,-0.5755004287,1
47,321,1.842514515,-0.7117993832,1
47,353,0.5083447695,0.6885166764,1
47,385,-3.187554836,0.2662169039,1
47,417,-2.742018223,0.6945112944,1
47,449,-1.768799782,0.0773306489,1
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,-0.02713251114,-0.1669536829,1
47,577,1.648928642,0.6393361092,1
47,609,1.775699854,-0.6239482164,1
47,641,NaN,NaN,2
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,NaN,NaN,2
47,769,1.14224422,1.268458843,1
47,801,-1.09350729,1.889415264,1
47,833,-1.323542237,1.196943283,1
47,865,NaN,NaN,2
47,897,NaN,NaN,2
47,929,NaN,NaN,2
47,961,NaN,NaN,2
47,993,NaN,NaN,2
47,1025,-0.4949647188,1.229030132,1
47,1057,0.05490934849,0.4999265671,1
47,1089,0.3632706404,-1.234339237,1
47,1121,NaN,NaN,2
47,1153,NaN,NaN,2
47,1185,NaN,NaN,2
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,NaN,NaN,2
47,1313,NaN,NaN,2
47,1345,-0.8242253065,-4.467301369,1
47,1377,0.3294062614,-3.787735939,1
47,1409,NaN,NaN,2
47,1441,-2.222120047,-2.881151915,1
47,1473,-1.063509464,-4.741081715,1
47,1505,NaN,NaN,2
47,1537,NaN,NaN,2
47,1569,1.921649456,-4.048785686,1
47,1601,2.285399437,0.2631754875,1
47,1633,-0.8205330968,0.163033247,1
47,1665,0.2947529554,-1.62669003,1
47,1697,1.738703966,-2.626566887,1
47,1729,2.715724468,-1.025153637,1
47,1761,2.082991123,-1.310777545,1
47,1793,-0.5863403082,-0.4772361517,1
47,1825,-0.5345669985,0.0849802494,1
47,1857,-0.6801250577,-1.77221632,1
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,-1.158507824,0.1393465996,1
47,1985,NaN,NaN,2
47,2017,NaN,NaN,2
79,33,NaN,NaN,2
