PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 36, filenames: A:[36]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[37]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,7.859603882,3.91177392,1
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,3.529816628,0.672475338,1
47,161,NaN,NaN,2
47,193,-0.7508020401,1.836139202,1
47,225,-1.715095282,-0.06330299377,1
47,257,-2.105695248,-0.1950759888,1
47,289,0.9342309237,-0.9923405647,1
47,321,3.235167265,0.2355080843,1
47,353,3.893689156,-2.331016541,1
47,385,2.099370956,-6.7509408,1
47,417,-1.322455406,-6.889838219,1
47,449,-4.079367638,-6.172606468,1
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,-0.8620457649,-0.8094170094,1
47,577,-1.247289419,0.4107611179,1
47,609,0.5847049952,0.3855175972,1
47,641,2.564184427,-1.800309658,1
47,673,2.57735014,-2.90948081,1
47,705,NaN,NaN,2
47,737,NaN,NaN,2
47,769,NaN,NaN,2
47,801,-1.290242314,-5.964809895,1
47,833,NaN,NaN,2
47,865,NaN,NaN,2
47,897,NaN,NaN,2
47,929,NaN,NaN,2
47,961,-1.215308905,-9.241523743,1
47,993,-2.490699768,-6.887108803,1
47,1025,-4.410632133,-0.9330568314,1
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,NaN,NaN,2
47,1185,NaN,NaN,2
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,NaN,NaN,2
47,1313,0.7662855387,-1.962501884,1
47,1345,-1.993828297,-1.853845596,1
47,1377,NaN,NaN,2
47,1409,0.2070806623,-2.883728504,1
47,1441,-1.574048996,-3.22985816,1
47,1473,-2.56423521,-3.80804944,1
47,1505,0.361020565,-5.067426682,1
47,1537,3.055476904,-2.902560234,1
47,1569,4.239526272,-3.174774408,1
47,1601,NaN,NaN,2
47,1633,1.223450661,0.1984983683,1
47,1665,0.5733280182,-0.6222387552,1
47,1697,0.3375561535,-0.3295707703,1
47,1729,-1.202870131,0.6556100845,1
47,1761,1.331884623,-0.79694736,1
47,1793,0.5873673558,-3.623922825,1
47,1825,-0.0587335825,-2.070365906,1
47,1857,-0.927108407,-3.395233393,1
47,1889,-1.011144996,-4.153684616,1
47,1921,NaN,NaN,2
47,1953,-2.861213207,-4.716004848,1
47,1985,NaN,NaN,2
47,2017,-2.311768532,0.497433424,1
79,33,NaN,NaN,2
79,65,NaN,NaN,2
79,97,NaN,NaN,2
79,129,10.07111454,-3.411551952,1
79,161,NaN,NaN,2
79,193,4.169384003,-2.787674427,1
79,225,2.171215057,-4.074366093,1
79,257,0.3998861909,-2.485823631,1
79,289,1.527635455,-0.9306961298,1
79,321,1.639951944,-1.051724434,1
79,353,2.053681612,-1.839725733,1
79,385,1.213657737,-5.037209511,1
79,417,-1.064022541,-6.949073792,1
79,449,-3.23703289,-7.890810013,1
79,481,NaN,NaN,2
79,513,NaN,NaN,2
79,545,NaN,NaN,2
79,577,-0.5519458055,-0.910130918,1
79,609,0.6443704367,-0.8461161852,1
79,641,NaN,NaN,2
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,NaN,NaN,2
79,769,NaN,NaN,2
79,801,NaN,NaN,2
79,833,NaN,NaN,2
79,865,NaN,NaN,2
79,897,-3.368830442,-8.73866272,1
79,929,-3.659757614,-8.372105598,1
79,961,NaN,NaN,2
79,993,NaN,NaN,2
79,1025,-4.678714752,-3.140207529,1
79,1057,NaN,NaN,2
79,1089,NaN,NaN,2
79,1121,NaN,NaN,2
79,1153,NaN,NaN,2
79,1185,NaN,NaN,2
79,1217,NaN,NaN,2
79,1249,-1.151974916,0.230643034,1
79,1281,-0.48303473,-1.766168118,1
79,1313,0.1358929276,-2.317183971,1
79,1345,0.2751299143,-1.868059635,1
79,1377,NaN,NaN,2
79,1409,-0.6691731215,-2.107087612,1
79,1441,-1.978598475,-2.810591459,1
79,1473,-2.727254629,-3.298068285,1
79,1505,-1.898488283,-4.701309204,1
79,1537,0.2732617855,-2.352710962,1
79,1569,1.483841896,-1.560591698,1
79,1601,1.95246911,-1.715258002,1
79,1633,1.430481672,-1.341102362,1
79,1665,0.2083334327,-0.8240821362,1
79,1697,-0.9507650733,-0.5851913691,1
79,1729,-1.373574853,-0.8005396724,1
79,1761,NaN,NaN,2
79,1793,-1.353082657,-4.188831329,1
79,1825,-1.291567802,-3.574032307,1
79,1857,-0.3380166292,-1.659006596,1
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,0.8708028793,-0.1551855206,1
111,33,3.795931339,0.01892924309,1
111,65,NaN,NaN,2
111,97,12.78466988,-2.561563969,1
111,129,NaN,NaN,2
111,161,NaN,NaN,2
111,193,2.948630333,-3.337674141,1
111,225,1.479083061,-3.351543665,1
111,257,0.5820329189,-2.994653463,1
111,289,1.559831381,-2.042258739,1
111,321,1.535481811,-1.924477816,1
111,353,1.183836222,-2.79634285,1
111,385,0.5560231209,-4.2552104,1
111,417,-1.149851561,-6.691901684,1
111,449,-3.303435326,-8.062052727,1
111,481,NaN,NaN,2
111,513,NaN,NaN,2
111,545,NaN,NaN,2
111,577,NaN,NaN,2
111,609,NaN,NaN,2
111,641,NaN,NaN,2
111,673,NaN,NaN,2
111,705,4.271557808,-12.22048569,1
111,737,2.141204357,-10.4821701,1
111,769,0.7187343836,-9.229633331,1
111,801,NaN,NaN,2
111,833,NaN,NaN,2
111,865,1.901068211,-7.058294296,1
111,897,NaN,NaN,2
111,929,-2.454883575,-6.076652527,1
111,961,-3.809631348,-3.279710293,1
111,993,NaN,NaN,2
111,1025,NaN,NaN,2
111,1057,-1.839976549,-1.665364742,1
111,1089,-1.847122908,-1.230727077,1
111,1121,NaN,NaN,2
111,1153,-4.759927273,-3.139239073,1
111,1185,-2.66039443,-5.979063034,1
111,1217,-2.25648737,-1.304821014,1
111,1249,-2.114167929,-1.104333758,1
111,1281,-1.948890805,-1.469086885,1
111,1313,1.06166625,-1.825267076,1
111,1345,0.9762939215,-1.331087708,1
111,1377,0.7917567492,-1.743782401,1
111,1409,-0.5645711422,-2.095036745,1
111,1441,-1.743487716,-3.023672581,1
111,1473,-2.101110935,-3.018123865,1
111,1505,-2.640906334,-3.497392654,1
111,1537,-1.875677347,-3.61025095,1
111,1569,-0.3765546978,-2.523375988,1
111,1601,0.3515604734,-1.654527426,1
111,1633,0.5463836789,-1.604418874,1
111,1665,NaN,NaN,2
111,1697,NaN,NaN,2
111,1729,-3.11179018,-1.386319637,1
111,1761,NaN,NaN,2
111,1793,NaN,NaN,2
111,1825,-3.558790922,-2.843766928,1
111,1857,-1.436510801,-1.003648996,1
111,1889,NaN,NaN,2
111,1921,NaN,NaN,2
111,1953,NaN,NaN,2
111,1985,NaN,NaN,2
111,2017,0.1463882923,-0.5286489725,1
143,33,NaN,NaN,2
143,65,8.750967026,-4.82806778,1
143,97,10.82608795,-2.820406914,1
143,129,9.506404877,-3.056590557,1
143,161,NaN,NaN,2
143,193,2.375782251,-3.034333229,1
143,225,1.370206594,-3.275579929,1
143,257,1.097851038,-3.522349834,1
143,289,1.018858671,-2.308764935,1
143,321,0.5205597878,-3.537436962,1
143,353,0.06884896755,-2.836436749,1
143,385,0.3781126142,-5.683241844,1
143,417,-1.380245686,-7.599022865,1
143,449,-5.866352081,-7.052980423,1
143,481,NaN,NaN,2
143,513,NaN,NaN,2
143,545,NaN,NaN,2
143,577,NaN,NaN,2
143,609,1.171561122,-7.56922245,1
