PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 46, filenames: A:[46]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[47]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,1.012610197,1.555860996,1
47,97,2.260467052,3.362411499,1
47,129,0.9966664314,3.015406609,1
47,161,0.8480005264,2.682693005,1
47,193,-0.1305267811,2.602219582,1
47,225,1.745554566,1.38721633,1
47,257,NaN,NaN,2
47,289,1.364235401,-3.275139809,1
47,321,-0.3103239536,-2.368407726,1
47,353,-1.380119085,-4.516860485,1
47,385,NaN,NaN,2
47,417,NaN,NaN,2
47,449,-5.990118504,-2.400568485,1
47,481,-3.623344898,-0.7997462749,1
47,513,-1.735228777,0.2045338154,1
47,545,1.895866394,4.241870403,1
47,577,2.140829086,3.423932076,1
47,609,NaN,NaN,2
47,641,-0.8165465593,-1.201421738,1
47,673,-0.1111906767,-1.216904759,1
47,705,NaN,NaN,2
47,737,0.6985903978,-0.8983266354,1
47,769,0.1529136896,-0.9866956472,1
47,801,-0.4901176691,-0.6518589258,1
47,833,-1.525353432,-0.6465587616,1
47,865,0.1220461726,0.1518880129,1
47,897,1.167252064,-0.5839767456,1
47,929,-0.6625961065,0.09133183956,1
47,961,NaN,NaN,2
47,993,-2.853255033,-1.448848009,1
47,1025,-3.095914602,-0.1196967363,1
47,1057,-2.355366707,-0.7299594879,1
47,1089,-1.968329787,-2.107351303,1
47,1121,NaN,NaN,2
47,1153,15.78529263,-10.68559837,1
47,1185,16.4101162,-9.447024345,1
47,1217,11.07881832,1.575603724,1
47,1249,NaN,NaN,2
47,1281,NaN,NaN,2
47,1313,NaN,NaN,2
47,1345,-0.385281086,-0.0845746845,1
47,1377,-0.06918480992,-0.2329659462,1
47,1409,0.5085002184,0.6732797027,1
47,1441,1.218083382,-0.1185731888,1
47,1473,NaN,NaN,2
47,1505,0.5050426722,-0.7559423447,1
47,1537,NaN,NaN,2
47,1569,NaN,NaN,2
47,1601,NaN,NaN,2
47,1633,-5.019374847,-0.5796477795,1
47,1665,-3.493245125,0.5215638876,1
47,1697,0.5466039181,1.716656208,1
47,1729,0.2082880139,3.730802059,1
47,1761,0.125115037,3.657195568,1
47,1793,0.1328325868,2.115215778,1
47,1825,-0.3481683135,1.110784531,1
47,1857,-1.309035897,1.110068083,1
47,1889,0.1000044346,1.708641887,1
47,1921,0.1668839455,0.08450973034,1
47,1953,NaN,NaN,2
47,1985,-11.11664104,-15.62569237,1
47,2017,-2.037857294,-0.5998417735,1
79,33,-0.456656456,-0.1553888321,1
79,65,NaN,NaN,2
79,97,0.4364860058,0.8504011631,1
79,129,-0.6533575058,2.460967779,1
79,161,1.071476579,2.163153648,1
79,193,1.63052845,2.165462971,1
79,225,1.762214303,0.8195511103,1
79,257,NaN,NaN,2
79,289,3.024441242,-0.7319444418,1
79,321,1.929762602,-0.3529033661,1
79,353,0.7701793313,-1.875787973,1
79,385,NaN,NaN,2
79,417,NaN,NaN,2
79,449,NaN,NaN,2
79,481,NaN,NaN,2
79,513,-0.7998652458,-0.9868080616,1
79,545,2.083449841,3.82583189,1
79,577,1.595536232,3.31811285,1
79,609,NaN,NaN,2
79,641,0.2600097358,-0.1376394629,1
79,673,0.9799461961,-0.6446243525,1
79,705,1.858720303,-1.175672054,1
79,737,1.265016675,-2.176549911,1
79,769,0.2504896522,-2.38955307,1
79,801,-0.7434358597,-1.805545807,1
79,833,-0.5642005205,-0.7364273667,1
79,865,-0.3168541193,-0.5545591712,1
79,897,0.1765630245,1.323620796,1
79,929,0.05332814157,-0.8440188766,1
79,961,-0.3228727877,-0.640194416,1
79,993,-0.7545441389,0.4483430982,1
79,1025,-1.878290176,1.879896641,1
79,1057,-2.545826674,1.209673524,1
79,1089,-3.505789757,-0.7949119806,1
79,1121,NaN,NaN,2
79,1153,NaN,NaN,2
79,1185,NaN,NaN,2
79,1217,NaN,NaN,2
79,1249,NaN,NaN,2
79,1281,5.348468781,2.338490486,1
79,1313,NaN,NaN,2
79,1345,-0.3360964656,0.03424412012,1
79,1377,1.328784347,0.1669007689,1
79,1409,0.8632651567,1.223122239,1
79,1441,0.2103664875,-1.33245492,1
79,1473,NaN,NaN,2
79,1505,NaN,NaN,2
79,1537,2.272835255,-0.610984087,1
79,1569,0.4569382071,0.170219183,1
79,1601,-0.835711956,0.4139043093,1
79,1633,NaN,NaN,2
79,1665,-1.575378656,1.694132328,1
79,1697,1.60543108,2.101652861,1
79,1729,0.7517899275,3.690767765,1
79,1761,0.3376646638,2.150732994,1
79,1793,0.4885379374,1.513373137,1
79,1825,0.6714938879,1.093453884,1
79,1857,0.4916840196,2.394373894,1
79,1889,0.3608923554,0.67320925,1
79,1921,0.2609451413,0.3698138297,1
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,-1.865036964,-0.06149220467,1
111,33,5.652320862,-0.1468625069,1
111,65,NaN,NaN,2
111,97,NaN,NaN,2
111,129,NaN,NaN,2
111,161,2.270542622,3.551523685,1
111,193,2.246608257,3.404705048,1
111,225,1.895066023,1.361234069,1
111,257,2.005841732,0.1663680673,1
111,289,1.924753308,0.02302372456,1
111,321,1.332038283,-1.623300314,1
111,353,1.044194102,-1.090188742,1
111,385,NaN,NaN,2
111,417,1.030658245,-0.353515029,1
111,449,NaN,NaN,2
111,481,NaN,NaN,2
111,513,NaN,NaN,2
111,545,1.189993143,1.423056364,1
111,577,1.092386365,1.531590223,1
111,609,0.5406011343,0.06466639042,1
111,641,0.9976449013,0.4809451401,1
111,673,1.135887146,0.2397915125,1
111,705,1.340329528,-0.788040638,1
111,737,0.8295334578,-1.370177865,1
111,769,0.1145420074,-1.401030898,1
111,801,-0.6089171171,-1.128763556,1
111,833,-2.590197802,-0.4669232368,1
111,865,-0.645380199,-0.6492599249,1
111,897,-0.538929224,-0.3646147251,1
111,929,-0.3546630144,-1.367298484,1
111,961,-0.06736113876,-0.5098780394,1
111,993,-0.1923024952,1.011073947,1
111,1025,-0.9442698359,0.621707201,1
111,1057,-1.067497253,0.2791121304,1
111,1089,-0.8669765592,0.2542955279,1
111,1121,-0.5007148981,0.2343786359,1
111,1153,-0.1826959252,0.4055965245,1
111,1185,0.4004312754,0.3060382903,1
111,1217,0.988719523,0.1890309155,1
111,1249,2.878853559,0.838180244,1
111,1281,NaN,NaN,2
111,1313,NaN,NaN,2
111,1345,-0.4201381803,-0.4502672851,1
111,1377,0.8129008412,0.5388631821,1
111,1409,0.886293292,1.833089232,1
