PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 50, filenames: A:[50]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[51]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.2422560453,-0.21920228,1
47,65,0.9311583042,0.1800193191,1
47,97,1.336212397,1.3881495,1
47,129,1.914705753,-0.7525513172,1
47,161,1.642760277,-3.459294796,1
47,193,-0.3657235205,-5.984021187,1
47,225,NaN,NaN,2
47,257,0.84522295,0.1853756905,1
47,289,-1.526553869,1.81469202,1
47,321,-1.084081531,-0.4698812962,1
47,353,-1.374337792,2.444242001,1
47,385,-2.472936392,2.992727757,1
47,417,NaN,NaN,2
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,-1.640872955,1.852924705,1
47,545,-1.938220024,-0.774641633,1
47,577,1.03388834,-1.851284504,1
47,609,NaN,NaN,2
47,641,-2.595551491,3.316505671,1
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,-5.394942284,-1.783674717,1
47,769,-7.416323185,-1.214097261,1
47,801,-7.574757576,0.3078767061,1
47,833,-9.415112495,1.33866775,1
47,865,-9.569746017,2.928990602,1
47,897,NaN,NaN,2
47,929,-5.286084652,1.867686749,1
47,961,-3.850969315,2.741227388,1
47,993,-0.3786805868,-2.401339531,1
47,1025,0.7268092632,-2.43522644,1
47,1057,0.9018909931,-1.157715559,1
47,1089,0.7981674671,-0.5727649331,1
47,1121,0.06982707977,0.6834509969,1
47,1153,-1.673564911,0.9406099319,1
47,1185,NaN,NaN,2
47,1217,-3.638578653,-0.657487154,1
47,1249,-5.445082188,0.2834811211,1
47,1281,-4.338262558,1.061162949,1
47,1313,-1.0636096,3.528577328,1
47,1345,0.3220745027,2.725632191,1
47,1377,0.6269207597,0.3056006432,1
47,1409,0.6512442827,2.80483532,1
47,1441,0.6027574539,2.790344238,1
47,1473,0.7141914368,2.281018257,1
47,1505,-4.859452248,-3.232460022,1
47,1537,NaN,NaN,2
47,1569,-1.848673344,-1.014042854,1
47,1601,-0.4525079727,0.7565222979,1
47,1633,2.647274017,0.1769816875,1
47,1665,2.91822648,-0.8749785423,1
47,1697,-1.704870343,0.6578633785,1
47,1729,NaN,NaN,2
47,1761,-1.608098507,-0.3310219049,1
47,1793,NaN,NaN,2
47,1825,-5.805312634,-0.1131987572,1
47,1857,NaN,NaN,2
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,-4.282048225,1.090512514,1
47,2017,-3.77673769,-0.1473875642,1
79,33,0.4301265478,0.3806293011,1
79,65,0.9293402433,0.5364173651,1
79,97,1.372752666,0.8872228861,1
79,129,1.135707617,-2.047586441,1
79,161,-0.5766249895,-5.860804558,1
79,193,NaN,NaN,2
79,225,NaN,NaN,2
79,257,-0.05952143669,0.280954659,1
79,289,-1.912048936,0.8123213053,1
79,321,-2.593940258,0.7143442631,1
79,353,-3.31882143,1.346604586,1
79,385,NaN,NaN,2
79,417,NaN,NaN,2
79,449,NaN,NaN,2
79,481,-0.2888528407,0.1303162575,1
79,513,-1.829829931,1.998498559,1
79,545,-1.039173245,1.442842245,1
79,577,0.4749825001,0.6309912205,1
79,609,-1.274613142,1.632048488,1
79,641,-2.058032513,1.928071618,1
79,673,-3.000636339,0.7370575666,1
79,705,-2.881391525,-0.1854034662,1
79,737,-3.459218502,-0.05966231227,1
79,769,-4.84509182,0.3231042325,1
79,801,-5.307917595,0.4365940094,1
79,833,-6.155122757,1.040816784,1
79,865,-4.014979839,2.044022322,1
79,897,-3.524937153,2.323992729,1
79,929,-3.208332539,1.454667807,1
79,961,-2.582433701,0.3031251431,1
79,993,-2.171103716,-0.5347100496,1
79,1025,-1.191096306,-0.9375924468,1
79,1057,-0.00662112236,-0.5582286119,1
79,1089,-0.2201612592,-0.5577534437,1
79,1121,-0.6516010761,-0.3761030436,1
79,1153,-0.1523581743,0.06625986099,1
79,1185,NaN,NaN,2
79,1217,NaN,NaN,2
79,1249,-1.534573317,-1.342095017,1
79,1281,-1.031088233,0.7978829145,1
79,1313,-1.317049026,0.9706579447,1
79,1345,-1.95453465,0.02764713764,1
79,1377,0.3427222371,1.411210299,1
79,1409,NaN,NaN,2
79,1441,NaN,NaN,2
79,1473,-4.600662231,-3.007817745,1
79,1505,-2.814789295,-3.668469906,1
79,1537,-2.313170433,-2.102316141,1
79,1569,0.3868442178,0.7489519119,1
79,1601,1.718855619,2.081413031,1
79,1633,2.633891821,1.69810462,1
79,1665,1.133514643,1.700880766,1
79,1697,-1.612615466,1.289143562,1
79,1729,-0.7015558481,1.682727575,1
79,1761,-0.2926430702,1.219291925,1
79,1793,-2.329509258,1.621401548,1
79,1825,-3.552643299,3.124699593,1
79,1857,-3.746218204,2.820713043,1
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,-2.702228546,0.1291421354,1
111,33,1.6786412,0.21293962,1
111,65,2.291231394,1.502582908,1
111,97,2.280258656,0.2176344693,1
111,129,2.16370821,-0.1533615887,1
111,161,NaN,NaN,2
111,193,0.8965262175,-2.200811625,1
111,225,0.008972331882,-0.04319185019,1
111,257,0.4391163588,-0.04823294282,1
111,289,-0.7963019609,0.5259888172,1
111,321,-1.126661777,3.481471777,1
111,353,-1.539824009,0.9157298803,1
111,385,-4.020251274,0.440415442,1
111,417,NaN,NaN,2
111,449,-3.879099131,-3.579064846,1
111,481,-5.332326412,-2.076197624,1
111,513,NaN,NaN,2
111,545,-2.151984692,1.294255495,1
111,577,0.3060635328,2.251305819,1
111,609,NaN,NaN,2
111,641,NaN,NaN,2
111,673,-2.281277418,0.4200063944,1
111,705,-0.7658452988,-0.1886526346,1
111,737,-2.438905001,0.6508694887,1
111,769,-3.279714346,0.8330950141,1
111,801,-3.613069057,0.5439331532,1
111,833,-2.527544022,0.8530814052,1
111,865,-1.321603537,1.518064499,1
111,897,-1.514838219,1.897683859,1
111,929,-2.339379311,1.021012425,1
111,961,-2.891733646,0.6307496428,1
111,993,-3.380547523,0.6855660677,1
111,1025,-1.540983915,0.06258152425,1
111,1057,-0.8987715244,-0.1960221678,1
111,1089,-0.6828932762,-0.1956168413,1
111,1121,-0.3480661213,-0.799708724,1
111,1153,-0.2911737561,-0.4541019201,1
111,1185,-1.390348077,-0.8416050673,1
111,1217,NaN,NaN,2
111,1249,-0.5896104574,0.0497238636,1
111,1281,-1.212999582,-0.6833641529,1
111,1313,NaN,NaN,2
111,1345,NaN,NaN,2
111,1377,NaN,NaN,2
111,1409,NaN,NaN,2
111,1441,NaN,NaN,2
111,1473,NaN,NaN,2
111,1505,-1.630100012,-2.785076618,1
111,1537,-0.4649299979,-1.708238244,1
111,1569,0.02319706976,1.324916959,1
111,1601,0.09796148539,4.141902447,1
111,1633,0.09360361099,3.050955057,1
111,1665,-0.2851359844,2.781077862,1
111,1697,-0.2478112876,1.820412517,1
111,1729,-0.2142928839,2.777026653,1
111,1761,NaN,NaN,2
111,1793,-0.7362546921,2.837200403,1
111,1825,1.596109271,2.888725996,1
111,1857,1.560620308,2.082664251,1
111,1889,1.249186277,-3.667914152,1
111,1921,NaN,NaN,2
111,1953,NaN,NaN,2
111,1985,NaN,NaN,2
111,2017,NaN,NaN,2
143,33,0.3801511824,0.06874844432,1
143,65,-0.0009046643972,1.879862666,1
143,97,0.1961489916,0.3899643421,1
143,129,0.5627365112,0.03227609396,1
143,161,0.9419260025,0.1027979851,1
143,193,NaN,NaN,2
143,225,0.3330033422,0.5461162925,1
143,257,2.197989464,0.01683613658,1
143,289,1.242088318,-0.1151529551,1
143,321,-0.4290523529,-0.1433438361,1
143,353,-0.8414588571,-1.23212719,1
143,385,-1.343261838,-1.436786413,1
143,417,-1.327889562,0.6236274242,1
143,449,NaN,NaN,2
143,481,-7.229026794,-5.629061222,1
143,513,NaN,NaN,2
143,545,NaN,NaN,2
143,577,-1.624690056,1.186358929,1
143,609,-1.618222713,1.237315536,1
143,641,-1.92314291,1.540533662,1
143,673,-2.038064003,0.6325653791,1
143,705,-1.983076096,-1.12799716,1
143,737,-2.111039639,1.225435734,1
143,769,-1.995019913,1.618867755,1
143,801,NaN,NaN,2
143,833,NaN,NaN,2
143,865,-1.46976161,1.224093914,1
143,897,-1.815673947,1.155138135,1
143,929,-2.826316595,0.7888995409,1
143,961,-3.476731539,0.8174085617,1
143,993,-3.039678812,1.516840696,1
143,1025,-1.402723432,0.3914791942,1
143,1057,-1.062773466,-0.02002733946,1
143,1089,-0.691663146,-0.2531411946,1
143,1121,0.1277760863,-0.8329554796,1
143,1153,-0.5222326517,-0.8856959343,1
143,1185,-1.943327904,-1.342894435,1
143,1217,-0.8504647017,-2.603703976,1
143,1249,-0.547963202,-1.531530261,1
143,1281,NaN,NaN,2
143,1313,NaN,NaN,2
143,1345,NaN,NaN,2
143,1377,0.5963178277,2.338694572,1
143,1409,-0.578856945,3.080507994,1
143,1441,-2.26510191,3.157399416,1
143,1473,-2.045155525,1.190618038,1
143,1505,-1.037068963,1.345193863,1
143,1537,0.8365392089,1.428641796,1
143,1569,-0.5162768364,2.938184261,1
143,1601,-0.6763671637,5.190324783,1
143,1633,-1.306553841,4.399847031,1
143,1665,-1.219067097,3.88081646,1
143,1697,-0.08727902174,2.957676172,1
143,1729,-0.3839633167,1.557107091,1
143,1761,-1.382412195,3.107976437,1
143,1793,-0.7181601524,3.228953838,1
143,1825,-0.7243806124,3.550767422,1
143,1857,-0.6396589279,2.033818483,1
143,1889,-0.5187357664,-1.926115036,1
143,1921,-0.1621687412,-4.882363796,1
143,1953,-9.241451263,2.530167103,1
143,1985,-10.02805805,0.9250919223,1
143,2017,1.792103052,-0.1122970581,1
175,33,-0.4715864956,0.3429837823,1
175,65,-0.27799052,3.070673466,1
175,97,-0.1033634245,1.243299603,1
175,129,-0.2852584422,0.3536118865,1
175,161,-0.04703187943,0.3463866711,1
175,193,1.070233822,0.8233214617,1
175,225,0.8666899204,1.018450141,1
175,257,NaN,NaN,2
175,289,0.2810741067,-1.30044055,1
175,321,-0.5663193464,-0.4795392454,1
175,353,-0.435469985,-1.121338129,1
175,385,-0.7973356843,0.9806598425,1
175,417,-1.120386124,2.275281429,1
175,449,NaN,NaN,2
175,481,NaN,NaN,2
175,513,NaN,NaN,2
175,545,NaN,NaN,2
175,577,NaN,NaN,2
175,609,0.946075201,0.2789957225,1
175,641,-0.4100520611,0.8759620786,1
175,673,-2.544384718,0.3022314608,1
175,705,-2.406373024,-1.315325499,1
175,737,-1.967179894,1.615407944,1
175,769,-2.126420975,2.11417532,1
175,801,-1.092971087,4.000023842,1
175,833,NaN,NaN,2
175,865,-2.129920483,0.3102375865,1
175,897,-2.109922171,0.8346427679,1
175,929,-1.561561584,1.647840023,1
175,961,-1.808177948,0.6469995379,1
175,993,-1.873337269,1.017571568,1
175,1025,-1.531275034,-0.2096729875,1
175,1057,-1.393563151,-0.5580480099,1
175,1089,-1.243602037,-0.3947260976,1
175,1121,-1.067391634,0.2184892297,1
175,1153,-0.8488849401,-0.7911860943,1
175,1185,-0.2123125196,-3.045921087,1
175,1217,NaN,NaN,2
175,1249,NaN,NaN,2
175,1281,NaN,NaN,2
175,1313,NaN,NaN,2
175,1345,NaN,NaN,2
175,1377,NaN,NaN,2
175,1409,-0.8555412292,3.184867859,1
175,1441,-2.289276123,2.661059618,1
175,1473,-1.210233331,1.404768705,1
175,1505,-0.377258122,0.8134180307,1
175,1537,0.4187836945,1.444386244,1
175,1569,NaN,NaN,2
175,1601,-0.5368630886,4.634733677,1
175,1633,NaN,NaN,2
175,1665,NaN,NaN,2
175,1697,-0.6698169112,1.956298828,1
175,1729,-0.4082968235,1.676833272,1
175,1761,-0.3646939099,2.18607688,1
175,1793,-0.0710196197,2.983189106,1
175,1825,-0.2711887658,4.651804924,1
175,1857,-0.5731608272,2.475010872,1
175,1889,NaN,NaN,2
175,1921,NaN,NaN,2
175,1953,NaN,NaN,2
175,1985,-0.1172828674,-0.03516931087,1
175,2017,NaN,NaN,2
207,33,-0.3828414679,0.2244279385,1
207,65,-0.02605840936,3.723888397,1
207,97,0.3502177298,2.320622444,1
207,129,0.2450848222,1.227051258,1
207,161,-0.08788830042,0.6030538082,1
207,193,0.2555552125,1.382921934,1
207,225,0.1686692834,1.798627377,1
207,257,0.09886705875,1.23365593,1
207,289,0.8194301724,-0.5920143127,1
207,321,0.3154335618,0.3568450212,1
207,353,-0.7861745954,1.060814619,1
207,385,-0.9105466008,2.338838577,1
207,417,-0.2970575094,1.984349966,1
207,449,-0.5298581123,0.5611526966,1
207,481,-1.261404634,-2.249511242,1
207,513,-1.52519989,-0.001092284918,1
207,545,-1.433542848,0.7575193048,1
207,577,-1.89349556,0.3058535457,1
207,609,NaN,NaN,2
207,641,NaN,NaN,2
207,673,-2.969643116,-1.275990725,1
207,705,-1.802464962,-0.989125371,1
207,737,-1.621556878,1.603776932,1
207,769,-2.100968361,1.884930968,1
207,801,-3.165067196,-0.1533769369,1
207,833,-3.145871639,1.064994216,1
207,865,-1.495297909,0.3676154613,1
207,897,-3.38517952,0.737419486,1
207,929,-3.578023911,0.7811224461,1
207,961,-2.103234291,0.3233268261,1
207,993,-1.279133558,-0.7351604104,1
207,1025,-1.678551078,-0.77612257,1
207,1057,-3.02129364,-0.1646281481,1
207,1089,-1.93951261,-0.4548380375,1
207,1121,-1.20627296,0.1571392417,1
207,1153,NaN,NaN,2
207,1185,NaN,NaN,2
207,1217,NaN,NaN,2
207,1249,3.788826942,17.66384125,1
207,1281,NaN,NaN,2
207,1313,-2.081438303,-0.1944839954,1
207,1345,NaN,NaN,2
207,1377,1.248610377,3.922089577,1
207,1409,-0.551620245,1.971385002,1
207,1441,-0.804041326,2.030118465,1
207,1473,-0.2728698254,0.8820919991,1
207,1505,-0.07567363977,-0.606811285,1
207,1537,-0.4486562908,1.009248853,1
207,1569,NaN,NaN,2
207,1601,NaN,NaN,2
207,1633,NaN,NaN,2
207,1665,NaN,NaN,2
207,1697,-2.598110199,1.264605045,1
