PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 57, filenames: A:[57]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[58]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.099148273,-0.2502340078,1
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,-0.3983222246,-0.02954697609,1
47,161,0.1595492363,-0.1415371448,1
47,193,-1.364125729,0.4586035013,1
47,225,-3.604044437,-1.130297899,1
47,257,-1.87004137,-1.592978358,1
47,289,-2.081317425,-1.466250777,1
47,321,-1.364560366,-0.3700921535,1
47,353,-0.2615056038,-0.4261581302,1
47,385,NaN,NaN,2
47,417,1.849107623,4.62371254,1
47,449,3.13820672,7.956867218,1
47,481,NaN,NaN,2
47,513,0.2331829071,5.514818192,1
47,545,-0.5588109493,3.568180323,1
47,577,-1.011732459,0.5203516483,1
47,609,-0.794613719,-0.6653345823,1
47,641,-0.6386749744,-0.7331534624,1
47,673,-1.695062399,3.361088753,1
47,705,NaN,NaN,2
47,737,NaN,NaN,2
47,769,0.2427242994,3.284237385,1
47,801,1.287060261,1.38992548,1
47,833,-0.1257396936,-0.6446096897,1
47,865,-1.139351845,0.2540070415,1
47,897,-1.168028593,-0.8037885427,1
47,929,-1.700655937,-0.3840322495,1
47,961,-3.110534668,2.042561054,1
47,993,-6.591630936,6.586497307,1
47,1025,-7.503526688,6.235990047,1
47,1057,-5.266302109,5.343276978,1
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,-1.272164345,1.60479188,1
47,1185,-1.55508852,0.0842269659,1
47,1217,-0.08047389984,-0.5530340672,1
47,1249,NaN,NaN,2
47,1281,NaN,NaN,2
47,1313,NaN,NaN,2
47,1345,-2.450221777,0.4471660852,1
47,1377,-2.545379639,-2.270463943,1
47,1409,-0.3068298399,-0.1843629479,1
47,1441,2.135796785,-0.9500085115,1
47,1473,1.827750921,-1.362290502,1
47,1505,-0.7577886581,-0.1149666309,1
47,1537,1.261192799,-0.1918926239,1
47,1569,0.7437324524,-1.736755371,1
47,1601,NaN,NaN,2
47,1633,NaN,NaN,2
47,1665,1.022915244,5.115203857,1
47,1697,1.123871446,5.61655283,1
47,1729,0.2536852956,4.677467346,1
47,1761,2.0560534,1.416896105,1
47,1793,-0.8537499905,3.217292309,1
47,1825,-3.728602886,6.123028278,1
47,1857,NaN,NaN,2
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,-0.9049191475,1.567679763,1
47,1985,-1.198164701,-0.2735319734,1
47,2017,NaN,NaN,2
79,33,0.6586092114,0.8207052946,1
79,65,0.08150105178,0.4161251485,1
79,97,-0.3003098071,0.5025519133,1
79,129,-0.6375877261,-0.1846935451,1
79,161,-0.8387761116,-0.467194736,1
79,193,NaN,NaN,2
79,225,-0.7847654819,1.211539507,1
79,257,-1.801523924,-0.4292044938,1
79,289,-1.35735929,-0.7092434168,1
79,321,-0.6488960981,-0.8893898129,1
79,353,0.3704880476,-1.433434963,1
79,385,1.699019432,-0.5378500819,1
79,417,2.141410589,0.98341012,1
79,449,NaN,NaN,2
79,481,NaN,NaN,2
79,513,0.08165872097,1.030307531,1
79,545,-0.6404162645,-0.07463854551,1
79,577,-1.285455465,-0.7177106142,1
79,609,-0.9455267191,-0.2334279716,1
79,641,-0.5189092159,-0.07388284802,1
79,673,-0.5122267008,1.512483835,1
79,705,0.1591863632,2.110574722,1
79,737,0.2737240493,1.517091513,1
79,769,2.085847616,1.444916725,1
79,801,2.386554718,1.238532543,1
79,833,-2.355095863,1.213311076,1
79,865,-2.109502316,1.160210133,1
79,897,-1.171464682,0.2071784735,1
79,929,-2.258543015,0.07086956501,1
79,961,-3.260490894,1.130954504,1
79,993,-4.428783417,2.949479103,1
79,1025,-4.305127144,4.891573906,1
79,1057,-2.945578098,3.951939583,1
79,1089,NaN,NaN,2
79,1121,NaN,NaN,2
79,1153,-0.9355202913,0.5734953284,1
79,1185,-1.238095045,-0.405423224,1
79,1217,-1.256313682,-1.037191391,1
79,1249,-3.202828646,-1.450727463,1
79,1281,NaN,NaN,2
79,1313,-0.4712788463,-1.787961721,1
79,1345,NaN,NaN,2
79,1377,1.085347414,-0.4930099547,1
79,1409,0.8304747343,0.3151311278,1
79,1441,2.698454142,1.411380887,1
79,1473,NaN,NaN,2
79,1505,4.818493843,-1.083783627,1
79,1537,4.200725555,-1.51507926,1
79,1569,NaN,NaN,2
79,1601,2.217006683,2.912604809,1
79,1633,2.3745749,3.394809723,1
79,1665,2.02048564,4.592513084,1
79,1697,NaN,NaN,2
79,1729,0.9565352201,4.848142147,1
79,1761,0.9817709327,5.68435955,1
79,1793,-0.1038515866,4.168726444,1
79,1825,-1.50039351,1.877638817,1
79,1857,-2.028954983,2.910885334,1
79,1889,NaN,NaN,2
79,1921,-2.465706825,10.85210323,1
79,1953,-1.827738762,1.079419851,1
79,1985,-0.837287426,-0.2186408639,1
79,2017,-2.02129221,-0.153578639,1
111,33,0.1605411768,1.790988326,1
111,65,NaN,NaN,2
111,97,-1.892432213,-0.2483178377,1
111,129,-1.624634504,-0.3084044456,1
111,161,-1.45284009,-0.5631662607,1
111,193,NaN,NaN,2
111,225,NaN,NaN,2
