PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 7, filenames: A:[7]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[8]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-5.971220016,-0.179019928,1
47,65,2.791855335,-0.2709033489,1
47,97,2.802549601,-0.5636405945,1
47,129,NaN,NaN,2
47,161,1.953114033,-1.530464649,1
47,193,-19.61489868,0.8736982346,1
47,225,NaN,NaN,2
47,257,NaN,NaN,2
47,289,NaN,NaN,2
47,321,-4.284785271,-0.8555063009,1
47,353,-3.918130398,-0.7568082809,1
47,385,-2.361489058,-1.610191345,1
47,417,-4.36127758,-1.845080733,1
47,449,-1.357442737,-0.6883402467,1
47,481,0.1919230819,-0.3679800034,1
47,513,0.2606443763,-0.02091509104,1
47,545,0.6434687376,0.8963040113,1
47,577,1.387855768,1.460072041,1
47,609,-1.355605125,-0.3715412617,1
47,641,NaN,NaN,2
47,673,1.653468251,-5.553188801,1
47,705,-12.79099369,-4.163863182,1
47,737,NaN,NaN,2
47,769,-1.410234213,1.730460167,1
47,801,-1.80207777,2.718115807,1
47,833,-2.559885502,5.497422218,1
47,865,NaN,NaN,2
47,897,-2.963821888,5.661742687,1
47,929,-2.000303507,5.029448509,1
47,961,0.2247655988,4.532175064,1
47,993,1.618085742,4.687320709,1
47,1025,2.439785242,3.669932365,1
47,1057,2.260274172,3.379261017,1
47,1089,1.957068205,5.751556396,1
47,1121,1.919952631,3.492540359,1
47,1153,3.74795866,3.384130955,1
47,1185,NaN,NaN,2
47,1217,3.194442749,7.271061897,1
47,1249,3.824348927,9.710838318,1
47,1281,4.403223515,5.78145647,1
47,1313,NaN,NaN,2
47,1345,2.104485035,4.147648811,1
47,1377,2.927456379,1.191888928,1
47,1409,7.325330734,3.133057117,1
47,1441,4.831157684,2.61575222,1
47,1473,NaN,NaN,2
47,1505,0.5277824402,-3.02066946,1
47,1537,NaN,NaN,2
47,1569,NaN,NaN,2
47,1601,NaN,NaN,2
47,1633,NaN,NaN,2
47,1665,6.427645206,0.052662462,1
47,1697,2.175952435,0.5708104372,1
47,1729,NaN,NaN,2
47,1761,4.763197899,0.8373273611,1
47,1793,NaN,NaN,2
47,1825,6.244702339,1.28355372,1
47,1857,3.820020676,1.869959712,1
47,1889,2.46226263,1.336001754,1
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,5.98735857,-0.4689102173,1
47,2017,NaN,NaN,2
79,33,NaN,NaN,2
79,65,2.186542988,-0.3673802912,1
79,97,3.361107349,-0.2281371653,1
79,129,2.821885586,-0.2032888532,1
79,161,0.7829861641,0.6332399845,1
79,193,-0.1871893704,-0.7880197763,1
79,225,NaN,NaN,2
79,257,NaN,NaN,2
79,289,-4.747844219,-0.7482210994,1
79,321,-4.390916824,-0.6961289644,1
79,353,-3.396194458,-0.9410574436,1
79,385,-1.039404869,-0.9652817249,1
79,417,NaN,NaN,2
79,449,-1.621730685,-1.132860065,1
79,481,0.06842407584,-1.00837779,1
79,513,0.4273394346,-0.8112635612,1
79,545,-1.173594952,0.1487316489,1
79,577,0.107874155,1.43359077,1
79,609,1.674010277,-0.181787014,1
79,641,NaN,NaN,2
79,673,NaN,NaN,2
79,705,1.049608827,-3.697346449,1
79,737,NaN,NaN,2
79,769,1.814016819,1.820673347,1
79,801,0.3720268607,3.355986834,1
79,833,-0.5552977324,3.354455233,1
79,865,NaN,NaN,2
79,897,NaN,NaN,2
79,929,0.1346066594,2.900673866,1
79,961,2.754581928,4.051169872,1
79,993,1.557332993,2.507343292,1
79,1025,1.587887287,1.63532877,1
79,1057,1.43100965,2.065447092,1
79,1089,1.197289824,3.521502972,1
79,1121,1.239345551,2.255151033,1
79,1153,2.514863253,3.71702075,1
79,1185,1.911929607,5.018574715,1
79,1217,1.970003843,8.07884407,1
79,1249,3.340625525,7.677567482,1
79,1281,NaN,NaN,2
79,1313,1.294638157,1.738251567,1
79,1345,NaN,NaN,2
79,1377,2.917757273,1.164999008,1
79,1409,6.479487419,0.8563421369,1
79,1441,5.42851162,0.2531586289,1
79,1473,NaN,NaN,2
79,1505,NaN,NaN,2
79,1537,6.897064209,-0.4066683054,1
79,1569,6.883890152,0.2911138535,1
79,1601,9.145771027,-0.4531720877,1
79,1633,NaN,NaN,2
79,1665,6.84240818,-0.2313428521,1
79,1697,4.990122795,0.4176526666,1
79,1729,3.864601612,1.217612624,1
79,1761,4.581281185,1.585323572,1
79,1793,5.204349518,0.8226317167,1
79,1825,4.345226765,0.3919472694,1
79,1857,3.396128654,-0.2997500002,1
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,3.070254564,-0.5539871454,1
79,2017,NaN,NaN,2
111,33,4.179073334,0.5212581158,1
111,65,4.443941116,-0.5798140764,1
111,97,4.399314404,-0.3335976601,1
111,129,2.693004608,-1.045816779,1
111,161,0.7716962099,-1.255361438,1
111,193,0.2229923308,-1.190375924,1
111,225,-0.7808228731,-2.16869235,1
111,257,NaN,NaN,2
111,289,-1.63162148,-0.8111327291,1
111,321,-2.486183405,-0.7063438296,1
111,353,-2.882525206,-0.9913707376,1
111,385,-1.700582504,-0.7702846527,1
111,417,-3.147114515,-1.487276554,1
111,449,-1.823313475,-1.131199837,1
111,481,-0.0528056398,-1.020058513,1
111,513,0.4165827036,-0.7947279811,1
111,545,0.5989678502,-0.2756670713,1
111,577,0.1214854717,0.4958240986,1
111,609,0.9663418531,1.951916456,1
111,641,1.243365526,0.7181853652,1
111,673,NaN,NaN,2
111,705,NaN,NaN,2
111,737,NaN,NaN,2
111,769,1.14335227,1.826581359,1
111,801,1.038413525,2.260364056,1
111,833,1.233174443,2.399016142,1
111,865,NaN,NaN,2
111,897,NaN,NaN,2
111,929,0.8781637549,2.286057472,1
111,961,1.255647898,1.825252056,1
111,993,NaN,NaN,2
111,1025,1.514386296,1.497965813,1
111,1057,1.384999514,1.430458546,1
111,1089,0.07705211639,0.4578652382,1
111,1121,1.079673886,-0.07977676392,1
111,1153,1.771643639,3.336939812,1
111,1185,2.583720684,5.115781784,1
111,1217,2.229821205,6.362875938,1
111,1249,NaN,NaN,2
111,1281,NaN,NaN,2
111,1313,NaN,NaN,2
111,1345,3.111195564,2.697994471,1
111,1377,3.509295702,2.596847057,1
111,1409,4.597178459,0.7540259957,1
111,1441,5.994255066,-0.1787463129,1
111,1473,6.392173767,-0.1632994115,1
111,1505,7.749886513,-1.566342831,1
111,1537,9.06392765,-0.1611239314,1
111,1569,9.777787209,0.3709999919,1
111,1601,10.20510864,-0.2338128388,1
111,1633,10.38230705,-0.3722307086,1
111,1665,NaN,NaN,2
111,1697,NaN,NaN,2
111,1729,6.147464275,0.9664437175,1
111,1761,4.716561317,1.955761075,1
111,1793,NaN,NaN,2
111,1825,5.841784954,0.01873528957,1
111,1857,2.478593826,-1.712122917,1
111,1889,2.466910839,-1.610505581,1
111,1921,4.30697155,1.280217409,1
111,1953,NaN,NaN,2
111,1985,0.8934720755,-0.5069952607,1
111,2017,1.27345252,-0.5597983599,1
143,33,2.961277485,1.00833714,1
143,65,NaN,NaN,2
143,97,NaN,NaN,2
143,129,NaN,NaN,2
143,161,2.122056007,-3.211827993,1
143,193,0.6014896631,-1.484324694,1
143,225,-0.1219146252,-1.710479498,1
143,257,NaN,NaN,2
143,289,1.98277986,-2.794015169,1
143,321,-0.2105133533,-0.3750174046,1
143,353,-1.944103241,0.163749516,1
143,385,-2.238479376,-0.2107034922,1
143,417,-2.170450687,-1.373208046,1
143,449,-0.9985838532,-2.520311117,1
143,481,NaN,NaN,2
143,513,2.098457813,-1.740541458,1
143,545,2.099664927,-0.8701817989,1
143,577,0.8083697557,0.06294900179,1
143,609,0.148145318,0.2007803321,1
143,641,1.206365585,0.1448331475,1
143,673,2.77962923,2.204265594,1
143,705,NaN,NaN,2
143,737,NaN,NaN,2
143,769,NaN,NaN,2
143,801,0.7437236309,0.5355672836,1
143,833,1.607686639,1.250801563,1
143,865,2.189453363,7.71348381,1
143,897,NaN,NaN,2
143,929,0.8330744505,2.105029106,1
143,961,NaN,NaN,2
143,993,NaN,NaN,2
143,1025,1.298105121,2.391288519,1
143,1057,1.000861883,3.133734703,1
143,1089,-0.05428266525,2.460729361,1
143,1121,1.542611837,2.788548231,1
143,1153,1.891749382,3.425190449,1
143,1185,2.46902442,3.273188591,1
143,1217,2.984483957,2.923157215,1
143,1249,NaN,NaN,2
143,1281,NaN,NaN,2
143,1313,NaN,NaN,2
143,1345,3.129788876,2.873603344,1
143,1377,5.478154659,2.607511997,1
143,1409,7.698090076,1.275163531,1
143,1441,6.713404655,0.8880316019,1
143,1473,8.124476433,0.998996973,1
143,1505,8.286356926,0.6330395937,1
143,1537,7.919737339,-0.007793813944,1
143,1569,NaN,NaN,2
143,1601,8.067430496,-0.8157132268,1
143,1633,7.044271469,-0.04510015249,1
143,1665,NaN,NaN,2
143,1697,NaN,NaN,2
143,1729,NaN,NaN,2
143,1761,4.029892921,1.423177361,1
143,1793,2.757295132,0.847548306,1
143,1825,2.175589085,0.4782267809,1
143,1857,1.746320724,-0.3263712525,1
143,1889,1.61519742,-0.9818344116,1
143,1921,1.648404121,0.005946785212,1
143,1953,0.8862248659,1.170333266,1
143,1985,NaN,NaN,2
143,2017,0.06398248672,-1.137466431,1
175,33,3.230039597,1.081075907,1
175,65,2.218156576,0.06684686244,1
175,97,1.78582871,-0.8443166614,1
175,129,1.092540145,-2.110135555,1
175,161,1.878425598,-1.58694315,1
175,193,1.38384521,-1.297481894,1
175,225,1.041231632,-0.9001371264,1
175,257,1.932043076,-0.3360255957,1
175,289,NaN,NaN,2
175,321,NaN,NaN,2
175,353,NaN,NaN,2
175,385,NaN,NaN,2
175,417,-1.240264297,-1.865614057,1
175,449,-0.452077508,-2.756583452,1
175,481,0.5483571887,-2.680753469,1
175,513,3.109012604,-2.112856627,1
175,545,4.063771248,-1.15484333,1
175,577,1.975162745,-0.327290833,1
175,609,0.8216321468,-0.3091421723,1
175,641,1.198649883,-0.8404089212,1
175,673,1.016483188,-0.2371169627,1
175,705,0.761339426,-0.6164655685,1
175,737,NaN,NaN,2
175,769,NaN,NaN,2
175,801,-0.691491127,0.8771084547,1
175,833,NaN,NaN,2
175,865,NaN,NaN,2
175,897,NaN,NaN,2
175,929,0.2556401491,2.397056341,1
175,961,0.8683799505,1.14658618,1
175,993,NaN,NaN,2
175,1025,NaN,NaN,2
175,1057,0.4338524342,3.5466187,1
175,1089,0.928560853,2.68076992,1
175,1121,2.52922225,3.199921131,1
175,1153,2.436290264,3.643708229,1
