PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 8, filenames: A:[8]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[9]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.4198889732,2.821992636,1
47,65,2.438177824,1.161743045,1
47,97,0.4746720791,2.17264986,1
47,129,-1.992474079,2.237138271,1
47,161,-1.321787596,3.577756405,1
47,193,-0.7105295658,1.388430834,1
47,225,0.2722658515,0.5333693624,1
47,257,1.490561962,-0.9195182323,1
47,289,-0.4761697054,-1.164421678,1
47,321,-4.033377647,-0.7678038478,1
47,353,-5.158483505,0.1512345374,1
47,385,-3.475895166,-0.1726705581,1
47,417,-0.7235450745,-0.07240727544,1
47,449,0.6352581978,0.08429175615,1
47,481,1.355052948,1.794777155,1
47,513,2.772755623,0.02553039789,1
47,545,2.525722504,-2.731976986,1
47,577,0.3343298435,-3.581436157,1
47,609,2.212475061,-6.283431053,1
47,641,2.459684849,-2.208374977,1
47,673,1.538257122,-1.104836464,1
47,705,2.399443626,-2.514442921,1
47,737,1.868313313,-0.08748316765,1
47,769,NaN,NaN,2
47,801,NaN,NaN,2
47,833,-3.678153515,-0.6856749058,1
47,865,-4.724784851,-2.476787806,1
47,897,-4.252429962,-4.31180191,1
47,929,-0.9121961594,-3.547120571,1
47,961,0.3013587296,-3.327472687,1
47,993,0.4302762747,-4.140366554,1
47,1025,NaN,NaN,2
47,1057,0.8141703606,-1.52954495,1
47,1089,0.6504243612,1.737754226,1
47,1121,0.1090269834,2.285808086,1
47,1153,0.4005962014,2.183885574,1
47,1185,2.028512955,3.415061951,1
47,1217,1.519627094,0.885818243,1
47,1249,3.702044487,-2.11378479,1
47,1281,NaN,NaN,2
47,1313,4.661204815,-2.039471388,1
47,1345,3.006592512,-0.7120783329,1
47,1377,1.777421474,-1.330119967,1
47,1409,0.3580389023,0.09005022049,1
47,1441,2.305984259,0.05467200279,1
47,1473,3.025818586,1.076829314,1
47,1505,3.310975552,0.8426046371,1
47,1537,4.399401665,1.939326286,1
47,1569,5.146754742,0.8310106397,1
47,1601,NaN,NaN,2
47,1633,6.32067585,0.7966375351,1
47,1665,4.35401535,2.453206539,1
47,1697,5.806858063,1.75290823,1
47,1729,NaN,NaN,2
47,1761,NaN,NaN,2
47,1793,4.406270027,0.3381912708,1
47,1825,1.910778522,3.401896238,1
47,1857,1.095539093,2.470672369,1
47,1889,1.949139714,2.838408709,1
47,1921,3.626802921,1.994665742,1
47,1953,NaN,NaN,2
47,1985,NaN,NaN,2
47,2017,NaN,NaN,2
79,33,NaN,NaN,2
79,65,NaN,NaN,2
79,97,NaN,NaN,2
79,129,NaN,NaN,2
79,161,2.070891857,2.951066017,1
79,193,1.262642145,0.9829312563,1
79,225,0.7814673185,-0.07399851084,1
79,257,-0.6908425689,-0.378313601,1
79,289,-4.034819126,-0.0834774971,1
79,321,-3.554843903,-0.06807634234,1
79,353,-2.937842131,0.3366726041,1
79,385,-1.458861351,0.1017115265,1
79,417,-0.107519418,0.02113003656,1
79,449,-1.1145432,1.700320244,1
79,481,-2.892717361,2.577905655,1
79,513,-0.1247671843,0.2076325417,1
79,545,-0.002943396568,-2.764684677,1
79,577,0.2478624582,-6.034025669,1
79,609,NaN,NaN,2
79,641,NaN,NaN,2
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,NaN,NaN,2
79,769,0.2278496027,-0.9461234808,1
79,801,-2.262411118,0.4728441834,1
79,833,-3.396556854,-0.6466029882,1
79,865,-4.593839169,-2.356482983,1
79,897,-4.32930851,-3.706885815,1
79,929,-2.336018085,-4.588376999,1
79,961,-0.04671789706,-4.380839825,1
79,993,-0.1239601821,-5.276867867,1
79,1025,NaN,NaN,2
79,1057,0.01549559832,-1.36623013,1
79,1089,0.08526392281,0.4932317734,1
79,1121,0.09771634638,0.6081241965,1
79,1153,-0.2228748947,1.001231432,1
79,1185,0.1457113326,1.06724906,1
79,1217,0.7828321457,-0.4449809194,1
79,1249,1.81187892,-0.6414849758,1
79,1281,3.017815351,0.2292730808,1
79,1313,3.217503548,-0.8018664718,1
79,1345,2.518444538,-0.1239088476,1
79,1377,1.695385695,-0.4425652325,1
79,1409,1.970173836,1.308474302,1
79,1441,2.176407099,1.112998009,1
79,1473,2.120306969,1.35968554,1
79,1505,2.468081474,0.6978541613,1
79,1537,3.246462345,0.3789229691,1
79,1569,3.586904526,-1.003682852,1
79,1601,3.660720348,-0.4793407321,1
79,1633,3.451408386,1.292134523,1
79,1665,3.179072618,1.372325182,1
79,1697,3.895365238,1.147475004,1
79,1729,3.765575409,1.213355541,1
79,1761,3.949654102,0.5872430205,1
79,1793,4.079397202,0.649009943,1
79,1825,1.824958563,1.192338705,1
79,1857,2.04087615,0.7297719717,1
79,1889,3.446643353,1.752334118,1
79,1921,2.612796783,1.943423748,1
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,2.135875702,0.007194340229,1
111,33,0.6931858063,0.3901709914,1
111,65,NaN,NaN,2
111,97,NaN,NaN,2
111,129,NaN,NaN,2
111,161,NaN,NaN,2
111,193,0.7009419203,0.4416780472,1
111,225,-0.1857964844,0.4839434624,1
111,257,-1.091396689,-0.9535586238,1
111,289,-1.536724329,-0.01266980171,1
111,321,-2.015673637,-0.5287501812,1
111,353,-1.447284222,-0.3087604046,1
111,385,-0.5748758316,0.5238788724,1
111,417,-0.1312563419,-0.02023372427,1
111,449,-0.7245152593,-0.44151932,1
111,481,NaN,NaN,2
111,513,-1.386813402,-2.63723278,1
111,545,-0.81707412,-2.802204132,1
111,577,-0.6137642264,-4.093189716,1
111,609,-0.01105570793,-7.211008549,1
111,641,-0.09642916918,-4.730707645,1
111,673,NaN,NaN,2
111,705,NaN,NaN,2
111,737,-3.66027236,-2.305828333,1
111,769,-1.321651459,-1.907049298,1
111,801,-1.871121168,-2.298888206,1
111,833,-1.563953757,-1.25287199,1
111,865,NaN,NaN,2
111,897,-3.14645195,-2.613664627,1
111,929,-1.042132735,-3.351592064,1
111,961,NaN,NaN,2
111,993,-0.2424486876,-3.948566914,1
111,1025,-0.8195010424,-2.628455639,1
111,1057,-0.3797791898,-1.97203064,1
111,1089,0.7856022716,-2.933904648,1
111,1121,0.9809221029,-2.017244339,1
111,1153,-0.9079939723,0.3079528809,1
111,1185,-1.05044353,0.5267195702,1
111,1217,-0.947320044,0.1285000741,1
111,1249,NaN,NaN,2
111,1281,NaN,NaN,2
111,1313,NaN,NaN,2
111,1345,2.381310225,-0.2326498926,1
111,1377,2.379308701,-0.03574770689,1
111,1409,2.410876751,0.8415215611,1
111,1441,1.768328905,1.718610048,1
111,1473,1.757802248,1.650642633,1
111,1505,1.87028265,2.082565784,1
111,1537,1.924248695,0.4963982701,1
111,1569,1.882809877,-0.9384791851,1
111,1601,1.267690182,0.6475772262,1
111,1633,1.860099316,1.126467586,1
111,1665,3.025751591,0.9694142938,1
111,1697,3.087073326,1.612092257,1
111,1729,3.0000875,1.361346126,1
111,1761,2.600091457,1.834091663,1
111,1793,2.123415947,1.484721065,1
111,1825,1.875453711,0.5708884001,1
111,1857,3.064933538,-0.8523387909,1
111,1889,1.973258018,-0.457624495,1
111,1921,1.368914008,0.6183805466,1
111,1953,1.005754232,1.217942595,1
111,1985,0.5226911306,1.12006104,1
111,2017,0.1195766926,-0.5748229623,1
143,33,3.308580875,0.01713651419,1
143,65,NaN,NaN,2
143,97,NaN,NaN,2
143,129,3.484616756,-1.222030044,1
143,161,2.360063076,0.523933053,1
143,193,0.500064671,0.1358988881,1
143,225,-1.016806126,0.6129825115,1
143,257,NaN,NaN,2
143,289,NaN,NaN,2
143,321,NaN,NaN,2
143,353,NaN,NaN,2
143,385,1.022249222,2.154242039,1
143,417,-0.2571839392,0.09512384236,1
143,449,-0.6226211786,-0.09032349288,1
143,481,-0.5249464512,-1.040428758,1
143,513,-1.01024127,-5.427583694,1
143,545,-1.89736104,-5.594165802,1
143,577,-1.227958083,-3.50927186,1
143,609,1.42617631,-5.689994812,1
143,641,1.482981324,-4.275250435,1
143,673,-0.3989238739,-3.486500025,1
143,705,NaN,NaN,2
143,737,-3.970347166,-0.9925215244,1
143,769,0.5340671539,-0.5514811277,1
143,801,-1.130117416,-1.999091506,1
143,833,-1.00874877,-1.337803245,1
143,865,-1.003711104,-0.1745084524,1
143,897,-1.2452631,-1.107896447,1
143,929,0.2584741116,-2.706373453,1
143,961,NaN,NaN,2
143,993,NaN,NaN,2
143,1025,-0.6129635572,-1.786200523,1
143,1057,-1.823308706,-2.785131931,1
143,1089,-0.9592172503,-2.204108953,1
143,1121,0.06187388301,-2.158065081,1
143,1153,-0.5042378902,-1.321674228,1
143,1185,-1.040762305,-0.5587726831,1
143,1217,-1.358299375,0.05122971535,1
143,1249,-1.172528625,-0.5410033464,1
143,1281,NaN,NaN,2
143,1313,NaN,NaN,2
143,1345,1.670070529,-0.5113675594,1
143,1377,2.589192152,-0.303819418,1
143,1409,3.217237473,0.07365635037,1
