PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 9, filenames: A:[9]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[10]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
399,1153,-0.5588599443,0.7911975384,1
399,1185,NaN,NaN,2
399,1217,-0.4595326185,0.6954551339,1
399,1249,-0.7917819023,-0.1693145037,1
399,1281,-3.890279531,-0.9618268013,1
399,1313,-2.71073103,0.03179883957,1
399,1345,-0.6897120476,0.2711234689,1
399,1377,NaN,NaN,2
399,1409,-0.06554275751,-0.9870957732,1
399,1441,-0.3243541121,-0.8810254931,1
399,1473,-1.037569523,-0.08865743876,1
399,1505,-1.209967136,0.209406659,1
399,1537,-1.332785845,0.3212161064,1
399,1569,-1.072387934,0.4804291129,1
399,1601,-1.60720849,0.7383483648,1
399,1633,-2.180684805,0.5279479623,1
399,1665,-2.406354666,0.4461472929,1
399,1697,NaN,NaN,2
399,1729,-2.346553326,-0.2570698857,1
399,1761,-2.7127707,-0.6977314353,1
399,1793,-5.495804787,-2.957744122,1
399,1825,-6.811885357,-1.691164494,1
399,1857,-5.698950768,2.363616467,1
399,1889,-3.735411167,0.8670544028,1
399,1921,-3.704830408,3.317975521,1
399,1953,-3.191146374,3.496785402,1
399,1985,-2.17898345,3.04131937,1
399,2017,-3.158878326,-0.006687939167,1
431,33,0.5599783063,0.1151852608,1
431,65,-0.3266313076,0.4529705048,1
431,97,NaN,NaN,2
431,129,NaN,NaN,2
431,161,4.457967758,-3.589130878,1
431,193,NaN,NaN,2
431,225,0.6763214469,-2.304720879,1
431,257,0.5666195154,-4.161520004,1
431,289,0.06243091822,-2.284770489,1
431,321,NaN,NaN,2
431,353,-0.9406437874,2.929785252,1
431,385,NaN,NaN,2
431,417,NaN,NaN,2
431,449,-0.6087653041,-6.612411022,1
431,481,1.028716445,-5.568647385,1
431,513,2.255443811,-3.479563713,1
431,545,-0.84708184,-2.952763557,1
431,577,-1.544421911,-4.089133263,1
431,609,-2.213110924,-4.085539341,1
431,641,NaN,NaN,2
431,673,NaN,NaN,2
431,705,-3.476177454,-1.185583711,1
431,737,-4.165572166,0.17981112,1
431,769,-3.782148123,1.969883919,1
431,801,-2.898394346,1.441040993,1
431,833,-3.015660763,0.6715889573,1
431,865,-3.26693368,1.057396173,1
431,897,-3.367685556,0.6965110898,1
431,929,-4.783301353,0.8176210523,1
431,961,-5.809017181,0.6484563351,1
431,993,-4.035611153,-0.02524787188,1
431,1025,-3.346180677,0.5161473155,1
431,1057,-4.297076702,0.8526521921,1
431,1089,-3.14481473,-0.2945134342,1
431,1121,-0.7365914583,0.2236579657,1
431,1153,-0.3051068187,1.75891161,1
431,1185,-0.01647043228,-0.491702497,1
431,1217,-0.2310598493,-2.127947569,1
431,1249,NaN,NaN,2
431,1281,NaN,NaN,2
431,1313,NaN,NaN,2
431,1345,-0.7027449608,1.756772995,1
431,1377,NaN,NaN,2
431,1409,NaN,NaN,2
431,1441,NaN,NaN,2
431,1473,-1.204527378,-0.08709229529,1
431,1505,-1.420581341,0.875690937,1
431,1537,-1.667677402,0.2665351033,1
431,1569,-1.737459302,0.2019579411,1
431,1601,-1.968151093,0.488096565,1
431,1633,NaN,NaN,2
431,1665,-2.777637005,0.713188529,1
431,1697,NaN,NaN,2
431,1729,-3.137772799,-0.2437568456,1
431,1761,-4.075034142,-0.6452834606,1
431,1793,-4.837481022,-1.147790909,1
431,1825,-5.046971321,-0.7975052595,1
431,1857,-4.987411022,0.6383292675,1
431,1889,NaN,NaN,2
431,1921,-3.619137526,3.810860157,1
431,1953,-2.859984398,2.861326933,1
431,1985,-2.720468044,0.3034237027,1
431,2017,-3.472420692,-0.6168898344,1
463,33,2.171313763,0.06642222404,1
463,65,3.067756414,0.3359616995,1
463,97,0.01415944099,-0.2440811247,1
463,129,0.7931255102,-1.757600427,1
463,161,2.170197964,-4.517969131,1
463,193,1.751343966,-4.067331791,1
463,225,1.055489659,-5.145928383,1
463,257,0.5254896879,-5.314255238,1
463,289,-1.872144938,-1.863738537,1
463,321,NaN,NaN,2
463,353,-0.2352095246,2.580369949,1
463,385,0.07755279541,-1.035053968,1
463,417,-0.4978778958,-2.581348896,1
463,449,NaN,NaN,2
463,481,NaN,NaN,2
463,513,NaN,NaN,2
463,545,NaN,NaN,2
463,577,-1.013504982,-3.850916862,1
463,609,-1.186637759,-2.75073266,1
463,641,-1.37595129,-1.545891404,1
463,673,-1.994477868,-0.2209026814,1
463,705,-2.82399559,-0.8176144361,1
463,737,-2.883581161,0.8595422506,1
463,769,-3.005707741,1.063198209,1
463,801,-2.285178185,0.69381845,1
463,833,-3.249521971,-0.5072410107,1
463,865,-3.316593647,0.2145422101,1
463,897,-3.311292648,0.500343442,1
463,929,-5.357754707,0.9027988911,1
463,961,-7.603121758,0.9038074017,1
463,993,-7.168661118,0.1586229205,1
463,1025,-5.748703003,0.4319360256,1
463,1057,-4.115903854,3.016913652,1
463,1089,-2.087183952,0.2743852139,1
463,1121,-2.080516815,0.8690749407,1
463,1153,-0.8482193351,1.037047625,1
463,1185,0.2944350839,-0.5904564857,1
463,1217,-0.03032261133,-3.093967199,1
463,1249,NaN,NaN,2
463,1281,-1.316655874,-2.10021925,1
463,1313,-2.123613119,-1.387225389,1
463,1345,NaN,NaN,2
463,1377,NaN,NaN,2
463,1409,-1.085681319,-0.7305862308,1
463,1441,-1.229153037,-1.185706615,1
463,1473,-2.561349154,-0.2241313457,1
463,1505,-1.186943054,-0.2600685358,1
463,1537,-1.605973482,0.03633636236,1
463,1569,-2.18341136,0.0588927865,1
463,1601,-2.612797737,0.1700253189,1
463,1633,-2.709282398,0.6375362873,1
463,1665,-2.615528107,0.09142419696,1
463,1697,NaN,NaN,2
463,1729,-4.91337347,-0.3748043776,1
463,1761,-5.414645672,-0.09665974975,1
463,1793,-5.630227089,-0.8044756055,1
463,1825,-5.609573364,-0.05636161566,1
463,1857,-4.470548153,0.863129735,1
463,1889,NaN,NaN,2
463,1921,NaN,NaN,2
463,1953,-4.949551105,1.076826572,1
463,1985,-3.721598148,0.3013409972,1
463,2017,-3.929557323,-1.524701357,1
495,33,2.254239559,0.2446827292,1
495,65,1.585497737,-0.4835136533,1
495,97,1.339165807,-2.422976494,1
495,129,1.862645984,-3.477909565,1
495,161,NaN,NaN,2
495,193,1.977797508,-3.92743659,1
495,225,1.495003939,-5.373362541,1
495,257,0.85894382,-3.199846268,1
495,289,NaN,NaN,2
495,321,1.308748245,0.7317698002,1
495,353,0.05524170399,0.5078681707,1
495,385,-0.311986208,-0.9788427353,1
495,417,NaN,NaN,2
495,449,NaN,NaN,2
495,481,NaN,NaN,2
495,513,1.839302063,-4.063301086,1
495,545,0.1390061975,-3.581859589,1
495,577,-1.061225653,-2.62785697,1
495,609,-1.142203331,-2.059077978,1
495,641,-0.8689162731,-1.772304893,1
495,673,-0.9711588621,-0.2069240212,1
495,705,-2.606189251,0.2098351717,1
495,737,-2.855472803,1.440177083,1
495,769,-2.251945972,1.311769605,1
495,801,-2.919932604,0.4780833125,1
495,833,-3.34777379,-1.067925453,1
495,865,-4.016324043,-0.023442626,1
495,897,-4.425961494,0.4327808022,1
495,929,-6.006809235,0.5915704966,1
495,961,-6.819775105,2.878268003,1
495,993,-7.135426521,1.439659595,1
495,1025,-6.035486698,0.8490970135,1
495,1057,-2.884530067,1.133316517,1
495,1089,-2.105424404,-0.6119513512,1
495,1121,NaN,NaN,2
495,1153,-2.772311449,0.3411408663,1
495,1185,-1.286959052,2.129117012,1
495,1217,NaN,NaN,2
495,1249,-0.4550113678,-1.247498512,1
495,1281,-1.302655101,-2.331372261,1
495,1313,-3.301107883,-1.712332726,1
495,1345,NaN,NaN,2
495,1377,NaN,NaN,2
495,1409,-1.091926694,0.6386034489,1
495,1441,-1.484418988,1.039985061,1
495,1473,-1.759059906,-0.536177814,1
495,1505,-1.793245792,-0.9156551361,1
495,1537,-1.973932743,-0.2343434691,1
495,1569,-2.355813503,0.1709039211,1
495,1601,-2.591810942,0.2481177151,1
495,1633,-2.426420212,0.579985559,1
495,1665,-1.492003918,0.09245073795,1
495,1697,-1.53947401,-0.228373155,1
495,1729,-4.502736092,0.06278915703,1
495,1761,-5.333967209,0.4792488217,1
495,1793,-6.860931873,0.5152587891,1
495,1825,-7.463421822,0.9560905099,1
495,1857,NaN,NaN,2
495,1889,NaN,NaN,2
495,1921,NaN,NaN,2
495,1953,NaN,NaN,2
495,1985,-4.867952824,2.800538778,1
495,2017,-3.22549367,-1.726019263,1
527,33,2.044632435,0.06714475155,1
527,65,2.422961473,-3.170420647,1
527,97,3.54506731,-4.121077538,1
527,129,NaN,NaN,2
527,161,1.868068337,3.350722313,1
527,193,1.900791645,1.03607583,1
527,225,1.743400931,-5.068299294,1
527,257,1.297845364,-3.171738625,1
527,289,0.4615007639,-2.519989967,1
527,321,0.4225507379,-0.891602993,1
527,353,1.200762391,-2.7275424,1
527,385,-1.498665094,-3.589440346,1
527,417,-1.57753396,-2.50318718,1
527,449,NaN,NaN,2
527,481,NaN,NaN,2
527,513,NaN,NaN,2
527,545,-0.4159550667,-2.867536068,1
527,577,-1.720761299,-2.874735355,1
527,609,-1.479487896,-2.152444601,1
527,641,-0.3219000101,-1.869393826,1
527,673,0.4468238354,-0.3667699099,1
527,705,-1.650480509,0.1512178183,1
527,737,-2.413299084,1.930882692,1
527,769,-2.846080303,1.5895046,1
527,801,NaN,NaN,2
527,833,NaN,NaN,2
527,865,NaN,NaN,2
527,897,NaN,NaN,2
527,929,NaN,NaN,2
527,961,-5.91956377,1.006773949,1
527,993,-6.592461109,1.239962339,1
527,1025,-6.803689957,1.397368073,1
527,1057,-7.822755814,2.44449687,1
527,1089,-7.162291527,1.545390844,1
527,1121,NaN,NaN,2
527,1153,-4.791450977,3.018456697,1
527,1185,NaN,NaN,2
527,1217,NaN,NaN,2
527,1249,-1.684482813,-0.8895197511,1
527,1281,-1.712142587,-1.583525896,1
527,1313,-1.480326772,-1.318872094,1
527,1345,NaN,NaN,2
527,1377,NaN,NaN,2
527,1409,NaN,NaN,2
527,1441,NaN,NaN,2
527,1473,-1.44694519,-0.8474756479,1
527,1505,-1.68141973,-0.5868372917,1
527,1537,-1.919735789,-0.2623460293,1
527,1569,-2.064189196,0.3225029111,1
527,1601,NaN,NaN,2
527,1633,NaN,NaN,2
527,1665,-2.471085072,0.4843283892,1
527,1697,-2.676199198,0.6506787539,1
527,1729,-3.4922328,0.6549054384,1
527,1761,-4.319461346,0.5714771748,1
527,1793,-4.233842373,1.32387495,1
527,1825,NaN,NaN,2
527,1857,NaN,NaN,2
527,1889,NaN,NaN,2
527,1921,NaN,NaN,2
527,1953,6.614754677,12.2445507,1
527,1985,NaN,NaN,2
527,2017,-0.6267185211,-1.086667776,1
559,33,1.204396725,0.4590573907,1
559,65,1.080317616,-3.26300931,1
559,97,0.7548775673,-1.224383593,1
559,129,NaN,NaN,2
559,161,2.983078241,3.113529205,1
559,193,3.124791622,2.008652449,1
559,225,1.616451621,-4.106813431,1
559,257,1.332856894,-3.40046382,1
559,289,0.8643604517,-2.792950153,1
559,321,0.3857031465,-2.930102825,1
559,353,-1.527574658,-4.349560738,1
559,385,-4.186725616,-2.670589685,1
559,417,-3.319252729,-2.660661936,1
559,449,-7.982976913,-11.89858055,1
559,481,-7.985821724,-11.84456062,1
559,513,NaN,NaN,2
559,545,-1.257114768,-2.514701605,1
559,577,-1.610972285,-1.770575047,1
559,609,-1.648988962,-2.043251991,1
559,641,-2.279450178,-1.681012273,1
559,673,-1.244633436,-0.7003874779,1
559,705,-2.792146444,1.029335022,1
559,737,-4.064078331,2.233103514,1
559,769,NaN,NaN,2
559,801,NaN,NaN,2
559,833,NaN,NaN,2
559,865,NaN,NaN,2
559,897,NaN,NaN,2
559,929,-5.814434052,-1.425562024,1
559,961,-5.787270546,-0.6769893765,1
559,993,-5.969307423,0.6454908848,1
559,1025,-6.768571377,1.480329394,1
559,1057,-8.442991257,3.52665019,1
559,1089,-9.027355194,4.562320709,1
559,1121,-7.429430962,4.526385307,1
559,1153,-5.345475197,4.923851967,1
559,1185,-3.461008549,3.494021416,1
559,1217,NaN,NaN,2
559,1249,-1.929726362,-3.146624327,1
559,1281,NaN,NaN,2
559,1313,NaN,NaN,2
559,1345,NaN,NaN,2
559,1377,NaN,NaN,2
559,1409,NaN,NaN,2
559,1441,-2.059370995,-1.813396811,1
559,1473,-1.692647934,-1.038998604,1
559,1505,-1.443138242,-0.1842481494,1
559,1537,-1.585796952,0.439946115,1
559,1569,-1.459983587,2.021842003,1
559,1601,-0.9052548409,0.4818276167,1
559,1633,-3.840330601,-0.7359627485,1
559,1665,-3.673469782,0.9753916264,1
559,1697,-3.155180454,1.861740351,1
559,1729,-3.505455732,1.768069386,1
559,1761,-4.31490612,1.184878945,1
559,1793,-4.236601353,4.817917824,1
559,1825,NaN,NaN,2
559,1857,NaN,NaN,2
559,1889,NaN,NaN,2
559,1921,-1.559505701,-18.96440697,1
559,1953,-0.7606973648,1.145313978,1
559,1985,NaN,NaN,2
559,2017,NaN,NaN,2
591,33,2.259167433,0.5303759575,1
591,65,-0.7822440863,-3.125706196,1
591,97,-1.849986792,-0.8597549796,1
591,129,NaN,NaN,2
591,161,1.632762551,2.454184532,1
591,193,NaN,NaN,2
591,225,NaN,NaN,2
591,257,1.511352062,-2.993122339,1
591,289,1.352373838,-4.194453239,1
591,321,0.9804967642,-3.549533606,1
591,353,-2.796067715,-1.825701237,1
591,385,NaN,NaN,2
591,417,NaN,NaN,2
591,449,-9.033111572,-14.19167519,1
591,481,NaN,NaN,2
591,513,NaN,NaN,2
591,545,-0.5543607473,-0.133074522,1
591,577,NaN,NaN,2
591,609,-1.219544888,-2.028224468,1
591,641,-1.581355572,-1.722999215,1
591,673,-2.373343945,-0.1923048496,1
591,705,-3.292329311,0.4433946609,1
591,737,-2.645816326,1.693407297,1
591,769,-3.268425941,-0.2615169287,1
591,801,NaN,NaN,2
591,833,NaN,NaN,2
591,865,NaN,NaN,2
591,897,-7.6453619,2.808777332,1
591,929,-7.265453339,-1.545072556,1
591,961,-6.945300102,-1.846618056,1
591,993,-5.97172308,0.3013462722,1
591,1025,-7.182926178,1.620670915,1
591,1057,-6.903044701,2.122231007,1
591,1089,-7.391226768,5.219604492,1
591,1121,-5.274051666,5.286792755,1
591,1153,-3.472728252,4.857366562,1
591,1185,-2.37746644,2.948181629,1
591,1217,-1.494151831,0.7661496997,1
591,1249,0.1659510136,-3.393662214,1
591,1281,NaN,NaN,2
591,1313,NaN,NaN,2
591,1345,NaN,NaN,2
591,1377,NaN,NaN,2
591,1409,-3.834158421,-2.091950417,1
591,1441,-2.02691555,-4.149611473,1
591,1473,-2.011254787,-2.106087685,1
591,1505,-1.609952092,-0.5827770233,1
591,1537,-1.147024632,1.004108787,1
591,1569,-0.1714069843,2.046483994,1
591,1601,-0.07387912273,0.5906590819,1
591,1633,NaN,NaN,2
591,1665,-3.381015539,1.57239306,1
591,1697,-3.495137215,3.590306759,1
591,1729,-3.614993095,2.148892641,1
591,1761,-4.738926411,4.955580711,1
591,1793,-4.76022768,5.376261234,1
591,1825,NaN,NaN,2
591,1857,NaN,NaN,2
591,1889,NaN,NaN,2
591,1921,-4.092144489,0.9224691391,1
591,1953,-1.758015871,2.478898287,1
591,1985,NaN,NaN,2
591,2017,NaN,NaN,2
623,33,-0.7436122894,0.1827924252,1
623,65,-0.6639956832,-2.001552343,1
623,97,NaN,NaN,2
623,129,0.8313499689,-1.93440485,1
623,161,1.609675527,-2.611336708,1
623,193,2.250020504,-2.981637478,1
623,225,NaN,NaN,2
623,257,1.731985688,-3.355167627,1
623,289,1.263773084,-3.956866026,1
623,321,NaN,NaN,2
623,353,NaN,NaN,2
623,385,NaN,NaN,2
623,417,NaN,NaN,2
623,449,-0.8264940977,-0.599360466,1
623,481,-0.8977661133,-2.048816919,1
623,513,-0.09700602293,-2.202094078,1
623,545,NaN,NaN,2
623,577,NaN,NaN,2
623,609,NaN,NaN,2
623,641,NaN,NaN,2
623,673,NaN,NaN,2
623,705,2.019753695,-1.462060452,1
623,737,NaN,NaN,2
623,769,NaN,NaN,2
623,801,NaN,NaN,2
623,833,NaN,NaN,2
623,865,NaN,NaN,2
623,897,-7.210786343,0.5616848469,1
623,929,-6.796900749,-2.436061382,1
623,961,NaN,NaN,2
623,993,NaN,NaN,2
623,1025,-6.868561268,1.913103938,1
623,1057,-7.552590847,1.672505856,1
623,1089,-6.214517117,4.121829033,1
623,1121,-5.63903141,5.117378712,1
623,1153,-2.705976486,2.669525862,1
623,1185,-0.8445830345,1.021538734,1
623,1217,-0.7805617452,0.189373076,1
623,1249,-0.1373215914,-0.2304268479,1
623,1281,-0.4584949911,-0.3958699703,1
623,1313,NaN,NaN,2
623,1345,NaN,NaN,2
623,1377,NaN,NaN,2
623,1409,NaN,NaN,2
623,1441,-3.031431675,-2.742991447,1
623,1473,-2.134429216,-2.215420961,1
623,1505,0.5319778919,-1.200957417,1
623,1537,0.369134903,0.6418564916,1
623,1569,0.2401258945,1.031955957,1
623,1601,-0.4114792347,1.183030963,1
623,1633,NaN,NaN,2
623,1665,-4.093130589,1.388430595,1
623,1697,-4.270929337,2.175466299,1
623,1729,-4.218723297,1.720811248,1
623,1761,-5.043969154,5.558287621,1
623,1793,NaN,NaN,2
623,1825,NaN,NaN,2
623,1857,NaN,NaN,2
623,1889,-4.646628857,-0.8208911419,1
623,1921,NaN,NaN,2
623,1953,NaN,NaN,2
623,1985,-4.133032322,4.515543938,1
623,2017,-4.006844044,-0.1564757228,1
655,33,-0.3450300694,-0.2007963061,1
655,65,NaN,NaN,2
655,97,NaN,NaN,2
655,129,1.029075027,-2.022061825,1
655,161,1.524539471,-3.358953476,1
655,193,1.947323799,-4.34058094,1
655,225,1.522375584,-6.270532131,1
655,257,2.02858758,-5.181410789,1
655,289,4.075539112,-2.944668055,1
655,321,NaN,NaN,2
655,353,1.404661775,-3.886265039,1
655,385,-0.764983654,-3.263238668,1
655,417,-1.052068233,-3.027439117,1
655,449,-0.5957657099,-1.881674767,1
655,481,0.3295105696,-1.569214582,1
655,513,1.149921179,-1.234901428,1
655,545,0.8615039587,-2.006866217,1
655,577,1.406011581,-2.666322708,1
655,609,NaN,NaN,2
655,641,NaN,NaN,2
655,673,4.669247627,-5.574951172,1
655,705,-0.01461219788,-2.861789942,1
655,737,-2.824487448,-3.512620449,1
655,769,-3.941783428,-3.431268215,1
655,801,NaN,NaN,2
655,833,NaN,NaN,2
655,865,NaN,NaN,2
655,897,NaN,NaN,2
655,929,-6.243394852,-3.370971203,1
655,961,-5.059830189,-4.557900429,1
655,993,NaN,NaN,2
655,1025,NaN,NaN,2
655,1057,NaN,NaN,2
655,1089,-7.371448517,2.973399162,1
655,1121,-5.874872208,3.510825157,1
655,1153,-2.261741638,1.611170053,1
655,1185,-0.5437853336,0.9225567579,1
655,1217,0.2146252394,1.155267477,1
655,1249,1.240778923,0.9503829479,1
655,1281,0.5614580512,0.730014205,1
655,1313,NaN,NaN,2
655,1345,-7.255350113,-2.881027937,1
655,1377,-9.203569412,-2.840871811,1
655,1409,-2.344209909,-1.73159039,1
655,1441,-2.443361759,-1.223060846,1
655,1473,-2.221091747,-2.065369368,1
655,1505,NaN,NaN,2
655,1537,NaN,NaN,2
655,1569,-1.839122534,0.7860386372,1
655,1601,-3.391124487,1.300150633,1
655,1633,-6.784025192,0.8689072728,1
655,1665,-4.30646944,1.049556017,1
655,1697,-4.363476753,1.010730028,1
655,1729,-5.472147942,1.375008821,1
655,1761,-4.66337204,3.871198654,1
655,1793,-5.521998405,2.775283813,1
655,1825,NaN,NaN,2
655,1857,NaN,NaN,2
655,1889,-4.464731693,-1.062881947,1
655,1921,NaN,NaN,2
655,1953,-4.204656601,0.3389825225,1
655,1985,-4.419303894,2.93937254,1
655,2017,-4.259327888,1.243746519,1
687,33,1.649676323,0.1364133656,1
687,65,NaN,NaN,2
687,97,NaN,NaN,2
687,129,0.5006089211,-2.369186401,1
687,161,1.504838228,-3.055141211,1
687,193,2.059614182,-4.549176693,1
687,225,NaN,NaN,2
687,257,5.36316967,-4.155394077,1
687,289,4.044421196,-4.040518761,1
687,321,2.908753872,-4.550890923,1
687,353,0.834612608,-5.321536541,1
687,385,-0.3809389472,-6.176743031,1
687,417,NaN,NaN,2
687,449,-0.7230964899,-3.826290607,1
687,481,0.1262716055,-2.543093204,1
687,513,2.042883396,-3.965246677,1
687,545,4.500696659,-3.435758352,1
687,577,5.646195889,-3.836803198,1
687,609,14.04761696,-6.36683321,1
687,641,NaN,NaN,2
687,673,NaN,NaN,2
687,705,-0.2786874771,-3.988973618,1
687,737,-3.038510799,-4.15946579,1
687,769,-4.422813892,-5.123868942,1
687,801,-4.356021881,-3.111666203,1
687,833,-5.238803387,-2.010068417,1
687,865,-8.320302963,0.4495524168,1
687,897,NaN,NaN,2
687,929,NaN,NaN,2
687,961,-7.825123787,-5.720366955,1
687,993,-7.22288084,-4.218435764,1
687,1025,-7.486375809,-1.584520817,1
687,1057,-9.842207909,0.6662545204,1
687,1089,-7.808507442,1.434035063,1
687,1121,-5.390263557,1.291794181,1
687,1153,-2.697026968,-0.08730123937,1
687,1185,-1.628146648,-0.02430903912,1
687,1217,0.5052984953,1.060921431,1
687,1249,0.9668977857,0.6871198416,1
687,1281,0.8104292154,0.2922121882,1
687,1313,3.644945621,0.2507215738,1
687,1345,-2.39221549,-1.578128576,1
687,1377,NaN,NaN,2
687,1409,NaN,NaN,2
687,1441,-2.405177832,-1.867682457,1
687,1473,NaN,NaN,2
687,1505,NaN,NaN,2
687,1537,NaN,NaN,2
687,1569,-2.513409376,-0.2246625125,1
687,1601,NaN,NaN,2
687,1633,-5.287221909,0.4644412994,1
687,1665,-4.349925518,0.76603508,1
687,1697,-4.233329773,1.414259791,1
687,1729,-4.195592403,1.61070168,1
687,1761,-3.869379997,3.664088964,1
687,1793,-4.849470615,3.983984232,1
687,1825,-4.693646431,1.94117415,1
687,1857,NaN,NaN,2
687,1889,-5.932573795,-0.8609289527,1
687,1921,-5.163293839,0.1508455873,1
687,1953,-4.453483105,-0.09337857366,1
687,1985,-4.728066444,2.154657602,1
687,2017,-4.581670761,-0.1634507179,1
719,33,3.313371897,1.516213655,1
719,65,4.330870628,-4.010137558,1
719,97,0.7864906788,-3.838196993,1
719,129,0.3175182343,-4.306546688,1
719,161,2.704809427,-2.901705503,1
719,193,1.72030139,-4.207613468,1
719,225,1.696769953,-5.126850128,1
719,257,2.999671221,-4.223539352,1
719,289,1.710871696,-4.895723343,1
719,321,1.287196398,-5.293400288,1
719,353,0.910949707,-5.248792171,1
719,385,-0.4920784235,-7.143959999,1
719,417,NaN,NaN,2
719,449,-0.2315262854,-10.56218052,1
719,481,0.8152662516,-4.382787228,1
719,513,2.093862772,-5.6216259,1
719,545,3.245310545,-5.856741905,1
719,577,5.859518051,-5.179369926,1
719,609,NaN,NaN,2
719,641,NaN,NaN,2
719,673,0.357747674,-6.119738579,1
719,705,-1.174834967,-3.456914902,1
719,737,-3.038247824,-3.785345316,1
719,769,-3.883412361,-4.560990334,1
719,801,-4.023129463,-2.930709124,1
719,833,-5.418479919,-2.042915583,1
719,865,-7.448241711,-2.615717888,1
719,897,-10.08611107,-2.088819504,1
719,929,-9.640432358,-3.423750162,1
719,961,-7.239001274,-4.919336319,1
719,993,-6.898983002,-3.282648563,1
719,1025,-9.573220253,-2.64927578,1
719,1057,-10.77825165,-2.70414114,1
719,1089,-9.983036041,-2.463616848,1
719,1121,-8.543791771,-2.746149302,1
719,1153,-6.047437191,-0.8112220764,1
719,1185,-5.288363934,0.4414418936,1
719,1217,-2.014748573,-0.1134214699,1
719,1249,3.174353123,0.4820425808,1
719,1281,3.537511349,1.157142282,1
719,1313,NaN,NaN,2
719,1345,NaN,NaN,2
719,1377,1.293177128,5.777431965,1
719,1409,NaN,NaN,2
719,1441,-2.193775177,-0.5019109249,1
719,1473,-2.589042425,-2.009004354,1
719,1505,NaN,NaN,2
719,1537,NaN,NaN,2
719,1569,NaN,NaN,2
719,1601,-2.484228134,0.8413992524,1
719,1633,-3.22719717,0.9288355112,1
719,1665,-3.920455217,1.160699725,1
719,1697,-4.39751482,1.941472054,1
719,1729,-6.990960598,1.850061178,1
719,1761,-7.617314816,1.563062429,1
719,1793,-5.862448692,2.266493797,1
719,1825,-5.483800888,3.015765429,1
719,1857,NaN,NaN,2
719,1889,-5.308146954,0.9578593969,1
719,1921,-5.200620651,0.1787077785,1
719,1953,-4.619540691,-0.4152943492,1
719,1985,NaN,NaN,2
719,2017,-4.811580181,-0.7041983008,1
751,33,3.12702322,2.510791302,1
751,65,2.511048555,-3.629431248,1
751,97,2.464167118,-5.014695168,1
751,129,2.801237822,-4.891769409,1
751,161,4.156741142,-3.783533096,1
751,193,3.470028162,-3.556982517,1
751,225,1.73670578,-4.485438824,1
751,257,1.914115191,-4.72901392,1
751,289,0.643027544,-5.306559563,1
751,321,1.641558528,-3.341135979,1
751,353,1.639477611,-4.239120007,1
751,385,NaN,NaN,2
751,417,NaN,NaN,2
751,449,0.5842748284,-11.99856949,1
751,481,NaN,NaN,2
751,513,NaN,NaN,2
751,545,NaN,NaN,2
751,577,NaN,NaN,2
751,609,NaN,NaN,2
751,641,-1.45232594,-3.442811728,1
751,673,-1.43648088,-1.359946251,1
751,705,-1.694224715,-3.265344143,1
751,737,NaN,NaN,2
751,769,NaN,NaN,2
751,801,NaN,NaN,2
751,833,-4.87358284,-1.909854412,1
751,865,-7.32479763,-3.048337936,1
751,897,-9.508646011,-2.815803051,1
751,929,-11.22643471,-3.270203829,1
751,961,-10.84147644,-4.070416451,1
751,993,NaN,NaN,2
751,1025,-8.774909973,-3.569521666,1
751,1057,-10.80212021,-3.733716726,1
751,1089,-8.849437714,-3.635157585,1
751,1121,-7.353432655,-3.834165096,1
751,1153,NaN,NaN,2
751,1185,NaN,NaN,2
751,1217,-1.662704229,0.1440496445,1
751,1249,3.198328495,0.2632438838,1
751,1281,2.8551054,1.07725513,1
751,1313,1.294971228,1.19898355,1
751,1345,NaN,NaN,2
751,1377,1.803089499,5.382984638,1
751,1409,0.6152901649,5.032839775,1
751,1441,-2.24420929,0.305128783,1
751,1473,-2.679633141,-0.6911133528,1
751,1505,-2.209797859,-0.7439026833,1
751,1537,NaN,NaN,2
751,1569,NaN,NaN,2
751,1601,-1.837362528,2.511226177,1
751,1633,-2.697611332,2.77653265,1
751,1665,-3.552082062,2.564916611,1
751,1697,-4.942840576,3.968343258,1
751,1729,-7.324504852,2.790313244,1
751,1761,-8.220972061,2.147045135,1
751,1793,-8.563613892,2.090028286,1
751,1825,NaN,NaN,2
751,1857,NaN,NaN,2
751,1889,-5.125790119,1.577554345,1
751,1921,-4.15001297,0.6982424259,1
751,1953,-4.299988747,0.50238657,1
751,1985,NaN,NaN,2
751,2017,-2.885390043,-1.738423347,1
783,33,4.080627918,2.565068245,1
783,65,3.12950635,-5.28557539,1
783,97,2.609626293,-4.441088676,1
783,129,3.457168579,-3.711515665,1
783,161,4.184257507,-2.952082634,1
783,193,4.065326691,-3.572198391,1
783,225,3.37897706,-4.406250477,1
783,257,2.598915339,-4.799842834,1
783,289,NaN,NaN,2
783,321,NaN,NaN,2
783,353,2.029639244,-4.846060753,1
783,385,NaN,NaN,2
783,417,7.413862228,-6.719757557,1
783,449,NaN,NaN,2
783,481,NaN,NaN,2
783,513,NaN,NaN,2
783,545,NaN,NaN,2
783,577,NaN,NaN,2
783,609,NaN,NaN,2
783,641,NaN,NaN,2
