PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 5, filenames: A:[5]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[6]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.441736221,-0.3997671604,1
47,65,NaN,NaN,2
47,97,-1.135013103,1.345609784,1
47,129,0.2262445092,0.502240181,1
47,161,0.08240503073,0.6821643114,1
47,193,-1.124289989,-0.9802972078,1
47,225,-4.38231945,-1.397696733,1
47,257,-3.056770325,-2.491943836,1
47,289,-0.7807993889,-0.5366282463,1
47,321,-1.858129978,-0.5292320848,1
47,353,-3.782317162,0.2416964769,1
47,385,-1.944111824,-1.594957709,1
47,417,NaN,NaN,2
47,449,-0.7458511591,-1.86066556,1
47,481,-0.3844475746,-0.6789078712,1
47,513,NaN,NaN,2
47,545,0.1262037754,-2.357785225,1
47,577,4.32575655,-0.7181838155,1
47,609,NaN,NaN,2
47,641,NaN,NaN,2
47,673,0.5450801849,0.3429150581,1
47,705,NaN,NaN,2
47,737,NaN,NaN,2
47,769,-2.901893377,0.8067421913,1
47,801,-1.069071293,1.073937893,1
47,833,0.255666852,-0.5895397663,1
47,865,NaN,NaN,2
47,897,NaN,NaN,2
47,929,-2.343055725,1.31982851,1
47,961,-1.206522226,1.124128699,1
47,993,0.4103658199,-0.5040001869,1
47,1025,-1.077719092,-3.018345356,1
47,1057,0.2320658267,-2.916529179,1
47,1089,2.173010111,-0.667044878,1
47,1121,3.370382786,3.381416082,1
47,1153,3.590658665,6.099507332,1
47,1185,5.230956078,5.819267273,1
47,1217,4.893599033,3.784812927,1
47,1249,5.467199326,1.161335468,1
47,1281,6.056053162,-0.6728956699,1
47,1313,6.254691124,-1.341995835,1
47,1345,5.904921055,0.4352991581,1
47,1377,4.716036797,-3.737823963,1
47,1409,3.789188862,-1.430891991,1
47,1441,3.19269371,-1.928431034,1
47,1473,3.057695866,0.4668774605,1
47,1505,4.621727467,-2.25084734,1
47,1537,NaN,NaN,2
47,1569,NaN,NaN,2
47,1601,10.7165966,-3.57260561,1
47,1633,8.253714561,-2.792015553,1
47,1665,3.109046936,-3.004796505,1
47,1697,5.351171017,-3.992591143,1
47,1729,NaN,NaN,2
47,1761,5.498766422,-2.408068657,1
47,1793,4.974398136,-1.663944244,1
47,1825,4.754090786,-2.259203911,1
47,1857,3.747449398,-3.24974966,1
47,1889,4.056171894,-4.540658951,1
47,1921,1.209588051,-1.575942039,1
47,1953,3.679698467,-0.5118598938,1
47,1985,NaN,NaN,2
47,2017,NaN,NaN,2
79,33,0.6865978837,0.5079411268,1
79,65,NaN,NaN,2
79,97,NaN,NaN,2
79,129,1.509275675,-0.6223349571,1
79,161,0.9085992575,-0.5788009167,1
79,193,-1.721349716,-0.8466882706,1
79,225,-2.739439726,-1.231800318,1
79,257,-1.13477397,-2.725343227,1
79,289,-1.87075448,-1.870525122,1
79,321,-2.688364744,-1.044547081,1
