PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 12, filenames: A:[12]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi & B:[13]AVI_Pos00d_TimeSrs0000_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.601761818,0.1774228811,1
47,65,-2.308714867,0.4645846486,1
47,97,-2.04279089,-0.4377225637,1
47,129,-1.855559349,3.43956995,1
47,161,-3.454850197,4.370191574,1
47,193,-3.67160368,3.069202423,1
47,225,NaN,NaN,2
47,257,-9.371779442,2.029108047,1
47,289,-7.208517075,0.741694808,1
47,321,-7.617138386,2.122899055,1
47,353,-7.117259026,3.62563777,1
47,385,-6.948692322,1.993943572,1
47,417,-5.512994289,0.4481092691,1
47,449,-5.25767374,2.725381374,1
47,481,NaN,NaN,2
47,513,-6.703861713,0.4316359758,1
47,545,-5.349801064,0.2256987095,1
47,577,-4.737002373,0.0002235174179,1
47,609,-5.46907568,-0.07712721825,1
47,641,NaN,NaN,2
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,NaN,NaN,2
47,769,-5.362273693,-4.134637833,1
47,801,-7.294758797,-2.990334034,1
47,833,-5.987315178,-1.31608963,1
47,865,-3.77094841,2.183091402,1
47,897,-4.950438499,1.912285328,1
47,929,-17.50208664,-5.068799019,1
47,961,-18.02158546,-2.955613613,1
47,993,NaN,NaN,2
47,1025,NaN,NaN,2
47,1057,NaN,NaN,2
47,1089,-0.228205204,6.000614643,1
47,1121,NaN,NaN,2
47,1153,NaN,NaN,2
47,1185,NaN,NaN,2
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,NaN,NaN,2
47,1313,-4.678187847,0.3451151848,1
47,1345,-7.295425415,-1.489949226,1
47,1377,-7.856615067,-2.747366905,1
47,1409,-5.580406189,-2.294547319,1
47,1441,-2.812314272,0.6962733865,1
47,1473,NaN,NaN,2
47,1505,-3.808469772,0.7374196053,1
47,1537,-5.581747055,0.5007743835,1
47,1569,-4.677981377,1.738929987,1
47,1601,-3.293100595,0.8237749338,1
47,1633,-3.92370224,-0.7291250229,1
47,1665,-5.874968052,-1.399422646,1
47,1697,-8.084136963,0.2908244133,1
47,1729,-9.342420578,0.584931016,1
47,1761,-7.273290157,0.6824774742,1
47,1793,-5.831468582,0.71230793,1
47,1825,-4.718327999,1.093385577,1
47,1857,-4.50302887,2.772236347,1
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,-4.371068954,0.002026081085,1
47,2017,NaN,NaN,2
79,33,-0.9151325226,-0.07710838318,1
79,65,NaN,NaN,2
79,97,-4.780881882,1.388376832,1
79,129,-5.076071262,2.621215582,1
79,161,-4.929040909,3.270299673,1
79,193,NaN,NaN,2
79,225,-4.916802406,1.876485825,1
79,257,-5.906340599,1.393902779,1
79,289,-6.376638889,0.5907125473,1
79,321,-6.172642708,1.564236164,1
79,353,-6.65284729,2.805873394,1
79,385,-7.479655266,0.6057683825,1
79,417,-5.16542387,-0.674611032,1
79,449,-5.295198441,2.850905418,1
79,481,-5.796304703,3.832511902,1
79,513,-5.431355476,0.4871181548,1
79,545,-4.699870586,-0.03694629669,1
79,577,-5.418386936,-0.9581259489,1
79,609,-6.23116827,-0.7717074156,1
79,641,NaN,NaN,2
79,673,NaN,NaN,2
79,705,-8.92492485,1.634227514,1
79,737,-5.946948051,-0.1246910989,1
79,769,-4.776537418,-2.871246099,1
79,801,-7.219629288,-3.84408474,1
79,833,-5.626903534,-1.378397703,1
79,865,-4.802955627,1.544970751,1
79,897,-5.272773743,2.034148216,1
79,929,NaN,NaN,2
79,961,-8.169877052,5.46234417,1
79,993,-9.594291687,6.686277866,1
79,1025,NaN,NaN,2
79,1057,-1.981930733,0.8262245059,1
79,1089,NaN,NaN,2
79,1121,NaN,NaN,2
79,1153,-3.809773445,12.47365284,1
79,1185,NaN,NaN,2
79,1217,-5.233444214,2.778851748,1
79,1249,-4.155851364,2.999030113,1
79,1281,NaN,NaN,2
79,1313,NaN,NaN,2
79,1345,-6.719067574,-0.5125309229,1
79,1377,-6.83806181,-0.3081932664,1
79,1409,-4.898890972,0.2354209423,1
79,1441,-4.713553429,1.632190943,1
79,1473,NaN,NaN,2
79,1505,-2.611627579,-0.1428461075,1
79,1537,-4.409817219,1.202776313,1
79,1569,-4.600305557,2.662414074,1
79,1601,-3.730610371,2.001588821,1
79,1633,NaN,NaN,2
79,1665,-4.935445786,-0.5592324734,1
79,1697,-6.892652988,0.5129505992,1
79,1729,-6.738816261,0.1111001968,1
79,1761,-6.596633434,0.007181555033,1
79,1793,-6.23428154,-0.04411346093,1
79,1825,-4.545033455,-0.1782012582,1
79,1857,-1.962516785,0.1997757554,1
79,1889,NaN,NaN,2
79,1921,-4.232340813,-4.492941856,1
79,1953,-5.635900974,-1.532095194,1
79,1985,NaN,NaN,2
79,2017,-2.291094065,0.3250150681,1
111,33,-0.5530725718,0.08710479736,1
111,65,NaN,NaN,2
111,97,NaN,NaN,2
111,129,NaN,NaN,2
111,161,-4.934764862,2.182576418,1
111,193,-4.247394562,1.87513864,1
111,225,-3.793065786,1.865540862,1
111,257,-3.557507038,1.002529025,1
111,289,NaN,NaN,2
111,321,NaN,NaN,2
111,353,-4.300072193,0.4499560297,1
111,385,-4.680469036,-0.2717549801,1
111,417,-6.826315403,-0.9043940306,1
111,449,-5.752185822,0.2909620404,1
111,481,-4.989469528,0.9726625681,1
111,513,-5.169928074,0.2122401446,1
111,545,-5.382688046,-0.870660305,1
111,577,NaN,NaN,2
111,609,-5.798728943,-1.64001143,1
111,641,NaN,NaN,2
111,673,-6.608605862,0.019567132,1
111,705,-7.060170174,0.5274208188,1
111,737,-8.034051895,-0.5898765326,1
111,769,-6.602602005,-1.79639554,1
111,801,-6.531761646,-3.302008152,1
111,833,-5.915037632,-0.9717255831,1
111,865,NaN,NaN,2
111,897,NaN,NaN,2
111,929,NaN,NaN,2
111,961,NaN,NaN,2
111,993,NaN,NaN,2
111,1025,-3.723948479,1.060661077,1
111,1057,-4.902581215,0.965865016,1
111,1089,-4.847855568,0.8518375158,1
111,1121,NaN,NaN,2
111,1153,-4.528606415,13.28624821,1
111,1185,NaN,NaN,2
111,1217,-1.705067635,3.497224808,1
111,1249,-3.70446825,3.412696838,1
111,1281,NaN,NaN,2
111,1313,NaN,NaN,2
111,1345,-5.881396294,2.326335669,1
111,1377,-5.927083015,3.152352095,1
111,1409,-5.357242107,1.619778991,1
111,1441,-4.240776539,0.9937456846,1
111,1473,-4.478718281,0.3897945285,1
111,1505,-4.473142624,0.5135676265,1
111,1537,-4.506925106,1.475389481,1
111,1569,-4.175378323,2.23606205,1
111,1601,-3.467505932,2.713570833,1
111,1633,NaN,NaN,2
111,1665,NaN,NaN,2
111,1697,-2.16455555,-0.05412718654,1
111,1729,-3.514251709,-0.5851638913,1
111,1761,-4.16328764,0.05197775364,1
111,1793,-4.532653332,-0.03163458779,1
111,1825,-4.476220131,0.2439907193,1
111,1857,-3.852501869,-0.2673232555,1
111,1889,-4.71737051,-2.485396624,1
111,1921,-5.426266193,-2.163883448,1
111,1953,-4.278290272,-0.2067053318,1
111,1985,-3.821049452,-0.1316568702,1
111,2017,-3.430771828,-1.870431066,1
143,33,0.09141993523,0.2291178107,1
143,65,-2.159093142,0.8845408559,1
143,97,NaN,NaN,2
143,129,NaN,NaN,2
143,161,NaN,NaN,2
143,193,-3.007536888,1.49543047,1
143,225,-2.932442904,2.406679153,1
143,257,-3.538262129,0.7246605158,1
143,289,NaN,NaN,2
143,321,NaN,NaN,2
143,353,-1.81873703,-1.910243034,1
143,385,-3.272632122,-1.000595808,1
143,417,-4.398292065,-0.7919861078,1
143,449,-5.123690128,-0.7543735504,1
143,481,-4.382727146,-0.3758523166,1
143,513,-4.874395847,0.2261176854,1
143,545,-5.619393826,-1.845501423,1
143,577,NaN,NaN,2
143,609,NaN,NaN,2
143,641,-5.942789078,-3.885080814,1
143,673,-5.954642773,-3.314571857,1
143,705,NaN,NaN,2
143,737,-8.514308929,-1.605387211,1
143,769,-7.003499508,-0.9759374857,1
143,801,-6.340218544,-1.929461837,1
143,833,-5.771592617,-0.8659575582,1
143,865,NaN,NaN,2
143,897,-6.770628452,0.4885362983,1
143,929,-8.986371994,3.643555641,1
143,961,NaN,NaN,2
143,993,NaN,NaN,2
143,1025,NaN,NaN,2
143,1057,-8.982450485,1.747249126,1
143,1089,NaN,NaN,2
143,1121,-8.755565643,0.5164653063,1
143,1153,NaN,NaN,2
143,1185,NaN,NaN,2
143,1217,NaN,NaN,2
143,1249,-5.862354279,2.85964942,1
143,1281,-6.045418739,3.111588955,1
143,1313,NaN,NaN,2
143,1345,NaN,NaN,2
143,1377,-6.087601662,3.969088554,1
143,1409,-5.260310173,2.455431223,1
143,1441,-4.78247261,2.652888775,1
143,1473,-6.448272705,0.258574307,1
143,1505,-5.534864426,-0.1807907224,1
143,1537,-4.884566307,1.645427823,1
143,1569,-5.032938957,2.147840738,1
143,1601,-4.981191635,3.448517799,1
143,1633,-4.653389931,4.346004486,1
143,1665,NaN,NaN,2
143,1697,-0.4950006008,0.2127976716,1
143,1729,-2.425596952,-0.4540840685,1
143,1761,-4.342219353,0.01706635952,1
143,1793,-5.747133255,0.160080418,1
143,1825,-4.56584549,2.436045885,1
143,1857,NaN,NaN,2
143,1889,-4.914110184,-5.023763657,1
143,1921,-6.389920712,-3.326262236,1
143,1953,NaN,NaN,2
143,1985,-3.840563536,0.007974952459,1
143,2017,-3.945570707,-2.046087265,1
175,33,-0.3309467137,0.2073441297,1
175,65,-1.968943596,0.2319457382,1
175,97,-2.797748327,0.5808912516,1
175,129,-2.032783985,1.149806023,1
175,161,-1.453870058,1.286009431,1
175,193,-1.50937438,1.392352223,1
175,225,-2.333101988,1.493678808,1
175,257,-3.114041567,0.8713161945,1
175,289,NaN,NaN,2
175,321,NaN,NaN,2
175,353,-3.414432526,-1.719152927,1
175,385,-3.909375191,-3.609942675,1
175,417,-4.146223545,-0.9853894711,1
175,449,-4.154295921,-0.4984212816,1
175,481,-4.192940235,0.2564070225,1
175,513,NaN,NaN,2
175,545,NaN,NaN,2
175,577,-6.423213959,-4.463409901,1
175,609,-6.556494713,-2.492216825,1
175,641,-5.590937614,-4.351206779,1
175,673,-6.058436871,-2.015183926,1
175,705,-6.813428402,-0.6884095669,1
175,737,NaN,NaN,2
175,769,NaN,NaN,2
175,801,-5.29320097,1.784300327,1
175,833,-4.710616112,0.03494361043,1
175,865,-9.325624466,-0.09462112188,1
175,897,-8.585233688,-0.9591925144,1
175,929,-8.45067215,-1.549318075,1
175,961,NaN,NaN,2
