PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 11, filenames: A:[11]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[12]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,4.813107491,2.389607668,1
47,65,-1.131634355,-0.01387286186,1
47,97,-2.529525042,-0.6907103062,1
47,129,-2.968801022,-1.158280849,1
47,161,-1.618220568,0.1651034355,1
47,193,-1.928989887,0.5200190544,1
47,225,-2.298485041,1.726531267,1
47,257,-0.964379549,-0.5880811214,1
47,289,-0.883376956,-0.7285419703,1
47,321,-0.213578701,-0.796615243,1
47,353,-8.027690887,-19.00416946,1
47,385,-0.3418803215,-2.462987423,1
47,417,-0.5058656931,-2.451398611,1
47,449,-1.704685211,-0.2786769867,1
47,481,-22.30436134,-2.807912588,1
47,513,-1.024536133,0.6318719387,1
47,545,-1.164410353,-0.788849473,1
47,577,-2.256959438,-2.34920311,1
47,609,-2.437538147,-2.87240386,1
47,641,-0.8313450813,-1.841841459,1
47,673,-0.9532046318,-1.174166441,1
47,705,-1.99525404,-0.7607169151,1
47,737,-1.603691101,-1.187263489,1
47,769,-1.690362453,-2.022001266,1
47,801,-2.315126896,-2.348117113,1
47,833,-3.151437759,-1.854031563,1
47,865,-2.09056735,-3.303156853,1
47,897,0.4613628387,-3.334168434,1
47,929,-3.877948761,-9.256341934,1
47,961,-7.86110878,0.4180438519,1
47,993,-7.319906712,-0.7537438869,1
47,1025,-4.548594475,0.2470481694,1
47,1057,-3.3428092,0.3951121569,1
47,1089,-2.47330761,-0.1341552436,1
47,1121,-1.542647123,0.3407438397,1
47,1153,-1.580009937,0.7170471549,1
47,1185,-0.9433335662,0.7078821659,1
47,1217,-0.05256056786,-0.3026776314,1
47,1249,-0.1736514568,-0.9206888676,1
47,1281,0.5842791796,0.9907772541,1
47,1313,1.223567605,-0.513436079,1
47,1345,0.426415205,-0.7612103224,1
47,1377,-0.339053154,0.01401114464,1
47,1409,-0.9312717915,1.403847337,1
47,1441,-1.997972727,2.038092613,1
47,1473,0.4875907898,0.6267932057,1
47,1505,-2.475266218,1.069158196,1
47,1537,-4.063077927,0.3985364437,1
47,1569,-1.38364172,-0.652315259,1
47,1601,-0.02262055874,-0.1688394547,1
47,1633,0.2415443659,0.3598496318,1
47,1665,0.03567075729,1.190659046,1
47,1697,0.7549235821,0.7639772892,1
47,1729,0.8778237104,-0.3435204625,1
47,1761,-0.3364406824,-0.7424662113,1
47,1793,-1.854413033,-0.8947460651,1
47,1825,-3.015442371,-1.505902171,1
47,1857,-4.093833923,-0.2758110166,1
47,1889,-2.283254147,-0.6359183192,1
47,1921,-4.528145313,-16.94028091,1
47,1953,-5.078369617,-0.4437406063,1
47,1985,-0.7946099043,-1.348157048,1
47,2017,0.3778632879,0.05245041847,1
79,33,-7.627441406,1.324069262,1
79,65,-4.764771461,-0.4716877937,1
79,97,-2.669700623,-0.1082284451,1
79,129,-1.784768581,0.5602747202,1
79,161,-1.841049433,0.707367897,1
79,193,-1.635673285,0.4022569656,1
79,225,-1.438252807,-0.9040977955,1
79,257,-1.262260079,-1.329118133,1
79,289,-1.530426145,-0.9228515625,1
79,321,-0.1259323359,0.05656683445,1
79,353,0.6097323895,0.1944887638,1
79,385,-0.3715668619,-1.975280523,1
79,417,-0.8760480881,-2.577964067,1
79,449,-1.613873959,-1.714113832,1
79,481,-2.050281048,-1.302606821,1
79,513,-22.17653847,-2.01546526,1
79,545,-6.371592999,-4.667115211,1
79,577,-2.312719822,-3.225929737,1
79,609,-1.460351229,-1.539155602,1
79,641,-1.842113495,0.1331814528,1
79,673,-1.786317348,-0.9838204384,1
79,705,-1.25383985,-1.127895832,1
79,737,-0.6542611122,-1.247253656,1
79,769,-0.2575280666,-2.616627216,1
79,801,0.9709865451,-3.913503885,1
79,833,0.6440851688,-1.606475592,1
79,865,-0.1897732019,-0.7341083288,1
79,897,18.85101509,-1.854252577,1
79,929,-0.7282419205,-1.915879488,1
79,961,-3.008801937,-0.9986417294,1
79,993,-4.564273834,-0.1384724975,1
79,1025,-3.315754175,0.1047600806,1
79,1057,-2.868940353,0.1373862028,1
79,1089,-1.473236084,0.05350399017,1
79,1121,-0.6850554943,0.4269599319,1
79,1153,-0.9710578918,0.971521616,1
79,1185,-0.8512257338,1.026880383,1
79,1217,-0.76229316,0.5523813963,1
79,1249,-0.5713895559,0.4962245822,1
79,1281,0.7811347842,0.87972188,1
79,1313,2.280959129,-0.1938393712,1
79,1345,0.3157885969,-1.079420805,1
79,1377,-1.158980608,-1.465922356,1
79,1409,-1.689536333,-0.8065259457,1
79,1441,-1.891685963,0.1403353214,1
79,1473,-1.446780205,0.8809562325,1
79,1505,-3.201796293,2.424232006,1
79,1537,-3.738534212,2.103638887,1
79,1569,-1.662817478,0.5861195326,1
79,1601,-2.538304329,-0.1648178995,1
79,1633,-1.244162679,0.2375160456,1
79,1665,-0.2645997405,0.5295259953,1
79,1697,-1.291511774,-0.3198671639,1
79,1729,-1.521141768,-0.8267230392,1
79,1761,-1.798707247,-1.000110626,1
79,1793,-2.140677452,-1.381671429,1
79,1825,-2.104436398,-1.609988928,1
79,1857,-2.477216482,-0.8951892853,1
79,1889,-2.552977562,-0.7598303556,1
79,1921,-1.623986244,-0.01786640286,1
79,1953,-1.737137794,0.2602597177,1
79,1985,-0.7083257437,-0.1730637997,1
79,2017,-0.1422309875,-0.5724148154,1
111,33,-1.553854704,0.8982052803,1
111,65,-2.328591347,-1.538068056,1
111,97,-3.903156757,-0.7816650867,1
111,129,-3.591922045,-1.373639345,1
111,161,-1.523909688,-0.1297340393,1
111,193,-1.591142178,-0.403300941,1
111,225,-1.60625267,-1.235340238,1
111,257,-1.613990426,-2.079580307,1
111,289,-1.487993479,-1.909377575,1
111,321,-0.3600801229,-1.946130514,1
111,353,-0.2747042775,-1.411926389,1
111,385,-0.3635762334,-1.202611327,1
111,417,-0.7372669578,-2.388322353,1
111,449,-1.607015848,-2.13078475,1
111,481,-1.780593276,-2.688549995,1
111,513,-3.772934437,-4.757719517,1
111,545,-3.014409065,-5.247280121,1
111,577,-0.9626271129,-3.088666916,1
111,609,-0.3663176298,-0.9753332138,1
111,641,-0.6937090755,-0.8930143714,1
111,673,-0.7586090565,-0.9764086604,1
111,705,-0.9677652121,-0.8476967812,1
111,737,-1.651248336,-1.058163404,1
111,769,-1.307620049,-3.26602602,1
111,801,0.5739130974,-5.175189018,1
111,833,0.6775042415,-1.422553897,1
111,865,0.2398306429,-0.418992877,1
111,897,-0.2807834744,-1.077893615,1
111,929,-1.407008529,-4.642344952,1
111,961,-4.647114754,-2.828166246,1
111,993,-4.986501694,0.03972995281,1
111,1025,-2.0970397,0.1586678922,1
111,1057,-2.268431664,0.02180224657,1
111,1089,-1.58293438,0.2847849429,1
111,1121,-0.431876123,0.8847039342,1
111,1153,-0.8214634061,0.6668777466,1
111,1185,-1.346213579,1.493620753,1
111,1217,-1.483837962,1.959399104,1
111,1249,-1.559604406,1.688066125,1
111,1281,-0.7934813499,1.872722864,1
111,1313,0.01353389025,0.6652003527,1
111,1345,-0.5608298779,-0.3471109569,1
111,1377,-1.222456455,-0.9442307353,1
111,1409,-3.227755547,-2.449877977,1
111,1441,-3.078317642,-1.516743302,1
111,1473,-1.617084503,0.6487417221,1
111,1505,-3.908820868,2.933437824,1
111,1537,-3.43400526,2.676730156,1
111,1569,-2.531197071,1.374734998,1
111,1601,-2.429225445,0.1050924361,1
111,1633,-2.252566338,-0.8041753769,1
111,1665,-1.04268229,-0.9998526573,1
111,1697,-2.207610607,-1.308408976,1
111,1729,-2.738457441,-1.94407773,1
111,1761,-2.949743509,-1.685775042,1
111,1793,-2.800406456,-1.348559618,1
111,1825,-2.166816711,-1.17413342,1
111,1857,-1.938605547,-0.6921821833,1
111,1889,-2.373140335,-0.5099515319,1
111,1921,-1.676222205,-0.05949014425,1
111,1953,-1.122659206,0.06423154473,1
111,1985,-0.3579210639,-0.01643760502,1
111,2017,-0.02771812677,-0.5301122665,1
143,33,-1.549920797,0.9576342106,1
143,65,-1.565424204,-1.246137857,1
143,97,-4.477076054,-14.15277863,1
143,129,-3.06570673,-0.2026172578,1
143,161,-1.237380505,-0.6464783549,1
143,193,-1.324846387,-0.9245317578,1
143,225,-1.486283183,-1.27516222,1
143,257,-1.769939065,-1.708823562,1
143,289,-1.685803294,-1.787001967,1
143,321,-1.377334714,-1.916850448,1
143,353,-1.124038458,-1.711444139,1
143,385,-1.066747069,-2.338315487,1
143,417,-1.415304661,-4.143666267,1
143,449,-1.631642342,-3.06156683,1
143,481,-1.269665837,-3.31559062,1
143,513,-1.733032465,-4.606062412,1
143,545,-1.599669456,-4.664571762,1
143,577,-0.4034150243,-0.6572740078,1
143,609,-0.7604285479,-1.062599182,1
143,641,-1.438190341,-2.077064753,1
143,673,-0.9827156067,-0.9000995159,1
143,705,-1.369529963,-0.5526731014,1
143,737,-1.972044945,-1.401260734,1
143,769,-1.9144485,-3.118840694,1
143,801,-1.553930521,-6.064351559,1
143,833,-2.733216524,-9.947197914,1
143,865,0.5402994156,-0.666205883,1
143,897,-1.128193498,-3.122421741,1
143,929,-0.984058857,-4.666466713,1
143,961,-4.181639194,-5.165165901,1
143,993,-6.888899803,-0.253028661,1
143,1025,-1.282971621,0.2141449749,1
143,1057,-0.8487821817,-0.2049479783,1
143,1089,-0.5468522906,0.3342747688,1
143,1121,-0.9651423693,0.5937840939,1
143,1153,-1.261598468,0.957639575,1
143,1185,-1.033739686,1.448715448,1
143,1217,-1.235872865,2.039969921,1
143,1249,-1.557813525,1.929356098,1
143,1281,-1.629871488,1.005018473,1
143,1313,-2.243661642,0.1317125261,1
143,1345,-1.601545215,-0.4872324467,1
143,1377,-1.191369534,-1.325668931,1
143,1409,-2.985519886,-1.668970942,1
143,1441,5.853360176,16.60317612,1
143,1473,-1.654132843,-0.5417721272,1
143,1505,-3.362748146,1.12157917,1
143,1537,-3.569482803,1.227434397,1
143,1569,-2.505185604,1.271050215,1
143,1601,-1.934706211,0.5841759443,1
143,1633,-1.993185282,-0.4673147202,1
143,1665,-4.539839745,-2.76105547,1
143,1697,5.135027885,16.01296043,1
143,1729,-2.959801197,-1.479831219,1
143,1761,-2.832054138,-1.75483799,1
143,1793,-2.6856637,-0.6775115132,1
143,1825,-2.564111948,-0.2491754293,1
143,1857,-2.961499691,0.09914517403,1
143,1889,-2.346983433,0.005737662315,1
143,1921,-1.420390368,-0.3122301102,1
143,1953,-0.7855342627,-0.246935755,1
143,1985,-0.1976416707,-0.3663805425,1
143,2017,-0.06993228197,-0.5255070925,1
175,33,-1.110242367,1.215730548,1
175,65,-2.242198944,-1.751614213,1
175,97,-2.002242565,-2.129814386,1
175,129,-2.159842491,-0.4112347364,1
175,161,-0.9016051292,0.1544204354,1
175,193,-0.5626008511,-0.6540344357,1
175,225,-1.3896451,-1.232537985,1
175,257,-1.607839465,-1.353455424,1
175,289,-1.555239201,-1.457543612,1
175,321,-1.467209697,-1.475632787,1
175,353,-1.52560854,-1.657192469,1
175,385,-0.9999508858,-2.657073498,1
175,417,-1.243336678,-3.729621887,1
175,449,-1.53717804,-2.974516869,1
175,481,-0.7795267105,-1.73375535,1
175,513,-0.5739626884,-1.542484999,1
175,545,-0.6510616541,-0.8359450102,1
175,577,-0.2832865715,0.3660820723,1
175,609,-1.535227299,-0.6037590504,1
175,641,-1.908255458,-0.7903959751,1
175,673,-1.35185957,-0.08001887798,1
175,705,-2.746028423,-0.4359593391,1
175,737,-2.720334291,-1.887990952,1
