PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 6, filenames: A:[6]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[7]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-8.865793228,0.02861380577,1
47,65,-3.355283976,3.208638906,1
47,97,-2.86717391,4.083898544,1
47,129,-2.451484203,5.239522934,1
47,161,-12.76659584,10.7809515,1
47,193,-1.647914052,-1.328927279,1
47,225,-0.9221940041,-1.366868258,1
47,257,-7.244328499,-2.532411098,1
47,289,-7.04453373,-0.8468179703,1
47,321,4.146570206,-16.38240814,1
47,353,-4.055760384,-0.09144806862,1
47,385,-3.48798275,-2.270973921,1
47,417,-2.419050932,-2.192207336,1
47,449,-1.922854424,-1.229518652,1
47,481,-3.148363352,-3.425196409,1
47,513,-0.6921942234,-1.801757336,1
47,545,0.2351124287,-1.806382656,1
47,577,0.4989792109,-1.387290835,1
47,609,0.09332108498,0.7333363891,1
47,641,-0.4396030903,0.9917271137,1
47,673,1.457932472,3.562821865,1
47,705,1.953020096,3.839801788,1
47,737,0.5320627689,0.7703058124,1
47,769,0.2210562229,0.6069268584,1
47,801,3.560152054,-0.3892627954,1
47,833,6.742776871,-2.451443195,1
47,865,14.86854172,-21.43909645,1
47,897,24.73964119,10.227911,1
47,929,5.623110771,0.3787865639,1
47,961,2.210498571,2.199771404,1
47,993,0.7893162966,-0.5512107611,1
47,1025,3.85696888,-1.19864881,1
47,1057,4.942365646,-1.616093636,1
47,1089,4.570438385,-2.616125107,1
47,1121,1.904343605,-2.497123003,1
47,1153,2.066761732,-2.858554125,1
47,1185,1.03794384,-1.361794949,1
47,1217,0.5773239136,0.7707281113,1
47,1249,-0.1042101383,1.220536232,1
47,1281,-0.1033322811,1.619363308,1
47,1313,0.9628090858,-0.4238668084,1
47,1345,2.614028931,-3.555443048,1
47,1377,0.7948489189,-1.568470001,1
47,1409,-0.7054594755,-2.672082901,1
47,1441,-0.7575876713,-2.997692585,1
47,1473,0.5317772627,-2.394215584,1
47,1505,0.2217097282,-0.9021935463,1
47,1537,-1.029845119,0.5286650658,1
47,1569,-1.461337805,0.3194708824,1
47,1601,-1.555423737,-0.2108836174,1
47,1633,-0.6567692757,0.03258806467,1
47,1665,1.006319046,-1.249599218,1
47,1697,5.004823685,-3.410790205,1
47,1729,0.405430764,-0.6349594593,1
47,1761,0.03280070424,-0.4704797268,1
47,1793,0.04661385715,-0.2193800807,1
47,1825,0.1313695908,-0.02294647694,1
47,1857,-0.1931214184,0.04069972038,1
47,1889,-0.1832039803,0.1138117015,1
47,1921,0.04432412982,-0.1922813356,1
47,1953,0.03060993552,-0.08881407976,1
47,1985,0.01683630049,0.0005743950605,1
47,2017,-0.4618515372,-1.147346735,1
79,33,-1.8953619,0.861055851,1
79,65,-2.390923023,1.654563665,1
79,97,-2.802023411,0.5891317725,1
79,129,-1.002862215,0.1911605448,1
79,161,-1.143296242,0.365037322,1
79,193,-1.37208271,-0.5740656257,1
79,225,-1.375138402,-1.535051107,1
79,257,-1.483168483,-1.26380372,1
79,289,-1.52904892,-0.8366148472,1
79,321,-1.034941435,0.9142075777,1
79,353,-1.707475901,-0.1276032925,1
79,385,-1.084619761,-1.63743341,1
79,417,-0.1961524487,-2.044628382,1
79,449,-0.471157074,-1.676807761,1
79,481,-0.5113357306,-0.9618008137,1
79,513,-0.4784547091,-1.704059482,1
79,545,0.4706480503,-1.491914153,1
79,577,0.3839193583,-0.818007648,1
79,609,0.8663411736,0.4253308773,1
79,641,2.609395742,0.5879215002,1
79,673,2.724868774,1.564130664,1
79,705,2.966413498,2.738301277,1
79,737,3.865109921,0.8871098757,1
79,769,3.055590868,-0.1161690876,1
79,801,4.672306538,-2.182688713,1
79,833,6.77644062,-1.267129898,1
79,865,8.308773994,-0.6200492382,1
79,897,6.737516403,-0.6682126522,1
79,929,3.409388304,0.5487396717,1
79,961,0.3611767292,1.411245823,1
79,993,-0.2453809977,-0.1014745235,1
79,1025,1.536300182,-0.233918786,1
79,1057,2.652495861,-0.4030166268,1
79,1089,1.625826359,-1.075460911,1
79,1121,2.58347702,-1.62971282,1
79,1153,2.051306248,-1.57824254,1
79,1185,1.184803009,-0.8940021992,1
79,1217,0.9042267799,0.005610495806,1
79,1249,1.213922024,0.04019826651,1
79,1281,1.854619265,-0.2443499565,1
79,1313,1.8034482,-0.5093540549,1
79,1345,1.102283239,-0.8736716509,1
79,1377,1.71136117,-1.722028732,1
79,1409,2.074820995,-3.656247616,1
79,1441,2.755153656,-4.444792747,1
79,1473,7.825649261,15.19259644,1
79,1505,13.2611742,-17.91622353,1
79,1537,-1.171648383,-0.2862495184,1
79,1569,-0.3863648772,-0.06661558151,1
79,1601,-0.3750993609,-0.4424277544,1
79,1633,-0.1321457028,-0.6229832172,1
79,1665,0.9847838879,-0.9667103887,1
79,1697,4.627562523,-1.965690851,1
79,1729,1.141484976,-0.1815894842,1
79,1761,0.6745781898,-0.06418579817,1
79,1793,0.1914797425,-0.7579997182,1
79,1825,-0.09856362641,-1.674792767,1
79,1857,-0.7158769369,-0.8631578088,1
79,1889,-0.8982750177,0.1050575376,1
79,1921,0.4530210495,-0.1525188982,1
79,1953,2.115629196,-1.448031664,1
79,1985,0.4556682706,0.00265057385,1
79,2017,-0.3869311512,-0.5951720476,1
111,33,-0.6029435396,1.232555985,1
111,65,-1.810528517,0.1526563168,1
111,97,-2.752808094,0.855884254,1
111,129,-2.314866543,0.2528038621,1
111,161,-3.13809824,-0.6098971963,1
111,193,-2.29317975,-1.051730633,1
111,225,-0.6915460229,-1.329104662,1
111,257,-0.5589147806,-1.58057642,1
111,289,-0.886715889,-2.460240364,1
111,321,-0.8434878588,-2.339655399,1
111,353,-9.52493,-3.119633913,1
111,385,-0.7787286639,-1.362852693,1
111,417,-0.139816761,-1.310796618,1
111,449,-0.2660467625,-1.314997673,1
111,481,0.01361270249,-1.682091951,1
111,513,-0.1059922874,-2.680633545,1
111,545,0.4478608966,-1.602773666,1
111,577,0.4480919838,-0.9085543752,1
111,609,0.9769237041,-0.3599269986,1
111,641,5.404939175,-0.6438211203,1
111,673,4.696897984,1.154955983,1
111,705,4.591328144,3.154321194,1
111,737,4.490297318,1.477240801,1
111,769,3.722428799,0.4747835398,1
111,801,4.080453396,-2.889386892,1
111,833,3.795405865,-2.675312519,1
111,865,4.280099869,-1.098087311,1
111,897,3.362765789,-0.1406305432,1
111,929,2.289879322,0.08351305127,1
111,961,0.1481224298,-0.1248546541,1
111,993,-0.6720594168,-0.5154259205,1
111,1025,0.7315755486,-0.3959456384,1
111,1057,1.339905858,0.3042237461,1
111,1089,0.5951710939,0.2465262413,1
111,1121,2.344787598,-0.5674294233,1
111,1153,3.521114826,-0.6126738787,1
111,1185,2.626276016,-0.5527318716,1
111,1217,2.027977467,-0.4323532581,1
111,1249,2.201453209,0.3011029363,1
111,1281,2.90547967,-0.9695700407,1
111,1313,3.455599308,-1.353970766,1
111,1345,2.961163044,-0.6335759163,1
111,1377,0.9857149124,-0.7804609537,1
111,1409,3.12122941,-3.912149906,1
111,1441,4.34923172,-4.140239716,1
111,1473,1.308995366,-4.31706953,1
111,1505,1.234226346,-2.426335096,1
111,1537,1.207303286,-1.829540491,1
111,1569,1.159925938,-1.122223258,1
111,1601,0.9972503185,0.6489399672,1
111,1633,0.4824908972,-0.5265738964,1
111,1665,0.9125742912,-0.4384583235,1
111,1697,1.873345613,0.4583095908,1
111,1729,1.128960848,-0.09044992924,1
111,1761,0.5717350245,-0.4063571095,1
111,1793,0.2768134475,-0.9114183187,1
111,1825,0.03734223545,-1.276257992,1
111,1857,-0.3275290132,-0.9775043726,1
111,1889,-0.5861709118,-0.4953851104,1
111,1921,0.412425071,-0.2998529971,1
111,1953,2.289381027,-0.7232727408,1
111,1985,0.5133875012,-0.5102251768,1
111,2017,-0.61328125,-0.2093721777,1
143,33,-1.091452122,1.113793135,1
143,65,-3.947367191,-1.199826956,1
143,97,-4.052525997,1.132430196,1
143,129,-2.809954882,-0.5069878697,1
143,161,-2.367755175,-0.8426207304,1
143,193,-1.31607914,-1.215199471,1
143,225,-0.3056455255,-1.791279793,1
143,257,0.5188313723,-3.086731434,1
143,289,-0.6162080765,-2.987914085,1
143,321,-0.6773145199,-3.354521036,1
143,353,-0.3233116865,-2.316967964,1
143,385,-7.303017139,-5.34144783,1
143,417,0.4754261374,-1.414026022,1
143,449,0.4181924164,-1.155584335,1
143,481,-0.1580490172,-1.772531867,1
143,513,-0.2326466292,-1.347446084,1
143,545,0.3458814621,-0.9404201508,1
143,577,0.4565453529,-0.7970846295,1
143,609,0.8132553101,-0.6197732091,1
143,641,4.471709251,-0.9626281857,1
143,673,1.508575916,0.3587584496,1
143,705,3.36596632,1.703818321,1
143,737,4.278022766,1.61062634,1
143,769,3.89601922,0.576757431,1
143,801,3.480293036,-4.067249298,1
143,833,2.971534729,-5.006857872,1
143,865,2.649591446,-2.53473568,1
143,897,4.118243217,-0.6376248598,1
143,929,4.407507896,0.5397142172,1
143,961,4.91397953,0.8770051599,1
143,993,1.097749829,-0.2025822699,1
143,1025,1.42759335,-0.1116850898,1
143,1057,0.8166297674,0.6042360067,1
143,1089,0.6264492273,0.531295836,1
143,1121,1.906628609,-0.2352564335,1
143,1153,4.421057701,-0.4425061941,1
143,1185,4.037886143,-1.238321304,1
143,1217,3.432106018,-2.064622402,1
143,1249,3.479710817,0.5274760723,1
143,1281,3.874536514,0.427174747,1
143,1313,4.487120628,-0.9662714005,1
143,1345,4.67601347,-0.9541039467,1
143,1377,4.525045395,-1.25016129,1
143,1409,2.516320705,-2.630161524,1
143,1441,1.865160227,-3.221574306,1
143,1473,1.925965309,-2.836125135,1
143,1505,2.025324345,-3.049556255,1
143,1537,2.55426836,-3.006091595,1
143,1569,3.583181381,-3.792389154,1
143,1601,1.840488911,-1.500916243,1
143,1633,1.088681459,-0.68349123,1
143,1665,0.8486166,-1.531106234,1
143,1697,0.6655871868,-0.2361529469,1
143,1729,0.5878322124,-0.4398878813,1
143,1761,0.6243106127,-0.7185976505,1
143,1793,0.3485071063,-0.5898976922,1
143,1825,0.0636927858,-0.610537529,1
143,1857,-0.2725594044,-0.08501404524,1
143,1889,-0.3481326401,-0.8018696904,1
143,1921,-0.07372760773,-0.4353119135,1
143,1953,0.1609212756,-0.2162954211,1
143,1985,-0.02484507859,0.0003239512444,1
143,2017,0.01068323851,0.01816421747,1
175,33,0.3000074029,0.8852975368,1
175,65,-2.103940487,-0.371414721,1
175,97,-3.212848663,-0.6928540468,1
175,129,-2.881974459,-0.9178334475,1
175,161,-2.410186291,-1.014724374,1
175,193,-1.136052012,-0.9458367825,1
175,225,-0.621224165,-3.11681366,1
175,257,-0.4436227083,-3.539773464,1
175,289,-0.7112517953,-2.619787693,1
175,321,-0.6866848469,-3.5187819,1
175,353,-0.02266958356,-2.438817263,1
175,385,-0.03651640564,-1.219864726,1
175,417,0.3267254829,0.009509205818,1
175,449,0.4612950087,-0.2966570258,1
175,481,-0.4264093041,-1.128284693,1
175,513,-0.5843800902,-0.9996246099,1
175,545,-0.1332256943,0.0894511342,1
175,577,0.1288720816,-0.6313689351,1
175,609,1.314422607,-1.305206418,1
175,641,2.354480028,-0.7383641005,1
175,673,3.734160185,0.3872310519,1
175,705,2.998584032,1.448272705,1
175,737,2.47183013,0.9851890802,1
175,769,3.463724136,0.2871197462,1
175,801,3.894449949,-1.419202328,1
175,833,6.913399696,-8.63437748,1
175,865,4.604691029,-3.485221386,1
175,897,2.358486891,-0.9710066915,1
175,929,3.409603596,0.3303729296,1
175,961,4.423678398,0.7409046292,1
175,993,4.179168701,-0.6985216737,1
175,1025,3.197912216,-1.171034575,1
175,1057,1.165558696,0.7694914341,1
175,1089,1.683845758,0.8572221994,1
175,1121,6.837081909,-1.021567941,1
175,1153,8.351114273,-1.124410987,1
175,1185,5.695116043,-1.5968256,1
175,1217,4.000300407,-2.983446121,1
175,1249,4.387905598,-0.8146728873,1
175,1281,4.43376112,0.1068922281,1
175,1313,4.529580116,-0.623254776,1
175,1345,5.037482262,-1.829777718,1
175,1377,6.625683784,-1.594808102,1
175,1409,1.319536924,-2.412271976,1
175,1441,0.6775276661,-1.479254484,1
175,1473,2.590362787,-3.580636263,1
175,1505,2.384790182,-3.380926132,1
175,1537,3.084266663,-3.192973852,1
175,1569,3.471734047,-4.822996616,1
175,1601,2.123169899,-4.755438805,1
175,1633,0.9429094791,-1.976392031,1
175,1665,0.1704597473,-1.693387508,1
175,1697,0.1269740462,-0.5504649878,1
175,1729,0.02361452579,-0.9688875675,1
175,1761,-0.08995562792,-1.367645144,1
175,1793,0.09582060575,-0.8136089444,1
175,1825,-0.106883049,-0.1298629045,1
175,1857,-0.4635368288,-1.46642673,1
175,1889,-0.6427772641,-1.430863142,1
175,1921,-0.5078959465,-0.8923147917,1
175,1953,-0.7256462574,-0.315798521,1
175,1985,-0.7305045128,0.09778310359,1
175,2017,0.04240819067,-0.04230314493,1
207,33,-0.2619862556,0.8713783026,1
207,65,-2.57584691,-1.432506561,1
207,97,-4.193664074,-1.847285986,1
207,129,-5.353224754,0.09130972624,1
207,161,-4.295147419,0.4843946695,1
207,193,-1.938573599,-0.4264978766,1
207,225,-1.71239543,-1.721009612,1
207,257,-1.094975114,-2.442204952,1
207,289,-0.8853685856,-1.995057583,1
207,321,-0.6761326194,-3.436652422,1
207,353,-0.2449991107,-2.377958059,1
207,385,-0.3164951205,-1.363636732,1
207,417,-0.1653688997,0.5816227198,1
207,449,-0.279961586,-0.2404113412,1
207,481,-1.495141387,-2.019114256,1
207,513,-0.4754121304,-0.7175902128,1
207,545,-0.3943868577,0.0769905448,1
207,577,0.3581760526,-0.9961475134,1
207,609,2.725739956,-4.012017727,1
207,641,1.722296357,-0.2786412537,1
207,673,2.389233589,1.033312082,1
207,705,1.08515358,2.188223362,1
207,737,0.4869668484,1.522549152,1
207,769,1.91249311,0.4354229569,1
207,801,4.199781418,-0.1217024326,1
207,833,4.068295956,-2.002429962,1
207,865,3.474584341,-3.701964378,1
207,897,1.635320187,-0.9611325264,1
207,929,1.175143242,0.0351754427,1
207,961,1.112040043,0.001185119152,1
207,993,6.309847355,-0.827300787,1
207,1025,3.915910721,-2.09357667,1
207,1057,1.914227962,-1.371367574,1
207,1089,2.842724323,-2.664742708,1
207,1121,3.810420036,-4.753521919,1
207,1153,-10.28810978,-7.34508419,1
207,1185,4.85400629,-0.4984059334,1
207,1217,4.685599804,-1.816926718,1
207,1249,4.897054672,-0.9749487638,1
207,1281,4.957089901,-0.2516488433,1
207,1313,4.464449883,-0.3835433722,1
207,1345,4.704069138,-1.735912442,1
207,1377,5.018083572,-2.835043907,1
207,1409,2.616659164,-2.844520807,1
207,1441,1.844828129,-2.143080235,1
207,1473,2.627891064,-2.726115227,1
207,1505,2.291347742,-2.588223219,1
207,1537,2.679556608,-3.337211847,1
207,1569,2.724444628,-3.911647797,1
207,1601,1.677977681,-3.828018427,1
207,1633,0.4111707211,-1.793857574,1
207,1665,0.1644241214,-1.31113112,1
207,1697,0.06934052706,-1.352099895,1
207,1729,-0.3741636574,-1.527345538,1
207,1761,-0.5773544312,-1.750667214,1
207,1793,-0.1023462117,-0.838837564,1
207,1825,0.03567867726,-0.6778577566,1
207,1857,-0.5225141048,-3.437403917,1
207,1889,-0.8467324972,-2.202540874,1
207,1921,-0.6122959852,-1.170765162,1
207,1953,-0.8038867116,-0.6724551916,1
207,1985,-0.8596094847,-0.1922120005,1
207,2017,-0.6803183556,-0.160487175,1
239,33,-1.758174539,1.582890868,1
239,65,-2.736339569,-2.06724143,1
239,97,-3.574560165,-2.747891188,1
239,129,-5.341382027,2.20206809,1
239,161,-3.843891144,1.771315575,1
239,193,-1.55875206,-0.314424336,1
239,225,-1.556034088,-1.96229887,1
239,257,-0.9102706909,-20.98877144,1
239,289,-0.5614051223,-21.50592613,1
239,321,0.6270791292,-3.171955585,1
239,353,-0.8226519823,-4.020956039,1
239,385,-0.9867619276,-1.489258647,1
239,417,-0.9737772942,-0.7834434509,1
239,449,-1.306487679,-2.580646038,1
239,481,-3.014355898,-4.187691212,1
239,513,-2.158666134,-1.869637966,1
239,545,-0.6837287545,-0.6595644355,1
239,577,-0.4100395143,-0.5879776478,1
239,609,-0.09746357799,-1.109526515,1
239,641,-0.003823310137,-0.9026193619,1
239,673,-0.5459265709,0.1395790875,1
239,705,-0.07494565845,1.329357743,1
239,737,0.2343672514,0.9781464338,1
239,769,0.6865679622,0.02659648657,1
239,801,2.016335487,-0.3050729036,1
239,833,2.677829266,-1.48775959,1
239,865,4.516851425,-3.001316786,1
239,897,4.774233341,-3.007736683,1
239,929,2.344257593,-1.402453184,1
239,961,0.9161765575,-0.6779508591,1
239,993,0.8542401791,-0.7257817984,1
239,1025,2.324251413,-0.8191988468,1
239,1057,2.579200029,-1.542863727,1
239,1089,1.643797874,-1.539431453,1
239,1121,4.890992641,-1.407773852,1
239,1153,4.526396275,-1.990696907,1
239,1185,5.060376167,-0.8579073548,1
239,1217,4.912389755,-0.5157154202,1
239,1249,5.612019062,-0.4489859343,1
239,1281,5.401252747,-0.1944713593,1
239,1313,4.545869827,0.4138854146,1
239,1345,5.17510891,-1.571542621,1
239,1377,4.781841278,-4.300380707,1
239,1409,3.777498722,-5.076916218,1
239,1441,3.203362942,-3.794171572,1
239,1473,3.177042961,-3.275264263,1
239,1505,3.32745409,-2.955260754,1
239,1537,2.070007086,-2.400483847,1
239,1569,2.367427588,-2.641964674,1
239,1601,1.481049895,-2.365376472,1
239,1633,0.1746783853,-1.276366711,1
239,1665,0.2333921343,-1.048472881,1
239,1697,0.3771012425,-1.860100627,1
239,1729,-0.4754937887,-2.401937962,1
239,1761,-0.6832822561,-1.07128191,1
239,1793,-0.2427362651,-0.02862918377,1
239,1825,0.2238020301,-0.364782393,1
239,1857,0.2067686766,-0.9671669006,1
239,1889,0.5378227234,-1.985775232,1
239,1921,0.4291860461,-1.416458726,1
239,1953,-0.3538493812,-0.6416341662,1
239,1985,-0.304597497,-0.4086359143,1
239,2017,-0.367536366,-0.1281990409,1
271,33,-3.295894146,2.881664753,1
271,65,-2.035961151,-2.093732595,1
271,97,-1.718180418,-3.413300991,1
271,129,-1.042664289,-0.8307008743,1
271,161,-0.7938144207,-0.7063462734,1
271,193,-0.7726988792,-0.9685537219,1
271,225,-0.5445821285,-2.467468977,1
271,257,-0.1782706976,-1.065624237,1
271,289,-2.97031498,-21.17617798,1
271,321,-0.6488544941,-5.691138744,1
271,353,-0.9709872007,-1.948651552,1
271,385,-0.6888098717,-1.454504728,1
271,417,-1.400349379,-2.305140495,1
271,449,-3.05393219,-4.387681484,1
271,481,-3.864796162,-3.81981945,1
271,513,-1.349549294,-1.387838006,1
271,545,-0.4571906924,-0.389390409,1
271,577,-0.6637039781,-0.5694454312,1
271,609,-0.5482305288,-0.9493089318,1
271,641,-0.3575562239,-1.431381941,1
271,673,-0.33956182,-0.5390759706,1
271,705,0.3042106926,-0.2560977936,1
271,737,0.3057188094,-0.2562115192,1
271,769,0.2642505765,-0.6841349602,1
271,801,0.2910600901,-0.659905076,1
271,833,1.58050704,-0.6250436306,1
271,865,3.416534901,-2.550297499,1
271,897,4.24111557,-3.452040195,1
271,929,4.247888565,-2.921386719,1
271,961,4.044454575,-2.32723546,1
271,993,1.586349964,-1.130010366,1
271,1025,2.624325275,-0.8146101236,1
271,1057,1.764604092,-1.11457777,1
271,1089,0.01292383671,-1.02279377,1
271,1121,-0.3085048199,-0.6159694195,1
271,1153,1.182876229,-1.500254631,1
271,1185,4.490675926,-1.762527704,1
271,1217,5.67135334,-1.091509342,1
271,1249,6.729662895,-0.6307789087,1
271,1281,7.295866966,-0.7985341549,1
271,1313,5.569746971,-0.9342222214,1
271,1345,5.374863625,-2.24574542,1
271,1377,4.584638119,-4.979391575,1
271,1409,3.770635605,-6.391812325,1
271,1441,4.609553814,-5.825504303,1
271,1473,4.90649128,-4.341719627,1
271,1505,3.954404354,-3.285851479,1
271,1537,1.947743893,-2.051230907,1
271,1569,1.692462683,-1.666889071,1
271,1601,1.364207864,-1.296459675,1
271,1633,1.13241756,-1.438429713,1
271,1665,0.3495292366,-1.042623162,1
271,1697,-0.3784742355,-1.382704258,1
271,1729,-0.323807627,-2.435244799,1
271,1761,-0.2965298891,-0.6488795877,1
271,1793,0.1955615729,0.09771540761,1
271,1825,0.5262099504,0.04290437698,1
271,1857,0.4983927011,-0.197317481,1
271,1889,0.8992525339,-0.7729731798,1
