PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 27, filenames: A:[27]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[28]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.182136059,2.463432074,1
47,65,-5.899342537,-18.20414543,1
47,97,-0.2877452374,-1.499345541,1
47,129,0.8902384043,-2.038789749,1
47,161,1.269506812,-1.343707085,1
47,193,1.47871685,-0.6103870869,1
47,225,1.595304012,0.2869423628,1
47,257,1.663092375,-0.2967917919,1
47,289,-0.02782976627,0.1996603012,1
47,321,-0.1839947701,-1.077746272,1
47,353,1.152539968,-2.087968826,1
47,385,0.7729022503,-1.723573923,1
47,417,0.5374961495,-1.547850728,1
47,449,0.9820040464,-1.052761436,1
47,481,-0.03467607498,-0.9238114357,1
47,513,0.1784778833,-0.296195507,1
47,545,0.07912445068,-1.205710053,1
47,577,0.2718238831,-0.8693640828,1
47,609,0.1961424351,-0.4677150249,1
47,641,1.494622827,-0.9496208429,1
47,673,1.320128679,-1.135514855,1
47,705,1.064372182,-0.4795825481,1
47,737,0.7870175838,-0.3492859006,1
47,769,0.532782793,0.2739894092,1
47,801,0.4156500101,0.9024398923,1
47,833,1.202204704,1.096754313,1
47,865,1.421268463,1.085521698,1
47,897,-1.082901478,6.608919144,1
47,929,-1.212125778,0.0833684206,1
47,961,-0.7687522173,-0.5778606534,1
47,993,-1.364507794,-0.143779397,1
47,1025,-0.7352602482,-0.4214501977,1
47,1057,-0.3926235437,-0.4936942756,1
47,1089,-0.6752624512,-1.884535551,1
47,1121,0.09414887428,-2.269199371,1
47,1153,0.357981801,-1.256769061,1
47,1185,-0.5434724092,-1.364368796,1
47,1217,-1.446666121,-1.366238475,1
47,1249,-0.7541304231,0.6197972298,1
47,1281,0.08184412122,0.9557881355,1
47,1313,0.3179354072,-0.2140649557,1
47,1345,0.1700013727,-1.125730634,1
47,1377,-1.857909441,-2.249636173,1
47,1409,-1.662656784,-1.276902676,1
47,1441,-0.6664073467,-0.9876906872,1
47,1473,0.01447923481,-1.187397122,1
47,1505,-2.979024887,-3.763674736,1
47,1537,-0.05362510681,-8.167882919,1
47,1569,1.221333146,-1.089420199,1
47,1601,0.8429669142,0.5224951506,1
47,1633,0.965303421,-0.3381140232,1
47,1665,0.958526969,-3.060921192,1
47,1697,-1.740916014,-7.87541914,1
47,1729,-2.26696682,-6.733839035,1
47,1761,-1.016274691,-2.713618279,1
47,1793,-0.3246104717,-0.4985845685,1
47,1825,-0.02496530116,0.4146692753,1
47,1857,-0.082793504,0.5883652568,1
47,1889,-0.2178347111,0.6469920874,1
47,1921,-0.1179643869,1.004478693,1
47,1953,-0.09765380621,0.6564650536,1
47,1985,0.306670785,0.4103164971,1
47,2017,0.8659765124,-3.245086193,1
79,33,8.024827003,1.440439939,1
79,65,7.393868923,-17.55429268,1
79,97,0.05982609093,-0.3614683449,1
79,129,0.6216404438,-0.9441398978,1
79,161,0.4368553162,-0.7339823246,1
79,193,0.7074133158,-0.8009122014,1
79,225,1.051781058,-1.254027486,1
79,257,1.125542879,-1.458124399,1
79,289,0.3733187914,-1.055187225,1
79,321,-0.1706478596,-1.493956685,1
79,353,1.129582644,-1.26998651,1
79,385,2.06017065,-1.765849829,1
79,417,1.393243074,-1.973132014,1
79,449,0.4531952143,-0.8175497055,1
79,481,2.587351322,-0.7040913105,1
79,513,0.6168234944,0.7487504482,1
79,545,-0.1787861586,-0.2921618819,1
79,577,0.02443659306,-0.6000939012,1
79,609,0.01592409611,-0.5155658126,1
79,641,0.7389166355,-0.3797022998,1
79,673,0.9014215469,-0.2870493829,1
79,705,0.4311490655,0.5474385023,1
79,737,-0.1345722675,1.218660593,1
79,769,-0.2511851192,0.3658548892,1
79,801,-0.159373343,-0.1027243733,1
79,833,0.2970677912,0.2410707474,1
79,865,0.1944657564,0.4585824609,1
79,897,-0.1079072058,0.3201508522,1
79,929,-0.5365282893,0.04618185759,1
79,961,-1.425071597,0.2636888921,1
79,993,-1.146554708,-0.313610673,1
79,1025,-0.7232042551,-0.5489644408,1
79,1057,-1.245282888,0.1244559214,1
79,1089,-1.736548066,0.02567636967,1
79,1121,-1.122014642,-1.227615714,1
79,1153,-0.3756358624,-1.589937091,1
79,1185,-0.4018757343,-1.710699081,1
79,1217,-0.9376621246,-1.617084146,1
79,1249,-0.7093693614,-0.1140556335,1
79,1281,-0.5981205702,-0.4747419953,1
79,1313,-0.6641821265,-0.9550685883,1
79,1345,-0.4285817146,-0.8015640974,1
79,1377,-0.3818246722,-1.033207655,1
79,1409,-0.7138903141,-0.3876075745,1
79,1441,-0.2227957249,-0.4831617475,1
79,1473,0.3544282913,-1.030297518,1
79,1505,0.9168348312,-2.048248291,1
79,1537,1.059442759,-2.229096651,1
79,1569,0.4739164114,-1.07799232,1
79,1601,-0.0802654624,0.06919574738,1
79,1633,-0.56539464,0.1785195172,1
79,1665,-0.3151743412,-1.557281852,1
79,1697,-0.7155653238,-1.883495331,1
79,1729,-2.582084656,-3.511548281,1
79,1761,-2.691751003,-3.398102522,1
79,1793,-0.3092129827,-0.926097393,1
79,1825,0.6852406859,-0.600567162,1
79,1857,0.2263158411,0.2271802276,1
79,1889,-0.1628600508,0.758995831,1
79,1921,0.0463771522,0.9550863504,1
79,1953,0.04117259383,0.8480660319,1
79,1985,0.1469236165,0.5410830975,1
79,2017,0.5273761749,-1.9859519,1
111,33,-0.4458913803,0.8276485205,1
111,65,8.533064842,17.77062607,1
111,97,-0.3702696562,-0.05231949687,1
111,129,0.1584842801,0.06492376328,1
111,161,-0.1164399832,-0.3957711458,1
111,193,0.2883568108,-0.8614579439,1
111,225,0.5695515871,-2.157804251,1
111,257,0.6240998507,-2.557629347,1
111,289,0.697932601,-2.53365469,1
111,321,0.5648012161,-1.779426694,1
111,353,0.836361587,-0.7762751579,1
111,385,0.6863362789,-1.874275327,1
111,417,0.3254249394,-2.194196224,1
111,449,0.1589387059,-1.089623094,1
111,481,2.092344522,0.04188191891,1
111,513,0.1825759411,0.7891147733,1
111,545,-0.9045612812,-0.1409510076,1
111,577,-1.20518136,-0.5310772657,1
111,609,-0.6647722721,-0.2831016481,1
111,641,0.8441768885,0.190452978,1
111,673,0.5924328566,0.6206971407,1
111,705,0.2989041209,0.917462945,1
111,737,-0.2867809534,0.601878345,1
111,769,-0.4754851162,-0.06278043985,1
111,801,0.02893650532,-0.2379720509,1
111,833,-0.1619177908,0.07760235667,1
111,865,-0.6732134819,0.1397568434,1
111,897,-0.539287746,0.1130911708,1
111,929,-0.7207781672,0.2158557773,1
111,961,-2.528949976,0.9474695325,1
111,993,-0.8917300105,-0.3618450761,1
111,1025,-0.5275508165,-0.4122680724,1
111,1057,-1.698912978,0.4301362634,1
111,1089,-4.536098957,1.490700126,1
111,1121,-3.736349583,0.1004521847,1
111,1153,-1.484476805,-2.067447662,1
111,1185,-0.7971356511,-2.172159672,1
111,1217,-0.5732401013,-1.255811334,1
111,1249,-0.4696674943,-0.5747200251,1
111,1281,-0.243329674,-1.247464657,1
111,1313,-0.4200880826,-1.495149493,1
111,1345,-0.05550144613,-1.213008285,1
111,1377,0.1013877466,-0.9477451444,1
111,1409,-0.4126975834,-0.3018910587,1
111,1441,-0.105843693,-0.0654515624,1
111,1473,0.5562198162,-4.264304638,1
111,1505,0.737657547,-3.801053524,1
111,1537,0.9187064171,-2.237102509,1
111,1569,-0.2360222042,-1.8536973,1
111,1601,-0.7938078642,-1.311358929,1
111,1633,-0.9996637106,-0.5546804667,1
111,1665,-0.9259858131,-0.6671009064,1
111,1697,-3.636143446,-0.696157217,1
111,1729,-5.118461609,-5.756890774,1
111,1761,-3.837833405,-7.708604813,1
111,1793,-0.6619092226,-1.294632912,1
111,1825,0.04040806368,-0.8194019794,1
111,1857,0.2137779891,-0.1501483023,1
111,1889,0.1197822243,0.52003932,1
111,1921,0.2285690457,1.068622231,1
111,1953,-0.004554904997,0.6110230088,1
111,1985,-0.09871299565,-0.05553892255,1
111,2017,0.1128500551,-1.274388909,1
143,33,-1.321449399,0.795846343,1
143,65,-1.09202683,-0.1727511883,1
143,97,-0.2996145785,-0.02062064409,1
143,129,0.3567362726,1.215638638,1
143,161,0.05617555976,0.5894390345,1
143,193,-0.0146972537,-1.11911118,1
143,225,0.06908524036,-3.140151501,1
143,257,0.4284587502,-2.836443901,1
143,289,1.075819492,-2.85160017,1
143,321,0.8707492948,-2.049307108,1
143,353,0.07171666622,-1.35194087,1
143,385,-0.5949005485,-2.007870436,1
143,417,-0.5695364475,-2.752795219,1
143,449,-0.9017173648,-1.945640445,1
143,481,-0.8290554881,-0.6354854107,1
143,513,-0.827537775,-0.3632010221,1
143,545,-3.853873491,-1.55588603,1
143,577,-5.387126923,-1.231560946,1
143,609,-1.445997715,-0.13366808,1
143,641,0.6631852388,0.6590331793,1
143,673,0.9526381493,0.9855482578,1
143,705,0.4336897433,1.187904596,1
143,737,0.01308333874,0.602866292,1
143,769,-0.2209455073,0.1493094563,1
143,801,-0.05171704292,0.1561616063,1
143,833,0.1539282203,0.4724013805,1
143,865,-0.2129465342,-0.02666565776,1
143,897,-0.3174531758,0.3949619532,1
143,929,-0.8477342129,0.01904940605,1
143,961,-1.380707145,0.06008574367,1
143,993,-0.6260424852,-0.07451567054,1
143,1025,-0.6462612152,-0.08715345711,1
143,1057,-1.273084521,0.3718974888,1
143,1089,-4.49312067,1.653402925,1
143,1121,-4.002994537,-0.4492891431,1
143,1153,-1.889615893,-1.782188892,1
143,1185,-1.054579735,-1.592612743,1
143,1217,-0.8018128872,-1.602738976,1
143,1249,-0.7326587439,-1.064806938,1
143,1281,-0.3411570787,-1.281337023,1
143,1313,-0.2128314376,-2.412672043,1
143,1345,0.09135530889,-1.795123219,1
143,1377,0.1022553295,-0.4163162708,1
143,1409,-0.3090066016,0.2240807712,1
143,1441,-0.1669872999,0.2170583606,1
143,1473,-0.1781235635,-1.322077751,1
143,1505,-0.2999613881,-2.82242918,1
143,1537,-0.1354570985,-2.350996971,1
143,1569,-0.6599856615,-2.340289593,1
143,1601,-1.411015987,-1.767797589,1
143,1633,-1.352725148,-1.060129285,1
143,1665,-1.623522401,-0.7221082449,1
143,1697,-3.401357651,-1.68565917,1
143,1729,-1.28930831,-1.490118742,1
143,1761,-0.6193342209,-1.697613358,1
143,1793,-0.2594423294,-1.21331656,1
143,1825,-0.08084194362,-0.575699091,1
143,1857,-0.01006958261,0.2365891039,1
143,1889,-0.0333510153,0.5784571171,1
