PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 8, filenames: A:[8]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[9]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
175,321,-0.8256540895,0.2751365006,1
175,353,-1.15552783,0.1143396795,1
175,385,0.08774003386,-0.4379595518,1
175,417,0.2809405327,-0.1907383054,1
175,449,-0.1516231894,-0.1016098857,1
175,481,0.8085724115,1.4071244,1
175,513,1.306887865,1.16496551,1
175,545,3.43955183,3.540761948,1
175,577,2.587134361,1.528325677,1
175,609,4.221043587,0.4244619012,1
175,641,5.106212616,-0.2084107399,1
175,673,1.006784201,-0.1886882782,1
175,705,0.7924569845,0.6876288652,1
175,737,0.04581020772,1.652613282,1
175,769,0.3802616894,2.113750935,1
175,801,0.8084800839,0.9115823507,1
175,833,0.9195941091,-0.2112631798,1
175,865,0.5337761641,-0.08436185122,1
175,897,0.2066343725,0.2228468657,1
175,929,-0.233510375,0.4686072469,1
175,961,-0.2989979982,0.8010156751,1
175,993,-0.8407349586,1.489195466,1
175,1025,-1.505677819,2.391457081,1
175,1057,0.1376294494,2.346970081,1
175,1089,2.24458766,3.675934553,1
175,1121,4.319801331,5.695097446,1
175,1153,3.128113747,5.508969307,1
175,1185,2.591173649,4.758043766,1
175,1217,2.143204212,1.438996911,1
175,1249,1.658913136,0.687674284,1
175,1281,3.436083078,1.358180165,1
175,1313,4.651345253,2.338527679,1
175,1345,2.883709908,2.310110569,1
175,1377,1.797265291,1.293469071,1
175,1409,1.921461821,0.2423072755,1
175,1441,0.6463565826,0.2208706141,1
175,1473,0.4064823389,0.1333855987,1
175,1505,0.630936265,-0.6009992957,1
175,1537,1.759924173,-0.3244192004,1
175,1569,1.675293207,0.5216232538,1
175,1601,0.7423847914,0.8860877752,1
175,1633,0.6123832464,0.9244254231,1
175,1665,0.5657482147,0.5239857435,1
175,1697,0.5483205318,0.5316648483,1
175,1729,0.2701616883,1.430746198,1
175,1761,0.06657934189,2.25926733,1
175,1793,-0.1452616453,2.11892128,1
175,1825,-0.7096348405,2.144425154,1
175,1857,-1.078073025,1.313354254,1
175,1889,-0.5317702293,1.556911826,1
175,1921,-0.4759706259,2.175545216,1
175,1953,-1.312302351,1.95809412,1
175,1985,-0.9849577546,1.166421294,1
175,2017,-0.7517701387,-1.338859797,1
207,33,-0.6647295952,0.02383788675,1
207,65,-1.808386087,-0.02554291487,1
207,97,-1.823664188,0.5368599892,1
207,129,-1.756331205,0.4490408301,1
207,161,-1.447442412,0.04411685467,1
207,193,-1.904827714,-0.1902038455,1
207,225,-0.7692632675,-0.4284643531,1
207,257,-20.17620468,-0.2128895819,1
207,289,-0.7011312842,0.09271970391,1
207,321,-0.5428043604,0.06889498234,1
207,353,-0.5242965221,0.2979940176,1
207,385,-0.04000523686,0.1549466997,1
207,417,0.5287236571,-0.171359539,1
207,449,0.5086711645,-0.03825870156,1
207,481,1.383945704,0.8087233901,1
207,513,2.294946671,0.8818048835,1
207,545,1.474782944,0.5790518522,1
207,577,1.075888157,-0.01186800003,1
207,609,1.681843162,-0.3733615875,1
207,641,2.27884531,-0.4861825109,1
207,673,0.46844244,-0.8204671144,1
207,705,0.2308090329,-0.04772126675,1
207,737,-0.3712703288,1.402436256,1
207,769,-0.4492744207,2.232566357,1
207,801,-0.2289177179,4.283704281,1
207,833,1.649911404,0.2405905724,1
207,865,1.666107059,-0.5252085924,1
207,897,0.6336250305,0.5174896121,1
207,929,0.7457828522,0.5784677863,1
207,961,0.123654902,0.4424039125,1
207,993,-0.2678838968,1.006522298,1
207,1025,-0.01698383689,1.364875078,1
207,1057,0.8430998921,2.383121014,1
207,1089,1.259069324,3.982759237,1
207,1121,1.776914239,4.660722733,1
207,1153,1.782579899,3.579352617,1
207,1185,1.846708655,3.051903725,1
207,1217,2.17524147,1.203694344,1
207,1249,3.641889334,1.315143824,1
207,1281,4.844540596,2.083610773,1
207,1313,4.625760078,2.192753553,1
207,1345,2.985672712,2.53832531,1
207,1377,1.161767483,1.242713451,1
207,1409,0.5698224306,-0.3874934912,1
207,1441,0.7424834967,-0.5182462931,1
207,1473,0.3949671984,-0.379950285,1
207,1505,0.06819701195,-0.8104125261,1
207,1537,1.336277246,-0.3034761548,1
207,1569,0.8241834044,0.7874925733,1
207,1601,0.2682976723,1.418092608,1
207,1633,0.2138299942,0.7760280371,1
207,1665,-0.1218937635,0.8486429453,1
207,1697,-0.3450921476,0.9935456514,1
207,1729,0.0683838129,1.341563225,1
207,1761,-0.2050321698,1.845687866,1
207,1793,-0.3605036736,1.958141565,1
207,1825,-0.6632157564,2.181308985,1
207,1857,-0.9042677879,1.962901235,1
207,1889,0.07203227282,1.833263397,1
207,1921,-0.220464766,0.6074025631,1
207,1953,-0.8938208818,1.251360297,1
207,1985,-1.029759526,1.240383148,1
207,2017,-1.093057036,-1.905463457,1
239,33,-1.234608412,-0.008388280869,1
239,65,-3.386543751,0.08507540822,1
239,97,-2.919620037,0.4935695231,1
239,129,-2.227811337,1.287574291,1
239,161,-1.354990959,-0.1855631471,1
239,193,-0.8848264217,-0.5583845377,1
239,225,-19.07058716,-6.598941803,1
239,257,0.3780776858,-0.4571163654,1
239,289,-0.4104348421,-0.2844336331,1
239,321,-0.6164780259,0.6312338114,1
239,353,-0.5712774992,1.41591692,1
239,385,0.0269703269,1.3677665,1
239,417,0.6369302273,0.1898168921,1
239,449,0.9129531384,0.1749550104,1
239,481,1.784522295,0.5708426833,1
239,513,1.800365925,0.04241457582,1
239,545,0.753772974,-0.407134831,1
239,577,0.7974566221,-0.651771009,1
239,609,0.4269216061,-0.5862220526,1
239,641,0.1066601574,-0.48815009,1
239,673,-0.3282462358,-0.3497833908,1
239,705,-0.8365665078,0.921282053,1
239,737,-1.064811707,2.05999136,1
239,769,-2.442196369,3.020426989,1
239,801,-2.153158426,2.213486195,1
239,833,0.4164348841,0.1202249527,1
239,865,0.7650134563,-0.1172252595,1
239,897,2.237974644,0.3955032229,1
239,929,4.101061344,1.410665393,1
239,961,0.5260416269,0.3085477352,1
239,993,0.09283512831,0.5351678729,1
239,1025,-0.04175271094,0.991987586,1
239,1057,-0.3278154731,2.215440035,1
239,1089,-0.2754035592,5.313306808,1
239,1121,0.03840693831,6.162176132,1
239,1153,0.7430583835,1.35928297,1
239,1185,1.052217364,2.560482979,1
239,1217,2.440643549,1.149194717,1
239,1249,4.300503731,1.349754691,1
239,1281,5.228528023,1.91522789,1
239,1313,5.031224251,2.118115425,1
239,1345,3.708273411,2.13368988,1
239,1377,2.181087017,0.5884782076,1
239,1409,1.460595131,-1.108961344,1
239,1441,0.8413763046,-1.631261706,1
239,1473,2.855897903,-3.728082895,1
239,1505,2.871825933,-2.712764502,1
239,1537,1.393372536,-0.7296654582,1
239,1569,0.208791256,0.9078282714,1
239,1601,0.1397948861,1.744369388,1
239,1633,0.3707692325,1.35051024,1
239,1665,-0.1900333464,1.31712532,1
239,1697,-0.6961346865,1.196937323,1
239,1729,-1.026113033,1.620792866,1
239,1761,-1.62753427,1.78583765,1
239,1793,-1.672449827,1.813499451,1
239,1825,-1.532399297,2.178405762,1
239,1857,-0.7506749034,2.803687334,1
239,1889,0.5426548123,3.840863943,1
239,1921,-0.1031320691,0.8241568804,1
239,1953,-0.7315030098,0.6355637312,1
239,1985,-1.590496063,0.1257663816,1
239,2017,-0.6624977589,-1.700389624,1
271,33,-1.747042179,0.03345352411,1
271,65,-4.020207405,-0.439124763,1
271,97,-4.904079437,0.336849153,1
271,129,-6.606712341,0.5548475981,1
271,161,-1.560076833,-0.5513586998,1
271,193,-0.06570774317,0.2658257484,1
271,225,0.0205616951,0.3086595535,1
271,257,-0.06277054548,0.004362896085,1
271,289,-0.2354232967,0.6987820864,1
271,321,-0.2284045219,1.604422688,1
271,353,-0.04784059525,1.515168548,1
271,385,0.1031256914,0.2471374273,1
271,417,1.140161037,-1.028464675,1
271,449,1.234344006,-0.1830976456,1
271,481,1.500115514,-0.1931583285,1
271,513,1.53893137,-0.2784134448,1
271,545,0.6429675817,-1.088043928,1
271,577,-0.09633845091,-1.942855358,1
271,609,-0.716468811,-0.9891886115,1
271,641,-0.5142559409,-0.3764891624,1
271,673,-0.6610132456,0.3976641893,1
271,705,-0.9838406444,1.672629833,1
271,737,-0.6995024085,1.971191287,1
271,769,-0.6951007843,1.473614812,1
271,801,-0.6949745417,0.5542407036,1
271,833,-0.134883225,0.3084574938,1
271,865,-0.326420486,0.3354580104,1
271,897,0.09056258202,-0.1627401263,1
271,929,0.8678506613,-0.04874259233,1
271,961,0.4066942632,0.03267350793,1
271,993,-0.1385364234,0.2904251814,1
271,1025,-0.5172199011,0.796854496,1
271,1057,-1.69516933,2.197444201,1
271,1089,-2.074427605,4.644247055,1
271,1121,-1.181920409,6.047379494,1
271,1153,0.05343842506,1.409787655,1
271,1185,0.65052706,1.707597971,1
271,1217,1.780278206,1.550565958,1
271,1249,3.220565081,1.612084985,1
271,1281,4.51256752,1.606759787,1
271,1313,4.249623299,1.857600331,1
271,1345,3.16456604,1.038758636,1
271,1377,2.689250231,-0.3091365099,1
271,1409,2.239301682,-1.741980076,1
271,1441,3.298701286,-4.259458542,1
271,1473,2.650360346,-3.539303303,1
271,1505,1.738644123,-1.95118773,1
271,1537,0.06818413734,0.5144287944,1
271,1569,0.1624572277,1.546359777,1
271,1601,0.09434717894,1.482670546,1
271,1633,-0.1311627626,1.694420934,1
271,1665,-0.4280140996,1.848415017,1
271,1697,-0.2939613461,0.9082450867,1
271,1729,-0.01873072982,1.159249187,1
271,1761,-0.7956644297,1.050672412,1
271,1793,-1.024159908,0.9784547091,1
271,1825,-1.036887288,1.922263384,1
271,1857,-0.7379291654,2.730893373,1
271,1889,-0.3708738685,5.144915581,1
271,1921,0.1878762245,5.373106956,1
271,1953,-0.77572155,5.896196365,1
271,1985,-2.399421692,0.0306430161,1
271,2017,-0.464479804,-0.9151982069,1
303,33,-1.285292864,-0.05649384856,1
303,65,-2.30427599,-0.9585268497,1
303,97,-2.084391832,0.2727415562,1
303,129,-0.9469213486,0.7420135736,1
303,161,15.57727146,-10.47836494,1
303,193,0.3853253126,1.388729692,1
303,225,0.3137724698,0.9906618595,1
303,257,-0.01370632648,0.3431004286,1
303,289,-0.6991898417,0.769947052,1
303,321,-0.5318090916,1.085956812,1
303,353,0.1008277535,0.9137442112,1
303,385,0.4683720171,-0.1368198693,1
303,417,2.547332525,-1.698981285,1
303,449,1.790841222,-0.685061574,1
303,481,1.051235318,-0.7633773088,1
303,513,1.155701399,-0.348726064,1
303,545,0.5582951903,-0.1402553767,1
303,577,-0.6855502725,-0.3572191596,1
303,609,-1.158679008,-0.517511487,1
303,641,-0.8879473805,-0.08950412273,1
303,673,-0.586918354,0.6787999868,1
303,705,-0.4094245434,1.348935604,1
303,737,0.2389192581,5.182671547,1
303,769,-0.6328775883,1.561137915,1
303,801,-0.6035991311,1.44252038,1
303,833,0.2605208158,0.9176845551,1
303,865,-0.2383642197,0.2483060062,1
303,897,-0.6997759342,-0.1925536692,1
303,929,0.04969087243,0.2607778907,1
303,961,0.231018424,0.1014075875,1
303,993,-0.03158023953,0.1668276787,1
303,1025,-0.713917613,0.9172606468,1
303,1057,-0.6318545341,1.421162963,1
303,1089,-0.9042012691,3.853228092,1
303,1121,-0.4155088365,1.533153176,1
303,1153,-0.06380151212,1.685186148,1
303,1185,0.01767218113,1.382968307,1
303,1217,1.479560852,1.752968073,1
303,1249,3.24968195,1.650502682,1
303,1281,4.291232109,1.172595024,1
303,1313,4.290715218,0.8075849414,1
303,1345,4.122215271,0.6072199941,1
303,1377,3.001984358,-0.402133584,1
303,1409,2.061599731,-1.152116299,1
303,1441,1.961111665,-1.128156304,1
303,1473,1.959370613,-1.147766709,1
303,1505,1.196573496,-0.2933116555,1
303,1537,-0.1800924093,0.6122581363,1
303,1569,-0.8763124943,1.348141909,1
303,1601,-0.4116306901,1.588850856,1
303,1633,0.08774290979,2.134642601,1
303,1665,0.7392317057,2.639648438,1
303,1697,0.890763998,2.19746542,1
303,1729,0.2318779826,1.293064356,1
303,1761,-0.7181637287,1.290238738,1
303,1793,-0.9121809006,1.124980927,1
303,1825,-0.6628141403,2.216910124,1
303,1857,-0.8868783116,2.877991438,1
303,1889,-0.6931265593,5.561014175,1
303,1921,0.1749763489,5.007335663,1
303,1953,-0.5097352266,4.654409409,1
303,1985,-1.665501237,0.7772828341,1
303,2017,16.42758751,-0.923073411,1
335,33,-0.4851424694,-0.1455590427,1
335,65,-0.6984187365,-1.001012921,1
335,97,-0.1752973795,-0.1116524041,1
335,129,-0.1347327232,0.07095044851,1
335,161,-0.3335707188,0.4090053439,1
335,193,-0.2041102946,1.467984438,1
335,225,0.0276298821,0.465120703,1
335,257,-0.3478025198,-0.2892864048,1
335,289,-2.310106277,0.3823152781,1
335,321,-1.039374113,-0.5537741184,1
335,353,-0.1969946474,0.2048179209,1
335,385,0.1440562308,0.5386689901,1
335,417,0.6650236845,0.1162641123,1
335,449,1.183078766,-0.4899929166,1
335,481,1.247344851,-1.479717493,1
335,513,0.8077518344,-0.1311715841,1
335,545,0.5426154137,0.3973751068,1
335,577,0.6110990644,0.2672423124,1
335,609,0.5495049357,0.3249381781,1
335,641,0.3687606156,0.2960474491,1
335,673,0.5111620426,0.6275215745,1
335,705,0.5630276203,1.674923778,1
335,737,-1.261819124,3.957907915,1
335,769,-0.9571490884,3.317327738,1
335,801,-0.03233110905,2.63629055,1
335,833,-0.01119989157,1.003423452,1
335,865,-0.4113357663,0.05493927002,1
335,897,-0.3363389969,-0.3579446673,1
335,929,0.02295476198,0.266086787,1
335,961,0.02093240619,-0.04724094272,1
335,993,-0.2100140452,-0.4381155372,1
335,1025,-0.6112549901,1.090518951,1
335,1057,-0.8291138411,1.623855352,1
335,1089,-0.3189820647,1.067103028,1
335,1121,-0.1955337822,0.5941954851,1
335,1153,0.1308735013,1.116617322,1
335,1185,1.255554318,2.057020187,1
335,1217,2.198288918,1.960594893,1
335,1249,4.769859314,1.94202435,1
335,1281,5.799206257,1.037061214,1
335,1313,4.029659271,0.6300530434,1
335,1345,3.52999568,0.626411438,1
335,1377,2.68740344,-0.1062742919,1
335,1409,1.924409747,0.04510676861,1
335,1441,1.008749485,-0.04677021503,1
335,1473,0.6433154345,-0.4062021971,1
335,1505,0.7272550464,-0.2570105195,1
335,1537,-0.1942876577,0.2044197917,1
335,1569,-0.6926804781,1.221957207,1
335,1601,-0.5144093037,1.424099445,1
335,1633,0.2271307409,1.28645134,1
335,1665,2.148611546,2.341663599,1
335,1697,1.526444077,4.300240517,1
335,1729,-0.3634105921,2.396749496,1
335,1761,-0.8257840872,2.1862185,1
335,1793,-0.4630325437,1.684547067,1
335,1825,-0.3617912531,2.520918608,1
335,1857,-0.8634642363,3.405448437,1
335,1889,-0.338285625,5.87251091,1
335,1921,-0.1694016457,3.522997141,1
335,1953,-1.579437375,4.422541618,1
335,1985,-1.598329782,2.878341198,1
335,2017,-0.1378600597,-1.573576093,1
367,33,-0.4477481842,-0.05273170769,1
367,65,0.005334079266,-0.8823603392,1
367,97,0.2810347378,-0.05172648281,1
367,129,0.6885063052,0.08816567808,1
367,161,0.04824237525,0.5747396946,1
367,193,-0.6008148193,0.8229216933,1
367,225,-0.2850953043,0.1076180786,1
367,257,-0.6042294502,-0.6951452494,1
367,289,-1.365771532,-0.03270740807,1
367,321,-1.264223576,-0.2725387514,1
367,353,-0.3998528421,0.5295401216,1
367,385,0.1135903001,1.411707282,1
367,417,0.7971007228,0.5416666269,1
367,449,1.175297737,0.1470920742,1
367,481,0.9854280353,-0.2512812912,1
367,513,0.6977508068,0.159180522,1
367,545,0.4921776056,0.2932424843,1
367,577,0.8456885219,0.02993582934,1
367,609,2.017858982,-0.345128566,1
367,641,1.45915854,-0.2776092887,1
367,673,0.59314394,0.4414204657,1
367,705,-0.02784720063,0.7287061214,1
367,737,-1.913819909,3.634909153,1
367,769,-2.052474976,5.108748436,1
367,801,-0.5285192728,1.957635283,1
367,833,-0.4863654673,0.456140399,1
367,865,-0.7433456182,-0.3094609976,1
367,897,-0.1241954565,-0.8531037569,1
367,929,0.1139045954,0.03361141682,1
367,961,-0.3090769649,-0.3162001371,1
367,993,-0.599896431,-1.056489944,1
367,1025,-0.760697782,-0.1071185097,1
367,1057,-0.8071456552,0.2814940214,1
367,1089,-0.3233072758,-0.05934214592,1
367,1121,-0.2702331841,-0.03630158305,1
367,1153,0.3826772273,0.6784183979,1
367,1185,1.601826549,1.197813988,1
367,1217,3.05318594,1.388320208,1
367,1249,5.263598919,1.313506365,1
367,1281,4.556959152,1.159283042,1
367,1313,2.268988609,1.57788074,1
367,1345,-0.3233046532,0.4869950116,1
367,1377,0.702896595,-0.2630935907,1
367,1409,1.371130109,0.3072385192,1
367,1441,0.4158221483,0.3472563028,1
367,1473,-0.1666038036,-0.5829495192,1
367,1505,0.4087010622,-1.602853417,1
