PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[10]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
719,385,0.111800611,-2.3027246,1
719,417,-0.1219335198,-1.440960169,1
719,449,-0.2642675638,-1.244131804,1
719,481,0.2945186496,-4.73241806,1
719,513,0.1959636211,-4.327043533,1
719,545,0.1697304249,-2.870998144,1
719,577,-0.00578635931,-0.7218387127,1
719,609,-0.9440700412,-0.03939509392,1
719,641,0.2145073414,-1.186285496,1
719,673,0.4949285984,-1.394484639,1
719,705,0.7378585339,-1.794209719,1
719,737,1.289288282,-4.834638596,1
719,769,0.6547287703,-5.242230892,1
719,801,0.1825977862,-2.049526691,1
719,833,-0.003488227725,-0.4336371422,1
719,865,0.1607410312,-0.8325740099,1
719,897,0.7136209607,-1.468276978,1
719,929,0.5460885763,-1.477691174,1
719,961,0.378885746,-0.5929139853,1
719,993,0.3127207756,0.1590439677,1
719,1025,-0.06643989682,0.4115308523,1
719,1057,0.1463975906,0.2378436923,1
719,1089,0.892455101,-0.118247062,1
719,1121,2.166356087,0.2995404303,1
719,1153,1.909714699,0.4415481687,1
719,1185,1.686876297,0.9591317773,1
719,1217,1.704487443,3.476839542,1
719,1249,1.45210743,0.667767942,1
719,1281,1.440654039,0.7100230455,1
719,1313,1.559962749,0.4581507444,1
719,1345,1.213320971,0.5113517046,1
719,1377,-1.732541561,-0.1614058614,1
719,1409,0.8285588026,-0.8528075218,1
719,1441,1.608473063,0.345173955,1
719,1473,1.762157083,1.164430141,1
719,1505,0.9237955809,3.651309967,1
719,1537,0.7492133379,7.135019302,1
719,1569,1.491513729,4.02799511,1
719,1601,1.723788142,3.172767162,1
719,1633,1.199120164,3.612776279,1
719,1665,0.6540775299,4.392920494,1
719,1697,1.108630419,4.864385605,1
719,1729,1.465428829,5.015347481,1
719,1761,0.9954394102,5.360713959,1
719,1793,2.466087818,5.760075092,1
719,1825,4.100786209,4.768187046,1
719,1857,3.840742588,1.121685028,1
719,1889,2.646903038,0.4670784473,1
719,1921,3.023621321,6.195797443,1
719,1953,0.9150939584,-11.28588486,1
719,1985,-0.16487813,7.60658884,1
719,2017,20.72806549,-3.965067863,1
751,33,2.135914803,4.795331955,1
751,65,-4.138239384,-5.805396557,1
751,97,-2.209788084,-2.548957825,1
751,129,-2.69408536,-4.872618675,1
751,161,-3.393344879,-4.265929222,1
751,193,-1.746534824,-2.614182711,1
751,225,-1.519756079,-3.554627657,1
751,257,-2.002897978,-3.817368507,1
751,289,-2.24896431,-3.256766796,1
751,321,-1.424549341,-3.45845747,1
751,353,-0.9460257888,-3.086331606,1
751,385,-0.7872809172,-2.752489567,1
751,417,-1.133440733,-2.489079714,1
751,449,-1.017699003,-2.499009848,1
751,481,-0.7363573313,-4.980109215,1
751,513,-0.8033078313,-5.282869816,1
751,545,-0.4129862785,-3.431889534,1
751,577,0.08284009993,-1.838576078,1
751,609,0.1794713438,-0.3058854342,1
751,641,-0.01904796064,-1.383765578,1
751,673,-0.07067258656,-1.624715567,1
751,705,0.0763900876,-1.868940353,1
751,737,-1.626379728,-7.806610107,1
751,769,13.46001148,8.509079933,1
751,801,0.5838903189,-2.45760417,1
751,833,0.8398833275,-1.034216523,1
751,865,0.7902182341,-0.5272567272,1
751,897,1.304945111,-1.268630624,1
751,929,1.719935417,-1.499280572,1
751,961,1.760887146,-1.06302011,1
751,993,0.6240468025,-0.3882113695,1
751,1025,-0.07602214813,0.01908612251,1
751,1057,-0.1472436786,0.2457560003,1
751,1089,0.2324196696,0.3611698747,1
751,1121,1.424991131,0.2761649787,1
751,1153,2.570778847,0.8205592036,1
751,1185,3.835767746,1.139338017,1
751,1217,1.748886943,1.11207366,1
751,1249,1.67964673,0.999805212,1
751,1281,1.521918893,0.8838500381,1
751,1313,1.298420191,0.7509433031,1
751,1345,1.083061814,0.7301157713,1
751,1377,1.048273802,0.3957476616,1
751,1409,1.361823916,-0.2895336151,1
751,1441,1.800516009,1.83660233,1
751,1473,1.521915793,3.845171928,1
751,1505,0.5243780613,5.659849644,1
751,1537,0.5521584153,8.007095337,1
751,1569,0.9898201227,5.18165493,1
751,1601,1.272836924,5.050307751,1
751,1633,0.9986234903,4.326812744,1
751,1665,1.381443381,4.468393803,1
751,1697,1.099806786,5.551585674,1
751,1729,1.137250781,5.868666172,1
751,1761,0.01565051079,6.410083294,1
751,1793,1.648689508,7.895176888,1
751,1825,5.132061005,4.3595891,1
751,1857,5.019619465,1.895444632,1
751,1889,3.960466385,0.4261350632,1
751,1921,0.6481871605,3.105059385,1
751,1953,0.03216925263,3.170032501,1
751,1985,-0.5028238893,3.994550943,1
751,2017,7.744247913,-2.896077633,1
783,33,2.204763889,4.615694046,1
783,65,-2.685666084,-4.76800251,1
783,97,-3.909722567,-2.971186161,1
783,129,-3.074097157,-3.871640921,1
783,161,-2.596642971,-4.130311012,1
783,193,-1.66064167,-5.08363533,1
783,225,-1.694556713,-4.824454784,1
783,257,-2.356863022,-4.447115898,1
783,289,-3.790989876,-5.717285633,1
783,321,-4.287952423,-5.909286022,1
783,353,-1.717640638,-4.425248623,1
783,385,-0.7869768143,-3.276921034,1
783,417,-0.730396986,-2.766516685,1
783,449,-0.8865282536,-2.052711248,1
783,481,-2.213113308,-3.872416258,1
783,513,-1.995840669,-4.865633011,1
783,545,-1.06294632,-3.414655447,1
783,577,0.8122974634,-3.50267458,1
783,609,0.4929371476,-1.903102398,1
783,641,-0.3100401759,-1.801504135,1
783,673,-0.5581843853,-2.138998985,1
783,705,-0.4348580241,-2.487754345,1
783,737,-1.746534705,-5.491232395,1
783,769,-0.1185688525,-3.479468107,1
783,801,0.5697058439,-3.154757261,1
783,833,1.552968502,-0.7476315498,1
783,865,0.8033824563,-0.6947784424,1
783,897,0.5221507549,-1.312703609,1
783,929,1.655111313,-1.035160184,1
783,961,3.134640455,-0.8012809157,1
783,993,3.740193605,-0.6941252947,1
783,1025,2.21122551,-0.9323656559,1
783,1057,1.236666441,-0.05859540403,1
783,1089,-0.4159451127,0.5305577517,1
783,1121,0.3977901936,0.5887812972,1
783,1153,3.183286905,1.039944172,1
783,1185,4.396299362,2.097644329,1
783,1217,1.482484221,1.165346265,1
783,1249,1.365361929,1.302632451,1
783,1281,1.238406897,0.8649604917,1
783,1313,1.778738141,1.01318872,1
783,1345,3.556484222,1.295525074,1
783,1377,1.6737082,1.898362637,1
783,1409,1.565677762,3.347230911,1
783,1441,0.9778875113,7.904850006,1
783,1473,0.095058918,7.030776024,1
783,1505,-0.0778696537,8.728126526,1
783,1537,-0.9729995728,7.401134014,1
783,1569,-1.638242722,5.979053974,1
783,1601,1.23722291,6.846846581,1
783,1633,0.9685769081,4.379417419,1
783,1665,1.040731192,4.346478939,1
783,1697,0.896052599,5.777771473,1
783,1729,1.212581158,6.117950439,1
783,1761,0.08485937119,7.445740223,1
783,1793,0.1340847015,9.442619324,1
783,1825,3.272574902,4.336548805,1
783,1857,2.899659157,3.164157867,1
783,1889,1.910051346,2.765218735,1
783,1921,0.01041471958,3.271205902,1
783,1953,-2.196995735,3.455020189,1
783,1985,-2.298033237,2.900254488,1
783,2017,1.048428297,-3.272572517,1
815,33,1.578611135,4.076860428,1
815,65,2.566549778,7.171162605,1
815,97,-3.522965908,-2.53659153,1
815,129,-4.559281349,-3.729153872,1
815,161,-2.391871452,-4.518472672,1
815,193,-1.126843452,-5.99723959,1
815,225,-1.93748498,-5.75368309,1
815,257,-2.629894972,-4.865498543,1
815,289,17.56119156,-4.23234129,1
815,321,-1.863127708,-6.933039188,1
815,353,-0.4762424231,-3.906565905,1
815,385,-0.4835708141,-3.25361824,1
815,417,-0.9800410271,-2.454951286,1
815,449,-1.093763113,-1.448751211,1
815,481,-2.101801872,-2.362346172,1
815,513,-2.273138046,-3.301762819,1
815,545,-1.076975465,-3.334240675,1
815,577,0.1587021947,-2.732262373,1
815,609,0.1832205951,-2.415421009,1
815,641,-0.3449760973,-2.436715364,1
815,673,-0.3979834318,-2.283624411,1
815,705,-0.3769068718,-2.550158262,1
815,737,-0.04040960968,-2.651868105,1
815,769,1.505298972,-2.844462633,1
815,801,1.355148077,-2.569893122,1
815,833,0.897973299,-0.9727402925,1
815,865,-0.01274096966,-1.617822051,1
815,897,-1.117750525,-1.295811057,1
815,929,0.4891386032,1.141300082,1
815,961,4.007605553,1.977685213,1
815,993,4.371190071,1.129144192,1
815,1025,3.08148241,0.4436768889,1
815,1057,2.199887276,0.6177111268,1
815,1089,1.176930428,3.305497646,1
815,1121,0.7601630092,0.7259523273,1
815,1153,0.8697952032,1.100445747,1
815,1185,0.9824518561,1.436353683,1
815,1217,1.02506876,1.293044806,1
815,1249,1.003841162,1.158195376,1
815,1281,0.8614910841,0.9229499102,1
815,1313,0.8304501772,1.148202658,1
815,1345,1.543165207,1.704526067,1
815,1377,1.986003637,4.283713341,1
815,1409,2.244987249,5.939789772,1
815,1441,0.661378026,9.226290703,1
815,1473,0.8422715664,6.399097443,1
815,1505,0.6107383966,7.573737621,1
815,1537,0.140693903,7.550631523,1
815,1569,0.6531786919,6.552688122,1
815,1601,1.236013174,6.320986271,1
815,1633,1.308315992,5.673558712,1
815,1665,1.632692099,5.546360493,1
815,1697,2.379609823,5.954520226,1
815,1729,2.728690386,6.367881298,1
815,1761,3.732285261,5.864766598,1
815,1793,3.649926662,5.485248566,1
815,1825,1.44597578,4.477989674,1
815,1857,0.4612621069,4.636883736,1
815,1889,1.155737877,4.885248661,1
815,1921,0.4341335297,4.05844593,1
815,1953,-0.7315149307,3.675283432,1
815,1985,-0.8929066062,3.7783041,1
815,2017,-13.03624439,-4.662336349,1
847,33,0.5712833405,3.036066055,1
847,65,-3.33506155,-2.860214949,1
847,97,-3.377663136,-4.278693199,1
847,129,-2.851047039,-3.338437557,1
847,161,-2.02873826,-4.191100597,1
847,193,-0.8848655224,-4.890978336,1
847,225,-1.800752878,-6.275179863,1
847,257,-2.595452785,-5.741134167,1
847,289,-2.755183458,-5.454078674,1
847,321,-2.675755024,-5.438544273,1
847,353,0.03191018105,-4.203543663,1
847,385,-0.2357378006,-3.499075174,1
847,417,-1.425445318,-1.766627312,1
847,449,-1.2242558,-0.8840999603,1
847,481,-0.8647835851,-0.9853415489,1
847,513,-0.320294857,-1.944460392,1
847,545,-0.08723306656,-3.352512598,1
847,577,0.4770522416,-3.194126368,1
847,609,0.542543292,-3.838930607,1
847,641,-0.158478111,-2.765929222,1
847,673,-0.09712585807,-1.108043671,1
847,705,-0.5448589921,-3.10268569,1
847,737,-0.5655450225,-2.848353624,1
847,769,0.5184874535,-3.012800694,1
847,801,0.7146131992,-1.911048889,1
847,833,3.21288085,-4.199872017,1
847,865,-0.5077196956,-2.691799641,1
847,897,-1.797526121,-0.9536995888,1
847,929,-0.3631403446,2.958470345,1
847,961,0.6138361692,5.146956921,1
847,993,1.690606117,5.879658699,1
847,1025,2.361878872,8.287518501,1
847,1057,1.728423715,2.319609404,1
847,1089,0.7393608093,3.682995558,1
847,1121,0.3039954901,0.6868074536,1
847,1153,1.20838356,1.229916096,1
847,1185,0.9464020133,1.435274601,1
847,1217,0.776622355,1.335656166,1
847,1249,0.275970459,1.13521111,1
847,1281,0.07361406088,0.9854598045,1
847,1313,0.301741004,1.261227489,1
847,1345,0.4878039956,1.728803754,1
847,1377,0.8709737062,3.954093695,1
847,1409,1.040190458,5.548186302,1
847,1441,1.134260058,13.28333664,1
847,1473,-0.08604216576,7.740202904,1
847,1505,-0.06870543957,7.959551811,1
847,1537,0.5700784922,5.868448734,1
847,1569,1.351482868,6.31221199,1
847,1601,2.605807304,5.919721127,1
847,1633,2.691964626,6.123429775,1
847,1665,2.259011984,6.209253788,1
847,1697,3.121092319,5.774973869,1
847,1729,4.674571037,6.622904301,1
847,1761,4.272741795,7.952491283,1
847,1793,3.35407877,6.508855343,1
847,1825,1.964054585,6.341678619,1
847,1857,1.282342434,6.811823368,1
847,1889,1.192576289,5.711112499,1
847,1921,1.222999811,4.856682777,1
847,1953,0.569904983,3.534952641,1
847,1985,-0.3394746184,4.672869205,1
847,2017,-11.91685677,-5.616553307,1
879,33,-0.2776219845,1.288149476,1
879,65,-3.069781542,-4.037794113,1
879,97,-3.035272121,-2.726734161,1
879,129,-2.535430431,-2.263765097,1
879,161,-2.880979538,-3.63493824,1
879,193,-1.193831921,-3.373949528,1
879,225,-1.456558704,-5.262597084,1
879,257,-1.925745964,-5.786171436,1
879,289,-2.578508615,-5.177719593,1
879,321,-2.033909321,-5.174031734,1
879,353,-1.124512911,-6.085865974,1
879,385,-1.069812059,-2.979863644,1
879,417,-0.8302305341,-1.535921097,1
879,449,-0.3105834723,-1.159596801,1
879,481,-0.2405073345,-1.861234665,1
879,513,0.1369095743,-2.469794273,1
879,545,0.2722894549,-2.847091198,1
879,577,0.01513689756,-3.252368927,1
879,609,0.2320599556,-6.993488312,1
879,641,0.5182197094,-1.988345146,1
879,673,0.2728242874,-1.794066191,1
879,705,-0.6874926686,-3.469158649,1
879,737,-1.999516249,-3.400047302,1
879,769,-0.8030557036,-3.313441992,1
879,801,0.4856017232,-3.564592361,1
879,833,0.4026429951,-2.014497757,1
879,865,-0.3213152289,-2.503149748,1
879,897,-1.152232647,-1.343675613,1
879,929,-1.171913624,1.852959514,1
879,961,-0.3795399964,1.723593712,1
879,993,-0.5672404766,1.860394597,1
879,1025,0.1170548201,5.320273399,1
879,1057,0.6552751064,4.737248421,1
879,1089,0.4696276188,4.618614674,1
879,1121,0.02386289835,0.7412434816,1
879,1153,-0.1384938955,1.652671576,1
879,1185,-0.6286242008,1.800785303,1
879,1217,-0.348808527,1.36914885,1
879,1249,-0.7657331228,1.196402311,1
879,1281,-13.6269598,1.124829769,1
879,1313,0.216245234,1.414602876,1
879,1345,0.5594553351,1.774153113,1
879,1377,0.4300367832,1.826385498,1
879,1409,0.1858940125,2.482724667,1
879,1441,0.583514154,3.087628841,1
879,1473,0.8526232243,3.550009012,1
879,1505,1.61671555,3.959277153,1
879,1537,1.981872559,3.758677721,1
879,1569,2.430303812,3.946658134,1
879,1601,4.523070812,3.932822227,1
879,1633,3.18909502,5.017982483,1
879,1665,1.742259026,5.396651745,1
879,1697,1.612995625,1.904656887,1
879,1729,2.834515572,5.266067505,1
879,1761,2.671667576,7.186306953,1
879,1793,1.675270557,8.43194294,1
879,1825,0.7163310051,6.845327854,1
879,1857,2.068742752,6.849666119,1
879,1889,2.021326303,7.050619602,1
879,1921,1.298377991,4.950606823,1
879,1953,1.332130194,1.149303198,1
879,1985,0.6394440532,6.512830734,1
879,2017,-1.243272424,-5.414099693,1
911,33,-0.8522486687,-0.05015873909,1
911,65,-0.2409310341,-0.2644522488,1
911,97,-0.8517510891,-0.3426805735,1
911,129,-1.762215018,-1.430194616,1
911,161,-4.043981552,-3.182324409,1
911,193,-5.386931896,-4.807015896,1
911,225,-2.287734985,-3.539630413,1
911,257,-2.044936657,-4.938007832,1
911,289,-2.065068483,-4.92286396,1
911,321,-1.761927366,-4.708780289,1
911,353,-1.298484325,-5.364249229,1
911,385,-1.673804045,-3.155944824,1
911,417,-0.5170583129,-2.112891912,1
911,449,-0.2322666645,-1.063231707,1
911,481,-0.3383753896,-3.395978689,1
911,513,0.9729434252,-5.374625206,1
911,545,0.3756408095,-2.741555691,1
911,577,-0.5218641758,-2.265509605,1
911,609,-0.2133028507,-2.56973362,1
911,641,-0.04565250874,-3.122153282,1
911,673,0.1877468824,-4.804796219,1
911,705,-0.318877697,-4.648719311,1
911,737,-0.9547899961,-3.97513485,1
911,769,-0.4175204933,-3.609612465,1
911,801,0.632579565,-3.75394249,1
911,833,0.831064105,-3.446595192,1
911,865,0.3073205948,-3.546403408,1
911,897,-1.296688199,-2.759287357,1
911,929,0.4866565466,16.37256241,1
911,961,-0.8831257224,0.05674529076,1
911,993,-0.3548955321,2.009331226,1
911,1025,-1.033331871,1.462128043,1
911,1057,0.2836007476,1.607725382,1
911,1089,0.8940966725,1.069779515,1
911,1121,0.247733593,1.088433504,1
911,1153,-0.063467592,2.137807846,1
911,1185,-2.252106905,2.234558582,1
911,1217,-0.315765053,1.433626294,1
911,1249,-0.1973023713,1.142819047,1
911,1281,-0.3269641399,1.266267538,1
911,1313,-0.3574085534,1.555037141,1
911,1345,0.2944594026,1.761695504,1
911,1377,0.4137755036,0.4261049032,1
911,1409,0.3566332757,0.4878726006,1
911,1441,0.886406064,2.487899065,1
911,1473,1.206530809,3.616496801,1
911,1505,2.009406805,3.681155682,1
911,1537,2.189182043,3.883776188,1
911,1569,1.882386208,3.650313616,1
911,1601,2.101112366,2.775129318,1
911,1633,0.03474235535,3.807651997,1
911,1665,-0.8084585667,6.077562332,1
911,1697,2.162229538,5.456794262,1
911,1729,3.946020126,7.201747417,1
911,1761,2.8475945,7.178164482,1
911,1793,1.078391314,10.6027317,1
911,1825,-1.222236872,2.699270725,1
911,1857,0.2414289713,1.385393143,1
911,1889,1.95029819,7.08275795,1
911,1921,1.380268216,4.865245819,1
911,1953,1.014308691,1.252931595,1
911,1985,1.67651391,2.115540028,1
911,2017,0.6461942196,-4.718800545,1
943,33,-1.386037827,-0.07159358263,1
943,65,-0.06647366285,-6.231195927,1
943,97,-0.4523620009,-0.3418994546,1
943,129,-0.7832377553,-0.3972100019,1
943,161,-1.352022767,-1.900711775,1
943,193,-3.385016918,-3.401961327,1
943,225,-2.23993659,-4.175393105,1
943,257,-1.80657959,-4.341016293,1
943,289,-1.170277715,-4.415317535,1
943,321,-0.6805753708,-3.709578276,1
943,353,-0.4977870584,-3.1577425,1
943,385,-0.5244213939,-4.899061203,1
943,417,-0.008145838976,-3.748410702,1
943,449,-0.3048566878,-0.8451840878,1
943,481,-0.788870573,-2.796824694,1
943,513,-0.8350452185,-4.750112057,1
943,545,-1.412806273,-4.473955631,1
943,577,-1.610842586,-4.55975008,1
943,609,-1.331869602,-5.536242485,1
943,641,-0.7973338366,-6.141531944,1
943,673,-0.2942430973,-6.361605167,1
943,705,-1.168590903,-5.82172823,1
943,737,-0.5803000331,-4.605444908,1
943,769,0.3899513781,-4.215123653,1
943,801,0.3479477763,-4.286456108,1
943,833,1.092954636,-4.186178684,1
943,865,1.317941904,-4.976380348,1
943,897,1.051979303,-5.956169128,1
943,929,0.3167026043,-3.956884146,1
943,961,0.02745896578,-2.155425072,1
943,993,2.004821539,-1.372635126,1
943,1025,0.6842089295,-0.1837661266,1
943,1057,0.5660526156,0.7937698364,1
943,1089,0.4048205018,0.08717496693,1
943,1121,0.1868310571,1.178117394,1
943,1153,-0.3519347608,2.182394505,1
943,1185,-0.5472857952,2.404715776,1
943,1217,-0.4737303853,1.88850677,1
943,1249,-0.5027030706,1.131020546,1
943,1281,-0.5040374398,1.135884523,1
943,1313,-0.3443813324,1.628239751,1
943,1345,-2.126333237,1.81035769,1
943,1377,-0.9342516661,2.096215963,1
943,1409,0.8425015211,1.157208443,1
943,1441,0.8440849781,2.052996635,1
943,1473,3.234330177,4.663431168,1
943,1505,2.153190136,3.46481657,1
943,1537,2.032059669,4.193918228,1
943,1569,1.187734604,3.112519741,1
943,1601,1.646460295,2.727157354,1
943,1633,2.504905462,2.619779348,1
943,1665,2.599620819,1.821718931,1
943,1697,2.372696638,6.651466846,1
943,1729,2.267688036,8.218845367,1
943,1761,2.292264938,8.207588196,1
943,1793,1.670681357,4.058547974,1
943,1825,0.8344073296,4.451355934,1
943,1857,1.500381708,6.199843407,1
943,1889,1.399344444,4.931897163,1
943,1921,2.513590336,3.660386562,1
943,1953,2.742928982,3.045140743,1
943,1985,1.080565691,1.630478144,1
943,2017,-0.05449867249,-3.627971649,1
975,33,-6.858613491,0.6890414357,1
975,65,-1.044041395,-5.88137579,1
975,97,-0.5828073025,-0.7598446012,1
975,129,-0.8469739556,-0.5709923506,1
975,161,-0.5992597342,-1.473476648,1
975,193,-0.1879538298,-2.627660275,1
975,225,-1.085924625,-3.913224697,1
975,257,-1.117059946,-3.934527636,1
975,289,-0.355935812,-3.532543182,1
975,321,0.6626951694,-2.701290131,1
975,353,0.8976039886,-0.3622202873,1
975,385,1.178472281,-4.836218357,1
975,417,1.595673919,-4.055131912,1
975,449,0.1997284889,-3.008485317,1
975,481,-0.3569434881,-2.785639286,1
975,513,-1.413188219,-3.977485418,1
975,545,-3.156680107,-4.844796181,1
975,577,-3.52071476,-5.487624645,1
975,609,-3.424575567,-6.274537086,1
975,641,-1.624774218,-7.370989799,1
975,673,-0.8955053091,-6.419807434,1
975,705,-1.608279586,-5.070593357,1
975,737,-1.425322533,-4.393054962,1
975,769,-0.6054894328,-5.216127872,1
975,801,0.04829823971,-5.275027275,1
975,833,1.521339774,-5.214447975,1
975,865,3.077989578,-6.055023193,1
975,897,3.639102697,-4.666718006,1
975,929,2.696061134,-4.811418533,1
975,961,2.957294464,-4.933362961,1
975,993,2.588780403,-3.969404221,1
975,1025,1.781488895,-1.74075377,1
975,1057,-9.533940315,13.21277809,1
975,1089,-0.05647435784,-0.08067446202,1
975,1121,-0.4394836426,0.9189981222,1
975,1153,-0.70380193,1.640890956,1
975,1185,-0.7268946171,2.425117493,1
975,1217,-1.580863357,2.761199474,1
975,1249,-1.07630229,1.535762787,1
975,1281,-0.876224637,1.403112292,1
975,1313,-0.411152482,1.662674427,1
975,1345,-0.1785271168,1.868518591,1
975,1377,-1.656752348,2.435227394,1
975,1409,-0.5045558214,2.351818562,1
975,1441,0.5889921188,3.081131458,1
975,1473,2.848135948,4.236304283,1
975,1505,3.599421978,3.277261257,1
975,1537,2.630755663,1.8504951,1
975,1569,2.162943602,2.201617956,1
975,1601,2.28493166,3.050086498,1
975,1633,3.08142519,2.978408813,1
975,1665,4.168805122,2.506927967,1
975,1697,3.324213505,4.111617565,1
975,1729,1.643819928,4.453943253,1
975,1761,1.197313428,5.027583122,1
975,1793,1.432071567,3.664996386,1
975,1825,0.8558731675,3.498354912,1
975,1857,0.584389627,4.496206284,1
975,1889,0.4118852615,3.672335386,1
975,1921,1.030821085,1.295630217,1
975,1953,2.312440872,1.195553064,1
975,1985,1.805077434,1.279153705,1
975,2017,1.479274988,-2.727967978,1
1007,33,-0.2533780336,1.813873529,1
1007,65,-5.036185265,-2.929129124,1
1007,97,-1.035530448,-0.9640203118,1
1007,129,-6.310417652,-0.5161168575,1
1007,161,-17.06054497,-1.6439991,1
1007,193,-0.3547163606,-1.985470533,1
1007,225,-0.1080550253,-2.417299986,1
1007,257,-0.3533632755,-4.155842781,1
1007,289,-0.3604701161,-3.767438412,1
1007,321,2.10838604,-2.030719519,1
1007,353,1.49622345,-1.273724556,1
1007,385,1.529294014,-2.267897606,1
1007,417,1.810624361,-3.16084218,1
1007,449,0.9451841116,-3.53074193,1
1007,481,-0.1680434346,-3.409346104,1
1007,513,-1.086087108,-4.345562935,1
1007,545,-2.474365473,-5.364983559,1
1007,577,-2.869119644,-6.174488544,1
1007,609,-2.138792515,-7.614415169,1
1007,641,-1.232294559,-7.148703098,1
1007,673,-1.389130712,-5.587397099,1
1007,705,-2.89509201,-4.110656738,1
1007,737,-2.789230347,-4.206875324,1
1007,769,-1.271851301,-5.675783157,1
1007,801,-0.1320124269,-6.314008236,1
1007,833,1.060217381,-6.178042412,1
1007,865,2.560734272,-5.420045376,1
1007,897,4.019014835,-2.75254631,1
1007,929,2.361591816,-0.9276225567,1
1007,961,2.922730923,-3.351789713,1
1007,993,3.626373768,-4.8635149,1
1007,1025,3.800039768,-4.221757412,1
1007,1057,1.588977098,-0.2996077538,1
1007,1089,-0.1169107109,0.3082799911,1
1007,1121,-0.7385351658,0.5864157081,1
1007,1153,-0.7268448472,1.215113163,1
1007,1185,-0.602491498,1.461128235,1
1007,1217,-0.8814352751,3.585912943,1
1007,1249,-1.195248127,1.501258135,1
1007,1281,-1.116284132,1.341078043,1
1007,1313,-0.7810911536,1.82932651,1
1007,1345,0.2402122766,4.172305107,1
1007,1377,0.1220332086,3.824058533,1
1007,1409,0.1040617377,3.683461189,1
1007,1441,0.5277593136,4.25379467,1
1007,1473,1.452165484,4.111471176,1
1007,1505,1.899617195,3.06457305,1
1007,1537,2.779649734,2.099334955,1
1007,1569,15.19545174,7.712481976,1
1007,1601,2.564913273,3.810557365,1
1007,1633,3.066373825,3.769207478,1
1007,1665,2.966624975,3.520681381,1
1007,1697,2.277431011,3.342500925,1
1007,1729,0.769436717,2.642532825,1
1007,1761,0.8908751011,3.344957829,1
1007,1793,1.318744659,3.365756035,1
1007,1825,0.4915114641,3.089061737,1
1007,1857,-0.1917982697,3.558788538,1
1007,1889,0.543812573,2.18900919,1
1007,1921,2.22291708,1.58091259,1
1007,1953,0.9110612869,1.835443258,1
1007,1985,0.6345259547,1.858541012,1
1007,2017,17.26293755,-3.383826494,1
1039,33,-0.1771287918,2.320869923,1
1039,65,-2.381805182,-2.914949894,1
1039,97,-0.8085756302,-1.22661972,1
1039,129,-1.30385232,-1.705461264,1
1039,161,-1.217862248,-3.222707748,1
1039,193,-0.2857730985,-1.984234095,1
1039,225,-0.1652570963,-1.893807888,1
1039,257,0.3430406451,-2.327088356,1
1039,289,1.221605778,-2.229735613,1
1039,321,5.304401875,-2.064260006,1
1039,353,1.519185305,-1.939970016,1
1039,385,1.357077241,-2.228864193,1
1039,417,0.3032971323,-3.103112221,1
1039,449,-0.5682965517,-5.024427414,1
1039,481,0.3170204163,-4.266365051,1
1039,513,-0.4987545013,-5.096471786,1
1039,545,-0.76968503,-6.225606918,1
1039,577,-0.7719502449,-7.325694561,1
1039,609,-9.952415466,10.36257172,1
1039,641,-1.346305728,-6.063352108,1
1039,673,-1.448816419,-5.626223564,1
1039,705,-6.03207159,-4.862668991,1
1039,737,-4.65100956,-5.021391392,1
1039,769,-1.217033267,-6.025091171,1
1039,801,0.09351110458,-6.698689938,1
1039,833,0.9689305425,-5.295816898,1
1039,865,1.674682021,-4.356422424,1
1039,897,1.686338186,-3.288860321,1
1039,929,1.415649176,-1.921443939,1
1039,961,0.3618906736,-1.9729954,1
1039,993,1.10093832,-1.915990472,1
1039,1025,0.5227954388,-0.8418085575,1
1039,1057,-0.2031075805,-0.08862805367,1
1039,1089,-0.1264204979,-0.165026322,1
1039,1121,-0.5553944707,0.07986760139,1
1039,1153,-0.4932996333,0.8135564923,1
1039,1185,-0.5307883024,1.157666922,1
1039,1217,-0.5669000149,3.359886408,1
1039,1249,-0.6795624495,1.452233553,1
1039,1281,-1.969359398,1.014799714,1
1039,1313,-0.5436992645,0.3900948763,1
1039,1345,0.04687228054,4.800154209,1
1039,1377,0.1651503742,4.266911507,1
1039,1409,0.4682479501,4.141121387,1
1039,1441,0.287176609,4.075906277,1
1039,1473,0.9531365633,3.725121021,1
1039,1505,1.957624674,4.393241405,1
1039,1537,2.656882048,4.558149338,1
1039,1569,3.041542768,4.307723999,1
1039,1601,3.005115509,4.230732918,1
1039,1633,3.301539898,4.448361874,1
1039,1665,2.454473019,3.92494297,1
1039,1697,0.3562579155,3.007852554,1
1039,1729,0.6632642746,3.732488632,1
1039,1761,0.9882428646,2.984474659,1
1039,1793,1.018843889,3.05736351,1
1039,1825,0.1871792078,2.985126972,1
1039,1857,-0.3513992429,3.138041019,1
1039,1889,1.097691536,2.650080204,1
1039,1921,1.220086217,2.830328465,1
1039,1953,0.1522695422,4.822733879,1
1039,1985,-0.1580518484,5.722415447,1
1039,2017,8.682843208,-4.612690449,1
1071,33,-1.314272761,2.749443769,1
1071,65,-2.181540489,-1.781833172,1
1071,97,-1.315237045,-1.507722378,1
1071,129,-1.691438675,-2.540431738,1
1071,161,-1.396449089,-2.612359524,1
