PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 42, filenames: A:[42]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[43]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,4.955028534,9.620428085,1
47,65,-2.623663902,-5.358165741,1
47,97,-4.093340874,-4.333247185,1
47,129,-3.695624828,-4.415334702,1
47,161,-2.354984522,-3.317044497,1
47,193,-0.9627577662,-1.589590907,1
47,225,-3.148487568,-0.7670754194,1
47,257,-1.548201799,-0.7065016031,1
47,289,-1.746666431,-0.8937439322,1
47,321,-0.1035531759,0.1112143993,1
47,353,0.7226512432,0.4226113558,1
47,385,1.582231641,0.7437326908,1
47,417,0.7222915292,0.06484997272,1
47,449,-0.08968538046,-1.225600004,1
47,481,-0.1823260188,-0.9048150778,1
47,513,0.13584584,-0.1624446511,1
47,545,0.2984722853,0.1935107708,1
47,577,0.3412222266,0.6263027191,1
47,609,0.6394619942,0.26519835,1
47,641,0.3878461123,-0.2587214708,1
47,673,-0.406817019,-0.6557384133,1
47,705,-0.1503360271,0.4058104455,1
47,737,0.3208209574,-0.03452396393,1
47,769,0.1991882473,-1.309862375,1
47,801,-1.529019117,-3.572316408,1
47,833,0.2597020864,-0.6094956398,1
47,865,0.4771793485,0.5054987669,1
47,897,0.3255551457,0.8424665928,1
47,929,-0.7447248697,0.2781553268,1
47,961,-0.7405011654,0.01970157027,1
47,993,-0.8509292006,-0.3524066806,1
47,1025,-1.2804178,0.2130739689,1
47,1057,-0.4842294455,0.2414140701,1
47,1089,0.02725052834,0.6353260279,1
47,1121,-0.7566235662,1.463339448,1
47,1153,-1.017997503,0.987637639,1
47,1185,-1.689020991,0.7008436918,1
47,1217,-4.474550724,-0.1020020694,1
47,1249,-6.630722523,-0.4577211142,1
47,1281,-2.506115913,-0.7462325096,1
47,1313,0.253285408,-2.278834343,1
47,1345,-1.307616711,-3.118302584,1
47,1377,-11.9310112,-13.3936882,1
47,1409,-2.099501848,-0.3720719814,1
47,1441,-1.931745887,0.9071705341,1
47,1473,-0.8650618792,1.661797285,1
47,1505,-1.220486403,1.242876887,1
47,1537,-0.1553092003,0.6910238266,1
47,1569,1.303685665,-0.223862648,1
47,1601,1.091271639,-0.09241425991,1
47,1633,-3.537980556,6.435263634,1
47,1665,-6.129178047,6.453174591,1
47,1697,0.1478294134,0.3133040071,1
47,1729,0.05680704117,-0.03859603405,1
47,1761,-0.4635782242,-0.400401473,1
47,1793,-1.319015265,-0.6178110242,1
47,1825,-1.58367002,-0.211610198,1
47,1857,-1.028270841,-0.1686050892,1
47,1889,-0.07877457142,0.4789047241,1
47,1921,0.1026513577,0.6357466578,1
47,1953,0.3595255613,0.4557777345,1
47,1985,0.04288548231,-0.3981490433,1
47,2017,-1.976121426,-1.527419686,1
79,33,7.675189972,3.971058846,1
79,65,-2.543380499,-5.631501675,1
79,97,-2.435073853,-2.118578672,1
79,129,-2.040348768,-2.869739056,1
79,161,-1.664468527,-3.573407173,1
79,193,-1.343819022,-3.115082502,1
79,225,-1.23546803,-2.332192421,1
79,257,-1.06314528,-1.699712276,1
79,289,-0.953933835,-0.7245410681,1
79,321,-0.429543972,-0.1609072685,1
79,353,0.4114441872,-0.135386765,1
79,385,0.5357422829,0.3348348141,1
79,417,0.01484462619,-0.1277295351,1
79,449,-0.01510830224,-0.5410411358,1
79,481,-0.2787238359,-0.009365737438,1
79,513,-0.2164532244,-0.1055455804,1
79,545,-0.1350015104,-0.3252815902,1
79,577,-0.04387576878,-0.317876339,1
79,609,0.2416644692,0.03592008352,1
79,641,0.1581449211,-0.3972833157,1
79,673,-0.1747399569,-0.3028639555,1
79,705,-0.2684213519,-0.1785862893,1
79,737,-0.2620033026,-1.20481205,1
79,769,-0.5354620218,-4.158409119,1
79,801,1.635099888,-1.241390705,1
79,833,0.4764677882,-0.7352852225,1
79,865,0.177947104,-0.05679063499,1
79,897,0.1751658916,0.5103011727,1
79,929,-0.1308612525,0.8321304917,1
79,961,-0.5227594376,0.658301115,1
79,993,-0.6409133077,0.7273814082,1
79,1025,-0.9208241105,0.729465425,1
79,1057,-0.6484655142,0.8062298298,1
79,1089,-0.2574240565,1.34644258,1
79,1121,-1.634834409,2.061871052,1
79,1153,-1.373378634,1.00152123,1
79,1185,-0.9917788506,0.1427149773,1
79,1217,-0.7320492268,-0.4508182406,1
79,1249,-1.807289362,-0.2349211276,1
79,1281,-1.720310807,0.3440317512,1
79,1313,-1.51674819,-0.7508871555,1
79,1345,-3.965990067,-1.985063672,1
79,1377,-3.553971052,-2.231589317,1
79,1409,-1.249999285,-1.663514256,1
79,1441,-2.281431437,-1.265485525,1
79,1473,-2.13242197,0.3762304485,1
79,1505,-0.9270374775,0.4187861383,1
79,1537,-0.4830533266,0.3669214845,1
79,1569,0.5354344249,0.1897239387,1
79,1601,1.593493938,-0.1869982183,1
79,1633,-0.5102083683,0.009036928415,1
79,1665,-0.2897432745,1.123018265,1
79,1697,-0.4405599833,0.6568758488,1
79,1729,-0.1418091059,0.3184037507,1
79,1761,-0.5606268644,0.4406753778,1
79,1793,-1.6740098,0.1569669545,1
79,1825,-2.019406796,0.3199786544,1
79,1857,-2.9402318,0.5367934704,1
79,1889,-2.404447317,1.204282403,1
79,1921,-1.59365809,0.9858055115,1
79,1953,-1.001709938,0.2937793732,1
79,1985,-0.4722142816,-0.2450092882,1
79,2017,-0.5799758434,-1.313504219,1
111,33,8.907884598,1.030327559,1
111,65,-2.34877491,-4.826119423,1
111,97,-1.451762676,-0.9777813554,1
111,129,-1.392781496,-1.803730965,1
111,161,-1.296987891,-3.084475994,1
111,193,-1.368310213,-3.358531713,1
111,225,-1.551017046,-3.06749773,1
111,257,-1.362824082,-2.418949604,1
111,289,-1.619949341,-1.329731345,1
111,321,-1.040710688,-0.9839684963,1
111,353,-0.4298958778,-0.8085361719,1
111,385,-0.2911733091,-0.5547599792,1
111,417,0.6874049902,-0.09501481056,1
111,449,0.01538798213,0.3440619707,1
111,481,-0.1820852757,0.218742609,1
111,513,-0.2342612743,-0.4083806872,1
111,545,-0.292378068,-1.03540349,1
111,577,0.01149755716,-1.28420496,1
111,609,-0.06608445942,-0.4632906914,1
111,641,-0.1738961339,-0.2274802625,1
111,673,-0.2332125008,-0.009184271097,1
111,705,-0.3766215444,-0.1666936874,1
111,737,-0.4960016906,-0.6398074627,1
111,769,0.2166273445,-0.8496911526,1
111,801,0.8343895078,-1.990876317,1
111,833,0.2414907068,-1.249279976,1
111,865,0.01569278538,0.0007719397545,1
111,897,-0.1142435819,0.784730792,1
111,929,-0.0376162529,0.7553315759,1
111,961,0.3109936714,-0.1288891435,1
111,993,0.06626588106,0.398149848,1
111,1025,-0.4661117196,0.6709229946,1
111,1057,-0.4946482182,0.6538114548,1
111,1089,-0.7880628705,1.204819798,1
111,1121,-1.554183125,1.937196732,1
111,1153,-1.655713916,1.427813292,1
111,1185,-1.636949539,0.1110909581,1
111,1217,-0.6605087519,-0.9206802845,1
111,1249,-1.242325306,-0.2379866838,1
111,1281,-1.97283268,0.1654224396,1
111,1313,-3.203508615,-0.6986998916,1
111,1345,-6.121621609,-2.673609734,1
111,1377,-5.680130959,-2.242197037,1
111,1409,-2.592451572,-3.346843958,1
111,1441,-2.422780991,-2.361491203,1
111,1473,-2.822771072,-0.6756974459,1
111,1505,-2.766270399,-0.3416456878,1
111,1537,-2.1939888,0.08588282764,1
111,1569,-1.183806062,-0.5285681486,1
111,1601,3.424267292,-0.8769735694,1
111,1633,0.4189397097,0.5231108665,1
111,1665,1.376794815,-0.1871836782,1
111,1697,0.3803397417,-0.5169739127,1
111,1729,-0.3753547668,0.3872630596,1
111,1761,-1.118116617,1.015537024,1
111,1793,-1.955383182,0.6757084131,1
111,1825,-1.755730391,0.450529933,1
111,1857,-4.619362354,2.772908211,1
111,1889,-4.126658916,2.951150894,1
111,1921,-2.361250639,1.104910612,1
111,1953,-1.296703696,0.4400520921,1
111,1985,-0.9627628922,0.4053860009,1
111,2017,-0.4263395965,-1.195075035,1
143,33,12.16560078,0.3917658329,1
143,65,-3.260723829,-3.839030027,1
143,97,-3.51473546,-3.907177925,1
143,129,-3.758172989,-3.983042002,1
143,161,-1.205429554,-2.606954575,1
143,193,-1.097909927,-2.939656973,1
143,225,-1.220094204,-2.968824148,1
143,257,-1.182689428,-2.337072611,1
143,289,-1.57585907,-1.669859171,1
143,321,-1.8303262,-2.685761929,1
143,353,-1.507504106,-2.271902561,1
143,385,-0.9615124464,-1.341123819,1
143,417,-0.001168102026,-0.5398987532,1
143,449,-0.02093221247,0.03596252203,1
143,481,-0.2969529033,0.2247441709,1
143,513,-0.1031594872,-0.09465140104,1
143,545,-0.2287834883,-0.7184502482,1
143,577,-0.5103911161,-1.752301931,1
143,609,-0.5470193028,-1.450362682,1
