PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 68, filenames: A:[68]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[69]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5721539259,-0.1702608168,1
47,65,0.1251232028,-0.420555383,1
47,97,0.4642542899,-0.05075263977,1
47,129,0.004487976432,0.4125894904,1
47,161,-0.5753222108,0.9321751595,1
47,193,-0.4604572654,1.655858636,1
47,225,-1.404483795,1.799483299,1
47,257,-0.9128557444,1.018039107,1
47,289,0.3141644597,0.4897156954,1
47,321,-0.5218661427,-0.4174053669,1
47,353,-0.7882380486,-1.0141958,1
47,385,-0.2190915346,-0.6999336481,1
47,417,-0.9282484055,-0.5818730593,1
47,449,-1.105668426,-0.2504538,1
47,481,-0.7185058594,-0.06531071663,1
47,513,-0.7605390549,-0.5236634016,1
47,545,-1.515874386,-2.626957417,1
47,577,-1.03850472,-2.032509327,1
47,609,-0.5968501568,-0.7823851109,1
47,641,-0.9912196398,-2.816506386,1
47,673,-0.7589815855,-2.022966385,1
47,705,-0.5732592344,-1.901806831,1
47,737,-1.045936823,-1.344526291,1
47,769,-3.488080502,-7.409017086,1
47,801,0.054674685,-0.6168892384,1
47,833,-8.595945358,-3.676631689,1
47,865,-8.728549957,-3.727855206,1
47,897,-9.108195305,-4.845015049,1
47,929,-8.466516495,-4.807962894,1
47,961,11.00728703,5.371762276,1
47,993,-1.40619576,-0.9122264385,1
47,1025,-1.181666017,-1.636627197,1
47,1057,-1.938756704,0.6499043107,1
47,1089,-2.643697262,0.8369891644,1
47,1121,-2.429899693,-0.6091288328,1
47,1153,-1.860842466,-1.978731513,1
47,1185,-1.869933724,-1.551447392,1
47,1217,-2.949897528,-0.08271980286,1
47,1249,-2.765211105,-1.201575875,1
47,1281,-1.750072002,-0.9280922413,1
47,1313,-0.6264873743,-0.5870297551,1
47,1345,-0.3737112284,0.137696594,1
47,1377,-0.6341724396,0.3193457127,1
47,1409,-1.473207951,0.5153833628,1
47,1441,-1.041431427,0.8060373664,1
47,1473,0.820158124,0.05227047205,1
47,1505,1.408650398,-0.2881009579,1
47,1537,0.9413332939,-0.1850024462,1
47,1569,0.7756143808,-0.6052200794,1
47,1601,0.9388494492,-1.013471007,1
47,1633,0.9495034218,0.1464412212,1
47,1665,-0.3297109902,0.7987436056,1
47,1697,-1.090365171,0.4376118183,1
47,1729,-1.082956076,0.8820786476,1
47,1761,-0.5184139013,0.8083313107,1
47,1793,-1.084232926,0.390104115,1
47,1825,-0.9548946023,0.5476189852,1
47,1857,-0.1321071386,0.3633149862,1
47,1889,0.07754254341,0.04311046004,1
47,1921,-0.1681956053,-0.2851359248,1
47,1953,-0.2046696097,-0.495605588,1
47,1985,0.06513425708,-0.03123962879,1
47,2017,0.227399826,0.2009191513,1
79,33,0.188808322,0.09445253015,1
79,65,-0.05700972676,-0.2180261612,1
79,97,0.2196094096,-0.3311973214,1
79,129,-0.1315625012,-0.4406125247,1
79,161,-0.8702889681,-0.1961268783,1
79,193,-0.9819460511,0.1351984441,1
79,225,-0.8580456972,-0.3522654772,1
79,257,-0.5321332812,-0.097787112,1
79,289,-0.3955378532,0.3536186218,1
79,321,-1.275707364,-0.4094009399,1
79,353,-1.602704167,-0.5781386495,1
79,385,-0.5616606474,-0.7165528536,1
79,417,-0.1703509688,-0.5083435774,1
79,449,-0.3834146857,-0.3541276753,1
79,481,-0.3616947532,-0.4688166082,1
79,513,-0.5423614979,-2.027630806,1
79,545,-1.824255824,-4.828345299,1
79,577,-1.430692673,-4.088125229,1
79,609,-1.334480882,-2.053743839,1
79,641,-1.987951398,-1.599875093,1
79,673,-1.264148712,-1.106755733,1
79,705,-0.7243289948,-0.7184050083,1
79,737,-1.319841385,-1.547612906,1
79,769,-0.844687283,-1.533782482,1
79,801,-0.573579669,-1.326140523,1
79,833,-7.159894943,-3.720918179,1
79,865,-8.268798828,-2.842301369,1
79,897,-9.788674355,-1.893752813,1
79,929,-9.274089813,-3.137686491,1
79,961,18.25861359,0.3153924942,1
79,993,-1.560829163,-0.2026318908,1
79,1025,-0.626793623,-0.5903527737,1
79,1057,-1.026085734,-0.07969835401,1
79,1089,-1.7266891,-0.9484574199,1
79,1121,-3.012658596,-1.618665695,1
79,1153,-3.304171562,-1.829637527,1
79,1185,-2.417528868,-0.5292815566,1
79,1217,-2.245705605,0.5677068233,1
79,1249,-1.791579247,0.3061563671,1
79,1281,-1.0333606,0.6803462505,1
79,1313,-0.07207518816,0.6566964388,1
79,1345,0.1575331092,-0.2520585954,1
79,1377,-0.1769767404,-0.442669034,1
79,1409,-0.6597239971,-0.1345972568,1
79,1441,-0.234218657,-0.1477697641,1
79,1473,1.021434307,0.03911540657,1
79,1505,1.217465878,0.06281237304,1
79,1537,0.233925283,0.1037538946,1
79,1569,-0.04456028342,0.8139252663,1
79,1601,-0.07612189651,0.8595163822,1
79,1633,-0.6354449987,0.7243640423,1
79,1665,-0.3649194241,1.868913174,1
79,1697,-0.1367326975,0.7435865402,1
79,1729,-0.2484635711,0.2415186763,1
79,1761,-0.1478435993,-0.8466846943,1
79,1793,-0.3347067833,-0.1805598885,1
79,1825,-0.6168535948,0.151430428,1
79,1857,-0.837542057,0.1222091317,1
79,1889,-0.2170069516,0.238879174,1
79,1921,-0.3821382225,0.1878085136,1
79,1953,-0.6356271505,0.2657810748,1
79,1985,-0.2182182074,-0.2214471251,1
79,2017,-0.08356556296,-0.5670356154,1
111,33,-0.2122414112,0.5268335342,1
111,65,0.338049978,-1.134006143,1
111,97,-0.07548834383,-0.619864583,1
111,129,-0.4583210945,-0.7234024405,1
111,161,-0.6812692285,-0.6771264076,1
111,193,-0.6964985728,-0.6006817818,1
111,225,0.009927749634,-0.232083708,1
111,257,-0.4293220639,-0.4157472849,1
111,289,-0.4590501785,0.144377619,1
111,321,-0.44262591,0.1354410052,1
111,353,-0.5258996487,-0.2360247374,1
111,385,-0.6540920734,-0.3947252035,1
111,417,-0.008551821113,-0.387839824,1
111,449,0.3518620133,-0.5818882585,1
111,481,0.06975539774,-0.8975691795,1
111,513,-2.743440866,-5.780843735,1
111,545,-0.865696311,-4.029550552,1
111,577,-0.7251447439,-3.180186272,1
111,609,-0.8896502256,-2.067216396,1
111,641,-1.084656477,-0.950855732,1
111,673,-1.276358962,-0.5977940559,1
111,705,-1.680155396,-0.6645692587,1
111,737,-2.314258099,-1.976727247,1
111,769,-1.317855239,-2.345117569,1
111,801,-0.5414354205,-0.9753744602,1
111,833,-0.4596128464,-0.4491814375,1
111,865,-0.525826633,-0.3619596362,1
111,897,-9.77323246,-1.590198517,1
111,929,-9.386777878,-1.622399926,1
111,961,-5.308219433,6.564266205,1
111,993,-0.7853235006,0.2162639797,1
111,1025,-0.9360327721,-0.295304358,1
111,1057,-1.05138588,-0.4763948023,1
111,1089,-1.254079461,-0.6721557379,1
111,1121,-1.629925847,-0.7187910676,1
111,1153,-2.250317097,-0.9679107666,1
111,1185,-2.122227669,0.1119942367,1
111,1217,-2.083098888,0.5049636364,1
111,1249,-1.989725709,0.5929692388,1
111,1281,-1.428004384,2.159616709,1
111,1313,-0.6980272532,4.550904274,1
111,1345,0.2998195291,-0.9922454357,1
111,1377,-0.07952255011,-0.5769641399,1
111,1409,-0.02905490994,-0.5168960094,1
111,1441,0.4233944416,-0.5019254684,1
111,1473,1.165017366,0.4882139266,1
111,1505,0.9649891853,0.3309744298,1
111,1537,-0.2931199074,0.4654545188,1
111,1569,-1.06609273,1.409053802,1
111,1601,-0.9883066416,1.389004946,1
111,1633,-0.5454243422,1.200300217,1
111,1665,-0.2246920466,1.044933081,1
111,1697,0.2865304947,0.7014336586,1
111,1729,0.3509838581,-0.1166868061,1
111,1761,0.2603996098,-0.9565986991,1
111,1793,-0.2512671053,-0.7630136013,1
111,1825,-0.4732109904,-0.5739722848,1
111,1857,-0.6883268356,-0.2381725162,1
111,1889,-0.2798519731,0.5103294253,1
111,1921,-0.3326537609,0.6917523742,1
111,1953,-0.6628274918,0.6626234055,1
111,1985,-0.3676765561,-0.07902784646,1
111,2017,-0.179716289,-1.136352777,1
143,33,-0.6794288754,0.9612594843,1
143,65,-0.1325038075,-1.424337983,1
143,97,0.0153516531,-1.346884251,1
143,129,-0.5329041481,-1.058805227,1
143,161,-0.5730654597,-1.339767694,1
143,193,-0.4658449888,-1.083999634,1
143,225,-0.6391081214,-0.619669497,1
143,257,-0.4880187511,-0.05003452301,1
143,289,-0.1103562713,0.3575052619,1
143,321,-0.09046971798,0.6870954037,1
143,353,-0.1883110702,0.2033451349,1
143,385,0.1062826216,-0.4060531855,1
143,417,0.2646284699,-0.5782559514,1
143,449,0.2326148003,-0.8500259519,1
143,481,0.01592181623,-0.8626397848,1
143,513,-0.3710720837,-2.455934525,1
143,545,0.23224473,-3.671370506,1
143,577,0.04266381264,-2.894843578,1
143,609,-0.2742112279,-1.877820969,1
143,641,-0.4806349277,-0.9514971972,1
143,673,-0.8173909187,-0.4469852448,1
143,705,-1.153184533,-0.7087156773,1
143,737,-3.244086981,-3.792108059,1
143,769,-3.096805573,-3.690324306,1
143,801,-0.5795794725,-0.950112462,1
143,833,0.1689584553,-0.2961617708,1
143,865,0.4755626023,-0.9640035033,1
143,897,-0.3419820666,-0.3076617718,1
143,929,-1.660717845,0.656201601,1
143,961,-1.130881548,0.7613121271,1
143,993,-1.174376726,-0.1392490715,1
143,1025,-4.908513546,-0.3132055104,1
143,1057,-1.511592984,0.6105513573,1
143,1089,-1.869070888,0.2487542927,1
143,1121,-2.885344505,0.01259690523,1
143,1153,-3.027787685,-1.087398529,1
143,1185,-2.102911234,0.04464560747,1
143,1217,-2.455396414,0.1906827241,1
143,1249,-2.359601021,0.333929956,1
143,1281,-1.997330666,1.081363916,1
143,1313,-0.9617317319,1.143522978,1
143,1345,-0.04672053456,-0.712225318,1
143,1377,0.5572525263,-0.7279893756,1
143,1409,0.8099952936,-0.1555778533,1
143,1441,1.450655222,0.4900533557,1
143,1473,1.632266998,0.3515830636,1
143,1505,0.04082484543,0.5996621847,1
143,1537,-0.2753997147,1.089782119,1
143,1569,-0.9439339638,1.295941353,1
143,1601,-1.31554985,1.24651742,1
143,1633,-0.8581520319,1.662054539,1
143,1665,-0.6814994812,0.6399555206,1
143,1697,-0.3277677,0.2352299988,1
143,1729,0.1544626355,-0.267026186,1
143,1761,0.04505825043,-0.31523633,1
143,1793,-0.9357014298,-0.3219051957,1
143,1825,-0.7521595955,-0.3648613095,1
143,1857,-0.2243843675,-0.2372772992,1
143,1889,0.06650036573,0.5847486258,1
143,1921,-0.1430463195,1.319545388,1
143,1953,-0.8577654958,0.9194552898,1
143,1985,-0.6063619256,0.4991974831,1
143,2017,-0.4761992693,-1.230351806,1
175,33,-0.3705610931,1.488116026,1
175,65,-0.4452487528,-0.7094271183,1
175,97,-0.6221354008,-1.41865468,1
175,129,-0.7891332507,-1.033709168,1
175,161,-1.046900511,-1.017595768,1
175,193,-0.8730252385,-0.7178223729,1
175,225,-0.5719091892,-0.2592709064,1
175,257,-0.1578867435,0.4556688964,1
175,289,0.03576177359,0.2698250413,1
175,321,-0.4514352381,0.2422399521,1
175,353,-0.1056024432,-0.07323583961,1
175,385,0.1879081279,-0.5285428166,1
175,417,0.008272975683,-0.5791599751,1
175,449,-0.5417476296,-1.038217664,1
175,481,-0.5925977826,-1.267219663,1
175,513,-0.06667144597,-2.656036377,1
175,545,0.5267456174,-4.113287926,1
175,577,1.954670429,-6.532248974,1
175,609,0.4791894257,-1.67220211,1
175,641,-0.07752227783,-1.56073308,1
175,673,-0.3405455351,-1.448037386,1
175,705,-0.4932454228,-1.132584453,1
175,737,-0.4203772545,-1.249831557,1
175,769,-1.059727907,-1.055690765,1
175,801,-0.4291966558,-0.4622119665,1
175,833,0.02184298635,-0.007564395666,1
175,865,0.01331290603,-0.5823088288,1
175,897,-0.4272184074,-0.05386820436,1
175,929,-0.6815522313,0.1831042767,1
175,961,-0.8358082771,-0.5534459352,1
175,993,-0.8172391653,-0.6581890583,1
175,1025,-1.182579517,0.1933537573,1
175,1057,-2.712073326,1.143670797,1
175,1089,-2.460086107,0.986541152,1
175,1121,-3.950140476,0.6428941488,1
175,1153,-3.767596006,-0.4743362963,1
175,1185,-2.386181831,-0.04491692036,1
175,1217,-2.15917778,-0.210829109,1
175,1249,-1.674841285,0.2718010843,1
175,1281,-3.412333012,1.25564003,1
175,1313,-0.6485681534,0.7568196058,1
175,1345,0.2816550136,-0.8882454038,1
175,1377,0.2046881914,-0.679869771,1
175,1409,0.1664006859,0.4327879548,1
175,1441,0.7936531305,2.270893097,1
175,1473,0.2504463494,0.7181074023,1
175,1505,-0.3160951734,0.8694460392,1
175,1537,-0.2703104019,1.024780035,1
175,1569,-0.5978360176,0.8425539732,1
175,1601,-1.063898087,0.6213419437,1
175,1633,-1.206368685,-0.1645873785,1
175,1665,-1.536117435,-0.6042788029,1
175,1697,-1.167243242,-0.1721479595,1
175,1729,-0.7983609438,2.790242434e-05,1
175,1761,-1.145554543,0.3356056213,1
175,1793,-1.314691067,0.2261859775,1
175,1825,-0.8434179425,-0.1737295091,1
175,1857,-0.6684188247,-0.111048162,1
175,1889,-0.7027199864,0.4795470834,1
175,1921,-0.7814343572,0.517369926,1
175,1953,-0.5111054778,0.3893051147,1
175,1985,-0.5105258226,1.234171629,1
175,2017,-0.4161652923,-0.8381687403,1
207,33,-0.7466790676,1.718628168,1
207,65,-0.6186936498,-0.359541893,1
207,97,-0.4563249052,-1.13108182,1
207,129,-1.166529059,-1.058427811,1
207,161,-0.8433427811,-0.8389519453,1
207,193,-0.6982607841,-0.5289851427,1
207,225,-1.938211799,-0.369749099,1
207,257,-1.281362057,0.1914394498,1
207,289,-0.2444716692,-0.4658324122,1
207,321,0.06955143809,-0.4563652873,1
207,353,0.2349376678,-0.1053766608,1
207,385,-0.3675554991,-0.1504790783,1
207,417,-0.6215493679,-0.4963669777,1
207,449,-0.7063370943,-0.8497334719,1
207,481,-0.9601467848,-4.48397541,1
207,513,1.192670584,-5.773426056,1
207,545,2.282508373,-5.582509995,1
207,577,1.886006355,-5.898881912,1
207,609,0.4154578745,-2.274611712,1
207,641,-0.1818078458,-2.118905067,1
207,673,-0.4872113764,-2.952443123,1
207,705,-0.5215451717,-1.43628788,1
207,737,-0.6742132902,-0.905189991,1
207,769,-0.5093573332,-0.2757983804,1
207,801,-0.4489493072,0.3840744495,1
207,833,-0.720669508,-0.3465179205,1
207,865,-0.5562525988,-0.2796751261,1
207,897,-0.2838484347,0.4593070745,1
207,929,-0.3836609125,-0.09516370296,1
207,961,-0.8213197589,-0.9310450554,1
207,993,-0.7065581083,-0.586530447,1
207,1025,-0.6236681938,0.4916655719,1
207,1057,-2.128224611,0.8746630549,1
207,1089,-2.803891182,1.003150463,1
207,1121,-2.869661808,1.028589606,1
207,1153,-2.616941929,0.4663689733,1
207,1185,-2.362053871,-0.1953766346,1
207,1217,-2.100145817,-0.3447855115,1
207,1249,-1.907542706,0.2590254843,1
207,1281,-1.481304049,2.112401009,1
207,1313,-0.6017775536,0.9732886553,1
207,1345,-1.066490293,-1.02057004,1
207,1377,-1.257051229,-0.5136930346,1
207,1409,-0.9376232028,0.555023253,1
207,1441,-0.2606412172,1.250895023,1
207,1473,0.116846323,1.351216793,1
207,1505,0.01991024613,1.244415998,1
207,1537,-0.4491091371,0.7045688629,1
207,1569,-0.8147731423,0.8117128015,1
207,1601,-0.7878366709,0.3027188778,1
207,1633,-1.122457981,-0.5744043589,1
207,1665,-1.963535786,-0.1989240646,1
207,1697,-1.590997696,-0.4331865907,1
207,1729,-1.237832189,0.3767221272,1
207,1761,-1.098665237,0.6786583662,1
207,1793,-1.126417875,0.4094592631,1
207,1825,-0.6772890091,0.1364648938,1
207,1857,-0.8871887326,0.321102649,1
207,1889,-1.39386487,0.4543684721,1
207,1921,-0.9401984215,0.0996029377,1
207,1953,0.07546359301,0.08316369355,1
207,1985,-0.1386241615,1.467011809,1
207,2017,-0.3980489969,-0.6952573061,1
239,33,-0.8510501385,1.431824207,1
239,65,-0.4949389398,-1.163777471,1
239,97,-0.2878919542,-1.186208487,1
239,129,-0.891941011,-1.573009253,1
239,161,-0.9806954861,-1.726121306,1
239,193,-0.4132698774,-1.219360948,1
239,225,-2.709052801,-2.077091217,1
239,257,-1.920617819,-1.190661311,1
239,289,-0.4215273261,-1.308492899,1
239,321,0.2282957882,-1.615859747,1
239,353,0.08189409226,-0.5584683418,1
239,385,-0.8882389665,0.09332466125,1
239,417,-1.051756263,-0.4164181948,1
239,449,-0.8912862539,-0.8367900848,1
239,481,-1.161898136,-6.716345787,1
239,513,0.4670619369,-5.893424511,1
239,545,1.944086075,-4.883278847,1
239,577,2.129595757,-4.865684509,1
239,609,0.09596197307,-1.333837986,1
239,641,-0.5711079836,-2.582047224,1
239,673,-0.5110965371,-2.63239193,1
239,705,-0.5568404794,-1.892964244,1
239,737,-0.6647496223,-1.309465051,1
239,769,-0.2387142181,-0.4521276951,1
239,801,-0.4012907147,-0.2159664035,1
239,833,-1.108519197,-0.9752262235,1
239,865,-0.9772490263,-0.9857434034,1
239,897,0.05130198598,-0.6784814596,1
239,929,0.2625297904,-5.649272919,1
239,961,0.4271253347,-4.531002045,1
239,993,-0.6255270243,-0.311499089,1
239,1025,-2.332457542,3.275174379,1
239,1057,-3.394234657,5.836133957,1
239,1089,-3.5357728,3.128127575,1
239,1121,-1.446165323,0.7420122623,1
239,1153,-0.2586559057,0.1643951237,1
239,1185,-1.546664834,-0.4132632613,1
239,1217,-2.224985123,-0.8064033985,1
239,1249,-2.870776892,-0.3153688908,1
239,1281,0.1206123829,-0.06463638693,1
239,1313,-0.3133167028,-0.8560525775,1
239,1345,-3.017572165,-1.229567289,1
239,1377,-2.025451422,-0.194175005,1
239,1409,-1.386683941,0.6882017851,1
