PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 2, filenames: A:[2]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[3]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-11.56784248,1.226037264,1
47,65,-6.828148842,2.151465416,1
47,97,-4.008247375,0.7916585207,1
47,129,-3.847054482,0.7511005402,1
47,161,-3.792943001,-0.6963404417,1
47,193,-2.944091797,-0.4154908955,1
47,225,-1.413606644,2.207314253,1
47,257,-1.024494648,1.708571434,1
47,289,-20.01821709,4.598617077,1
47,321,-3.066724062,5.152440071,1
47,353,-1.051303148,3.064071655,1
47,385,0.6719365716,1.416211843,1
47,417,1.374857187,0.9725656509,1
47,449,0.8384208679,3.288816452,1
47,481,-0.4889338017,3.776743412,1
47,513,0.5099329948,2.407068253,1
47,545,1.066671371,0.796554327,1
47,577,1.101808786,-0.9355733395,1
47,609,0.896271646,-0.6463447213,1
47,641,0.7560030222,0.4138348699,1
47,673,0.3541197777,0.9464395046,1
47,705,0.2735950947,-0.1690588593,1
47,737,1.469605803,-0.3988933563,1
47,769,2.204470634,0.01516222954,1
47,801,3.665786266,-0.08306646347,1
47,833,3.465023994,-0.06165444851,1
47,865,2.624705553,-0.3382455111,1
47,897,3.664711475,0.9646109343,1
47,929,4.694531918,1.987489343,1
47,961,3.799641848,1.347971916,1
47,993,0.8417804241,-1.432292581,1
47,1025,-0.8626067638,-2.113080978,1
47,1057,-0.2116172314,-0.7727675438,1
47,1089,2.106848717,0.6423766613,1
47,1121,3.054895401,0.4200265408,1
47,1153,1.579389572,-0.5135800242,1
47,1185,2.017309189,-0.8877650499,1
47,1217,0.6572089195,-1.85594368,1
47,1249,1.507162571,16.85255051,1
47,1281,0.3900530338,-3.176795006,1
47,1313,0.2138252258,-4.62101078,1
47,1345,0.4321776628,-4.823478699,1
47,1377,0.3816248178,-4.174464703,1
47,1409,0.739226222,-5.712924004,1
47,1441,0.6320700645,-6.200538158,1
47,1473,0.4076367617,-3.054497719,1
47,1505,-16.66857529,3.440216541,1
47,1537,1.021471977,-1.697889209,1
47,1569,-0.5072835684,-2.157240391,1
47,1601,-1.150836945,-1.950976133,1
47,1633,-0.1472215652,-0.4324738383,1
47,1665,-0.3206196129,0.3733744025,1
47,1697,0.005981042981,0.4812591076,1
47,1729,0.1712899208,0.0901479274,1
47,1761,-0.3863425255,-0.6387393475,1
47,1793,-19.80719376,9.180212021,1
47,1825,-10.81519604,-15.42090511,1
47,1857,-0.9690881968,-0.2895513475,1
47,1889,-0.2167415321,-0.2546695769,1
47,1921,0.7422550917,-0.009908556938,1
47,1953,1.06893611,-0.6204218268,1
47,1985,0.9697328806,-0.6623574495,1
47,2017,-1.091251135,0.1973628998,1
79,33,-7.306507111,0.5314177275,1
79,65,-4.624501705,1.510040522,1
79,97,-3.233263016,0.4306891561,1
79,129,-1.682439327,-0.176129058,1
79,161,-2.556419849,-0.8554148674,1
79,193,-2.326957703,-0.6592414975,1
79,225,-1.648679256,0.7917647362,1
79,257,-9.520394325,-1.48366642,1
79,289,-16.60682106,3.417817116,1
79,321,-1.008997202,2.793911934,1
79,353,-0.6405487061,2.622268677,1
79,385,-0.4142004848,0.7856987715,1
79,417,-0.1588065624,0.1761811376,1
79,449,-0.3485875428,1.522716403,1
79,481,0.07355314493,1.803225517,1
79,513,0.5373522043,0.9531748295,1
79,545,1.341252923,0.3328361511,1
79,577,1.409919024,0.02843931317,1
79,609,0.6371334791,0.5193245411,1
79,641,0.3609305322,0.6404383183,1
79,673,0.2502692342,1.502142549,1
79,705,0.5228745937,0.8328773975,1
79,737,0.9065885544,-0.4207110107,1
79,769,1.112627983,0.593093276,1
79,801,1.582726717,0.826546669,1
79,833,1.932387948,0.2159843445,1
79,865,2.249637604,1.192433834,1
79,897,4.062657356,3.712028503,1
79,929,4.593135357,2.596179724,1
79,961,3.844758272,0.5892016888,1
79,993,1.860872746,0.1069873571,1
79,1025,1.632425785,-0.3310711384,1
79,1057,1.836624861,-0.1482454538,1
79,1089,3.44253397,0.644766748,1
79,1121,7.035896301,1.334114909,1
79,1153,5.436950207,-0.8764252663,1
79,1185,2.948775291,-1.960823655,1
79,1217,2.839580059,-3.547960281,1
79,1249,2.633886814,-4.086756229,1
79,1281,1.465367675,-4.397033691,1
79,1313,1.482949257,-3.46454525,1
79,1345,0.8058176041,-3.49676466,1
79,1377,1.416946769,-4.211625576,1
79,1409,1.994445443,-4.663829803,1
79,1441,0.9695982933,-4.961688042,1
79,1473,-0.04930269718,-3.772568226,1
79,1505,2.154455423,15.2648735,1
79,1537,0.7579884529,-1.637645602,1
79,1569,1.465479851,-3.327406883,1
79,1601,1.420633674,-2.027540684,1
79,1633,0.5492500663,0.2391004562,1
79,1665,-0.1524968147,0.9757504463,1
79,1697,-0.09121096134,0.7850831151,1
79,1729,0.2168221176,0.2450644821,1
79,1761,-0.08254361153,-0.1288026571,1
79,1793,-1.511000395,-0.3659113646,1
79,1825,-2.323911905,-0.4602451921,1
79,1857,-1.32003665,0.1489118487,1
79,1889,-0.1209783554,0.5053488016,1
79,1921,-0.1478002071,0.6049426794,1
79,1953,0.05312761664,0.04997581244,1
79,1985,0.5273851156,0.07970121503,1
79,2017,-0.1673630476,-0.5877957344,1
111,33,-7.254339218,0.2387536764,1
111,65,-5.147539139,0.3128829598,1
111,97,-2.820878029,0.1744441092,1
111,129,-2.240170479,-0.12862055,1
111,161,-3.797179699,0.1807915568,1
111,193,-4.511135578,0.9086718559,1
111,225,-4.818395138,1.056770921,1
111,257,-4.649025917,1.602909565,1
111,289,-3.792105913,2.038236618,1
111,321,-2.426531076,1.987094879,1
111,353,-1.327674389,1.28298986,1
111,385,-1.007665634,0.2455249429,1
111,417,-1.016346931,-0.5163174868,1
111,449,-0.6668717861,0.4917963743,1
111,481,0.007673874497,0.7376584411,1
111,513,0.2731622458,0.6953797936,1
111,545,1.042774439,-0.108359158,1
111,577,1.057697058,0.2033737898,1
111,609,0.6500473022,1.169327259,1
111,641,0.1522833109,1.536092401,1
111,673,-0.06446522474,1.525525928,1
111,705,0.1795858741,1.436229467,1
111,737,0.2086165547,0.7522169948,1
111,769,0.4195561409,0.2975409031,1
111,801,1.606347561,0.2233998775,1
111,833,2.480415106,0.3500835896,1
111,865,1.55447793,2.428105593,1
111,897,3.667987585,4.399036407,1
111,929,3.56766367,2.898411274,1
111,961,1.531123161,0.6730777025,1
