PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 28, filenames: A:[28]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[29]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.429810047,0.3043050766,1
47,65,1.256385803,-1.196607947,1
47,97,0.4639568925,-0.4221265912,1
47,129,1.066486835,-0.9923645258,1
47,161,1.781330824,-3.056305647,1
47,193,2.242549896,-3.574507236,1
47,225,1.883096695,-1.756516457,1
47,257,0.429336071,-2.756862879,1
47,289,-1.106302142,-7.188391209,1
47,321,0.12919873,-1.433674335,1
47,353,0.1199061871,-2.748742342,1
47,385,0.2262362242,-0.4463694096,1
47,417,0.1226097345,0.2777405977,1
47,449,0.08254623413,-0.4096651673,1
47,481,-0.7640099525,-0.8112311959,1
47,513,-0.4935439825,-0.0861966908,1
47,545,-0.2311017513,0.5591375828,1
47,577,-0.8599520922,0.353205204,1
47,609,-1.230702162,-0.6143633127,1
47,641,-0.3087696433,-0.9208331704,1
47,673,0.1437398493,-2.240659237,1
47,705,0.2992763221,-0.9639098644,1
47,737,0.1299954057,0.3473622203,1
47,769,-0.09024944901,0.5621858835,1
47,801,-0.6225837469,0.6715581417,1
47,833,-1.116413116,0.6548950672,1
47,865,-1.731212854,0.5226638317,1
47,897,-4.093626022,0.7923306823,1
47,929,-3.360132694,0.7117325068,1
47,961,-1.809344411,-1.665333748,1
47,993,-0.4291424751,-1.100355983,1
47,1025,0.1802354455,0.8402420878,1
47,1057,-0.03675672412,1.077396393,1
47,1089,0.9300095439,0.8417749405,1
47,1121,0.8330671191,0.2254357338,1
47,1153,0.5932492018,-0.2963582873,1
47,1185,0.5970823169,-0.07996577024,1
47,1217,0.502572298,0.4220278859,1
47,1249,0.9968601465,0.8912527561,1
47,1281,0.3270175457,0.01250398159,1
47,1313,1.160104036,-0.8940585852,1
47,1345,2.286063194,-1.380306959,1
47,1377,0.1507110596,1.601992846,1
47,1409,0.791519165,-0.1755456328,1
47,1441,-1.0475986,-1.158092976,1
47,1473,-1.224190235,-1.276129723,1
47,1505,-2.38867569,-3.229910374,1
47,1537,-2.989683628,-2.532551527,1
47,1569,-1.724511147,-2.414587021,1
47,1601,-0.3524546623,-0.5625641346,1
47,1633,0.2915818691,-0.1783100367,1
47,1665,-0.05840420723,-1.987065315,1
47,1697,-0.7801966667,-0.9363654852,1
47,1729,-0.2385761738,-0.1909428835,1
47,1761,-0.9625378847,-20.16355705,1
47,1793,-0.8445191979,-0.9985655546,1
47,1825,-0.9237779379,-1.02092576,1
47,1857,-0.7104204893,-0.5306097865,1
47,1889,-0.07643330097,0.1686601639,1
47,1921,0.6467681527,-0.6448774338,1
47,1953,-0.01854136586,-1.170188904,1
47,1985,-0.1297111213,-0.6502729058,1
47,2017,-0.336863637,-0.1626549363,1
79,33,20.30013657,2.257678986,1
79,65,0.6008329391,-1.277760625,1
79,97,0.4114030004,-0.830920279,1
79,129,0.4911961555,-1.425802231,1
79,161,0.9132018089,-2.419970512,1
79,193,1.13115871,-2.823939323,1
79,225,1.10765183,-2.190576077,1
79,257,0.7617696524,-2.674070835,1
79,289,0.2238591611,-4.772291183,1
79,321,-0.4974151254,-1.268342018,1
79,353,-0.6006422639,-2.643130064,1
79,385,-0.2439353466,-1.265625954,1
79,417,-0.1449853182,-0.8870930672,1
79,449,1.045653105,-1.224365711,1
79,481,0.5797231197,-0.9577370286,1
79,513,-0.1602306366,-0.4236131012,1
79,545,-0.4769708812,-0.01838305593,1
79,577,-0.1603741944,0.2921746969,1
79,609,0.3112400472,-0.1466440558,1
79,641,0.1561812162,-0.8055304289,1
79,673,0.02288480103,-1.751614213,1
79,705,0.1648215503,-1.860159278,1
79,737,0.133495301,-0.5910156965,1
79,769,0.169201076,0.1716784984,1
79,801,-0.3220679164,-0.00117084384,1
79,833,-0.9030251503,0.2480280399,1
79,865,-0.993776679,0.4251234531,1
79,897,-0.9798496366,0.3656995893,1
79,929,-1.216848373,-0.1022959799,1
79,961,-1.353837609,-0.9700729847,1
79,993,-0.4622821808,0.7454175949,1
79,1025,-0.7109936476,2.565572739,1
79,1057,-0.6982870102,0.6248428822,1
79,1089,-0.1827867329,-0.1084520817,1
79,1121,0.4563655257,-0.326528728,1
79,1153,0.4785438776,-0.5684283972,1
79,1185,0.5025105476,-0.6612664461,1
79,1217,-0.2825865746,-0.5200682878,1
79,1249,0.08586925268,-0.3148838878,1
79,1281,0.4330214858,-0.5523950458,1
79,1313,0.5949878693,-0.4460594654,1
79,1345,0.7677990198,-0.1838154793,1
79,1377,-1.508657694,1.017810106,1
79,1409,-3.033851624,-0.1347161233,1
79,1441,-3.210230589,-0.8407406211,1
79,1473,-1.315116405,-1.319597602,1
79,1505,-1.761999369,-2.127567053,1
79,1537,-6.000084877,-1.899550676,1
79,1569,-3.535799026,-1.637772202,1
79,1601,-1.760236144,-1.191303015,1
79,1633,-0.7641162872,-5.282714367,1
79,1665,-1.302759171,-5.33705616,1
79,1697,-0.5481945276,-0.6096083522,1
79,1729,-0.1386992931,0.1020538807,1
79,1761,-0.03878304362,-0.2322830856,1
79,1793,-0.4284759164,-0.9346390963,1
79,1825,-0.5237970352,-1.358235598,1
79,1857,-0.4860242605,-0.8572004437,1
79,1889,-0.4393917322,-0.5758183002,1
79,1921,-0.7557001114,-0.7690203786,1
79,1953,-0.6830378771,-0.8285179138,1
79,1985,-0.1855234206,-0.3591718674,1
79,2017,0.1721730828,-0.07127399743,1
111,33,-1.602468729,0.7278659344,1
111,65,-0.4283138514,-2.930464506,1
111,97,0.09834906459,-3.020742655,1
111,129,0.4523357153,-4.369059086,1
111,161,0.500834167,-2.306153297,1
111,193,0.7197356224,-3.490753412,1
111,225,0.7538178563,-2.904384375,1
111,257,0.6298097968,-3.301901817,1
111,289,0.5961310863,-3.776469707,1
111,321,0.2736849189,-3.673570395,1
111,353,-0.3384152055,-2.918781996,1
111,385,0.008583068848,-1.950515985,1
111,417,0.7458678484,-1.425230384,1
111,449,4.896645069,-1.355546236,1
111,481,-8.988529205,5.8350811,1
111,513,0.8731962442,0.07041227818,1
111,545,0.4909623861,-0.07876166701,1
111,577,0.7126926184,0.06040801108,1
111,609,0.9860268831,0.4449414611,1
111,641,0.4774721861,-0.8253754377,1
111,673,0.2705880702,-1.378740549,1
111,705,0.1739615798,-1.963291287,1
111,737,0.3571688235,-0.9413204193,1
111,769,1.119662046,-0.6759263873,1
111,801,1.273196578,-0.6726338863,1
111,833,-0.2186045498,0.03297652304,1
111,865,-0.01678884029,0.2617427707,1
111,897,-0.6812207699,0.3494559526,1
111,929,-0.7076841593,0.2315117419,1
111,961,-0.4850708246,0.2567200065,1
111,993,-0.884339273,2.917872906,1
111,1025,-1.841936827,3.128223658,1
111,1057,-1.07635963,0.3301565349,1
111,1089,-0.7098309994,-0.03701990843,1
111,1121,-0.3391691148,-0.2230523229,1
111,1153,0.329880923,-0.7479051352,1
111,1185,0.4664237499,-0.9440316558,1
111,1217,0.3093855977,-1.016828299,1
111,1249,0.1700506508,-1.493759394,1
111,1281,0.3169666529,-0.9816076159,1
111,1313,-0.03369626403,0.1039293483,1
111,1345,-0.9459937811,0.9014866352,1
111,1377,-2.253749371,1.671211243,1
111,1409,-3.737201452,0.5191389322,1
111,1441,-2.951930523,-2.241130352,1
111,1473,-1.982189178,-1.307804585,1
111,1505,-2.077228069,-1.510097027,1
111,1537,-3.286690235,-20.7710743,1
111,1569,-0.4950951934,0.1445478201,1
111,1601,-0.7509334683,-1.986516476,1
111,1633,0.2342518419,-4.846590519,1
111,1665,-0.3193986118,-0.6176786423,1
111,1697,-0.2237345576,0.1740145385,1
111,1729,0.2002575547,0.8377395868,1
111,1761,-0.2960691452,-0.02150839567,1
111,1793,-0.2317024469,-0.6955759525,1
111,1825,-0.08158659935,-0.6129947305,1
111,1857,-0.1912891269,-0.7290241122,1
111,1889,-0.9090625048,-1.173726201,1
111,1921,-1.400484085,-0.7601235509,1
111,1953,-0.6342762113,-0.5473587513,1
111,1985,-0.2908083797,-0.3002097607,1
111,2017,-0.07846908271,0.01360771805,1
143,33,-1.625389934,0.5866618156,1
143,65,-1.446484089,-2.027664423,1
143,97,-1.824431419,-3.839938641,1
143,129,0.1093259454,-5.394126892,1
143,161,0.640060246,-5.397538662,1
143,193,0.6643866301,-5.138291359,1
143,225,0.521707356,-3.736879587,1
143,257,0.5182331204,-4.031036377,1
143,289,0.7337392569,-4.206460953,1
143,321,-0.06611829996,-3.7832973,1
143,353,0.5974569917,-1.820607662,1
143,385,0.2710632086,-1.457192779,1
143,417,13.19383812,-9.103979111,1
143,449,20.46619225,-1.01803112,1
143,481,5.711764812,-0.6349719167,1
143,513,4.287709236,0.2205568552,1
143,545,2.140583754,0.04363687336,1
143,577,1.337805271,-0.3200752139,1
143,609,1.032959104,-0.405944407,1
143,641,0.5809109807,-1.102478623,1
143,673,0.2534769177,-1.045007706,1
143,705,0.3001173139,-0.9458768368,1
143,737,0.4536195397,-0.6427686214,1
143,769,0.7870709896,-0.4064875245,1
143,801,0.7659190297,-0.4927950203,1
143,833,0.2920321226,-0.3654102087,1
143,865,-0.1133390665,-0.4259514511,1
143,897,-0.7663732171,-0.3197540641,1
143,929,-0.1681946516,0.4838989377,1
143,961,0.2437321246,0.444942832,1
