 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,549.099,44.223,346.396,18.624,93.561,32.248,21.680,0.870
2,609.456,41.572,288.043,22.171,96.993,33.641,23.067,29.030
3,691.895,46.070,257.640,29.698,102.141,32.027,27.507,28.184
4,543.211,60.664,317.464,31.183,90.718,30.268,22.850,10.723
5,644.787,47.927,388.633,35.887,98.587,33.673,24.381,13.466
6,605.040,62.438,229.689,39.869,103.562,32.576,23.648,20.454
7,822.913,32.875,350.445,39.669,119.838,44.687,23.447,12.166
8,549.099,47.115,447.228,41.023,99.592,34.490,20.270,123.890
9,378.334,54.039,428.687,43.790,81.306,30.938,15.570,129.528
10,872.965,45.958,289.153,47.995,116.579,37.533,29.614,22.874
11,756.668,55.677,411.760,53.792,110.182,36.578,26.339,139.905
12,288.535,90.750,319.954,50.167,68.290,22.453,16.362,4.983
13,934.794,62.772,260.950,63.546,128.712,40.344,29.502,73.504
14,948.043,23.730,371.625,63.431,122.731,40.079,30.118,55.845
15,712.504,46.622,469.783,61.508,103.735,31.704,28.614,157.456
16,635.954,59.414,236.828,66.839,104.984,37.308,21.704,82.573
17,569.709,64.685,213.788,65.041,92.973,31.225,23.231,62.166
18,708.088,76.358,339.765,65.694,106.405,35.967,25.066,35.509
19,743.419,65.646,188.400,70.726,113.025,37.937,24.950,66.792
20,959.820,69.227,306.094,72.028,120.721,39.174,31.196,5.693
21,789.054,41.149,443.118,72.613,112.314,37.095,27.083,142.889
22,931.850,48.844,392.218,78.969,132.194,44.689,26.549,45.482
23,590.319,58.506,495.591,78.219,96.039,33.979,22.120,124.083
24,912.712,66.798,415.673,91.442,119.888,38.432,30.238,43.621
25,1014.288,86.139,277.774,91.830,124.031,38.242,33.770,124.882
26,775.805,68.689,346.821,89.715,111.015,38.398,25.725,16.647
27,716.921,53.678,473.737,90.372,106.161,35.379,25.801,160.522
28,581.486,78.375,168.793,93.165,98.882,31.577,23.447,40.600
29,674.229,54.275,222.149,93.976,107.288,34.817,24.656,98.828
30,995.151,56.707,198.819,103.454,130.549,43.018,29.454,82.940
31,665.397,66.582,244.565,101.692,103.024,38.521,21.994,56.809
32,998.095,50.997,309.392,103.228,134.154,47.100,26.981,30.848
33,793.471,61.501,438.894,104.791,116.995,40.152,25.162,55.262
34,733.114,45.219,519.673,106.113,119.888,45.715,20.419,119.088
35,1217.440,51.201,366.672,111.979,139.423,46.683,33.204,16.494
36,1104.087,42.819,496.864,117.107,129.717,41.161,34.153,123.723
37,750.779,43.575,466.681,117.084,119.716,40.424,23.647,122.984
38,422.497,81.909,142.830,114.400,86.576,32.264,16.673,56.858
39,872.965,63.408,164.483,120.577,125.574,45.116,24.637,43.468
40,688.950,90.056,404.148,116.737,106.283,37.650,23.299,164.299
41,1130.585,65.411,261.052,124.069,128.173,42.545,33.835,53.114
42,1076.117,63.741,328.255,127.541,132.732,38.746,35.362,142.482
43,635.954,63.718,205.771,133.565,115.279,37.929,21.348,60.036
44,847.939,77.668,226.933,137.692,116.873,42.557,25.369,58.521
45,940.682,84.471,276.713,148.087,143.860,50.644,23.650,68.025
46,1046.675,44.474,443.894,136.606,127.585,40.070,33.259,138.481
47,496.103,52.249,543.891,139.831,119.888,40.577,15.567,114.500
48,1098.199,66.178,179.161,146.028,133.981,46.195,30.269,76.760
49,646.259,51.886,524.662,143.437,106.994,38.329,21.468,113.300
50,666.869,56.954,301.188,141.551,98.709,31.261,27.161,86.139
51,1043.731,48.980,404.274,144.604,133.271,38.772,34.275,99.101
52,490.215,89.871,137.539,142.644,88.292,30.598,20.399,66.099
53,1079.061,49.499,370.998,146.199,130.549,41.108,33.422,129.245
54,587.374,74.449,115.476,152.988,111.553,39.880,18.753,64.701
55,1394.094,53.610,479.589,157.395,146.998,49.700,35.714,125.984
56,627.122,60.958,505.781,152.128,105.989,39.637,20.145,116.035
57,1095.255,51.790,340.971,162.738,132.143,44.795,31.131,80.454
58,658.036,89.174,151.806,158.717,103.857,36.705,22.826,64.871
59,1370.540,70.510,238.414,165.584,148.886,52.532,33.218,40.605
