 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,640.371,33.320,296.640,20.438,102.557,34.895,23.365,29.856
2,634.482,36.749,267.875,24.535,96.993,29.639,27.256,117.437
3,444.579,49.129,325.825,29.935,83.561,26.661,21.232,2.475
4,591.791,50.231,242.118,34.262,101.430,32.299,23.329,12.874
5,606.512,37.595,392.140,37.686,97.876,33.307,23.185,24.106
6,768.445,26.897,356.975,37.543,111.969,40.875,23.936,4.263
7,494.631,38.277,449.751,40.064,97.166,28.976,21.734,136.462
8,764.028,35.397,300.717,44.819,109.004,34.067,28.555,25.564
9,309.144,43.995,431.845,45.609,79.591,31.769,12.390,132.846
10,917.129,50.273,274.323,60.429,128.295,42.029,27.783,71.648
11,666.869,44.713,417.133,53.706,108.172,38.711,21.934,137.122
12,220.817,85.993,329.591,47.028,59.711,20.430,13.762,178.912
13,650.675,49.086,251.328,58.211,104.151,36.002,23.012,69.819
14,713.976,47.171,200.795,60.489,120.305,37.129,24.484,59.303
15,500.520,48.553,226.453,56.544,85.276,28.100,22.679,42.534
16,638.899,42.399,469.422,59.449,97.876,30.689,26.507,147.260
17,839.106,21.177,378.043,63.405,112.436,34.070,31.358,40.449
18,566.765,69.112,348.189,61.354,93.978,31.855,22.654,33.334
19,865.604,55.233,316.607,67.200,116.579,37.646,29.276,9.794
20,780.222,40.321,400.229,75.681,124.325,41.612,23.873,43.594
21,694.839,35.553,446.158,72.454,105.867,32.593,27.144,128.296
22,615.345,59.900,177.950,78.810,101.724,32.387,24.191,43.134
23,474.021,50.767,493.696,75.349,85.033,29.242,20.639,133.232
24,1581.053,42.794,217.932,87.189,161.852,59.509,33.828,23.206
25,917.129,68.838,287.878,87.083,118.883,37.024,31.540,24.351
26,699.255,51.613,355.547,84.723,105.156,34.552,25.768,2.965
27,784.638,54.304,418.897,90.640,112.020,34.679,28.808,30.145
28,616.817,46.045,473.609,86.586,101.014,32.947,23.837,165.277
29,644.787,56.573,252.285,93.236,104.446,35.903,22.866,41.738
30,906.824,40.292,318.899,95.776,128.295,48.669,23.724,30.147
31,515.241,35.857,516.588,101.658,115.746,38.200,17.173,123.179
32,696.311,54.755,442.210,102.322,112.558,34.569,25.646,52.483
33,366.557,62.108,150.940,99.781,82.139,30.702,15.202,56.215
34,1074.645,42.797,373.782,106.482,131.138,43.162,31.701,11.982
35,789.054,50.403,172.129,105.596,114.863,40.123,25.039,39.511
36,1027.537,36.596,495.881,111.701,126.874,40.721,32.128,130.144
37,638.899,34.399,468.219,113.215,107.705,36.938,22.023,115.568
38,1034.898,50.121,266.002,115.724,127.168,44.482,29.623,36.238
39,543.211,76.352,408.785,111.919,98.415,35.508,19.478,162.595
40,993.679,53.476,335.138,117.873,129.300,39.348,32.154,7.039
41,506.408,54.994,210.523,117.931,101.136,35.303,18.264,54.697
42,999.567,51.091,184.692,128.780,130.844,46.413,27.421,60.423
43,852.355,58.762,229.863,124.180,119.300,44.229,24.537,48.615
44,846.467,67.652,281.372,134.406,134.154,48.108,22.403,55.932
45,460.772,64.923,144.851,125.690,85.155,29.390,19.962,59.910
46,646.259,41.993,305.957,131.594,99.714,30.976,26.564,57.020
47,886.214,38.156,446.949,130.880,114.863,37.375,30.190,140.867
48,613.873,41.329,522.748,135.688,100.425,34.365,22.744,116.247
49,959.820,39.271,408.161,136.715,126.701,36.687,33.311,113.863
50,556.460,69.272,157.817,140.747,98.293,35.908,19.731,72.171
51,978.957,38.758,375.652,138.300,122.559,37.628,33.125,152.088
52,1246.883,44.806,479.451,150.862,142.439,45.909,34.581,129.656
53,981.902,42.807,345.253,152.003,126.407,43.770,28.563,83.084
54,518.185,50.835,503.313,143.587,97.998,35.136,18.778,123.042
55,1154.139,60.037,240.885,149.879,136.875,47.735,30.785,24.284
56,1017.232,43.706,429.867,159.543,129.179,44.480,29.118,72.620
57,450.468,63.444,135.284,152.278,86.454,28.653,20.017,85.508
58,897.991,58.718,201.684,155.986,114.568,39.220,29.152,64.752
59,925.961,50.391,316.271,157.268,121.554,35.119,33.571,37.858
60,463.717,38.197,548.910,166.799,131.433,40.412,14.610,114.653
61,537.322,69.814,173.458,161.817,93.267,30.415,22.494,46.792
62,479.910,67.402,118.729,165.386,88.414,30.092,20.306,98.958
63,753.724,52.342,286.011,166.325,106.578,34.815,27.565,123.589
64,817.025,45.959,395.480,170.271,111.847,37.676,27.611,74.105
65,590.319,42.718,529.433,166.276,102.141,36.792,20.429,115.872
66,699.255,75.646,369.000,169.433,103.562,31.554,28.216,80.827
67,646.259,72.677,454.470,170.138,100.303,31.129,26.434,94.123
68,950.987,65.091,147.447,178.482,125.869,43.740,27.682,78.727
69,865.604,54.094,255.698,175.680,115.746,38.049,28.965,60.703
70,749.307,43.943,513.002,178.031,111.309,41.342,23.077,122.415
71,734.586,71.782,223.279,179.860,104.151,31.601,29.597,18.393
72,641.843,65.154,482.855,182.853,101.724,31.077,26.297,122.335
73,622.705,52.024,175.426,185.683,101.014,34.220,23.170,47.444
74,541.739,55.688,412.455,190.259,95.744,33.588,20.536,80.847
75,684.534,65.378,196.748,192.200,106.578,36.570,23.833,66.045
76,1179.165,76.793,306.740,197.940,142.977,52.702,28.488,72.829
77,874.437,53.263,337.757,190.653,116.112,36.059,30.876,57.453
78,977.485,60.801,119.246,199.145,134.154,46.629,26.691,60.915
79,400.416,62.526,437.790,190.257,80.596,24.569,20.751,91.907
80,507.880,60.539,98.023,190.104,91.724,28.103,23.010,51.941
81,1233.634,69.050,274.070,202.009,135.159,44.179,35.553,73.994
82,746.363,47.637,544.520,199.817,126.701,43.801,21.696,90.523
83,897.991,74.392,365.009,201.994,123.980,40.246,28.409,89.166
84,1046.675,51.678,463.266,203.292,125.452,40.491,32.913,134.266
85,918.601,52.513,499.836,205.784,122.731,38.482,30.393,60.749
86,713.976,73.089,391.474,205.806,105.573,36.528,24.887,92.735
87,466.661,84.959,240.019,202.487,86.870,27.692,21.456,93.251
88,471.077,52.097,561.117,210.479,92.434,30.219,19.848,81.032
89,859.716,59.995,155.513,216.372,125.280,44.818,24.424,81.881
90,716.921,45.485,527.765,216.339,118.711,43.980,20.755,97.017
91,441.635,54.127,81.393,208.487,85.327,28.796,19.527,68.602
92,812.608,54.371,425.807,216.670,114.863,41.646,24.844,90.797
93,783.166,64.194,218.975,213.526,114.568,36.698,27.172,98.814
94,512.297,54.451,133.502,218.629,92.851,33.747,19.328,73.336
95,609.456,58.162,177.462,219.143,98.120,34.099,22.757,85.998
96,521.129,63.438,92.139,223.619,95.744,33.769,19.649,50.816
97,581.486,76.068,198.330,225.385,95.988,33.192,22.306,91.399
98,638.899,79.636,334.708,221.068,99.003,31.219,26.057,102.891
99,803.776,64.104,248.684,232.004,121.432,44.943,22.771,85.209
100,824.385,56.780,449.840,231.090,117.289,38.970,26.935,100.508
101,706.616,78.402,404.557,234.267,112.436,40.229,22.364,88.879
102,649.203,75.202,355.360,235.785,103.146,35.753,23.119,87.216
103,872.965,70.383,315.893,241.451,122.559,45.579,24.386,93.576
104,559.404,85.200,512.303,234.948,94.861,33.273,21.406,104.947
105,393.055,81.779,376.491,231.799,79.002,26.783,18.686,73.784
106,537.322,79.279,111.692,236.580,99.125,35.822,19.098,72.659
107,844.995,66.321,490.278,242.049,120.132,42.608,25.251,100.329
108,431.330,36.280,562.729,236.552,88.119,31.164,17.622,85.036
109,814.080,76.727,271.940,241.950,118.416,40.424,25.641,73.939
110,847.939,79.099,293.599,249.727,123.686,49.242,21.925,84.240
111,569.709,50.245,469.790,246.244,102.852,39.026,18.587,82.495
112,1130.585,70.771,227.837,253.687,143.860,53.143,27.087,98.849
113,628.594,46.513,545.027,244.885,107.877,37.804,21.171,101.210
114,499.047,50.156,72.407,245.620,89.591,31.951,19.887,83.072
115,370.973,74.143,93.584,246.754,76.991,24.729,19.101,87.620
116,496.103,53.196,141.660,251.254,97.704,37.962,16.639,80.906
117,861.188,42.822,123.943,261.955,130.133,50.003,21.929,87.496
118,939.210,77.144,159.546,261.502,130.722,49.198,24.307,82.581
119,602.096,75.863,182.455,253.093,100.547,35.721,21.461,111.886
120,627.122,99.059,386.618,255.040,101.014,32.802,24.342,91.645
121,758.140,53.847,428.358,255.599,106.872,36.484,26.458,90.003
122,580.014,82.850,204.196,255.993,99.542,34.799,21.222,105.680
123,431.330,109.007,335.972,254.842,80.718,27.386,20.053,67.168
124,615.345,80.249,529.954,261.555,104.273,36.199,21.644,102.187
125,459.300,95.083,360.590,262.813,86.282,29.994,19.497,61.633
126,619.761,109.553,415.673,276.249,117.584,47.777,16.516,113.461
127,874.437,46.485,445.756,274.951,125.574,46.718,23.832,66.816
128,946.571,75.089,502.975,271.935,127.412,42.884,28.104,46.903
129,475.494,49.520,58.331,268.759,84.738,28.101,21.544,82.992
130,621.233,43.412,82.634,271.542,99.003,33.633,23.518,79.595
131,1070.229,75.494,259.914,275.073,132.021,41.458,32.868,125.691
132,856.772,41.734,556.519,278.617,124.986,46.196,23.614,82.633
133,501.992,77.135,104.346,273.032,89.419,33.171,19.269,95.820
134,594.735,86.302,475.821,278.998,102.852,36.902,20.520,94.917
135,889.158,69.007,313.431,283.239,115.279,40.252,28.126,91.863
136,294.423,45.010,574.077,280.159,78.119,32.594,11.501,90.551
137,787.582,81.228,339.018,285.283,115.279,41.439,24.199,75.294
138,1062.868,53.810,370.913,293.088,145.698,54.598,24.786,87.288
139,700.727,56.887,180.350,283.478,104.567,30.541,29.213,93.129
140,968.653,85.000,394.076,293.543,149.130,53.826,22.913,72.252
141,1236.578,41.460,210.102,293.372,140.134,44.416,35.448,99.070
142,1083.478,68.925,146.629,298.581,143.027,52.939,26.059,115.208
143,1525.113,55.947,289.342,305.347,166.410,60.426,32.136,99.310
