 ,Area,Mean,X,Y,Perim.
1,675.701,66.510,362.447,20.752,113.563
2,1201.247,36.765,402.890,25.533,136.702
3,914.184,65.108,323.120,26.295,121.015
4,688.950,91.468,245.713,30.200,132.143
5,369.501,74.554,269.120,35.068,76.575
6,1082.006,107.150,367.387,46.638,134.276
7,440.163,65.197,334.652,46.432,82.139
8,284.118,105.565,300.545,44.745,69.295
9,978.957,80.129,436.277,56.749,129.300
10,499.047,58.271,460.053,52.704,90.424
11,640.371,111.867,409.874,56.196,107.288
12,435.746,98.534,251.868,54.742,82.139
13,931.850,86.532,224.950,66.189,128.295
14,418.081,110.437,277.108,55.372,81.012
15,369.501,65.574,310.213,59.353,81.428
16,585.902,136.548,292.325,75.152,98.293
17,1205.663,104.425,394.268,74.439,145.748
18,1326.377,36.870,347.101,76.287,143.149
19,987.790,85.581,193.868,83.338,136.286
20,1215.968,76.008,262.102,80.833,140.306
21,1183.582,77.042,466.502,84.314,131.727
22,1124.697,119.825,314.845,92.640,151.140
23,802.303,106.031,163.212,92.798,123.858
24,1015.760,82.884,431.275,94.132,122.021
25,1292.518,87.055,376.233,103.522,165.628
26,844.995,135.949,497.319,102.457,113.025
27,1360.236,111.219,236.843,106.784,154.572
28,1036.370,104.411,206.366,115.957,129.839
29,1333.737,126.019,284.857,115.300,147.830
30,1086.422,120.799,334.986,117.479,143.027
31,603.568,129.054,132.783,121.414,112.730
32,1214.496,137.632,402.998,122.107,136.458
33,878.854,140.159,177.833,120.462,118.833
34,1202.719,92.860,462.630,117.876,133.149
35,569.709,159.550,149.847,126.703,99.003
36,1195.359,79.448,514.753,137.884,142.439
37,962.764,106.462,425.704,139.929,130.306
38,599.151,148.319,246.521,133.179,98.587
39,768.445,92.912,359.193,138.294,106.283
40,1317.544,83.327,484.837,147.997,144.571
41,385.695,78.683,537.088,138.965,75.570
42,703.672,90.885,322.958,144.617,108.710
43,1111.448,92.562,450.864,156.355,133.565
44,356.252,154.814,158.693,146.329,73.021
45,1002.511,100.790,219.018,157.540,132.438
46,597.679,151.571,266.435,149.575,94.445
47,2582.092,99.323,181.897,172.850,217.126
48,716.921,101.273,288.564,154.919,117.289
49,844.995,102.807,120.644,157.686,124.742
50,1027.537,141.891,388.910,160.117,132.021
51,909.768,77.348,555.377,166.131,132.854
52,993.679,156.313,139.165,171.564,138.174
53,1582.525,102.325,244.339,180.066,177.173
54,1021.649,118.615,534.705,178.942,133.565
55,1407.343,124.184,321.096,177.918,174.695
56,973.069,90.516,360.533,176.389,119.300
57,1001.039,128.047,508.121,183.074,129.006
58,1210.080,89.298,420.463,185.215,136.580
59,1001.039,143.772,289.356,196.329,146.703
60,744.891,65.565,81.414,195.055,120.427
61,699.255,132.804,104.507,190.069,103.146
62,1008.400,106.718,485.096,195.724,138.713
63,591.791,129.510,268.002,194.271,102.730
64,1871.060,100.453,456.726,206.333,172.858
65,590.319,120.623,146.152,196.464,97.288
66,1561.916,97.972,382.584,207.543,161.313
67,1329.321,111.144,210.045,212.589,167.588
68,831.746,85.136,343.786,203.437,113.025
69,646.259,182.476,120.779,209.171,100.597
70,725.753,132.140,559.287,210.415,116.995
71,1006.928,90.066,538.599,223.038,136.997
72,1034.898,93.936,181.524,224.594,155.577
73,962.764,138.618,512.894,226.831,125.158
74,602.096,211.039,94.346,222.514,95.277
75,1632.577,84.002,313.339,234.521,157.293
76,842.051,106.068,231.784,229.324,118.294
77,691.895,127.487,136.995,229.875,102.730
78,1578.109,110.173,404.883,239.087,161.852
79,924.489,118.213,67.002,235.270,119.127
80,637.426,156.092,254.359,234.030,113.441
81,1018.705,150.948,436.791,242.523,135.992
82,1483.893,122.143,161.583,251.876,170.482
83,778.750,92.701,348.838,237.349,107.877
84,1321.961,131.242,282.414,250.272,171.558
85,1293.990,88.762,494.429,253.038,149.008
86,739.002,228.462,112.161,246.857,115.279
87,1031.954,111.619,464.873,259.010,128.123
88,1207.135,104.777,89.351,265.885,152.145
89,1157.084,134.779,368.440,263.319,137.585
90,977.485,76.224,564.744,267.544,158.125
91,1218.912,74.849,529.254,269.769,161.141
92,973.069,168.658,131.510,272.336,129.006
93,1410.288,104.950,180.468,287.519,178.472
94,890.630,109.304,211.115,269.708,114.568
95,1205.663,161.372,258.009,271.675,147.586
96,1096.727,230.329,333.200,271.717,131.016
97,749.307,59.491,61.358,274.867,112.264
98,1285.158,99.415,230.247,295.264,169.010
99,730.170,185.069,421.448,278.946,106.578
100,852.355,194.755,389.427,284.309,120.183
101,867.077,112.460,549.745,289.498,122.143
102,1404.399,112.334,305.773,299.229,157.587
103,1436.786,113.460,447.333,303.344,166.705
104,809.664,130.762,112.727,296.005,113.319
105,1346.987,108.384,478.732,304.533,154.694
106,376.862,119.285,149.436,291.312,75.154
107,1083.478,113.997,509.423,303.830,135.870
108,569.709,148.173,75.283,301.078,92.729
109,1601.663,165.635,280.232,328.901,186.290
110,1155.611,98.629,402.695,315.653,151.434
111,1528.057,133.679,336.465,322.064,161.263
112,1246.883,186.299,367.077,317.796,146.409
113,1266.020,140.815,203.911,321.393,147.464
114,858.244,111.612,252.812,316.864,124.569
115,778.750,92.592,58.483,319.913,116.406
116,871.493,147.394,98.926,323.812,124.153
117,1414.704,128.074,129.657,334.799,178.300
118,503.464,113.085,156.155,316.837,87.581
119,859.716,65.695,38.311,331.877,133.981
