 ,Area,Mean,Perim.,Major,Minor,Angle
58,880.326,29.982,135.453,48.400,23.158,159.721
59,247.316,31.804,69.295,22.689,13.879,22.283
60,716.921,23.661,108.294,33.044,27.625,63.136
61,590.319,39.953,101.430,33.457,22.465,147.352
62,278.230,24.397,70.422,24.303,14.577,100.237
63,1034.898,23.464,128.884,38.654,34.089,91.901
64,793.471,24.083,124.864,38.791,26.044,174.877
65,474.021,27.966,90.475,29.692,20.327,53.170
66,741.947,23.819,111.603,34.744,27.190,54.257
67,912.712,21.123,123.148,43.962,26.434,130.796
68,373.918,25.933,81.845,25.315,18.806,97.482
69,691.895,25.872,115.452,37.887,23.252,109.485
70,675.701,19.248,108.588,35.687,24.108,60.931
71,772.861,30.848,124.153,41.389,23.775,51.725
72,790.527,31.777,119.300,42.540,23.661,47.380
73,633.010,22.253,104.446,30.530,26.399,76.888
74,965.708,28.358,127.168,39.473,31.150,34.722
75,635.954,19.030,107.999,35.982,22.503,83.796
76,652.148,17.553,110.304,35.348,23.490,81.249
77,440.163,25.950,86.282,26.595,21.073,86.396
78,501.992,26.243,91.602,28.803,22.191,107.087
79,229.650,53.340,64.148,20.968,13.945,99.947
80,731.642,19.535,112.020,32.701,28.487,90.511
81,613.873,18.861,99.887,32.027,24.405,63.002
82,746.363,23.320,114.741,36.432,26.084,36.878
83,809.664,23.522,120.183,36.303,28.397,123.459
84,451.940,26.072,88.586,28.528,20.171,84.280
85,525.546,22.555,92.851,30.955,21.616,76.444
86,448.996,19.328,84.322,25.837,22.126,69.914
87,591.791,23.371,95.744,29.983,25.130,176.681
88,426.914,16.993,90.130,26.747,20.322,73.108
89,503.464,21.713,87.287,27.333,23.453,120.423
90,391.583,21.823,81.428,25.418,19.615,31.074
91,391.583,21.778,81.723,25.246,19.749,88.682
92,404.832,20.524,86.160,32.490,15.865,120.748
93,612.400,33.548,103.735,29.691,26.261,76.000
94,633.010,41.344,105.623,32.544,24.766,34.465
95,460.772,17.904,94.150,29.456,19.917,76.846
96,468.133,19.031,90.962,30.586,19.488,92.494
97,647.731,23.168,100.303,33.535,24.593,33.514
98,419.553,29.533,79.174,24.104,22.162,85.883
99,749.307,22.796,110.720,34.281,27.831,179.053
100,400.416,18.926,83.855,26.607,19.161,125.996
101,407.776,24.592,86.992,25.046,20.730,36.679
102,897.991,19.151,122.853,41.523,27.536,73.962
103,784.638,19.223,111.431,38.419,26.003,69.270
104,569.709,20.574,98.709,31.660,22.911,80.302
105,401.888,19.374,89.713,26.289,19.464,120.129
106,459.300,17.593,84.982,26.685,21.915,177.579
107,618.289,20.712,101.846,31.758,24.788,15.342
108,541.739,18.921,94.567,30.411,22.681,161.689
109,759.612,24.719,120.010,34.769,27.817,37.241
110,241.427,31.171,74.565,22.075,13.925,71.890
111,920.073,23.778,138.591,42.798,27.372,79.306
112,310.617,26.540,90.302,21.840,18.108,47.560
113,631.538,13.189,100.547,30.342,26.501,83.849
114,658.036,17.058,112.609,34.545,24.254,150.975
115,544.683,17.165,101.724,31.900,21.740,147.384
116,369.501,25.578,82.312,25.966,18.118,41.428
117,822.913,13.547,119.888,35.679,29.366,103.995
118,395.999,14.874,93.734,28.148,17.912,143.529
119,831.746,20.101,120.721,36.856,28.734,144.405
120,503.464,20.269,96.577,29.780,21.526,147.264
121,348.892,22.257,81.601,28.544,15.563,150.231
122,559.404,21.989,95.033,30.939,23.021,129.526
123,219.345,28.248,67.579,22.109,12.632,129.203
124,201.680,27.073,65.031,21.195,12.115,149.870
125,529.962,18.428,96.282,27.364,24.659,33.353
126,360.669,21.555,77.875,24.640,18.637,66.763
127,506.408,23.584,112.436,29.636,21.757,172.815
128,326.810,29.703,80.718,26.124,15.928,133.099
129,8.833,25.833,25.271,8.214,1.369,0.000
130,353.308,28.271,80.840,28.782,15.630,19.690
131,416.609,24.671,93.734,30.252,17.534,18.453
132,490.215,26.682,99.298,29.826,20.927,113.185
133,418.081,26.701,83.733,24.405,21.812,170.933
134,500.520,21.376,104.862,31.646,20.138,166.997
135,391.583,30.955,89.419,28.872,17.268,78.223
136,509.352,18.159,121.848,40.518,16.006,80.117
137,808.192,19.546,124.864,37.867,27.175,49.547
138,369.501,17.446,86.870,31.992,14.706,65.475
139,316.505,20.605,88.292,32.100,12.554,72.147
140,580.014,44.513,103.440,31.226,23.650,163.926
141,552.044,19.205,115.746,28.898,24.323,121.518
142,691.895,38.366,110.304,31.719,27.773,158.239
143,615.345,20.646,109.177,35.770,21.903,122.159
144,362.141,33.866,89.419,24.420,18.882,44.801
145,565.293,44.346,114.985,28.618,25.150,37.489
146,1221.857,19.223,151.607,42.688,36.444,83.210
147,459.300,14.420,99.714,24.657,23.717,8.269
148,652.148,21.544,107.116,31.096,26.702,44.399
149,569.709,22.408,103.857,32.267,22.481,110.952
150,843.523,20.607,127.118,39.231,27.376,108.199
