 ,Area,Mean,Perim.,Major,Minor,Angle
1,739.002,21.090,106.283,34.873,26.981,18.477
2,607.984,17.235,99.592,34.777,22.259,31.202
3,547.627,14.212,107.583,35.505,19.638,20.320
4,716.921,16.700,113.147,36.044,25.325,135.609
5,612.400,14.442,125.991,37.011,21.068,6.408
6,681.590,19.706,111.309,34.710,25.002,19.030
7,544.683,22.916,102.141,36.495,19.003,26.466
8,711.032,16.075,111.431,35.454,25.535,3.306
9,796.415,21.810,126.285,43.767,23.169,66.953
10,961.292,14.897,129.889,43.601,28.072,30.135
11,635.954,22.097,111.015,35.421,22.860,99.080
12,806.720,19.245,123.392,36.033,28.505,40.932
13,638.899,14.507,103.684,33.557,24.241,78.637
14,485.798,21.906,97.166,36.134,17.118,38.454
15,524.073,20.014,91.724,27.998,23.832,73.048
16,443.107,19.897,83.683,27.616,20.430,86.289
17,856.772,25.342,124.325,37.835,28.833,33.127
18,263.509,21.067,70.128,22.668,14.801,56.449
19,521.129,26.808,94.150,32.945,20.141,171.608
20,465.189,23.247,86.576,27.263,21.726,147.325
21,862.660,22.235,118.711,39.475,27.824,6.132
22,881.798,23.149,119.127,39.049,28.752,43.778
23,500.520,25.938,89.003,30.097,21.174,64.904
24,516.713,28.664,103.146,35.753,18.401,52.530
25,1008.400,24.588,126.996,37.567,34.177,171.109
26,575.598,24.563,101.014,29.961,24.461,31.166
27,846.467,20.525,131.555,35.632,30.247,121.686
28,584.430,21.698,96.526,30.289,24.567,2.605
29,582.958,23.697,103.440,32.290,22.987,65.250
30,666.869,20.439,105.400,30.237,28.081,39.960
31,426.914,20.859,83.733,29.704,18.300,42.875
32,543.211,15.182,96.577,32.449,21.315,121.693
33,747.835,23.844,107.461,33.935,28.059,58.597
34,746.363,21.174,112.903,31.304,30.357,167.285
35,839.106,20.988,112.436,36.167,29.540,5.350
36,781.694,20.576,119.005,35.843,27.768,141.401
37,1286.630,16.711,146.459,41.764,39.225,51.883
38,934.794,26.909,122.731,44.285,26.876,83.218
39,200.208,34.787,61.894,22.664,11.247,51.331
40,559.404,15.603,97.876,33.803,21.071,116.489
41,474.021,22.845,87.997,27.676,21.808,26.375
42,585.902,25.902,94.394,27.737,26.895,45.379
43,764.028,18.129,123.148,41.453,23.467,80.352
44,316.505,23.540,85.155,28.491,14.144,106.212
45,481.382,26.523,87.997,29.946,20.468,94.910
46,805.248,20.797,113.685,36.439,28.137,85.028
47,943.627,27.301,134.154,41.697,28.814,30.104
48,602.096,20.577,103.318,31.493,24.342,93.636
49,410.720,36.319,80.007,26.323,19.866,117.657
50,600.623,21.373,110.426,28.732,26.617,175.167
51,872.965,20.386,118.761,36.819,30.188,89.032
52,727.226,24.670,111.137,32.462,28.524,134.627
53,818.497,24.577,116.284,37.437,27.837,39.529
54,993.679,24.529,122.437,35.662,35.477,44.476
55,893.575,26.661,116.040,37.326,30.481,129.630
56,831.746,16.867,117.878,39.395,26.882,84.689
57,525.546,24.280,89.886,27.022,24.763,145.461
