 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,468.133,45.682,250.285,27.837,90.718,30.591,19.485,12.103
2,580.014,52.853,331.427,31.297,100.131,34.623,21.329,112.518
3,572.653,31.059,395.309,35.025,97.582,31.999,22.786,13.747
4,634.482,31.290,306.250,36.890,103.440,31.020,26.043,24.044
5,708.088,22.403,360.603,33.691,109.248,39.626,22.752,4.506
6,756.668,41.628,280.508,50.225,117.289,37.668,25.576,60.777
7,590.319,42.282,258.581,50.337,101.846,36.296,20.708,70.342
8,295.895,37.313,432.067,43.905,75.032,30.112,12.512,139.533
9,453.412,38.026,236.229,47.792,84.982,24.880,23.203,52.296
10,602.096,38.467,419.239,53.357,99.470,37.701,20.334,135.485
11,819.969,18.711,380.551,58.451,113.025,34.934,29.886,25.994
12,793.471,42.957,320.690,58.773,112.436,35.356,28.574,8.501
13,519.657,35.482,468.779,56.924,88.586,28.735,23.026,143.270
14,499.047,54.224,350.838,55.581,91.551,30.173,21.059,29.444
15,513.769,46.808,187.407,67.419,91.429,30.387,21.527,31.229
16,708.088,34.800,400.395,72.215,120.183,39.916,22.587,39.434
17,610.928,28.831,446.996,68.034,98.293,29.876,26.037,144.723
18,1348.459,35.146,224.218,75.674,148.003,53.056,32.361,20.122
19,806.720,60.925,291.557,74.109,112.730,34.563,29.718,9.162
20,627.122,46.254,357.969,77.825,100.009,33.146,24.090,175.748
21,556.460,51.876,258.364,80.942,95.155,31.709,22.344,36.961
22,861.188,31.812,322.587,85.746,124.447,44.595,24.588,19.862
23,746.363,47.130,419.308,86.919,109.299,32.138,29.569,41.831
24,527.018,42.251,472.617,82.241,92.018,29.999,22.368,160.719
25,712.504,42.128,181.442,90.938,108.710,38.618,23.491,31.165
26,599.151,46.084,441.962,94.395,111.553,33.296,22.912,52.848
27,895.047,45.589,273.094,100.790,118.173,39.833,28.610,33.744
28,978.957,33.782,376.139,99.686,125.280,40.227,30.985,5.194
29,847.939,32.186,494.431,105.752,117.878,37.840,28.531,133.579
30,607.984,31.668,467.434,106.191,104.567,34.944,22.153,125.760
31,814.080,47.901,238.244,109.556,121.604,43.233,23.975,53.341
32,393.055,42.513,220.220,102.006,91.846,30.202,16.570,44.964
33,946.571,43.174,341.195,108.127,126.163,38.205,31.546,154.372
34,909.768,40.646,194.239,113.541,123.564,43.246,26.785,59.206
35,468.133,67.799,408.946,106.164,92.851,34.119,17.469,155.593
36,802.303,54.130,288.777,118.527,130.722,49.134,20.791,58.053
37,421.025,48.755,154.200,108.298,81.723,28.520,18.796,56.160
38,652.148,34.366,312.498,118.120,100.131,31.224,26.593,43.939
39,550.572,54.243,167.521,121.902,95.572,34.192,20.502,62.427
40,844.995,32.564,445.489,121.902,115.868,36.253,29.677,142.408
41,1121.753,44.227,249.547,133.158,140.601,51.340,27.820,30.859
42,493.159,32.239,519.971,128.210,91.429,31.671,19.826,116.151
