 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,609.456,38.094,292.932,21.435,105.989,33.615,23.084,28.983
2,521.129,40.842,349.930,18.429,92.262,33.072,20.063,1.640
3,693.367,44.975,263.735,27.498,102.141,30.764,28.697,44.003
4,509.352,54.723,320.699,30.967,88.414,30.000,21.617,14.193
5,621.233,55.791,237.015,37.348,100.719,31.263,25.300,15.543
6,582.958,44.437,391.047,35.940,96.871,34.099,21.767,10.645
7,808.192,30.862,353.109,38.820,117.828,43.616,23.593,10.367
8,541.739,44.579,446.972,42.654,98.171,33.602,20.528,125.530
9,787.582,42.925,293.853,46.737,112.730,33.852,29.622,21.229
10,335.643,51.794,429.362,45.877,80.596,32.438,13.174,131.421
11,734.586,51.014,413.569,54.761,108.882,38.636,24.208,141.164
12,251.732,90.070,323.758,48.642,66.280,21.725,14.753,0.216
13,925.961,58.714,266.686,62.703,128.001,41.644,28.311,64.767
14,896.519,22.033,374.668,62.368,118.883,39.257,29.077,61.555
15,519.657,61.139,217.844,59.866,89.419,29.647,22.317,58.666
16,815.552,57.000,193.159,64.835,120.305,39.733,26.134,68.249
17,627.122,54.002,242.511,62.038,102.141,34.064,23.440,59.351
18,669.813,44.569,470.013,61.392,98.882,30.540,27.925,8.227
19,662.452,71.818,343.852,63.486,105.695,34.460,24.476,29.813
20,946.571,64.512,310.476,70.131,122.437,39.424,30.570,8.758
21,870.021,45.741,394.661,78.109,135.037,43.546,25.439,42.783
22,766.973,40.148,445.623,74.476,109.593,36.774,26.556,140.161
23,646.259,67.713,172.131,87.177,100.719,32.277,25.493,42.469
24,934.794,79.339,280.734,89.616,119.594,36.206,32.873,6.323
25,1650.243,49.692,211.450,93.764,168.299,59.685,35.204,31.407
26,780.222,61.892,351.276,87.969,108.294,36.192,27.448,8.317
27,881.798,60.945,417.166,91.558,116.873,36.616,30.662,24.796
28,647.731,50.468,475.517,88.935,100.303,32.911,25.059,168.525
29,672.757,64.359,247.275,96.899,101.724,33.577,25.511,52.500
30,978.957,46.705,313.543,99.142,135.870,48.522,25.688,27.706
31,724.281,56.661,440.712,104.756,118.000,37.624,24.510,51.843
32,494.631,42.310,519.942,106.309,111.309,36.406,17.299,115.153
33,1182.109,47.874,369.687,110.604,138.418,46.384,32.449,14.315
34,1020.177,41.606,496.878,114.409,123.564,39.725,32.698,105.137
35,419.553,75.793,146.651,107.672,81.428,29.490,18.114,56.330
36,724.281,39.604,468.063,115.363,110.842,36.725,25.111,119.253
37,784.638,62.597,168.396,114.717,115.157,39.341,25.394,42.848
38,618.289,88.343,406.230,114.620,102.557,36.440,21.604,162.254
39,1048.147,57.579,263.670,119.954,125.452,43.396,30.753,39.632
40,990.734,61.660,329.530,122.087,127.879,38.149,33.066,173.137
41,912.712,65.927,228.658,129.251,123.148,43.858,26.497,61.605
42,552.044,58.499,206.571,127.344,108.416,35.791,19.639,71.679
43,902.407,77.698,278.464,141.242,141.139,51.055,22.505,62.807
44,1033.426,61.355,181.870,139.492,130.844,43.531,30.226,66.765
45,999.567,43.274,444.776,135.084,124.447,37.438,33.995,134.530
46,509.352,47.491,543.390,138.194,114.446,39.306,16.500,119.263
47,510.824,80.657,141.207,134.074,89.713,29.951,21.716,56.756
48,644.787,54.479,302.646,136.951,96.993,30.284,27.109,75.759
49,633.010,45.777,522.972,139.285,106.994,37.988,21.217,114.340
50,995.151,46.586,405.742,141.975,128.417,39.299,32.242,82.130
51,1055.507,45.377,373.365,143.181,127.118,40.378,33.284,139.082
52,590.319,79.596,154.545,150.542,99.003,35.871,20.953,70.703
53,1027.537,48.597,341.837,155.757,130.133,46.435,28.175,78.338
54,1348.459,50.811,477.653,154.566,142.855,46.932,36.583,120.915
55,590.319,57.938,504.036,148.022,100.425,36.645,20.511,123.243
56,1276.325,65.594,239.830,157.967,139.718,48.745,33.338,31.957
57,943.627,57.924,313.245,163.922,124.275,37.425,32.103,76.492
58,1117.336,48.555,427.346,166.379,134.032,43.980,32.347,73.950
59,977.485,68.419,200.139,166.135,125.280,43.826,28.398,53.682
60,513.769,72.745,131.376,162.707,91.013,30.027,21.785,80.464
61,715.449,45.813,551.022,171.933,121.015,47.446,19.199,116.981
62,796.415,62.296,284.487,174.565,110.009,35.335,28.698,99.546
63,641.843,52.241,529.887,172.696,106.578,38.030,21.489,113.368
64,730.170,84.109,453.826,176.813,107.877,33.700,27.587,96.553
65,619.761,71.686,169.369,172.357,101.136,33.420,23.612,47.253
66,750.779,94.273,364.873,175.863,107.705,34.406,27.783,102.998
67,830.274,54.465,391.978,178.225,113.269,37.829,27.945,81.639
68,528.490,77.251,113.272,176.884,93.267,30.534,22.038,91.573
69,793.471,48.751,511.297,183.364,115.157,41.824,24.156,124.243
70,1046.675,70.761,141.678,190.866,134.864,47.571,28.014,71.675
71,949.515,60.569,252.817,186.596,122.021,41.802,28.921,56.019
72,307.672,73.072,95.105,182.429,74.687,22.380,17.504,70.922
73,786.110,82.006,219.763,191.421,106.994,34.377,29.115,67.229
74,672.757,75.742,482.253,190.039,103.440,32.062,26.716,103.981
75,588.847,67.690,411.154,197.739,103.024,35.960,20.849,80.008
76,959.820,63.627,335.625,198.104,120.843,39.618,30.847,71.681
77,684.534,62.538,169.510,198.399,105.867,37.466,23.263,43.173
78,1183.582,88.381,304.204,206.545,146.703,53.561,28.136,74.504
79,764.028,75.842,193.193,203.648,112.558,37.396,26.014,69.507
80,426.914,75.376,437.197,198.284,81.306,25.454,21.355,105.818
81,815.552,52.998,543.369,207.049,129.717,44.594,23.285,88.711
82,1105.559,68.952,112.780,213.548,140.845,50.354,27.955,72.028
83,976.013,80.819,361.922,211.067,129.839,42.644,29.142,88.873
84,1326.377,78.902,271.072,214.024,143.566,47.487,35.563,70.078
85,588.847,71.215,89.157,204.637,101.014,28.467,26.338,105.474
86,1077.589,62.429,463.260,212.647,128.173,42.840,32.026,116.812
87,942.155,62.095,498.908,214.005,121.726,40.397,29.695,68.740
88,761.084,87.839,389.177,214.616,110.426,38.314,25.292,92.414
89,560.876,91.228,236.629,215.464,94.445,30.185,23.659,92.906
90,753.724,55.357,525.758,223.915,122.853,47.727,20.107,97.738
91,485.798,61.655,560.820,216.903,90.130,30.483,20.291,84.182
92,821.441,64.642,423.679,225.312,121.432,45.420,23.027,85.172
93,875.909,76.551,214.602,229.070,118.294,39.937,27.925,92.680
94,438.691,62.983,74.680,226.323,88.881,32.970,16.941,64.795
95,923.017,67.730,151.154,233.049,128.539,47.457,24.764,87.526
96,552.044,61.427,130.010,232.905,96.993,36.311,19.357,76.345
97,609.456,65.800,173.046,232.278,100.425,37.910,20.469,84.937
98,713.976,91.140,332.052,231.100,104.567,33.280,27.316,115.427
