 ,Area,Mean,Perim.,Major,Minor,Angle
1,665.397,12.690,99.592,29.949,28.288,54.254
2,456.356,15.629,84.149,31.583,18.398,148.380
3,406.304,19.750,83.439,24.900,20.776,166.693
4,587.374,20.564,99.003,32.208,23.220,32.653
5,635.954,21.769,107.705,33.244,24.357,54.058
6,638.899,18.435,101.308,30.164,26.969,152.208
7,805.248,17.457,115.157,37.696,27.199,157.348
8,839.106,22.189,123.736,41.745,25.593,17.840
9,571.181,15.876,97.288,33.883,21.464,175.989
10,696.311,23.564,110.131,35.623,24.888,72.668
11,1074.645,16.029,139.179,46.618,29.351,32.672
12,930.378,18.557,128.295,39.249,30.181,95.274
13,556.460,18.291,96.404,30.883,22.942,149.688
14,753.724,26.533,129.422,48.062,19.967,9.538
15,538.795,21.650,93.440,29.526,23.234,72.976
16,565.293,24.391,103.440,38.929,18.489,30.451
17,587.374,17.830,104.689,31.898,23.446,96.418
18,554.988,21.143,107.705,37.980,18.605,58.179
19,1054.035,17.448,133.687,40.573,33.077,141.104
20,890.630,26.798,125.158,39.656,28.595,27.740
21,340.059,23.004,75.570,26.890,16.101,62.507
22,256.148,21.264,76.870,22.885,14.251,34.728
23,615.345,30.254,111.259,40.557,19.318,6.345
24,476.966,25.358,88.830,26.816,22.647,150.054
25,927.433,25.246,124.569,38.554,30.628,17.531
26,833.218,27.134,121.015,40.349,26.293,54.179
27,491.687,30.617,90.424,30.796,20.328,77.591
28,588.847,22.117,100.131,31.817,23.565,169.380
29,426.914,28.221,82.312,27.123,20.041,37.750
30,440.163,17.435,97.876,36.812,15.224,64.306
31,266.453,21.475,69.712,25.673,13.215,64.544
32,510.824,33.726,101.014,35.174,18.491,54.331
33,468.133,22.242,91.846,30.732,19.395,151.991
34,743.419,20.671,118.711,40.109,23.599,70.836
35,546.155,26.210,100.719,32.676,21.281,106.209
36,1098.199,26.000,135.697,38.978,35.873,151.904
37,590.319,23.434,97.531,28.570,26.308,171.225
38,359.196,27.393,77.286,21.913,20.871,121.768
39,644.787,27.148,103.024,32.868,24.978,24.131
40,728.698,30.024,122.437,43.142,21.506,152.046
41,584.430,23.189,101.308,32.790,22.693,51.683
42,755.196,21.928,119.005,41.173,23.354,149.008
43,468.133,23.881,84.738,28.547,20.880,42.411
44,864.132,24.596,116.040,35.816,30.720,97.814
45,809.664,18.911,117.167,42.894,24.034,45.064
46,703.672,27.686,109.888,36.344,24.652,64.058
47,855.300,21.563,115.157,36.171,30.107,16.075
48,621.233,22.204,102.090,30.963,25.546,141.716
49,1199.775,26.103,144.693,44.244,34.527,36.494
50,886.214,25.927,126.752,40.033,28.186,23.585
51,285.591,37.211,77.875,26.416,13.765,55.072
52,1254.243,18.634,150.307,40.759,39.180,47.507
53,544.683,23.292,99.298,28.806,24.075,130.482
54,400.416,30.544,80.129,28.849,17.672,12.723
55,1101.143,19.791,137.707,50.278,27.885,87.668
56,628.594,28.239,96.404,29.054,27.547,64.440
57,491.687,23.751,85.693,27.018,23.171,33.599
58,783.166,21.195,124.153,39.598,25.182,76.448
59,416.609,24.102,89.713,25.762,20.590,115.361
60,691.895,27.898,116.995,36.632,24.049,69.837
61,737.530,24.110,113.391,37.872,24.796,74.176
62,466.661,35.196,85.865,28.993,20.494,112.220
63,850.883,24.716,127.707,46.714,23.192,76.271
64,440.163,28.880,82.677,26.043,21.520,78.879
65,875.909,24.124,120.477,37.492,29.746,88.086
66,510.824,23.545,103.562,28.234,23.036,19.022
67,837.634,27.286,123.858,39.016,27.335,44.117
68,652.148,27.801,103.979,31.028,26.761,133.345
69,1055.507,25.379,131.016,37.712,35.636,135.841
70,834.690,29.974,115.624,35.723,29.750,128.818
71,540.267,25.071,94.739,29.550,23.279,107.974
72,262.037,34.067,65.153,24.121,13.832,44.444
73,728.698,25.739,107.583,33.430,27.754,72.687
74,646.259,47.392,112.558,29.857,27.559,138.932
75,825.857,34.405,126.163,44.540,23.608,160.242
76,363.613,24.478,103.735,30.170,15.345,144.641
77,591.791,44.331,104.567,32.870,22.923,148.286
78,288.535,45.577,66.991,22.997,15.975,81.796
79,290.007,27.127,73.610,25.439,14.515,48.756
80,663.925,25.361,107.167,36.419,23.211,59.351
81,485.798,29.082,89.469,29.562,20.923,55.400
82,906.824,23.748,125.574,43.883,26.311,127.385
83,737.530,42.339,114.324,31.763,29.564,151.492
84,622.705,26.293,105.745,34.838,22.758,140.238
85,368.029,27.216,80.423,26.264,17.842,94.452
86,821.441,33.244,128.001,42.124,24.829,50.485
87,709.560,21.021,111.603,38.028,23.757,59.649
88,755.196,26.035,120.305,40.772,23.583,111.664
89,915.656,32.452,125.280,37.089,31.433,59.971
90,613.873,18.578,104.862,36.016,21.702,89.411
91,634.482,24.227,103.024,29.782,27.125,67.433
92,462.245,28.994,87.997,27.004,21.795,80.276
93,266.453,29.702,68.290,20.474,16.570,20.377
94,647.731,23.168,103.440,36.403,22.655,116.783
95,273.814,61.005,66.574,21.504,16.213,111.926
96,730.170,18.933,108.588,34.450,26.986,82.739
97,490.215,51.886,88.586,25.969,24.034,137.877
98,270.869,23.185,84.860,32.226,10.702,69.599
99,325.338,23.919,96.577,30.728,13.481,113.208
100,725.753,21.795,107.288,32.178,28.717,104.752
101,510.824,26.723,99.298,33.120,19.637,73.936
102,634.482,20.907,102.313,32.063,25.196,93.749
103,622.705,21.624,96.455,32.014,24.766,53.971
104,476.966,21.417,92.901,27.642,21.970,52.010
105,811.136,25.236,116.457,34.282,30.126,128.222
106,307.672,19.986,75.864,27.816,14.083,71.984
107,566.765,24.460,103.268,34.584,20.866,78.613
108,454.884,17.683,89.835,28.206,20.534,70.174
109,400.416,34.680,84.566,26.728,19.075,69.929
110,491.687,29.626,88.881,27.998,22.360,55.755
111,360.669,25.563,79.591,22.614,20.307,56.913
112,503.464,22.620,87.287,27.570,23.251,145.959
113,697.783,48.154,114.619,33.927,26.187,31.300
114,395.999,21.439,84.738,27.762,18.162,128.224
115,715.449,19.630,115.990,38.130,23.890,64.691
116,506.408,19.320,93.440,29.523,21.840,81.144
117,409.248,19.899,85.104,28.761,18.117,88.085
118,578.542,24.303,100.597,35.372,20.825,36.618
119,868.549,20.875,137.464,46.251,23.910,73.317
120,850.883,24.263,115.452,37.474,28.910,5.151
121,1171.805,23.785,135.870,41.105,36.297,56.197
122,581.486,20.851,103.684,36.051,20.537,85.185
123,515.241,20.951,94.394,36.922,17.768,87.354
124,345.947,20.413,82.972,30.116,14.626,104.642
125,320.921,19.257,71.722,24.782,16.488,149.086
126,708.088,32.353,118.467,35.186,25.623,61.316
127,621.233,25.507,111.603,29.842,26.505,139.422
128,235.539,31.387,76.991,22.587,13.277,149.792
129,554.988,26.984,128.884,34.250,20.632,102.461
130,391.583,33.767,92.851,25.268,19.731,60.611
131,476.966,29.380,103.146,29.867,20.333,38.103
132,421.025,23.378,84.149,25.029,21.418,47.435
133,441.635,28.033,106.872,31.459,17.874,104.503
134,300.312,22.466,90.424,24.518,15.596,103.535
135,712.504,24.911,123.026,32.751,27.699,6.344
136,398.944,33.229,90.597,24.633,20.621,103.811
137,353.308,32.300,82.728,25.347,17.748,96.962
138,469.605,32.991,94.739,30.452,19.635,121.322
139,320.921,20.569,91.724,29.379,13.908,141.501
140,784.638,22.666,117.462,36.652,27.257,130.923
141,357.724,31.078,74.859,24.722,18.424,0.389
142,635.954,24.329,124.275,33.985,23.826,44.015
143,662.452,25.520,111.015,32.619,25.858,28.132
144,672.757,20.991,112.436,31.727,26.998,153.064
145,348.892,34.966,78.291,23.277,19.085,175.381
146,870.021,24.531,119.300,34.654,31.966,96.562
147,382.750,14.127,83.266,27.134,17.960,156.692
148,702.200,14.273,109.471,32.437,27.563,122.748
149,529.962,17.172,101.308,32.621,20.685,130.528
150,407.776,28.011,81.601,23.333,22.252,21.403
151,641.843,21.823,107.877,31.166,26.222,83.702
152,232.594,26.259,68.290,22.028,13.444,61.769
