 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,819.969,60.968,327.191,22.261,113.980,39.022,26.754,19.254
2,949.515,66.812,259.999,42.422,126.163,44.061,27.439,47.555
3,981.902,93.172,373.869,40.131,122.143,40.169,31.124,179.875
4,1101.143,49.979,332.511,49.877,137.291,48.704,28.787,31.753
5,945.099,72.444,436.757,50.995,126.579,45.077,26.695,124.427
6,868.549,87.268,294.157,47.407,119.005,41.808,26.451,20.953
7,416.609,53.516,459.336,46.056,83.439,29.880,17.753,127.290
8,587.374,103.549,412.037,51.219,102.730,37.951,19.706,130.265
9,952.459,80.637,229.971,65.341,121.015,39.182,30.951,85.111
10,1130.585,93.876,397.434,69.869,133.737,47.610,30.235,146.105
11,1288.102,34.025,356.289,76.299,139.007,46.154,35.534,63.506
12,1174.749,69.946,266.817,75.757,138.591,40.262,37.150,47.763
13,578.542,133.944,299.244,73.232,93.561,31.061,23.715,45.009
14,1089.366,70.768,466.063,78.854,126.874,40.238,34.471,140.392
15,942.155,86.455,200.109,80.336,129.422,38.936,30.809,26.515
16,830.274,96.048,167.994,86.575,121.432,43.955,24.050,51.427
17,1074.645,115.951,322.200,89.507,135.992,45.970,29.765,71.074
18,1107.032,69.223,432.399,90.245,130.306,41.195,34.216,96.395
19,1232.161,80.736,379.063,101.816,153.790,49.413,31.749,46.125
20,815.552,119.606,495.249,98.274,113.025,37.238,27.886,93.586
21,1344.042,105.367,244.892,106.731,149.008,46.095,37.125,95.565
22,1355.819,115.970,288.381,109.161,141.139,45.658,37.809,71.248
23,971.597,97.886,214.632,112.055,126.407,46.398,26.662,85.939
24,633.010,121.540,139.302,114.993,108.172,42.137,19.127,53.837
25,909.768,123.518,185.923,113.705,116.112,38.710,29.924,72.705
26,1192.414,123.120,402.591,119.629,138.885,49.413,30.725,48.344
27,1121.753,84.537,463.915,113.362,127.585,41.057,34.788,176.857
28,1073.173,115.760,334.593,119.253,134.326,46.353,29.478,43.126
29,1165.916,121.111,157.676,131.609,144.155,48.787,30.428,74.514
30,1164.444,70.077,516.352,133.371,141.312,54.296,27.306,107.433
31,1112.920,92.011,426.033,137.033,140.428,51.878,27.314,57.718
32,725.753,88.469,356.738,134.356,106.872,34.872,26.499,27.500
33,1576.637,68.867,485.681,146.440,154.155,50.144,40.033,74.771
34,421.025,175.930,259.012,132.098,80.301,28.319,18.929,39.277
35,1204.191,92.034,300.605,146.834,154.744,50.618,30.290,41.662
36,1101.143,82.668,451.636,152.706,140.845,47.303,29.639,92.718
37,2483.460,92.276,185.035,163.346,211.145,75.188,42.055,58.953
38,379.806,153.651,271.485,144.600,77.164,24.506,19.734,54.964
39,764.028,98.360,122.877,150.433,116.457,41.619,23.374,59.915
40,1030.481,93.897,226.140,152.303,134.154,48.086,27.285,56.933
41,981.902,136.465,387.219,155.977,124.864,41.029,30.471,137.260
42,781.694,73.661,556.809,166.745,121.848,46.113,21.584,109.546
43,1581.053,95.601,247.702,176.787,169.893,60.012,33.544,58.679
44,977.485,104.309,535.869,174.864,130.428,47.498,26.203,104.564
45,987.790,147.247,139.506,169.665,122.315,42.663,29.479,48.999
46,1336.682,114.773,320.438,174.290,159.131,51.452,33.078,63.151
47,892.103,88.386,359.209,168.542,114.568,37.019,30.683,137.209
48,946.571,114.137,510.028,179.659,124.864,44.312,27.198,106.822
49,1429.425,77.060,421.969,182.457,145.870,48.925,37.200,90.410
50,622.705,124.780,104.314,179.815,100.303,35.832,22.127,69.317
51,1148.251,132.181,259.884,209.531,177.711,62.922,23.235,72.148
