 ,Area,Mean,X,Y,Perim.
1,1162.972,36.530,401.487,24.352,134.692
2,897.991,64.611,321.101,25.479,119.422
3,672.757,86.440,244.105,30.910,118.711
4,273.814,85.323,263.705,35.780,69.295
5,1089.366,103.945,366.976,44.889,130.428
6,1020.177,58.211,324.957,53.061,129.717
7,989.262,78.820,435.227,55.151,128.295
8,756.668,99.722,288.340,49.425,112.436
9,441.635,58.107,458.740,50.320,85.571
10,630.066,109.876,409.151,54.772,108.294
11,370.973,95.786,253.808,52.851,76.281
12,937.738,87.072,227.596,65.533,121.432
13,1177.693,102.010,394.636,73.240,139.890
14,1180.637,74.424,264.072,77.544,137.169
15,1346.987,36.158,349.806,78.195,139.007
16,577.070,133.776,294.298,75.052,96.993
17,968.653,86.374,196.414,82.166,129.128
18,1167.388,75.122,466.020,82.027,131.727
19,814.080,105.734,164.289,91.420,126.996
20,1124.697,120.348,315.314,93.730,149.008
21,1065.812,76.612,431.425,93.207,125.869
22,859.716,129.430,496.087,100.358,113.441
23,1335.210,110.011,239.465,105.026,160.136
24,1317.544,86.747,377.674,104.469,169.060
25,1017.232,104.997,209.020,114.659,130.844
26,1341.098,122.249,285.384,113.699,150.135
27,693.367,127.274,135.428,119.802,117.167
28,895.047,134.852,181.503,117.751,118.122
29,1255.715,131.804,403.323,122.297,137.464
30,1180.637,90.898,463.279,116.558,131.433
31,1058.452,122.274,334.973,118.416,143.322
32,1065.812,139.001,155.081,134.216,138.296
33,1164.444,77.593,515.927,136.443,139.718
34,1142.362,96.722,425.765,141.092,143.860
35,554.988,152.056,248.598,130.926,92.312
36,1479.477,75.188,485.728,148.010,153.567
37,758.140,87.918,358.709,138.509,105.867
38,690.423,89.608,321.683,145.107,105.573
39,1105.559,91.190,451.345,156.338,136.408
40,1045.203,99.863,220.954,156.219,137.585
41,554.988,155.891,266.424,148.321,91.429
42,706.616,102.079,287.354,153.979,112.142
43,2564.427,97.840,182.226,170.899,219.136
44,830.274,102.750,119.455,157.005,122.731
45,1026.065,140.783,387.676,160.917,130.306
46,747.835,77.093,556.975,170.513,133.565
47,1594.302,98.052,244.650,179.584,179.599
48,987.790,154.435,138.712,171.220,131.727
49,1002.511,114.194,535.308,178.024,135.281
50,1357.291,122.079,319.840,177.765,171.680
51,962.764,90.664,359.429,175.303,121.310
52,1006.928,124.928,509.375,182.642,128.295
53,1316.072,85.826,420.695,186.506,140.428
54,983.374,138.531,287.914,195.873,140.845
55,671.285,130.485,103.703,189.132,102.019
56,973.069,106.864,486.113,195.837,136.702
57,563.821,129.084,266.264,193.896,100.719
58,1831.313,98.113,457.559,206.741,173.568
59,578.542,120.321,146.695,194.616,94.150
60,824.385,84.998,343.072,202.306,113.025
61,1517.752,97.507,381.579,207.460,158.298
62,1305.767,110.988,209.380,211.643,164.573
63,660.980,180.033,120.008,208.055,103.735
64,722.809,130.963,559.420,209.881,118.000
65,1001.039,91.729,181.079,221.916,153.445
66,1011.344,88.914,539.024,222.729,138.713
67,581.486,207.354,94.191,220.805,93.145
68,908.296,137.694,513.746,226.715,123.148
69,1644.354,83.500,313.403,233.348,163.446
70,691.895,122.000,137.269,228.239,104.567
71,806.720,107.889,230.690,227.792,118.589
72,889.158,119.503,67.616,233.029,117.411
73,1526.585,109.875,405.227,238.966,155.993
74,607.984,150.179,253.991,232.278,109.715
75,1036.370,148.192,437.025,242.112,136.997
76,1500.087,118.226,161.511,250.112,167.466
77,1354.347,128.786,282.478,247.953,175.701
78,764.028,90.119,349.352,236.042,104.446
79,769.917,224.677,113.168,245.363,116.284
80,1295.462,87.803,494.715,252.655,147.292
81,1220.385,103.421,89.235,264.214,149.719
82,1009.872,111.329,465.631,258.663,127.412
83,1154.139,132.449,368.615,262.573,140.723
84,958.348,75.949,565.274,266.461,162.268
85,1211.552,73.892,529.973,269.479,161.435
