 ,Area,Mean,Perim.,Major,Minor,Angle
1,437.219,26.993,86.870,30.682,18.143,54.228
2,596.207,24.830,103.440,32.849,23.109,40.691
3,622.705,28.851,101.846,33.153,23.915,177.208
4,397.471,36.596,81.845,27.519,18.390,25.805
5,694.839,16.608,107.461,32.824,26.953,17.314
6,687.478,40.330,104.446,34.311,25.512,173.906
7,466.661,29.410,86.748,29.569,20.094,35.311
8,232.594,28.272,65.031,19.496,15.190,110.540
9,490.215,20.580,88.292,28.087,22.222,161.478
10,404.832,29.847,94.445,35.738,14.423,27.391
11,496.103,28.947,89.297,28.157,22.434,179.438
12,713.976,24.462,112.852,39.159,23.215,14.504
13,769.917,29.237,110.060,34.360,28.530,19.401
14,241.427,25.689,65.447,20.210,15.210,147.087
15,721.337,29.647,111.603,37.321,24.609,48.088
16,634.482,28.267,101.308,29.888,27.029,5.336
17,656.564,29.830,108.294,36.393,22.970,43.419
18,300.312,32.672,71.844,25.286,15.122,54.403
19,712.504,24.748,107.999,33.540,27.048,174.068
20,416.609,31.961,87.409,26.230,20.223,59.873
21,584.430,38.670,110.598,41.755,17.821,45.377
22,337.115,37.943,75.570,24.421,17.576,58.618
23,775.805,26.137,114.863,35.273,28.004,165.287
24,504.936,21.303,95.277,30.452,21.112,123.834
25,307.672,41.124,78.707,28.489,13.751,157.287
26,656.564,33.332,104.862,29.627,28.217,178.854
27,493.159,25.582,111.137,29.701,21.141,129.734
28,509.352,25.194,89.297,28.212,22.988,40.353
29,625.649,32.275,96.871,32.493,24.516,58.754
30,703.672,25.659,113.147,38.200,23.454,145.326
31,298.840,42.310,78.119,25.549,14.893,5.079
32,781.694,29.744,110.131,35.208,28.269,38.600
33,298.840,30.429,74.149,22.673,16.782,123.410
34,671.285,26.737,107.705,30.580,27.950,168.005
35,668.341,27.086,103.684,33.149,25.671,144.609
36,747.835,23.772,113.685,36.572,26.035,78.902
37,671.285,30.809,108.121,31.096,27.486,23.770
38,422.497,21.676,83.144,27.310,19.698,132.527
39,603.568,29.227,94.150,29.044,26.460,144.313
40,1008.400,28.115,133.149,43.153,29.753,133.684
41,500.520,31.897,89.713,29.415,21.665,22.096
