 ,Area,Mean,Perim.,Major,Minor,Angle
42,610.928,33.735,106.161,38.390,20.262,43.002
43,733.114,20.420,117.045,31.618,29.523,66.750
44,310.617,31.133,81.845,29.100,13.591,124.135
45,494.631,42.095,87.581,27.915,22.561,17.306
46,391.583,49.019,84.444,28.381,17.567,49.135
47,1003.983,38.057,135.453,39.772,32.141,25.548
48,621.233,30.908,110.426,38.767,20.404,65.046
49,491.687,39.991,93.267,26.648,23.493,22.686
50,653.620,21.315,101.136,29.574,28.140,71.405
51,362.141,32.602,79.002,28.560,16.145,67.303
52,999.567,39.622,129.006,39.322,32.366,54.703
53,527.018,41.682,91.013,29.199,22.981,32.130
54,423.970,21.684,86.454,29.149,18.519,133.622
55,403.360,29.186,83.144,28.009,18.336,41.092
56,284.118,56.114,68.290,20.001,18.087,67.468
57,602.096,39.689,98.293,28.361,27.031,15.772
58,497.575,29.130,96.039,35.369,17.912,140.576
59,638.899,31.627,103.979,31.244,26.036,174.409
60,388.639,37.913,80.007,25.667,19.279,52.773
61,647.731,34.873,104.567,30.537,27.007,5.492
62,465.189,41.968,91.429,27.260,21.727,97.488
63,927.433,42.671,124.864,39.834,29.644,59.360
64,638.899,40.065,104.151,31.986,25.432,80.693
65,624.177,28.309,101.430,32.830,24.207,103.196
66,540.267,39.199,96.282,32.841,20.946,78.909
67,706.616,31.617,109.715,33.315,27.006,55.177
68,787.582,31.712,120.427,40.920,24.506,147.495
69,581.486,37.547,95.572,28.151,26.300,97.630
70,518.185,26.401,100.719,33.791,19.525,70.369
71,363.613,31.660,82.139,29.826,15.522,71.367
72,569.709,22.845,100.009,34.462,21.048,107.638
73,613.873,49.842,107.167,37.948,20.597,62.069
74,787.582,40.250,118.833,40.689,24.645,80.808
75,694.839,40.960,106.872,33.031,26.784,57.138
76,459.300,48.497,86.282,24.456,23.912,165.714
77,716.921,38.951,112.974,38.547,23.681,81.026
78,310.617,56.749,75.276,26.544,14.899,75.996
79,768.445,38.067,114.568,40.337,24.256,73.706
80,662.452,35.216,100.547,31.253,26.989,131.681
81,485.798,42.985,90.302,28.802,21.475,39.665
82,312.089,32.349,70.300,21.932,18.118,29.111
83,574.125,36.492,105.989,32.006,22.839,113.003
84,543.211,36.967,97.998,31.768,21.772,95.811
85,867.077,40.032,116.751,37.399,29.519,105.471
86,481.382,42.156,95.155,28.795,21.285,111.932
87,892.103,25.835,118.589,41.106,27.633,53.384
88,612.400,24.671,105.573,34.857,22.370,94.424
89,497.575,33.822,93.023,27.042,23.428,49.905
90,796.415,41.839,115.157,37.791,26.833,97.770
91,488.743,26.940,102.974,35.394,17.582,84.733
92,563.821,38.770,98.415,37.000,19.402,101.781
93,950.987,29.365,122.437,35.928,33.701,33.499
94,338.587,54.574,72.727,22.818,18.893,34.851
95,485.798,51.270,89.713,25.802,23.972,12.912
96,512.297,40.181,99.714,34.084,19.138,97.700
97,362.141,57.756,79.296,27.180,16.964,38.767
98,1416.176,29.872,156.582,46.635,38.665,97.547
99,554.988,33.342,93.145,29.043,24.331,73.965
100,266.453,48.580,67.163,20.342,16.677,66.184
101,1283.686,35.081,148.591,48.584,33.641,99.936
102,665.397,43.524,99.836,32.142,26.359,82.807
103,733.114,25.217,115.157,40.657,22.958,84.242
104,584.430,21.678,101.724,29.119,25.554,146.556
105,463.717,58.079,96.871,34.172,17.278,115.479
106,758.140,38.497,115.279,36.293,26.597,51.129
107,762.556,37.577,121.432,41.644,23.315,87.223
108,584.430,50.602,99.003,32.248,23.075,65.743
109,677.174,29.776,114.863,37.718,22.859,51.857
110,519.657,35.346,91.013,28.824,22.955,9.646
111,375.390,32.675,80.890,24.925,19.176,62.656
112,874.437,45.364,129.717,44.816,24.843,62.620
113,487.271,44.686,90.546,30.343,20.446,96.119
114,423.970,31.698,85.276,27.662,19.515,62.797
115,789.054,26.271,125.869,41.777,24.048,78.913
116,191.375,46.262,61.132,22.181,10.985,14.341
117,871.493,34.968,116.579,36.061,30.771,85.084
118,410.720,60.344,84.149,25.259,20.703,102.867
119,959.820,35.715,125.452,44.133,27.691,98.524
120,395.999,27.665,77.580,25.526,19.752,119.255
121,362.141,51.569,80.423,27.531,16.748,83.783
122,515.241,39.731,89.247,26.831,24.450,54.529
123,853.828,35.031,116.406,35.234,30.854,76.967
124,793.471,40.781,115.990,40.834,24.741,127.471
125,1124.697,40.312,133.859,43.228,33.127,102.017
126,332.698,57.757,74.443,27.799,15.238,49.296
127,836.162,46.227,132.854,37.458,28.422,48.696
128,456.356,43.335,83.561,26.693,21.768,79.484
129,625.649,74.047,102.557,30.830,25.839,135.495
130,650.675,37.724,103.146,33.252,24.915,92.734
131,242.899,43.036,68.707,21.935,14.099,166.265
132,378.334,27.938,91.307,33.068,14.567,60.927
133,999.567,33.227,136.286,44.150,28.826,113.678
134,574.125,22.374,110.426,42.559,17.176,99.652
135,684.534,73.211,109.837,32.242,27.032,90.364
136,780.222,42.330,112.730,35.764,27.777,92.185
137,360.669,65.196,80.129,27.652,16.607,85.002
138,643.315,27.572,105.156,37.627,21.769,63.029
139,401.888,30.048,85.449,29.466,17.366,67.853
140,482.854,34.128,108.294,30.075,20.442,167.718
141,758.140,60.672,112.436,37.960,25.429,96.343
142,986.318,53.112,142.022,50.926,24.660,161.313
143,846.467,46.628,138.002,46.659,23.099,51.428
144,883.270,37.010,132.316,48.982,22.960,50.411
145,457.828,50.621,89.713,30.157,19.329,68.977
146,578.542,47.369,99.176,32.216,22.865,70.721
147,600.623,27.642,112.852,38.027,20.110,87.230
148,825.857,37.635,115.746,36.810,28.566,70.069
149,328.282,106.610,74.859,24.656,16.953,110.948
150,440.163,45.227,86.282,29.551,18.965,100.633
151,351.836,37.657,89.591,35.150,12.745,69.286
152,694.839,40.267,110.720,34.598,25.571,155.505
153,875.909,37.805,133.737,44.187,25.239,119.045
154,877.381,47.480,118.883,37.994,29.402,50.856
155,557.932,82.884,94.150,30.156,23.557,93.725
156,385.695,27.122,80.718,22.962,21.387,38.638
157,575.598,36.673,116.284,42.652,17.183,107.202
158,948.043,49.411,125.402,41.619,29.003,93.053
159,722.809,35.216,109.888,32.701,28.143,82.158
160,315.033,40.308,72.727,24.720,16.226,77.841
161,419.553,35.961,80.007,24.296,21.987,56.392
162,326.810,28.369,81.184,29.022,14.337,63.954
163,522.601,32.870,106.700,41.280,16.119,105.656
164,740.475,37.408,126.336,43.885,21.483,132.744
165,709.560,31.093,106.039,30.816,29.317,99.274
166,582.958,28.210,98.171,32.410,22.902,61.596
167,435.746,53.821,85.987,28.106,19.740,87.168
168,681.590,33.855,109.177,35.643,24.348,70.722
169,441.635,24.753,86.698,28.699,19.593,91.237
170,572.653,27.311,106.456,40.622,17.949,46.650
171,1192.414,41.141,136.875,41.360,36.707,57.503
172,805.248,33.170,112.020,33.903,30.241,137.223
173,481.382,40.780,95.155,30.723,19.950,63.293
174,688.950,27.280,104.029,32.367,27.102,80.581
175,406.304,42.025,86.870,27.131,19.068,62.746
176,522.601,40.546,102.019,35.164,18.923,129.611
177,650.675,37.805,99.298,30.629,27.048,142.088
178,440.163,29.013,91.846,28.905,19.389,98.208
179,662.452,28.671,126.823,41.839,20.160,77.236
180,341.531,47.237,86.282,32.918,13.210,72.947
181,393.055,33.112,86.576,30.428,16.447,66.206
182,652.148,68.185,111.481,30.708,27.040,27.382
183,519.657,27.960,97.704,31.802,20.805,67.691
184,587.374,33.073,94.861,31.402,23.816,161.032
185,421.025,28.234,98.953,38.550,13.906,89.301
186,572.653,34.041,109.888,40.652,17.936,62.311
187,437.219,49.121,87.754,24.280,22.927,135.038
188,568.237,32.806,105.156,38.477,18.804,43.967
189,475.494,44.551,91.602,27.503,22.013,40.695
190,625.649,35.828,100.892,33.317,23.910,158.048
191,532.906,33.486,96.577,31.665,21.428,41.603
192,504.936,35.851,107.288,42.558,15.107,75.202
193,559.404,25.553,97.582,29.835,23.873,22.244
194,416.609,24.385,88.708,31.919,16.618,65.395
195,596.207,28.844,113.563,34.615,21.930,144.318
196,783.166,30.171,111.847,34.832,28.628,79.454
197,251.732,27.023,63.143,21.493,14.913,1.341
198,356.252,30.835,90.840,29.322,15.469,78.697
199,448.996,33.413,83.144,25.982,22.003,55.648
200,319.449,37.594,79.296,23.919,17.005,60.829
201,200.208,27.125,55.863,18.116,14.071,44.848
202,291.479,30.167,80.301,26.267,14.129,31.118
