 ,Area,Mean,X,Y,Perim.
1,1177.693,37.638,404.875,25.740,139.129
2,900.935,67.085,325.644,25.868,118.000
3,761.084,92.441,243.963,29.238,133.443
4,379.806,77.043,443.577,30.638,106.578
5,401.888,73.630,268.837,33.073,78.291
6,1058.452,118.540,368.872,48.093,139.718
7,580.014,58.274,339.859,49.635,97.288
8,347.419,99.742,305.358,45.977,81.134
9,980.430,83.808,437.327,58.120,129.300
10,510.824,90.058,247.321,54.527,89.713
11,510.824,63.487,461.398,57.115,92.140
12,591.791,121.473,409.546,54.243,101.136
13,504.936,108.845,273.827,54.809,85.571
14,950.987,91.771,221.710,68.150,130.722
15,665.397,82.686,487.259,69.736,115.868
16,513.769,60.264,306.687,61.637,95.399
17,1164.444,115.576,392.198,74.097,137.291
18,568.237,142.826,286.356,78.698,101.430
19,524.073,50.733,333.520,74.717,87.997
20,1207.135,80.974,258.390,83.024,138.885
21,996.623,86.453,191.804,84.934,131.555
22,338.587,50.387,360.258,75.985,71.428
23,510.824,84.986,422.838,82.744,85.865
24,800.831,111.917,161.290,91.915,123.858
25,1139.418,127.761,311.551,93.984,144.033
26,1020.177,88.625,463.961,87.830,131.311
27,1338.154,94.707,375.909,102.850,176.167
28,1420.592,115.573,234.825,110.417,158.298
29,889.158,156.573,493.927,106.102,120.010
30,1099.671,124.013,335.524,111.809,142.733
31,531.434,92.983,439.310,103.624,90.302
32,1030.481,112.916,203.822,118.147,134.276
33,1419.120,133.041,283.187,120.007,153.272
34,440.163,107.441,524.569,111.302,110.426
35,1205.663,145.044,404.804,120.148,143.271
36,521.129,147.460,129.858,124.028,125.869
37,1112.920,101.183,463.607,122.244,139.840
38,855.300,147.520,175.893,121.614,115.401
39,718.393,143.547,147.616,126.970,112.852
40,793.471,91.931,357.803,133.881,110.720
41,550.572,99.350,431.065,129.253,92.140
42,939.210,95.497,514.173,137.039,139.423
43,627.122,149.927,244.385,138.027,96.871
44,527.018,78.249,535.238,142.096,91.429
45,599.151,95.268,495.231,146.457,95.277
46,743.419,90.998,324.762,143.972,105.695
47,1034.898,145.622,383.846,156.493,137.169
48,529.962,156.814,158.836,150.036,88.170
49,634.482,98.531,468.873,151.983,97.704
50,2648.337,105.288,181.889,177.302,223.278
51,1079.061,105.924,218.664,161.978,135.575
52,1109.976,104.901,442.894,160.374,145.109
53,610.928,156.190,268.502,154.059,93.145
54,730.170,107.312,291.201,159.873,121.848
55,465.189,119.171,414.003,154.309,85.571
56,847.939,103.849,119.477,162.021,127.879
57,936.266,80.239,555.033,169.955,131.433
58,987.790,166.626,138.631,174.999,140.601
59,1305.767,123.336,246.573,182.644,161.313
60,1423.537,133.681,323.391,178.994,177.122
61,1024.593,96.925,360.164,176.130,124.864
62,1067.284,128.407,533.092,183.127,133.565
63,1064.340,109.555,479.910,190.208,144.987
64,1018.705,138.714,505.220,182.033,133.098
65,582.958,101.159,409.179,178.320,94.567
66,1015.760,157.759,292.564,200.593,145.992
67,977.485,65.840,80.462,200.256,133.149
68,700.727,142.683,103.715,195.230,106.283
69,381.278,132.197,455.789,189.442,81.845
70,616.817,136.964,270.135,195.718,98.293
71,581.486,113.170,435.029,194.512,94.272
72,585.902,123.932,145.774,200.665,92.434
73,1520.696,104.852,386.121,207.075,165.456
74,865.604,91.276,345.118,206.438,114.446
75,1327.849,117.081,213.561,216.504,165.578
76,644.787,190.098,120.214,213.102,103.735
77,764.028,141.551,558.167,212.891,119.422
78,557.932,168.055,463.312,216.198,92.434
79,977.485,148.048,507.170,223.830,132.021
80,1046.675,95.509,535.063,225.253,136.997
81,1582.525,115.624,409.513,234.058,167.588
82,565.293,86.419,573.212,232.165,114.274
83,1073.173,96.900,184.993,229.469,153.567
84,887.686,109.274,235.992,231.703,124.864
85,1017.232,154.344,439.510,237.869,138.124
86,1329.321,101.878,316.459,236.816,146.998
87,582.958,228.232,93.805,228.770,94.150
88,666.869,163.272,257.740,235.988,111.847
89,727.226,135.281,137.322,234.340,104.567
90,1544.250,131.049,164.862,254.765,172.492
91,1327.849,93.504,492.066,251.301,152.145
92,594.735,161.460,68.735,240.430,98.293
93,1399.983,141.511,285.985,252.004,172.858
94,850.883,96.720,350.896,239.024,111.431
95,806.720,238.856,112.855,251.443,120.010
96,1068.757,113.500,464.323,256.787,133.981
97,1183.582,145.019,371.100,262.233,145.160
98,1002.511,83.031,563.215,268.901,165.283
99,1232.161,111.387,90.313,271.453,151.434
100,1243.938,76.019,526.457,270.880,158.298
101,1033.426,179.279,133.887,276.785,128.884
102,887.686,110.141,213.243,274.015,118.833
103,1207.135,172.670,262.153,276.318,148.419
104,1136.474,238.098,335.123,273.953,132.143
105,811.136,60.733,63.188,277.672,117.117
106,1201.247,121.645,185.809,291.662,160.897
107,546.155,114.736,236.397,279.386,98.709
108,769.917,196.105,421.543,275.434,110.304
109,883.270,207.717,390.226,283.392,119.888
110,1451.507,121.610,446.841,301.494,171.264
111,833.218,116.827,548.608,290.806,121.554
112,1435.314,117.806,307.358,301.109,156.166
113,1342.570,115.680,477.925,304.572,146.947
114,822.913,141.435,114.588,300.812,113.319
115,515.241,107.743,154.991,293.326,88.586
116,1086.422,119.840,508.000,304.941,138.591
117,593.263,159.998,77.099,307.306,97.460
118,1189.470,102.406,402.441,316.080,157.293
119,1274.853,198.388,367.796,318.708,148.835
120,512.297,127.891,229.294,310.150,88.292
121,895.047,204.809,282.336,321.778,148.297
122,1302.823,152.496,338.015,324.235,146.581
123,924.489,119.955,255.681,317.373,123.270
124,1276.325,148.684,207.156,324.991,153.323
125,796.415,95.715,59.321,325.087,119.838
126,625.649,116.184,424.962,321.171,100.303
127,593.263,110.752,160.944,320.167,93.440
128,892.103,157.007,100.873,329.231,123.564
129,893.575,67.791,39.658,337.051,141.555
130,1369.068,137.744,131.577,339.030,170.847
131,818.497,53.649,546.691,324.462,127.707
132,1073.173,118.348,562.082,350.407,163.689
133,1090.838,104.846,526.151,343.102,135.453
134,1395.566,124.285,185.081,354.564,161.730
135,697.783,149.105,80.214,346.072,105.573
136,1037.842,193.258,492.428,347.269,134.154
137,1108.504,149.283,235.842,350.183,136.042
138,1333.737,138.427,468.599,360.911,169.426
139,1182.109,122.421,313.439,356.612,140.012
140,1087.894,140.947,156.496,357.836,135.108
141,335.643,179.640,287.948,351.833,89.713
142,606.512,111.282,438.699,354.027,100.719
143,1155.611,218.952,394.331,361.429,139.545
144,1090.838,120.262,267.968,366.849,132.732
145,574.125,82.482,420.259,365.013,100.425
146,815.552,216.744,364.433,365.151,118.000
147,580.014,100.660,57.561,363.965,94.861
148,1581.053,110.570,106.275,381.235,167.710
149,1130.585,158.246,340.402,378.889,140.428
150,1276.325,127.954,214.629,385.675,149.891
151,1089.366,157.120,510.988,382.892,131.727
152,699.255,70.577,539.126,380.658,107.288
153,1017.232,127.918,447.021,386.332,135.870
154,945.099,127.389,77.338,384.581,126.285
155,643.315,100.465,42.242,392.028,127.118
156,647.731,137.241,243.869,385.824,97.288
157,1302.823,130.949,304.468,399.012,167.588
158,1308.711,100.153,145.875,406.853,162.979
159,872.965,80.880,563.676,404.587,128.834
160,917.129,145.194,170.830,402.504,128.417
161,1034.898,206.155,379.033,403.920,133.271
162,596.207,77.363,407.206,400.351,92.851
163,1382.317,140.907,483.445,412.231,160.014
164,485.798,86.809,55.268,405.907,93.856
165,870.021,97.061,123.949,417.118,136.580
166,1014.288,209.862,197.011,414.095,129.717
167,1389.678,134.299,262.694,420.906,166.532
168,1240.994,154.524,287.634,434.233,180.554
169,1398.511,55.879,426.769,422.906,163.862
170,647.731,94.255,542.977,413.415,114.985
171,786.110,164.639,351.793,414.304,113.269
172,800.831,147.853,72.883,421.776,119.716
173,709.560,67.871,525.106,422.624,113.858
174,766.973,176.436,324.732,426.590,118.122
175,525.546,133.331,237.864,420.982,90.718
176,1033.426,105.504,93.534,434.326,136.997
177,987.790,197.942,455.794,432.089,129.422
178,1401.455,65.994,505.678,443.973,157.465
179,978.957,235.059,398.072,440.870,141.139
180,1572.220,138.487,232.780,452.528,182.320
181,712.504,75.756,58.103,443.409,115.157
182,870.021,122.763,116.384,451.352,132.316
183,831.746,177.986,186.269,451.234,128.123
184,619.761,71.190,349.518,445.444,98.709
185,1380.845,148.776,374.238,460.348,169.304
186,1043.731,46.968,543.438,460.404,156.115
187,1276.325,120.541,172.348,473.807,177.122
188,837.634,107.550,148.907,456.913,128.712
189,946.571,118.572,209.867,465.692,137.707
190,970.125,138.038,480.248,467.979,132.854
191,1205.663,133.742,323.409,469.089,155.283
192,700.727,108.044,430.745,462.688,103.735
193,635.954,75.222,524.239,475.855,125.696
194,750.779,129.588,83.409,472.950,118.294
195,1173.277,124.681,294.574,482.372,149.130
196,1180.637,61.613,141.567,485.872,156.754
197,974.541,155.532,458.489,477.431,134.570
198,647.731,145.777,105.607,477.696,104.446
199,1274.853,147.576,260.451,486.615,156.582
200,687.478,84.561,66.159,481.955,122.437
201,1204.191,175.807,412.430,492.969,144.571
202,939.210,68.130,345.471,489.262,121.726
203,859.716,89.421,501.183,489.015,122.559
204,758.140,68.342,439.958,496.096,111.137
205,787.582,193.757,379.125,499.247,119.594
206,992.206,119.343,204.138,505.089,129.422
207,671.285,130.934,126.570,505.827,107.339
208,672.757,53.123,231.342,503.391,101.136
209,560.876,86.583,89.649,513.616,115.573
210,943.627,76.677,110.632,518.154,138.591
211,850.883,129.571,472.115,516.368,120.549
212,927.433,112.124,327.657,514.835,123.736
213,1745.930,72.768,274.997,528.969,169.182
214,660.980,54.635,498.141,517.633,108.710
215,1329.321,94.942,179.800,527.434,148.713
216,1291.046,128.690,387.305,529.353,142.733
217,789.054,97.282,346.300,532.832,124.031
218,850.883,83.137,447.734,531.920,121.259
219,697.783,52.669,149.849,528.117,103.146
220,1373.485,81.597,307.321,546.807,168.888
221,747.835,61.325,422.773,532.621,105.989
222,716.921,135.031,209.764,540.177,114.274
223,646.259,46.868,232.578,540.512,104.567
224,976.013,88.851,354.739,558.059,136.875
225,725.753,77.864,472.062,548.650,112.020
226,850.883,59.612,140.072,554.184,116.579
227,1669.380,65.086,258.817,568.926,172.319
228,662.452,49.424,167.232,558.343,100.009
