 ,Area,Mean,X,Y,%Area
1,426.252,117.444,16.532,34.426,5.254
2,478.842,116.077,69.063,38.612,3.363
3,395.046,116.409,43.175,41.174,3.844
4,362.440,117.248,27.562,46.522,6.410
5,671.290,118.911,94.015,47.430,10.498
6,666.279,117.153,63.369,56.433,6.304
7,723.562,123.306,155.687,61.138,18.580
8,683.687,116.941,118.314,60.550,6.204
9,440.767,115.612,15.141,62.034,2.228
10,645.035,115.929,137.695,70.423,3.049
11,544.524,125.572,185.594,63.314,24.613
12,646.835,118.312,208.314,71.895,9.318
13,841.964,118.760,100.199,82.218,11.222
14,1156.625,115.600,178.952,86.492,2.718
15,712.141,116.264,75.941,76.784,5.122
16,421.782,115.019,54.176,82.600,1.414
17,945.087,121.950,127.369,94.880,17.075
18,682.958,115.656,46.431,102.406,3.687
19,674.195,115.225,77.250,103.749,2.312
20,854.291,119.149,162.573,109.838,12.136
21,582.070,121.058,134.895,113.089,15.611
22,643.471,119.316,194.694,112.944,12.801
23,636.284,117.179,97.004,116.783,7.572
24,713.364,114.540,32.277,122.865,0.732
25,817.345,117.257,61.742,126.644,7.423
26,526.598,115.269,13.783,128.609,2.705
27,905.917,116.347,124.142,136.140,5.191
28,908.482,115.827,177.809,135.165,3.667
29,450.189,120.214,150.936,134.964,13.033
30,656.010,118.825,95.313,139.469,11.605
31,746.123,116.074,67.107,150.163,3.790
32,1091.931,125.257,195.591,161.431,22.974
33,713.917,115.930,36.010,155.687,3.592
34,605.654,121.398,163.944,158.645,15.564
35,648.541,125.703,129.345,159.830,26.157
36,739.289,124.893,95.360,165.028,24.588
37,612.583,118.965,150.440,174.289,10.668
38,624.263,116.830,55.129,172.131,6.410
39,454.776,122.754,116.934,176.399,19.975
40,451.212,121.254,76.763,178.238,16.473
41,768.472,118.857,177.262,187.085,10.073
42,500.826,127.284,131.466,191.675,25.184
43,314.049,122.827,99.915,188.127,18.342
44,610.842,118.608,204.075,197.393,10.926
45,835.636,119.807,156.052,204.001,13.313
46,480.512,116.562,39.088,68.195,5.733
47,366.886,115.458,28.447,86.318,1.895
48,727.491,116.661,12.691,92.567,6.120
