 ,Area,Mean,X,Y,%Area
1,415.630,115.289,68.717,70.923,1.183
2,338.033,115.645,44.658,72.432,1.287
3,509.778,116.859,64.953,87.657,5.990
4,656.198,116.024,34.500,90.382,3.307
5,361.228,114.699,13.531,96.786,0.277
6,568.955,115.518,132.537,102.327,2.839
7,477.772,122.839,180.580,96.860,16.928
8,653.210,116.059,204.051,105.145,2.217
9,613.982,116.013,74.258,106.234,4.424
10,928.713,115.238,170.869,116.591,2.066
11,410.372,114.310,52.736,108.325,0.163
12,300.404,114.853,29.020,112.689,0.697
13,618.899,115.984,15.184,123.828,4.141
14,550.053,115.204,44.307,125.084,1.696
15,828.767,119.012,122.089,124.214,11.015
16,697.379,117.195,190.221,138.849,6.578
17,631.626,114.318,71.531,132.929,0.268
18,765.919,118.015,157.435,138.014,9.508
19,503.308,119.469,129.821,140.039,12.438
20,559.086,115.650,90.921,144.157,2.596
21,542.419,116.071,209.027,149.423,3.682
22,465.386,115.053,56.228,148.979,1.443
23,467.585,115.024,19.321,154.376,2.166
24,857.597,115.761,118.928,161.196,2.632
25,809.994,115.526,171.506,161.594,2.676
26,405.785,119.261,144.507,159.333,11.482
27,572.625,117.550,91.193,164.235,7.068
28,240.062,118.366,60.231,162.597,9.618
29,646.647,115.719,66.691,176.795,1.686
30,461.587,119.059,205.366,169.949,11.531
31,566.791,118.988,155.782,182.432,10.682
32,582.482,121.532,123.705,183.413,15.836
33,655.963,120.913,92.291,188.847,14.094
34,443.155,118.255,143.760,197.124,9.157
35,421.041,119.819,112.647,199.775,11.474
36,550.394,117.473,90.907,79.003,7.514
37,735.595,117.707,95.181,113.253,8.243
38,588.869,116.375,113.433,95.032,5.167
39,0.012,120.000,164.906,89.421,0.000
40,594.445,121.415,150.948,94.867,14.532
41,868.042,123.947,187.460,185.532,20.077
42,391.093,115.546,40.125,175.532,2.445
43,517.129,114.462,36.301,148.467,0.168
