 ,Area,Mean,X,Y,%Area
1,659.856,120.393,121.399,16.563,21.655
2,1127.136,115.903,58.886,23.102,2.200
3,799.984,116.862,18.276,19.108,5.895
4,965.942,124.775,163.753,32.995,41.642
5,966.518,119.465,94.871,27.333,19.454
6,1070.840,116.319,42.978,51.004,5.233
7,1007.322,117.128,117.950,47.133,8.889
8,649.141,116.295,79.660,48.444,4.874
9,846.152,115.794,20.482,58.478,2.230
10,1419.341,116.226,147.940,67.248,5.117
11,794.914,119.588,181.421,64.025,20.809
12,570.202,125.850,69.076,65.186,44.317
13,971.941,121.756,111.819,73.898,31.953
14,1299.834,117.189,77.651,89.358,8.131
15,996.430,127.797,15.348,93.368,43.491
16,1075.063,119.622,41.296,95.957,20.999
17,910.105,126.526,198.108,91.683,47.041
18,947.710,130.356,154.032,96.009,59.000
19,966.942,119.962,178.003,111.843,22.326
20,1140.004,136.987,110.701,106.175,72.020
21,763.226,129.443,135.969,117.824,52.390
22,893.778,120.195,60.996,118.601,21.454
23,402.797,124.054,199.268,120.398,39.341
24,668.184,128.900,87.479,125.301,51.882
25,729.491,122.234,26.384,127.439,29.232
26,978.751,131.925,155.516,137.326,63.647
27,464.339,132.693,119.678,136.519,60.135
28,702.507,125.360,58.988,143.687,40.290
29,1265.934,120.967,191.487,148.678,27.748
30,976.622,131.712,97.622,150.003,57.923
31,613.876,134.162,22.520,146.576,63.203
32,942.534,131.732,133.234,162.940,61.669
33,577.342,133.995,55.547,164.208,65.243
34,0.000,NaN,NaN,NaN,NaN
35,0.000,NaN,NaN,NaN,NaN
36,762.332,142.522,163.924,166.925,74.498
37,804.700,130.278,206.889,173.513,58.206
38,829.225,118.457,32.642,170.981,12.294
39,748.017,132.068,85.626,170.229,52.072
40,569.214,119.793,113.981,181.017,18.985
41,752.063,126.581,168.515,185.359,45.091
42,782.481,134.666,62.182,191.285,63.904
43,950.450,137.238,137.119,198.808,62.925
44,870.441,128.046,92.946,197.228,47.645
45,419.794,145.064,202.718,196.770,87.458
46,549.853,141.264,177.832,200.438,76.997
47,423.829,138.479,115.055,211.424,70.787
