 ,Area,Mean,X,Y,%Area
1,591.492,120.251,124.343,14.360,23.211
2,598.950,117.063,21.891,15.970,6.265
3,1136.158,115.942,60.453,19.831,2.013
4,989.526,119.587,96.562,24.308,20.301
5,1073.699,116.416,43.829,46.558,5.458
6,1064.347,117.180,121.102,43.256,8.858
7,685.393,116.454,81.021,45.436,5.399
8,913.998,115.823,21.252,53.715,2.426
9,1405.321,116.021,150.341,63.696,4.058
10,824.368,119.530,184.191,59.899,20.768
11,588.846,125.948,70.159,62.524,46.220
12,1001.253,121.899,113.609,70.926,32.462
13,1323.853,117.063,79.205,86.956,7.838
14,982.292,128.188,15.616,89.176,45.834
15,1058.019,120.309,42.269,90.727,24.367
16,935.571,126.350,200.037,87.880,47.164
17,963.272,130.269,155.282,92.171,60.159
18,1025.554,120.225,178.953,108.766,23.382
19,1137.252,137.841,112.085,103.440,75.178
20,798.137,130.335,137.973,115.130,55.709
21,940.135,120.669,61.177,115.885,23.782
22,547.394,124.401,203.297,118.028,42.048
23,705.295,130.123,89.053,123.340,55.354
24,735.466,123.129,26.768,122.489,32.750
25,921.338,132.960,157.384,134.966,68.634
26,482.018,134.819,121.239,134.256,66.263
27,691.098,126.937,59.796,140.897,45.565
28,1268.687,121.721,193.560,145.311,30.752
29,988.302,132.659,99.494,148.168,62.230
30,684.805,135.386,24.402,143.266,65.116
31,965.895,132.631,135.662,160.459,64.684
32,606.137,135.569,55.652,161.583,66.929
33,766.190,142.500,165.556,164.347,76.915
34,788.539,130.715,207.363,171.006,60.129
35,783.057,132.055,86.437,167.801,53.438
36,842.470,118.414,32.630,168.926,12.316
37,580.283,119.648,115.568,179.023,17.968
38,803.995,126.276,170.220,183.069,44.397
39,777.106,135.231,61.858,188.891,66.820
40,944.616,137.521,138.018,197.441,64.876
41,982.268,128.645,92.341,195.983,49.951
42,447.766,146.684,205.077,195.176,89.949
43,551.500,141.784,179.811,198.527,80.327
44,532.503,138.498,116.525,210.628,73.347
45,1012.051,124.292,166.687,28.275,40.579
