 ,Area,Mean,X,Y,%Area
1,609.113,117.587,15.971,16.424,4.011
2,528.610,116.277,72.294,22.091,3.551
3,439.591,116.362,46.255,24.711,3.877
4,422.958,117.125,29.548,30.656,5.776
5,692.874,119.169,96.075,31.573,10.461
6,720.904,116.897,65.162,41.455,5.344
7,732.831,116.723,121.925,43.889,5.062
8,779.423,122.932,158.548,47.279,19.146
9,450.459,115.930,16.424,47.138,3.060
10,444.343,118.012,102.802,54.446,8.744
11,635.978,124.170,189.066,48.843,24.084
12,515.871,116.604,40.543,53.709,5.219
13,755.298,116.085,79.151,63.256,4.245
14,1274.638,115.396,182.529,73.551,2.115
15,431.004,115.232,56.063,68.888,1.796
16,808.253,116.503,13.107,78.763,5.046
17,408.631,115.843,29.989,73.047,3.071
18,1023.743,122.063,127.053,79.794,18.448
19,429.486,119.678,99.921,80.949,12.653
20,741.806,115.704,47.744,89.695,3.771
21,676.983,115.970,77.973,90.234,4.479
22,998.995,118.820,165.933,96.276,11.456
23,615.323,121.809,136.506,99.859,18.034
24,566.520,119.719,199.216,101.364,13.955
25,649.282,117.352,97.621,105.300,8.187
26,798.431,114.541,32.617,111.284,0.816
27,542.678,115.684,65.492,110.096,3.297
28,557.075,115.232,13.065,116.583,2.251
29,947.369,116.093,125.271,123.409,4.817
30,1007.558,115.535,181.238,123.049,3.446
31,483.512,119.824,152.739,122.179,13.120
32,675.759,119.046,95.970,127.707,12.066
33,878.005,115.878,67.131,140.089,3.397
34,321.189,124.451,195.668,138.390,25.947
35,831.637,115.931,34.003,147.402,3.161
36,641.189,120.082,12.302,145.680,15.074
37,622.393,121.988,165.867,146.467,17.298
38,660.527,127.112,129.575,147.462,30.535
39,917.009,126.689,197.102,158.099,27.964
40,765.837,126.314,96.368,154.186,28.887
41,603.208,118.916,149.695,161.866,11.066
42,480.007,123.146,118.505,165.707,21.471
43,656.045,117.176,54.527,163.493,7.893
44,498.027,121.609,76.814,169.744,17.584
45,336.997,120.088,168.237,171.014,13.874
46,577.048,128.693,132.957,181.862,29.392
47,302.945,124.806,102.385,177.481,23.498
48,483.347,119.837,189.169,182.019,12.535
49,463.527,118.992,52.360,184.449,11.094
50,772.436,127.678,85.791,191.343,26.008
51,926.443,120.314,160.267,192.992,14.755
52,602.067,125.690,113.360,200.179,25.812
53,486.300,135.362,138.761,207.383,36.178
54,435.074,124.147,178.831,207.579,20.812
